   1.9998999747404013E-004  0.99999999998191225        1.8087724197351704E-011
   2.9997999747429275E-004  0.99999999993895694        6.1043017529363416E-011
   3.9996999747454536E-004  0.99999999985530907        1.4469094339640196E-010
   4.9995999747479798E-004  0.99999999971740472        2.8259526056390341E-010
   5.9994999747505059E-004  0.99999999951168028        4.8831972776725348E-010
   6.9993999747530321E-004  0.99999999922457183        7.7542810369522786E-010
   7.9992999747555583E-004  0.99999999884251578        1.1574841469697573E-009
   8.9991999747580844E-004  0.99999999835194842        1.6480516161220074E-009
   9.9990999747606116E-004  0.99999999773930570        2.2606942695647824E-009
   1.0998999974763137E-003  0.99999999699102415        3.0089758655612513E-009
   1.1998899974765664E-003  0.99999999609353984        3.9064601621899942E-009
   1.2998799974768189E-003  0.99999999503328907        4.9667109173063509E-009
   1.3998699974770716E-003  0.99999999379670812        6.2032918885001362E-009
   1.4998599974773241E-003  0.99999999237023318        7.6297668330496122E-009
   1.5998499974775769E-003  0.99999999074030044        9.2596995078718445E-009
   1.6998399974778294E-003  0.99999998889334629        1.1106653669469321E-008
   1.7998299974780821E-003  0.99999998681580693        1.3184193073872946E-008
   1.8998199974783346E-003  0.99999998449411853        1.5505881476581309E-008
   1.9998099974785875E-003  0.99999998191471740        1.8085282632496307E-008
   2.0997999974788398E-003  0.99999997906403970        2.0935960295855026E-008
   2.1997899974790926E-003  0.99999997592852174        2.4071478220158098E-008
   2.2997799974793453E-003  0.99999997249459982        2.7505400158094152E-008
   2.3997699974795980E-003  0.99999996874871011        3.1251289861460753E-008
   2.4997599974798503E-003  0.99999996467728891        3.5322711081081609E-008
   2.5997499974801030E-003  0.99999996026677240        3.9733227566720203E-008
   2.6997399974803557E-003  0.99999995550359688        4.4496403066989423E-008
   2.7997299974806085E-003  0.99999995037419864        4.9625801329257863E-008
   2.8997199974808608E-003  0.99999994486501387        5.5134986099552417E-008
   2.9997099974811135E-003  0.99999993896247885        6.1037521122456933E-008
   3.0996999974813662E-003  0.99999993265302989        6.7346970141007359E-008
   3.1996899974816189E-003  0.99999992592310305        7.4076896896583358E-008
   3.2996799974818712E-003  0.99999991875913485        8.1240865128795720E-008
   3.3996699974821239E-003  0.99999991114756137        8.8852438575371000E-008
