           1           1  1.663571328640895E-009
           1           2  1.618426047283579E-011
           1           3  1.090888408883641E-011
           1           4  6.381083042115453E-012
           1           5  3.743827582623945E-012
           1           6  2.134980688886579E-012
           1           7  1.260766484353784E-012
           1           8  1.950715248574284E-012
           1           9  1.583289192440853E-012
           1          10  1.003808951976964E-012
           1          11  6.068660877319039E-013
           1          12  3.859287577740270E-013
           1          13  2.547736264521321E-013
           1          14  1.516728975563159E-011
           1          15  1.210312851382615E-011
           1          16  8.035737256741401E-012
           1          17  5.107976440863292E-012
           1          18  2.885448640526872E-012
           1          19  1.746667059177453E-012
           1          20  1.030516636388662E-012
           1          21  1.165840277249964E-012
           1          22  1.146536214129741E-012
           1          23  7.286899519659317E-013
           1          24  4.875987859467961E-013
           1          25  2.933065837492854E-013
           1          26  1.822611965303805E-013
           1          27  1.940062529887882E-011
           1          28  1.566400440133074E-011
           1          29  1.017518958768885E-011
           1          30  6.350468305813960E-012
           1          31  3.713015670428255E-012
           1          32  2.241092941982546E-012
           1          33  1.357112336623187E-012
           1          34  1.652561752177333E-012
           1          35  1.443398791974035E-012
           1          36  9.438402152830836E-013
           1          37  5.939116016693984E-013
           1          38  3.651987314954515E-013
           1          39  2.429630854590322E-013
           1          40  2.404592303218399E-011
           1          41  1.787964890245369E-011
           1          42  1.200272195244200E-011
           1          43  7.298566310934393E-012
           1          44  4.221030084101977E-012
           1          45  2.586490523529086E-012
           1          46  1.509561472593216E-012
           1          47  2.081769148293544E-012
           1          48  1.585911071514802E-012
           1          49  1.110412578175115E-012
           1          50  6.925345730135119E-013
           1          51  4.140843528119124E-013
           1          52  2.957563404282307E-013
           1          53  1.262187307703646E-011
           1          54  9.331561601420710E-012
           1          55  7.100126799114990E-012
           1          56  4.347682745911810E-012
           1          57  2.494145511337888E-012
           1          58  1.450377075569203E-012
           1          59  9.238782607421837E-013
           1          60  6.872014885760668E-013
           1          61  8.529323265971205E-013
           1          62  6.586995630916244E-013
           1          63  4.143133965896632E-013
           1          64  2.414130815034186E-013
           1          65  1.408265467846256E-013
           1          66  1.389853200969838E-011
           1          67  1.144519333363220E-011
           1          68  8.223551353360284E-012
           1          69  5.065085319923929E-012
           1          70  2.980482702365836E-012
           1          71  1.801392350451280E-012
           1          72  1.139146461943221E-012
           1          73  1.034770906226537E-012
           1          74  1.082570313619424E-012
           1          75  7.712681936133570E-013
           1          76  4.822721027061748E-013
           1          77  2.740889518195524E-013
           1          78  1.958258085995119E-013
           1          79  1.498600340498048E-011
           1          80  1.326305876965634E-011
           1          81  9.701051209396848E-012
           1          82  5.340185869972149E-012
           1          83  3.250303640409086E-012
           1          84  1.983077511267094E-012
           1          85  1.254302478805403E-012
           1          86  1.273867221625594E-012
           1          87  1.169331273440484E-012
           1          88  8.574732665629706E-013
           1          89  5.283481584629822E-013
           1          90  3.139358196700118E-013
           1          91  2.259077211132151E-013
           1          92  1.788953060980701E-011
           1          93  1.493803197352514E-011
           1          94  1.060789051914513E-011
           1          95  6.246024004067267E-012
           1          96  3.655678245453089E-012
           1          97  2.321280177597134E-012
           1          98  1.446462471448831E-012
           1          99  1.601478008246958E-012
           1         100  1.264657053882666E-012
           1         101  9.603487223228143E-013
           1         102  5.729158300583877E-013
           1         103  3.509583008577638E-013
           1         104  2.473911145576102E-013
           1         105  2.181746425961872E-011
           1         106  1.666047006150615E-011
           1         107  1.139572668180790E-011
           1         108  7.277902871138596E-012
           1         109  4.149783238603990E-012
           1         110  2.504801653846352E-012
           1         111  1.630873427426018E-012
           1         112  1.493805107983199E-012
           1         113  1.553332390935715E-012
           1         114  1.091982615975501E-012
           1         115  6.241323897966537E-013
           1         116  4.212465652035273E-013
           1         117  2.934357843230454E-013
           1         118  2.718909114836426E-011
           1         119  1.942044834299005E-011
           1         120  1.330450479830520E-011
           1         121  8.075472314221681E-012
           1         122  4.770655204990883E-012
           1         123  3.019071874264090E-012
           1         124  1.806571202946831E-012
           1         125  1.935864653530696E-012
           1         126  1.785581984556277E-012
           1         127  1.232929553809085E-012
           1         128  7.897640711050709E-013
           1         129  4.591665350392496E-013
           1         130  3.369905234302673E-013
           2           1  1.618426047283579E-011
           2           2  4.108095268434687E-010
           2           3  9.810485097033402E-012
           2           4  5.767723718396328E-012
           2           5  3.420962335686940E-012
           2           6  1.971737344506386E-012
           2           7  1.173106305441306E-012
           2           8  1.556460819648984E-012
           2           9  1.363900640903568E-012
           2          10  8.830448697524944E-013
           2          11  5.431664211377062E-013
           2          12  3.492996759272154E-013
           2          13  2.329582359235297E-013
           2          14  1.168866646915895E-011
           2          15  1.037467689184549E-011
           2          16  6.946347877395843E-012
           2          17  4.481278436568379E-012
           2          18  2.574610959856642E-012
           2          19  1.578027766726515E-012
           2          20  9.429940003023439E-013
           2          21  9.078408185538613E-013
           2          22  9.523846816872194E-013
           2          23  6.165645246858313E-013
           2          24  4.227399308095898E-013
           2          25  2.576298046870319E-013
           2          26  1.624699508101469E-013
           2          27  1.455911347639458E-011
           2          28  1.344241642437902E-011
           2          29  8.797751666818508E-012
           2          30  5.570985300053503E-012
           2          31  3.312118358140970E-012
           2          32  2.025720884535354E-012
           2          33  1.242785058660329E-012
           2          34  1.283914088281359E-012
           2          35  1.193668839495274E-012
           2          36  7.980718825475464E-013
           2          37  5.135474759225289E-013
           2          38  3.203790419049895E-013
           2          39  2.169080905943312E-013
           2          40  1.802053425647217E-011
           2          41  1.540691663166724E-011
           2          42  1.041248969296815E-011
           2          43  6.415946950209680E-012
           2          44  3.772512238400940E-012
           2          45  2.342506850356529E-012
           2          46  1.387185885893112E-012
           2          47  1.628441315964147E-012
           2          48  1.308898376305568E-012
           2          49  9.415615561088259E-013
           2          50  5.998031596592211E-013
           2          51  3.639598748222490E-013
           2          52  2.647192314134020E-013
           2          53  1.015320323203794E-011
           2          54  7.588405984641470E-012
           2          55  5.890708089805937E-012
           2          56  3.689874102085034E-012
           2          57  2.165578476317057E-012
           2          58  1.279357858107756E-012
           2          59  8.275313438292184E-013
           2          60  5.097743567651110E-013
           2          61  6.729520260365910E-013
           2          62  5.367372848756430E-013
           2          63  3.473621665289483E-013
           2          64  2.051333964618098E-013
           2          65  1.212248560836456E-013
           2          66  1.091992878576062E-011
           2          67  9.233616548109495E-012
           2          68  6.760863998735457E-012
           2          69  4.276614378089423E-012
           2          70  2.580684031535887E-012
           2          71  1.587325622317971E-012
           2          72  1.021671911343644E-012
           2          73  7.815452462344881E-013
           2          74  8.496356748503311E-013
           2          75  6.224279952686780E-013
