#    L    TT             EE             BB             TE          
   395   0.162159E+04   0.195896E+02   0.384658E-01   0.826225E+01
   396   0.161601E+04   0.195840E+02   0.385846E-01   0.650728E+01
   397   0.161070E+04   0.195751E+02   0.387041E-01   0.475822E+01
   398   0.160589E+04   0.195621E+02   0.388242E-01   0.301635E+01
   399   0.160142E+04   0.195457E+02   0.389450E-01   0.128250E+01
   400   0.159729E+04   0.195260E+02   0.390665E-01  -0.442530E+00
   401   0.159357E+04   0.195023E+02   0.391887E-01  -0.215818E+01
   402   0.159028E+04   0.194745E+02   0.393116E-01  -0.386359E+01
   403   0.158733E+04   0.194442E+02   0.394352E-01  -0.555824E+01
   404   0.158472E+04   0.194097E+02   0.395596E-01  -0.724060E+01
   405   0.158252E+04   0.193712E+02   0.396848E-01  -0.891157E+01
   406   0.158060E+04   0.193301E+02   0.398107E-01  -0.105690E+02
   407   0.157910E+04   0.192850E+02   0.399374E-01  -0.122143E+02
   408   0.157794E+04   0.192365E+02   0.400649E-01  -0.138432E+02
   409   0.157720E+04   0.191854E+02   0.401932E-01  -0.154580E+02
   410   0.157673E+04   0.191295E+02   0.403224E-01  -0.170580E+02
   411   0.157668E+04   0.190710E+02   0.404524E-01  -0.186409E+02
   412   0.157690E+04   0.190092E+02   0.405832E-01  -0.202077E+02
   413   0.157747E+04   0.189441E+02   0.407150E-01  -0.217568E+02
   414   0.157831E+04   0.188756E+02   0.408476E-01  -0.232883E+02
   415   0.157956E+04   0.188045E+02   0.409810E-01  -0.248001E+02
   416   0.158109E+04   0.187293E+02   0.411154E-01  -0.262937E+02
   417   0.158290E+04   0.186515E+02   0.412507E-01  -0.277684E+02
   418   0.158505E+04   0.185688E+02   0.413869E-01  -0.292214E+02
   419   0.158755E+04   0.184843E+02   0.415240E-01  -0.306533E+02
   420   0.159032E+04   0.183972E+02   0.416621E-01  -0.320643E+02
   421   0.159344E+04   0.183068E+02   0.418011E-01  -0.334529E+02
   422   0.159683E+04   0.182129E+02   0.419411E-01  -0.348199E+02
   423   0.160042E+04   0.181158E+02   0.420820E-01  -0.361633E+02
   424   0.160429E+04   0.180160E+02   0.422239E-01  -0.374836E+02
   425   0.160851E+04   0.179128E+02   0.423668E-01  -0.387789E+02
   426   0.161300E+04   0.178077E+02   0.425106E-01  -0.400499E+02
   427   0.161769E+04   0.176993E+02   0.426554E-01  -0.412974E+02
   428   0.162266E+04   0.175883E+02   0.428012E-01  -0.425177E+02
   429   0.162783E+04   0.174746E+02   0.429479E-01  -0.437124E+02
   430   0.163336E+04   0.173590E+02   0.430957E-01  -0.448816E+02
   431   0.163908E+04   0.172401E+02   0.432444E-01  -0.460237E+02
   432   0.164494E+04   0.171185E+02   0.433942E-01  -0.471397E+02
   433   0.165114E+04   0.169957E+02   0.435449E-01  -0.482266E+02
   434   0.165748E+04   0.168695E+02   0.436965E-01  -0.492874E+02
   435   0.166402E+04   0.167422E+02   0.438492E-01  -0.503200E+02
   436   0.167083E+04   0.166123E+02   0.440028E-01  -0.513244E+02
   437   0.167786E+04   0.164796E+02   0.441574E-01  -0.522992E+02
   438   0.168501E+04   0.163451E+02   0.443130E-01  -0.532445E+02
   439   0.169244E+04   0.162094E+02   0.444695E-01  -0.541617E+02
   440   0.170001E+04   0.160710E+02   0.446270E-01  -0.550481E+02
   441   0.170778E+04   0.159307E+02   0.447854E-01  -0.559057E+02
   442   0.171561E+04   0.157884E+02   0.449448E-01  -0.567326E+02
   443   0.172372E+04   0.156450E+02   0.451051E-01  -0.575295E+02
   444   0.173197E+04   0.155004E+02   0.452663E-01  -0.582950E+02
   445   0.174035E+04   0.153523E+02   0.454284E-01  -0.590298E+02
   446   0.174878E+04   0.152045E+02   0.455914E-01  -0.597325E+02
   447   0.175743E+04   0.150556E+02   0.457552E-01  -0.604054E+02
   448   0.176614E+04   0.149039E+02   0.459200E-01  -0.610472E+02
   449   0.177506E+04   0.147518E+02   0.460856E-01  -0.616563E+02
   450   0.178411E+04   0.145991E+02   0.462520E-01  -0.622350E+02
   451   0.179323E+04   0.144446E+02   0.464193E-01  -0.627812E+02
   452   0.180240E+04   0.142895E+02   0.465874E-01  -0.632971E+02
   453   0.181179E+04   0.141339E+02   0.467563E-01  -0.637805E+02
   454   0.182117E+04   0.139771E+02   0.469260E-01  -0.642328E+02
   455   0.183062E+04   0.138198E+02   0.470964E-01  -0.646542E+02
   456   0.184027E+04   0.136612E+02   0.472676E-01  -0.650378E+02
   457   0.184985E+04   0.135028E+02   0.474395E-01  -0.653978E+02
   458   0.185956E+04   0.133439E+02   0.476121E-01  -0.657156E+02
   459   0.186934E+04   0.131852E+02   0.477855E-01  -0.660069E+02
   460   0.187918E+04   0.130252E+02   0.479595E-01  -0.662657E+02
   461   0.188902E+04   0.128653E+02   0.481342E-01  -0.664927E+02
   462   0.189893E+04   0.127049E+02   0.483095E-01  -0.666820E+02
   463   0.190883E+04   0.125454E+02   0.484855E-01  -0.668522E+02
   464   0.191872E+04   0.123860E+02   0.486620E-01  -0.669736E+02
   465   0.192861E+04   0.122268E+02   0.488392E-01  -0.670758E+02
   466   0.193857E+04   0.120669E+02   0.490169E-01  -0.671367E+02
   467   0.194860E+04   0.119080E+02   0.491952E-01  -0.671709E+02
   468   0.195855E+04   0.117498E+02   0.493740E-01  -0.671712E+02
   469   0.196850E+04   0.115910E+02   0.495533E-01  -0.671450E+02
   470   0.197852E+04   0.114338E+02   0.497331E-01  -0.670847E+02
   471   0.198831E+04   0.112782E+02   0.499134E-01  -0.669905E+02
   472   0.199825E+04   0.111226E+02   0.500942E-01  -0.668697E+02
   473   0.200812E+04   0.109679E+02   0.502754E-01  -0.667149E+02
   474   0.201799E+04   0.108147E+02   0.504570E-01  -0.665336E+02
   475   0.202785E+04   0.106615E+02   0.506390E-01  -0.663183E+02
   476   0.203757E+04   0.105106E+02   0.508213E-01  -0.660712E+02
   477   0.204722E+04   0.103604E+02   0.510041E-01  -0.658019E+02
   478   0.205686E+04   0.102110E+02   0.511871E-01  -0.654920E+02
   479   0.206644E+04   0.100638E+02   0.513705E-01  -0.651659E+02
   480   0.207594E+04   0.991814E+01   0.515542E-01  -0.648043E+02
   481   0.208537E+04   0.977391E+01   0.517382E-01  -0.644109E+02
   482   0.209481E+04   0.963189E+01   0.519224E-01  -0.639916E+02
   483   0.210403E+04   0.949131E+01   0.521068E-01  -0.635487E+02
   484   0.211310E+04   0.935291E+01   0.522914E-01  -0.630762E+02
   485   0.212225E+04   0.921593E+01   0.524763E-01  -0.625755E+02
   486   0.213126E+04   0.908186E+01   0.526613E-01  -0.620490E+02
   487   0.214013E+04   0.894993E+01   0.528464E-01  -0.614966E+02
   488   0.214885E+04   0.881940E+01   0.530317E-01  -0.609175E+02
   489   0.215751E+04   0.869174E+01   0.532170E-01  -0.603133E+02
   490   0.216610E+04   0.856694E+01   0.534024E-01  -0.596831E+02
   491   0.217441E+04   0.844425E+01   0.535879E-01  -0.590299E+02
   492   0.218272E+04   0.832440E+01   0.537734E-01  -0.583530E+02
   493   0.219089E+04   0.820589E+01   0.539589E-01  -0.576509E+02
   494   0.219892E+04   0.809168E+01   0.541444E-01  -0.569273E+02
   495   0.220675E+04   0.797954E+01   0.543299E-01  -0.561806E+02
   496   0.221443E+04   0.787094E+01   0.545152E-01  -0.554124E+02
   497   0.222198E+04   0.776512E+01   0.547005E-01  -0.546219E+02
   498   0.222938E+04   0.766134E+01   0.548856E-01  -0.538120E+02
   499   0.223673E+04   0.756180E+01   0.550706E-01  -0.529798E+02
   500   0.224387E+04   0.746428E+01   0.552555E-01  -0.521297E+02
   501   0.225072E+04   0.737099E+01   0.554401E-01  -0.512602E+02
   502   0.225759E+04   0.728118E+01   0.556244E-01  -0.503713E+02
   503   0.226418E+04   0.719409E+01   0.558086E-01  -0.494650E+02
   504   0.227055E+04   0.711047E+01   0.559924E-01  -0.485399E+02
   505   0.227694E+04   0.703105E+01   0.561759E-01  -0.475997E+02
   506   0.228298E+04   0.695522E+01   0.563591E-01  -0.466420E+02
   507   0.228895E+04   0.688268E+01   0.565419E-01  -0.456691E+02
   508   0.229464E+04   0.681447E+01   0.567243E-01  -0.446800E+02
   509   0.230020E+04   0.674960E+01   0.569063E-01  -0.436778E+02
   510   0.230548E+04   0.668874E+01   0.570878E-01  -0.426616E+02
   511   0.231070E+04   0.663158E+01   0.572688E-01  -0.416314E+02
   512   0.231564E+04   0.657857E+01   0.574494E-01  -0.405886E+02
   513   0.232045E+04   0.652947E+01   0.576293E-01  -0.395346E+02
   514   0.232505E+04   0.648457E+01   0.578087E-01  -0.384694E+02
   515   0.232945E+04   0.644379E+01   0.579875E-01  -0.373929E+02
   516   0.233364E+04   0.640719E+01   0.581657E-01  -0.363065E+02
   517   0.233755E+04   0.637491E+01   0.583432E-01  -0.352108E+02
   518   0.234134E+04   0.634681E+01   0.585200E-01  -0.341067E+02
   519   0.234499E+04   0.632309E+01   0.586961E-01  -0.329933E+02
   520   0.234836E+04   0.630367E+01   0.588715E-01  -0.318734E+02
   521   0.235146E+04   0.628862E+01   0.590460E-01  -0.307470E+02
   522   0.235435E+04   0.627815E+01   0.592198E-01  -0.296141E+02
   523   0.235711E+04   0.627211E+01   0.593928E-01  -0.284761E+02
   524   0.235967E+04   0.627049E+01   0.595649E-01  -0.273336E+02
   525   0.236188E+04   0.627343E+01   0.597361E-01  -0.261859E+02
   526   0.236396E+04   0.628092E+01   0.599064E-01  -0.250351E+02
   527   0.236598E+04   0.629296E+01   0.600758E-01  -0.238818E+02
   528   0.236766E+04   0.630954E+01   0.602442E-01  -0.227275E+02
   529   0.236913E+04   0.633094E+01   0.604117E-01  -0.215707E+02
   530   0.237033E+04   0.635694E+01   0.605781E-01  -0.204150E+02
   531   0.237154E+04   0.638746E+01   0.607435E-01  -0.192573E+02
   532   0.237234E+04   0.642278E+01   0.609079E-01  -0.181013E+02
   533   0.237293E+04   0.646275E+01   0.610712E-01  -0.169470E+02
   534   0.237332E+04   0.650744E+01   0.612334E-01  -0.157949E+02
   535   0.237351E+04   0.655692E+01   0.613945E-01  -0.146459E+02
   536   0.237350E+04   0.661102E+01   0.615545E-01  -0.134997E+02
   537   0.237337E+04   0.666981E+01   0.617133E-01  -0.123578E+02
   538   0.237288E+04   0.673345E+01   0.618710E-01  -0.112210E+02
   539   0.237227E+04   0.680162E+01   0.620274E-01  -0.100898E+02
   540   0.237146E+04   0.687476E+01   0.621827E-01  -0.896488E+01
   541   0.237037E+04   0.695241E+01   0.623368E-01  -0.784626E+01
   542   0.236916E+04   0.703481E+01   0.624896E-01  -0.673607E+01
   543   0.236768E+04   0.712201E+01   0.626412E-01  -0.563377E+01
   544   0.236607E+04   0.721385E+01   0.627915E-01  -0.454027E+01
   545   0.236419E+04   0.731034E+01   0.629405E-01  -0.345609E+01
   546   0.236218E+04   0.741124E+01   0.630883E-01  -0.238219E+01
   547   0.235990E+04   0.751677E+01   0.632347E-01  -0.131879E+01
   548   0.235750E+04   0.762693E+01   0.633799E-01  -0.266871E+00
   549   0.235489E+04   0.774170E+01   0.635237E-01   0.772950E+00
   550   0.235209E+04   0.786108E+01   0.636662E-01   0.180017E+01
   551   0.234917E+04   0.798506E+01   0.638074E-01   0.281424E+01
   552   0.234597E+04   0.811365E+01   0.639472E-01   0.381415E+01
   553   0.234264E+04   0.824537E+01   0.640857E-01   0.479975E+01
   554   0.233912E+04   0.838318E+01   0.642227E-01   0.577028E+01
   555   0.233540E+04   0.852486E+01   0.643585E-01   0.672499E+01
   556   0.233148E+04   0.867116E+01   0.644928E-01   0.766381E+01
   557   0.232743E+04   0.882133E+01   0.646257E-01   0.858500E+01
   558   0.232318E+04   0.897686E+01   0.647573E-01   0.948925E+01
   559   0.231874E+04   0.913553E+01   0.648875E-01   0.103759E+02
   560   0.231424E+04   0.929808E+01   0.650162E-01   0.112434E+02
   561   0.230939E+04   0.946525E+01   0.651436E-01   0.120920E+02
   562   0.230456E+04   0.963706E+01   0.652695E-01   0.129209E+02
   563   0.229953E+04   0.981201E+01   0.653940E-01   0.137317E+02
   564   0.229438E+04   0.999235E+01   0.655171E-01   0.145193E+02
   565   0.228902E+04   0.101751E+02   0.656388E-01   0.152874E+02
   566   0.228353E+04   0.103625E+02   0.657590E-01   0.160332E+02
   567   0.227792E+04   0.105530E+02   0.658779E-01   0.167574E+02
   568   0.227218E+04   0.107482E+02   0.659953E-01   0.174586E+02
   569   0.226623E+04   0.109473E+02   0.661112E-01   0.181391E+02
   570   0.226023E+04   0.111496E+02   0.662257E-01   0.187938E+02
   571   0.225403E+04   0.113558E+02   0.663388E-01   0.194250E+02
   572   0.224770E+04   0.115651E+02   0.664504E-01   0.200328E+02
   573   0.224131E+04   0.117777E+02   0.665606E-01   0.206149E+02
   574   0.223479E+04   0.119942E+02   0.666694E-01   0.211730E+02
   575   0.222814E+04   0.122131E+02   0.667767E-01   0.217048E+02
   576   0.222143E+04   0.124359E+02   0.668826E-01   0.222120E+02
   577   0.221452E+04   0.126620E+02   0.669870E-01   0.226930E+02
   578   0.220756E+04   0.128905E+02   0.670900E-01   0.231473E+02
   579   0.220053E+04   0.131230E+02   0.671916E-01   0.235756E+02
   580   0.219345E+04   0.133579E+02   0.672918E-01   0.239758E+02
   581   0.218609E+04   0.135953E+02   0.673905E-01   0.243501E+02
   582   0.217874E+04   0.138359E+02   0.674877E-01   0.246965E+02
   583   0.217133E+04   0.140791E+02   0.675836E-01   0.250141E+02
   584   0.216387E+04   0.143247E+02   0.676780E-01   0.253046E+02
   585   0.215634E+04   0.145727E+02   0.677710E-01   0.255665E+02
   586   0.214868E+04   0.148226E+02   0.678627E-01   0.257999E+02
   587   0.214104E+04   0.150757E+02   0.679529E-01   0.260049E+02
   588   0.213326E+04   0.153305E+02   0.680417E-01   0.261801E+02
   589   0.212542E+04   0.155879E+02   0.681291E-01   0.263269E+02
   590   0.211752E+04   0.158463E+02   0.682151E-01   0.264447E+02
   591   0.210964E+04   0.161080E+02   0.682998E-01   0.265328E+02
   592   0.210169E+04   0.163699E+02   0.683831E-01   0.265906E+02
   593   0.209368E+04   0.166352E+02   0.684650E-01   0.266202E+02
   594   0.208553E+04   0.169015E+02   0.685456E-01   0.266189E+02
   595   0.207740E+04   0.171681E+02   0.686249E-01   0.265889E+02
   596   0.206935E+04   0.174381E+02   0.687029E-01   0.265280E+02
   597   0.206123E+04   0.177069E+02   0.687795E-01   0.264378E+02
   598   0.205328E+04   0.179782E+02   0.688549E-01   0.263176E+02
   599   0.204519E+04   0.182506E+02   0.689289E-01   0.261681E+02
   600   0.203703E+04   0.185242E+02   0.690017E-01   0.259880E+02
   601   0.202888E+04   0.187988E+02   0.690733E-01   0.257781E+02
   602   0.202074E+04   0.190731E+02   0.691437E-01   0.255375E+02
   603   0.201254E+04   0.193492E+02   0.692128E-01   0.252686E+02
   604   0.200449E+04   0.196250E+02   0.692807E-01   0.249692E+02
   605   0.199638E+04   0.199012E+02   0.693475E-01   0.246399E+02
   606   0.198834E+04   0.201778E+02   0.694131E-01   0.242809E+02
   607   0.198009E+04   0.204549E+02   0.694776E-01   0.238921E+02
   608   0.197207E+04   0.207324E+02   0.695409E-01   0.234735E+02
   609   0.196413E+04   0.210089E+02   0.696032E-01   0.230251E+02
   610   0.195612E+04   0.212851E+02   0.696644E-01   0.225470E+02
   611   0.194819E+04   0.215618E+02   0.697246E-01   0.220399E+02
   612   0.194033E+04   0.218390E+02   0.697838E-01   0.215045E+02
   613   0.193241E+04   0.221131E+02   0.698419E-01   0.209386E+02
   614   0.192463E+04   0.223883E+02   0.698991E-01   0.203438E+02
   615   0.191686E+04   0.226619E+02   0.699553E-01   0.197207E+02
   616   0.190917E+04   0.229361E+02   0.700106E-01   0.190694E+02
   617   0.190162E+04   0.232093E+02   0.700651E-01   0.183898E+02
   618   0.189408E+04   0.234817E+02   0.701186E-01   0.176813E+02
   619   0.188653E+04   0.237539E+02   0.701713E-01   0.169467E+02
   620   0.187921E+04   0.240230E+02   0.702233E-01   0.161840E+02
   621   0.187181E+04   0.242919E+02   0.702744E-01   0.153937E+02
   622   0.186456E+04   0.245593E+02   0.703247E-01   0.145760E+02
   623   0.185746E+04   0.248244E+02   0.703744E-01   0.137330E+02
   624   0.185036E+04   0.250879E+02   0.704233E-01   0.128633E+02
   625   0.184332E+04   0.253499E+02   0.704716E-01   0.119668E+02
   626   0.183643E+04   0.256103E+02   0.705192E-01   0.110451E+02
   627   0.182969E+04   0.258685E+02   0.705662E-01   0.100980E+02
   628   0.182301E+04   0.261244E+02   0.706126E-01   0.912575E+01
   629   0.181648E+04   0.263781E+02   0.706585E-01   0.812892E+01
   630   0.180995E+04   0.266296E+02   0.707038E-01   0.710681E+01
   631   0.180355E+04   0.268788E+02   0.707486E-01   0.606238E+01
   632   0.179738E+04   0.271252E+02   0.707929E-01   0.499339E+01
   633   0.179119E+04   0.273701E+02   0.708368E-01   0.390207E+01
   634   0.178522E+04   0.276106E+02   0.708803E-01   0.278839E+01
   635   0.177939E+04   0.278497E+02   0.709234E-01   0.165274E+01
   636   0.177356E+04   0.280867E+02   0.709661E-01   0.495751E+00
   637   0.176793E+04   0.283186E+02   0.710085E-01  -0.683167E+00
   638   0.176245E+04   0.285491E+02   0.710505E-01  -0.188188E+01
   639   0.175710E+04   0.287753E+02   0.710923E-01  -0.310136E+01
   640   0.175189E+04   0.289994E+02   0.711338E-01  -0.434002E+01
   641   0.174682E+04   0.292200E+02   0.711751E-01  -0.559793E+01
   642   0.174182E+04   0.294363E+02   0.712162E-01  -0.687430E+01
   643   0.173702E+04   0.296506E+02   0.712571E-01  -0.816869E+01
   644   0.173243E+04   0.298592E+02   0.712979E-01  -0.948043E+01
   645   0.172791E+04   0.300650E+02   0.713385E-01  -0.108092E+02
   646   0.172352E+04   0.302674E+02   0.713791E-01  -0.121545E+02
   647   0.171941E+04   0.304655E+02   0.714195E-01  -0.135160E+02
   648   0.171529E+04   0.306602E+02   0.714599E-01  -0.148919E+02
   649   0.171145E+04   0.308500E+02   0.715003E-01  -0.162830E+02
   650   0.170774E+04   0.310356E+02   0.715407E-01  -0.176878E+02
   651   0.170417E+04   0.312186E+02   0.715811E-01  -0.191062E+02
   652   0.170073E+04   0.313967E+02   0.716215E-01  -0.205377E+02
   653   0.169757E+04   0.315691E+02   0.716621E-01  -0.219808E+02
   654   0.169447E+04   0.317383E+02   0.717027E-01  -0.234349E+02
   655   0.169150E+04   0.319033E+02   0.717434E-01  -0.249006E+02
   656   0.168881E+04   0.320635E+02   0.717843E-01  -0.263767E+02
   657   0.168625E+04   0.322189E+02   0.718253E-01  -0.278617E+02
   658   0.168375E+04   0.323702E+02   0.718665E-01  -0.293565E+02
   659   0.168160E+04   0.325167E+02   0.719080E-01  -0.308595E+02
   660   0.167959E+04   0.326577E+02   0.719497E-01  -0.323702E+02
   661   0.167770E+04   0.327939E+02   0.719916E-01  -0.338871E+02
   662   0.167602E+04   0.329261E+02   0.720338E-01  -0.354117E+02
   663   0.167447E+04   0.330536E+02   0.720764E-01  -0.369427E+02
   664   0.167312E+04   0.331748E+02   0.721192E-01  -0.384780E+02
   665   0.167190E+04   0.332914E+02   0.721624E-01  -0.400182E+02
   666   0.167089E+04   0.334032E+02   0.722060E-01  -0.415621E+02
   667   0.167008E+04   0.335095E+02   0.722500E-01  -0.431096E+02
   668   0.166932E+04   0.336112E+02   0.722944E-01  -0.446602E+02
   669   0.166892E+04   0.337074E+02   0.723393E-01  -0.462124E+02
   670   0.166857E+04   0.337983E+02   0.723846E-01  -0.477648E+02
   671   0.166849E+04   0.338852E+02   0.724304E-01  -0.493189E+02
   672   0.166847E+04   0.339652E+02   0.724767E-01  -0.508734E+02
   673   0.166873E+04   0.340413E+02   0.725236E-01  -0.524261E+02
   674   0.166912E+04   0.341114E+02   0.725710E-01  -0.539779E+02
   675   0.166970E+04   0.341760E+02   0.726190E-01  -0.555280E+02
   676   0.167042E+04   0.342353E+02   0.726676E-01  -0.570743E+02
   677   0.167134E+04   0.342893E+02   0.727169E-01  -0.586176E+02
   678   0.167245E+04   0.343372E+02   0.727667E-01  -0.601573E+02
   679   0.167370E+04   0.343805E+02   0.728173E-01  -0.616920E+02
   680   0.167522E+04   0.344185E+02   0.728685E-01  -0.632217E+02
   681   0.167687E+04   0.344505E+02   0.729204E-01  -0.647444E+02
   682   0.167864E+04   0.344765E+02   0.729731E-01  -0.662614E+02
   683   0.168069E+04   0.344986E+02   0.730265E-01  -0.677723E+02
   684   0.168279E+04   0.345132E+02   0.730807E-01  -0.692749E+02
   685   0.168501E+04   0.345234E+02   0.731357E-01  -0.707692E+02
   686   0.168744E+04   0.345275E+02   0.731914E-01  -0.722464E+02
   687   0.169014E+04   0.345271E+02   0.732480E-01  -0.737177E+02
   688   0.169289E+04   0.345201E+02   0.733055E-01  -0.751811E+02
   689   0.169585E+04   0.345077E+02   0.733638E-01  -0.766291E+02
   690   0.169892E+04   0.344910E+02   0.734230E-01  -0.780692E+02
   691   0.170220E+04   0.344667E+02   0.734830E-01  -0.794941E+02
   692   0.170560E+04   0.344388E+02   0.735440E-01  -0.809040E+02
   693   0.170921E+04   0.344049E+02   0.736059E-01  -0.823062E+02
   694   0.171286E+04   0.343652E+02   0.736687E-01  -0.836861E+02
   695   0.171678E+04   0.343217E+02   0.737325E-01  -0.850512E+02
   696   0.172084E+04   0.342716E+02   0.737972E-01  -0.864163E+02
   697   0.172501E+04   0.342163E+02   0.738629E-01  -0.877519E+02
   698   0.172931E+04   0.341551E+02   0.739296E-01  -0.890729E+02
   699   0.173374E+04   0.340895E+02   0.739973E-01  -0.903720E+02
   700   0.173836E+04   0.340180E+02   0.740660E-01  -0.916566E+02
   701   0.174311E+04   0.339415E+02   0.741357E-01  -0.929269E+02
   702   0.174798E+04   0.338605E+02   0.742064E-01  -0.941681E+02
   703   0.175298E+04   0.337736E+02   0.742782E-01  -0.954099E+02
   704   0.175810E+04   0.336824E+02   0.743509E-01  -0.966154E+02
   705   0.176328E+04   0.335853E+02   0.744247E-01  -0.977994E+02
   706   0.176865E+04   0.334838E+02   0.744996E-01  -0.989696E+02
   707   0.177408E+04   0.333771E+02   0.745755E-01  -0.100118E+03
   708   0.177977E+04   0.332660E+02   0.746524E-01  -0.101231E+03
   709   0.178545E+04   0.331498E+02   0.747304E-01  -0.102338E+03
   710   0.179133E+04   0.330284E+02   0.748094E-01  -0.103416E+03
   711   0.179726E+04   0.329027E+02   0.748894E-01  -0.104466E+03
   712   0.180332E+04   0.327725E+02   0.749705E-01  -0.105502E+03
   713   0.180958E+04   0.326371E+02   0.750527E-01  -0.106503E+03
   714   0.181574E+04   0.324981E+02   0.751359E-01  -0.107483E+03
   715   0.182210E+04   0.323538E+02   0.752201E-01  -0.108442E+03
   716   0.182860E+04   0.322052E+02   0.753054E-01  -0.109374E+03
   717   0.183515E+04   0.320528E+02   0.753917E-01  -0.110270E+03
   718   0.184175E+04   0.318960E+02   0.754790E-01  -0.111153E+03
   719   0.184848E+04   0.317333E+02   0.755673E-01  -0.111994E+03
   720   0.185519E+04   0.315676E+02   0.756567E-01  -0.112822E+03
   721   0.186218E+04   0.313990E+02   0.757470E-01  -0.113608E+03
   722   0.186907E+04   0.312251E+02   0.758383E-01  -0.114366E+03
   723   0.187610E+04   0.310482E+02   0.759307E-01  -0.115104E+03
   724   0.188318E+04   0.308669E+02   0.760239E-01  -0.115815E+03
   725   0.189032E+04   0.306826E+02   0.761182E-01  -0.116491E+03
   726   0.189759E+04   0.304960E+02   0.762134E-01  -0.117133E+03
   727   0.190484E+04   0.303042E+02   0.763096E-01  -0.117755E+03
   728   0.191215E+04   0.301078E+02   0.764067E-01  -0.118343E+03
   729   0.191952E+04   0.299092E+02   0.765047E-01  -0.118903E+03
   730   0.192687E+04   0.297076E+02   0.766037E-01  -0.119430E+03
   731   0.193443E+04   0.295015E+02   0.767035E-01  -0.119922E+03
   732   0.194189E+04   0.292945E+02   0.768043E-01  -0.120380E+03
   733   0.194949E+04   0.290830E+02   0.769059E-01  -0.120819E+03
   734   0.195708E+04   0.288692E+02   0.770083E-01  -0.121210E+03
   735   0.196473E+04   0.286516E+02   0.771117E-01  -0.121588E+03
   736   0.197229E+04   0.284317E+02   0.772158E-01  -0.121918E+03
   737   0.197998E+04   0.282101E+02   0.773208E-01  -0.122229E+03
   738   0.198758E+04   0.279863E+02   0.774266E-01  -0.122492E+03
   739   0.199525E+04   0.277593E+02   0.775331E-01  -0.122728E+03
   740   0.200290E+04   0.275300E+02   0.776405E-01  -0.122938E+03
   741   0.201062E+04   0.272975E+02   0.777486E-01  -0.123115E+03
   742   0.201832E+04   0.270657E+02   0.778574E-01  -0.123251E+03
   743   0.202601E+04   0.268322E+02   0.779670E-01  -0.123362E+03
   744   0.203377E+04   0.265956E+02   0.780773E-01  -0.123431E+03
   745   0.204144E+04   0.263573E+02   0.781883E-01  -0.123482E+03
   746   0.204902E+04   0.261181E+02   0.782999E-01  -0.123478E+03
   747   0.205659E+04   0.258765E+02   0.784123E-01  -0.123456E+03
   748   0.206423E+04   0.256347E+02   0.785253E-01  -0.123400E+03
   749   0.207186E+04   0.253896E+02   0.786389E-01  -0.123319E+03
   750   0.207941E+04   0.251452E+02   0.787531E-01  -0.123198E+03
   751   0.208695E+04   0.248990E+02   0.788679E-01  -0.123044E+03
   752   0.209447E+04   0.246533E+02   0.789833E-01  -0.122850E+03
   753   0.210192E+04   0.244051E+02   0.790992E-01  -0.122631E+03
   754   0.210929E+04   0.241573E+02   0.792157E-01  -0.122371E+03
   755   0.211672E+04   0.239086E+02   0.793327E-01  -0.122086E+03
   756   0.212392E+04   0.236595E+02   0.794501E-01  -0.121769E+03
   757   0.213127E+04   0.234108E+02   0.795681E-01  -0.121411E+03
   758   0.213839E+04   0.231611E+02   0.796865E-01  -0.121020E+03
   759   0.214558E+04   0.229110E+02   0.798053E-01  -0.120605E+03
   760   0.215261E+04   0.226612E+02   0.799246E-01  -0.120156E+03
   761   0.215957E+04   0.224118E+02   0.800442E-01  -0.119675E+03
   762   0.216660E+04   0.221628E+02   0.801642E-01  -0.119162E+03
   763   0.217340E+04   0.219148E+02   0.802845E-01  -0.118615E+03
   764   0.218020E+04   0.216663E+02   0.804052E-01  -0.118044E+03
   765   0.218685E+04   0.214182E+02   0.805261E-01  -0.117432E+03
   766   0.219350E+04   0.211717E+02   0.806474E-01  -0.116796E+03
   767   0.220000E+04   0.209263E+02   0.807688E-01  -0.116126E+03
   768   0.220642E+04   0.206811E+02   0.808905E-01  -0.115417E+03
   769   0.221277E+04   0.204361E+02   0.810124E-01  -0.114690E+03
   770   0.221898E+04   0.201935E+02   0.811344E-01  -0.113930E+03
   771   0.222511E+04   0.199519E+02   0.812566E-01  -0.113138E+03
   772   0.223109E+04   0.197119E+02   0.813788E-01  -0.112305E+03
   773   0.223700E+04   0.194735E+02   0.815012E-01  -0.111455E+03
   774   0.224276E+04   0.192367E+02   0.816236E-01  -0.110580E+03
   775   0.224853E+04   0.190015E+02   0.817460E-01  -0.109672E+03
   776   0.225400E+04   0.187686E+02   0.818685E-01  -0.108738E+03
   777   0.225941E+04   0.185373E+02   0.819909E-01  -0.107773E+03
   778   0.226489E+04   0.183082E+02   0.821132E-01  -0.106774E+03
   779   0.227001E+04   0.180814E+02   0.822355E-01  -0.105758E+03
   780   0.227505E+04   0.178554E+02   0.823576E-01  -0.104709E+03
   781   0.228003E+04   0.176338E+02   0.824796E-01  -0.103642E+03
   782   0.228480E+04   0.174137E+02   0.826014E-01  -0.102558E+03
   783   0.228949E+04   0.171965E+02   0.827229E-01  -0.101433E+03
   784   0.229405E+04   0.169823E+02   0.828443E-01  -0.100283E+03
   785   0.229839E+04   0.167701E+02   0.829653E-01  -0.991151E+02
