#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   343   0.245996E+04   0.919695E+02   0.394575E-04   0.919695E+02   0.154365E+02   0.120406E-05   0.394575E-04   0.120406E-05   0.320970E-07
   344   0.243416E+04   0.908304E+02   0.390818E-04   0.908304E+02   0.155864E+02   0.120782E-05   0.390818E-04   0.120782E-05   0.319789E-07
   345   0.240856E+04   0.896633E+02   0.387097E-04   0.896633E+02   0.157341E+02   0.121132E-05   0.387097E-04   0.121132E-05   0.318614E-07
   346   0.238332E+04   0.884758E+02   0.383412E-04   0.884758E+02   0.158812E+02   0.121455E-05   0.383412E-04   0.121455E-05   0.317445E-07
   347   0.235836E+04   0.872530E+02   0.379763E-04   0.872530E+02   0.160254E+02   0.121752E-05   0.379763E-04   0.121752E-05   0.316282E-07
   348   0.233375E+04   0.860023E+02   0.376150E-04   0.860023E+02   0.161675E+02   0.122021E-05   0.376150E-04   0.122021E-05   0.315125E-07
   349   0.230943E+04   0.847236E+02   0.372574E-04   0.847236E+02   0.163083E+02   0.122262E-05   0.372574E-04   0.122262E-05   0.313974E-07
   350   0.228546E+04   0.834245E+02   0.369034E-04   0.834245E+02   0.164462E+02   0.122475E-05   0.369034E-04   0.122475E-05   0.312828E-07
   351   0.226199E+04   0.820975E+02   0.365530E-04   0.820975E+02   0.165828E+02   0.122659E-05   0.365530E-04   0.122659E-05   0.311688E-07
   352   0.223865E+04   0.807424E+02   0.362061E-04   0.807424E+02   0.167173E+02   0.122815E-05   0.362061E-04   0.122815E-05   0.310554E-07
   353   0.221573E+04   0.793742E+02   0.358627E-04   0.793742E+02   0.168489E+02   0.122945E-05   0.358627E-04   0.122945E-05   0.309425E-07
   354   0.219310E+04   0.779705E+02   0.355227E-04   0.779705E+02   0.169785E+02   0.123050E-05   0.355227E-04   0.123050E-05   0.308302E-07
   355   0.217089E+04   0.765462E+02   0.351860E-04   0.765462E+02   0.171060E+02   0.123132E-05   0.351860E-04   0.123132E-05   0.307185E-07
   356   0.214904E+04   0.751085E+02   0.348524E-04   0.751085E+02   0.172314E+02   0.123192E-05   0.348524E-04   0.123192E-05   0.306073E-07
   357   0.212754E+04   0.736427E+02   0.345218E-04   0.736427E+02   0.173540E+02   0.123232E-05   0.345218E-04   0.123232E-05   0.304967E-07
   358   0.210646E+04   0.721634E+02   0.341943E-04   0.721634E+02   0.174730E+02   0.123254E-05   0.341943E-04   0.123254E-05   0.303866E-07
   359   0.208566E+04   0.706559E+02   0.338696E-04   0.706559E+02   0.175900E+02   0.123258E-05   0.338696E-04   0.123258E-05   0.302770E-07
   360   0.206529E+04   0.691312E+02   0.335478E-04   0.691312E+02   0.177049E+02   0.123246E-05   0.335478E-04   0.123246E-05   0.301680E-07
   361   0.204528E+04   0.675848E+02   0.332286E-04   0.675848E+02   0.178170E+02   0.123220E-05   0.332286E-04   0.123220E-05   0.300595E-07
   362   0.202568E+04   0.660197E+02   0.329120E-04   0.660197E+02   0.179263E+02   0.123181E-05   0.329120E-04   0.123181E-05   0.299516E-07
   363   0.200645E+04   0.644380E+02   0.325980E-04   0.644380E+02   0.180336E+02   0.123130E-05   0.325980E-04   0.123130E-05   0.298442E-07
   364   0.198763E+04   0.628359E+02   0.322863E-04   0.628359E+02   0.181366E+02   0.123070E-05   0.322863E-04   0.123070E-05   0.297373E-07
   365   0.196917E+04   0.612194E+02   0.319769E-04   0.612194E+02   0.182375E+02   0.123002E-05   0.319769E-04   0.123002E-05   0.296309E-07
   366   0.195114E+04   0.595855E+02   0.316698E-04   0.595855E+02   0.183357E+02   0.122926E-05   0.316698E-04   0.122926E-05   0.295251E-07
   367   0.193353E+04   0.579363E+02   0.313648E-04   0.579363E+02   0.184296E+02   0.122845E-05   0.313648E-04   0.122845E-05   0.294198E-07
   368   0.191619E+04   0.562733E+02   0.310618E-04   0.562733E+02   0.185214E+02   0.122760E-05   0.310618E-04   0.122760E-05   0.293150E-07
   369   0.189944E+04   0.545942E+02   0.307608E-04   0.545942E+02   0.186106E+02   0.122673E-05   0.307608E-04   0.122673E-05   0.292107E-07
   370   0.188303E+04   0.529042E+02   0.304616E-04   0.529042E+02   0.186961E+02   0.122585E-05   0.304616E-04   0.122585E-05   0.291069E-07
   371   0.186698E+04   0.511994E+02   0.301642E-04   0.511994E+02   0.187782E+02   0.122497E-05   0.301642E-04   0.122497E-05   0.290036E-07
   372   0.185135E+04   0.494844E+02   0.298684E-04   0.494844E+02   0.188576E+02   0.122411E-05   0.298684E-04   0.122411E-05   0.289008E-07
   373   0.183614E+04   0.477561E+02   0.295741E-04   0.477561E+02   0.189334E+02   0.122329E-05   0.295741E-04   0.122329E-05   0.287985E-07
   374   0.182137E+04   0.460182E+02   0.292813E-04   0.460182E+02   0.190065E+02   0.122252E-05   0.292813E-04   0.122252E-05   0.286967E-07
   375   0.180694E+04   0.442705E+02   0.289899E-04   0.442705E+02   0.190761E+02   0.122181E-05   0.289899E-04   0.122181E-05   0.285953E-07
   376   0.179301E+04   0.425132E+02   0.286998E-04   0.425132E+02   0.191429E+02   0.122118E-05   0.286998E-04   0.122118E-05   0.284945E-07
   377   0.177951E+04   0.407491E+02   0.284108E-04   0.407491E+02   0.192056E+02   0.122064E-05   0.284108E-04   0.122064E-05   0.283942E-07
   378   0.176636E+04   0.389752E+02   0.281229E-04   0.389752E+02   0.192647E+02   0.122021E-05   0.281229E-04   0.122021E-05   0.282943E-07
   379   0.175363E+04   0.371959E+02   0.278360E-04   0.371959E+02   0.193211E+02   0.121991E-05   0.278360E-04   0.121991E-05   0.281949E-07
   380   0.174140E+04   0.354089E+02   0.275500E-04   0.354089E+02   0.193748E+02   0.121975E-05   0.275500E-04   0.121975E-05   0.280960E-07
   381   0.172953E+04   0.336172E+02   0.272647E-04   0.336172E+02   0.194221E+02   0.121973E-05   0.272647E-04   0.121973E-05   0.279975E-07
   382   0.171800E+04   0.318215E+02   0.269802E-04   0.318215E+02   0.194681E+02   0.121989E-05   0.269802E-04   0.121989E-05   0.278996E-07
   383   0.170697E+04   0.300202E+02   0.266963E-04   0.300202E+02   0.195099E+02   0.122023E-05   0.266963E-04   0.122023E-05   0.278020E-07
   384   0.169644E+04   0.282170E+02   0.264129E-04   0.282170E+02   0.195475E+02   0.122076E-05   0.264129E-04   0.122076E-05   0.277050E-07
   385   0.168619E+04   0.264103E+02   0.261299E-04   0.264103E+02   0.195831E+02   0.122151E-05   0.261299E-04   0.122151E-05   0.276084E-07
   386   0.167644E+04   0.246025E+02   0.258472E-04   0.246025E+02   0.196146E+02   0.122249E-05   0.258472E-04   0.122249E-05   0.275122E-07
   387   0.166703E+04   0.227933E+02   0.255648E-04   0.227933E+02   0.196419E+02   0.122371E-05   0.255648E-04   0.122371E-05   0.274165E-07
   388   0.165805E+04   0.209843E+02   0.252825E-04   0.209843E+02   0.196657E+02   0.122518E-05   0.252825E-04   0.122518E-05   0.273213E-07
   389   0.164950E+04   0.191754E+02   0.250002E-04   0.191754E+02   0.196839E+02   0.122693E-05   0.250002E-04   0.122693E-05   0.272265E-07
   390   0.164136E+04   0.173689E+02   0.247179E-04   0.173689E+02   0.197016E+02   0.122897E-05   0.247179E-04   0.122897E-05   0.271321E-07
   391   0.163366E+04   0.155631E+02   0.244354E-04   0.155631E+02   0.197144E+02   0.123130E-05   0.244354E-04   0.123130E-05   0.270382E-07
   392   0.162630E+04   0.137609E+02   0.241527E-04   0.137609E+02   0.197252E+02   0.123395E-05   0.241527E-04   0.123395E-05   0.269446E-07
   393   0.161944E+04   0.119617E+02   0.238696E-04   0.119617E+02   0.197311E+02   0.123694E-05   0.238696E-04   0.123694E-05   0.268516E-07
   394   0.161293E+04   0.101676E+02   0.235861E-04   0.101676E+02   0.197337E+02   0.124026E-05   0.235861E-04   0.124026E-05   0.267589E-07
   395   0.160677E+04   0.837709E+01   0.233020E-04   0.837709E+01   0.197320E+02   0.124395E-05   0.233020E-04   0.124395E-05   0.266667E-07
   396   0.160110E+04   0.659363E+01   0.230173E-04   0.659363E+01   0.197270E+02   0.124802E-05   0.230173E-04   0.124802E-05   0.265749E-07
   397   0.159572E+04   0.481587E+01   0.227319E-04   0.481587E+01   0.197185E+02   0.125247E-05   0.227319E-04   0.125247E-05   0.264835E-07
   398   0.159082E+04   0.304512E+01   0.224457E-04   0.304512E+01   0.197060E+02   0.125733E-05   0.224457E-04   0.125733E-05   0.263926E-07
   399   0.158628E+04   0.128219E+01   0.221586E-04   0.128219E+01   0.196900E+02   0.126261E-05   0.221586E-04   0.126261E-05   0.263020E-07
   400   0.158209E+04  -0.472076E+00   0.218704E-04  -0.472076E+00   0.196706E+02   0.126833E-05   0.218704E-04   0.126833E-05   0.262118E-07
   401   0.157832E+04  -0.221712E+01   0.215812E-04  -0.221712E+01   0.196471E+02   0.127449E-05   0.215812E-04   0.127449E-05   0.261221E-07
   402   0.157497E+04  -0.395207E+01   0.212910E-04  -0.395207E+01   0.196194E+02   0.128107E-05   0.212910E-04   0.128107E-05   0.260327E-07
   403   0.157198E+04  -0.567637E+01   0.209999E-04  -0.567637E+01   0.195891E+02   0.128805E-05   0.209999E-04   0.128805E-05   0.259438E-07
   404   0.156933E+04  -0.738851E+01   0.207081E-04  -0.738851E+01   0.195546E+02   0.129541E-05   0.207081E-04   0.129541E-05   0.258552E-07
   405   0.156711E+04  -0.908934E+01   0.204156E-04  -0.908934E+01   0.195160E+02   0.130311E-05   0.204156E-04   0.130311E-05   0.257671E-07
   406   0.156516E+04  -0.107767E+02   0.201226E-04  -0.107767E+02   0.194748E+02   0.131114E-05   0.201226E-04   0.131114E-05   0.256793E-07
   407   0.156364E+04  -0.124520E+02   0.198291E-04  -0.124520E+02   0.194294E+02   0.131946E-05   0.198291E-04   0.131946E-05   0.255919E-07
   408   0.156247E+04  -0.141110E+02   0.195353E-04  -0.141110E+02   0.193806E+02   0.132806E-05   0.195353E-04   0.132806E-05   0.255050E-07
   409   0.156172E+04  -0.157559E+02   0.192413E-04  -0.157559E+02   0.193291E+02   0.133691E-05   0.192413E-04   0.133691E-05   0.254184E-07
   410   0.156125E+04  -0.173860E+02   0.189472E-04  -0.173860E+02   0.192727E+02   0.134597E-05   0.189472E-04   0.134597E-05   0.253322E-07
   411   0.156121E+04  -0.189990E+02   0.186531E-04  -0.189990E+02   0.192136E+02   0.135524E-05   0.186531E-04   0.135524E-05   0.252464E-07
   412   0.156145E+04  -0.205959E+02   0.183591E-04  -0.205959E+02   0.191511E+02   0.136467E-05   0.183591E-04   0.136467E-05   0.251609E-07
   413   0.156203E+04  -0.221750E+02   0.180654E-04  -0.221750E+02   0.190852E+02   0.137425E-05   0.180654E-04   0.137425E-05   0.250759E-07
   414   0.156290E+04  -0.237366E+02   0.177721E-04  -0.237366E+02   0.190159E+02   0.138396E-05   0.177721E-04   0.138396E-05   0.249912E-07
   415   0.156419E+04  -0.252783E+02   0.174792E-04  -0.252783E+02   0.189439E+02   0.139375E-05   0.174792E-04   0.139375E-05   0.249069E-07
   416   0.156577E+04  -0.268018E+02   0.171868E-04  -0.268018E+02   0.188677E+02   0.140362E-05   0.171868E-04   0.140362E-05   0.248230E-07
   417   0.156762E+04  -0.283063E+02   0.168952E-04  -0.283063E+02   0.187888E+02   0.141353E-05   0.168952E-04   0.141353E-05   0.247395E-07
   418   0.156982E+04  -0.297889E+02   0.166044E-04  -0.297889E+02   0.187050E+02   0.142347E-05   0.166044E-04   0.142347E-05   0.246563E-07
   419   0.157238E+04  -0.312503E+02   0.163144E-04  -0.312503E+02   0.186192E+02   0.143339E-05   0.163144E-04   0.143339E-05   0.245735E-07
   420   0.157522E+04  -0.326907E+02   0.160255E-04  -0.326907E+02   0.185308E+02   0.144329E-05   0.160255E-04   0.144329E-05   0.244911E-07
   421   0.157842E+04  -0.341085E+02   0.157378E-04  -0.341085E+02   0.184389E+02   0.145313E-05   0.157378E-04   0.145313E-05   0.244090E-07
   422   0.158189E+04  -0.355046E+02   0.154512E-04  -0.355046E+02   0.183435E+02   0.146289E-05   0.154512E-04   0.146289E-05   0.243273E-07
   423   0.158557E+04  -0.368768E+02   0.151661E-04  -0.368768E+02   0.182448E+02   0.147254E-05   0.151661E-04   0.147254E-05   0.242460E-07
   424   0.158954E+04  -0.382258E+02   0.148824E-04  -0.382258E+02   0.181432E+02   0.148206E-05   0.148824E-04   0.148206E-05   0.241650E-07
   425   0.159386E+04  -0.395494E+02   0.146003E-04  -0.395494E+02   0.180383E+02   0.149142E-05   0.146003E-04   0.149142E-05   0.240844E-07
   426   0.159846E+04  -0.408485E+02   0.143199E-04  -0.408485E+02   0.179314E+02   0.150060E-05   0.143199E-04   0.150060E-05   0.240042E-07
   427   0.160327E+04  -0.421239E+02   0.140413E-04  -0.421239E+02   0.178210E+02   0.150957E-05   0.140413E-04   0.150957E-05   0.239243E-07
   428   0.160836E+04  -0.433718E+02   0.137646E-04  -0.433718E+02   0.177079E+02   0.151831E-05   0.137646E-04   0.151831E-05   0.238447E-07
   429   0.161366E+04  -0.445938E+02   0.134899E-04  -0.445938E+02   0.175920E+02   0.152679E-05   0.134899E-04   0.152679E-05   0.237656E-07
   430   0.161932E+04  -0.457899E+02   0.132174E-04  -0.457899E+02   0.174742E+02   0.153498E-05   0.132174E-04   0.153498E-05   0.236867E-07
   431   0.162518E+04  -0.469587E+02   0.129471E-04  -0.469587E+02   0.173529E+02   0.154287E-05   0.129471E-04   0.154287E-05   0.236083E-07
   432   0.163118E+04  -0.481009E+02   0.126792E-04  -0.481009E+02   0.172289E+02   0.155042E-05   0.126792E-04   0.155042E-05   0.235301E-07
   433   0.163754E+04  -0.492137E+02   0.124138E-04  -0.492137E+02   0.171036E+02   0.155761E-05   0.124138E-04   0.155761E-05   0.234523E-07
   434   0.164404E+04  -0.503001E+02   0.121510E-04  -0.503001E+02   0.169749E+02   0.156442E-05   0.121510E-04   0.156442E-05   0.233749E-07
   435   0.165075E+04  -0.513578E+02   0.118909E-04  -0.513578E+02   0.168449E+02   0.157082E-05   0.118909E-04   0.157082E-05   0.232978E-07
   436   0.165774E+04  -0.523869E+02   0.116336E-04  -0.523869E+02   0.167121E+02   0.157678E-05   0.116336E-04   0.157678E-05   0.232211E-07
   437   0.166494E+04  -0.533860E+02   0.113792E-04  -0.533860E+02   0.165767E+02   0.158228E-05   0.113792E-04   0.158228E-05   0.231446E-07
   438   0.167228E+04  -0.543551E+02   0.111278E-04  -0.543551E+02   0.164392E+02   0.158729E-05   0.111278E-04   0.158729E-05   0.230686E-07
   439   0.167990E+04  -0.552957E+02   0.108796E-04  -0.552957E+02   0.163004E+02   0.159179E-05   0.108796E-04   0.159179E-05   0.229928E-07
   440   0.168766E+04  -0.562049E+02   0.106347E-04  -0.562049E+02   0.161589E+02   0.159576E-05   0.106347E-04   0.159576E-05   0.229174E-07
   441   0.169564E+04  -0.570850E+02   0.103931E-04  -0.570850E+02   0.160154E+02   0.159916E-05   0.103931E-04   0.159916E-05   0.228423E-07
   442   0.170367E+04  -0.579337E+02   0.101551E-04  -0.579337E+02   0.158699E+02   0.160198E-05   0.101551E-04   0.160198E-05   0.227676E-07
   443   0.171200E+04  -0.587519E+02   0.992057E-05  -0.587519E+02   0.157231E+02   0.160418E-05   0.992057E-05   0.160418E-05   0.226932E-07
   444   0.172046E+04  -0.595382E+02   0.968979E-05  -0.595382E+02   0.155750E+02   0.160575E-05   0.968979E-05   0.160575E-05   0.226191E-07
   445   0.172906E+04  -0.602932E+02   0.946284E-05  -0.602932E+02   0.154234E+02   0.160665E-05   0.946284E-05   0.160665E-05   0.225453E-07
   446   0.173773E+04  -0.610156E+02   0.923982E-05  -0.610156E+02   0.152720E+02   0.160687E-05   0.923982E-05   0.160687E-05   0.224719E-07
   447   0.174661E+04  -0.617077E+02   0.902084E-05  -0.617077E+02   0.151193E+02   0.160637E-05   0.902084E-05   0.160637E-05   0.223988E-07
   448   0.175556E+04  -0.623679E+02   0.880602E-05  -0.623679E+02   0.149639E+02   0.160513E-05   0.880602E-05   0.160513E-05   0.223260E-07
   449   0.176472E+04  -0.629949E+02   0.859547E-05  -0.629949E+02   0.148079E+02   0.160312E-05   0.859547E-05   0.160312E-05   0.222535E-07
   450   0.177402E+04  -0.635908E+02   0.838930E-05  -0.635908E+02   0.146513E+02   0.160033E-05   0.838930E-05   0.160033E-05   0.221813E-07
   451   0.178339E+04  -0.641536E+02   0.818760E-05  -0.641536E+02   0.144928E+02   0.159673E-05   0.818760E-05   0.159673E-05   0.221095E-07
   452   0.179282E+04  -0.646855E+02   0.799033E-05  -0.646855E+02   0.143336E+02   0.159233E-05   0.799033E-05   0.159233E-05   0.220380E-07
   453   0.180247E+04  -0.651841E+02   0.779744E-05  -0.651841E+02   0.141739E+02   0.158716E-05   0.779744E-05   0.158716E-05   0.219667E-07
   454   0.181212E+04  -0.656510E+02   0.760889E-05  -0.656510E+02   0.140129E+02   0.158123E-05   0.760889E-05   0.158123E-05   0.218958E-07
   455   0.182183E+04  -0.660862E+02   0.742461E-05  -0.660862E+02   0.138513E+02   0.157457E-05   0.742461E-05   0.157457E-05   0.218252E-07
   456   0.183176E+04  -0.664830E+02   0.724455E-05  -0.664830E+02   0.136883E+02   0.156719E-05   0.724455E-05   0.156719E-05   0.217549E-07
   457   0.184160E+04  -0.668555E+02   0.706866E-05  -0.668555E+02   0.135255E+02   0.155911E-05   0.706866E-05   0.155911E-05   0.216849E-07
   458   0.185159E+04  -0.671851E+02   0.689688E-05  -0.671851E+02   0.133621E+02   0.155035E-05   0.689688E-05   0.155035E-05   0.216152E-07
   459   0.186166E+04  -0.674873E+02   0.672916E-05  -0.674873E+02   0.131988E+02   0.154093E-05   0.672916E-05   0.154093E-05   0.215459E-07
   460   0.187179E+04  -0.677564E+02   0.656545E-05  -0.677564E+02   0.130342E+02   0.153088E-05   0.656545E-05   0.153088E-05   0.214768E-07
   461   0.188191E+04  -0.679929E+02   0.640568E-05  -0.679929E+02   0.128697E+02   0.152021E-05   0.640568E-05   0.152021E-05   0.214080E-07
   462   0.189211E+04  -0.681909E+02   0.624982E-05  -0.681909E+02   0.127045E+02   0.150893E-05   0.624982E-05   0.150893E-05   0.213395E-07
   463   0.190230E+04  -0.683690E+02   0.609779E-05  -0.683690E+02   0.125402E+02   0.149708E-05   0.609779E-05   0.149708E-05   0.212713E-07
   464   0.191249E+04  -0.684975E+02   0.594955E-05  -0.684975E+02   0.123760E+02   0.148466E-05   0.594955E-05   0.148466E-05   0.212034E-07
   465   0.192268E+04  -0.686061E+02   0.580505E-05  -0.686061E+02   0.122119E+02   0.147171E-05   0.580505E-05   0.147171E-05   0.211358E-07
   466   0.193294E+04  -0.686724E+02   0.566422E-05  -0.686724E+02   0.120471E+02   0.145823E-05   0.566422E-05   0.145823E-05   0.210685E-07
   467   0.194327E+04  -0.687114E+02   0.552702E-05  -0.687114E+02   0.118831E+02   0.144426E-05   0.552702E-05   0.144426E-05   0.210015E-07
   468   0.195352E+04  -0.687155E+02   0.539339E-05  -0.687155E+02   0.117200E+02   0.142980E-05   0.539339E-05   0.142980E-05   0.209348E-07
   469   0.196378E+04  -0.686923E+02   0.526328E-05  -0.686923E+02   0.115561E+02   0.141488E-05   0.526328E-05   0.141488E-05   0.208683E-07
   470   0.197411E+04  -0.686342E+02   0.513663E-05  -0.686342E+02   0.113938E+02   0.139951E-05   0.513663E-05   0.139951E-05   0.208022E-07
   471   0.198421E+04  -0.685413E+02   0.501339E-05  -0.685413E+02   0.112330E+02   0.138372E-05   0.501339E-05   0.138372E-05   0.207363E-07
   472   0.199446E+04  -0.684210E+02   0.489351E-05  -0.684210E+02   0.110722E+02   0.136753E-05   0.489351E-05   0.136753E-05   0.206707E-07
   473   0.200464E+04  -0.682659E+02   0.477692E-05  -0.682659E+02   0.109123E+02   0.135095E-05   0.477692E-05   0.135095E-05   0.206054E-07
   474   0.201482E+04  -0.680833E+02   0.466358E-05  -0.680833E+02   0.107538E+02   0.133401E-05   0.466358E-05   0.133401E-05   0.205404E-07
   475   0.202500E+04  -0.678658E+02   0.455343E-05  -0.678658E+02   0.105953E+02   0.131673E-05   0.455343E-05   0.131673E-05   0.204757E-07
   476   0.203503E+04  -0.676157E+02   0.444642E-05  -0.676157E+02   0.104391E+02   0.129912E-05   0.444642E-05   0.129912E-05   0.204112E-07
   477   0.204499E+04  -0.673425E+02   0.434250E-05  -0.673425E+02   0.102836E+02   0.128120E-05   0.434250E-05   0.128120E-05   0.203470E-07
   478   0.205495E+04  -0.670278E+02   0.424160E-05  -0.670278E+02   0.101288E+02   0.126300E-05   0.424160E-05   0.126300E-05   0.202831E-07
   479   0.206484E+04  -0.666961E+02   0.414368E-05  -0.666961E+02   0.997629E+01   0.124453E-05   0.414368E-05   0.124453E-05   0.202195E-07
   480   0.207466E+04  -0.663279E+02   0.404868E-05  -0.663279E+02   0.982521E+01   0.122581E-05   0.404868E-05   0.122581E-05   0.201561E-07
   481   0.208440E+04  -0.659270E+02   0.395654E-05  -0.659270E+02   0.967558E+01   0.120686E-05   0.395654E-05   0.120686E-05   0.200930E-07
   482   0.209415E+04  -0.654993E+02   0.386722E-05  -0.654993E+02   0.952814E+01   0.118771E-05   0.386722E-05   0.118771E-05   0.200302E-07
   483   0.210368E+04  -0.650472E+02   0.378066E-05  -0.650472E+02   0.938214E+01   0.116837E-05   0.378066E-05   0.116837E-05   0.199676E-07
   484   0.211307E+04  -0.645645E+02   0.369680E-05  -0.645645E+02   0.923831E+01   0.114886E-05   0.369680E-05   0.114886E-05   0.199053E-07
   485   0.212254E+04  -0.640528E+02   0.361559E-05  -0.640528E+02   0.909591E+01   0.112920E-05   0.361559E-05   0.112920E-05   0.198433E-07
   486   0.213186E+04  -0.635143E+02   0.353698E-05  -0.635143E+02   0.895642E+01   0.110941E-05   0.353698E-05   0.110941E-05   0.197815E-07
   487   0.214103E+04  -0.629490E+02   0.346091E-05  -0.629490E+02   0.881908E+01   0.108952E-05   0.346091E-05   0.108952E-05   0.197200E-07
   488   0.215007E+04  -0.623562E+02   0.338732E-05  -0.623562E+02   0.868314E+01   0.106953E-05   0.338732E-05   0.106953E-05   0.196587E-07
   489   0.215904E+04  -0.617373E+02   0.331617E-05  -0.617373E+02   0.855008E+01   0.104947E-05   0.331617E-05   0.104947E-05   0.195978E-07
   490   0.216793E+04  -0.610915E+02   0.324740E-05  -0.610915E+02   0.841989E+01   0.102936E-05   0.324740E-05   0.102936E-05   0.195370E-07
   491   0.217654E+04  -0.604219E+02   0.318096E-05  -0.604219E+02   0.829183E+01   0.100921E-05   0.318096E-05   0.100921E-05   0.194765E-07
   492   0.218516E+04  -0.597277E+02   0.311678E-05  -0.597277E+02   0.816663E+01   0.989059E-06   0.311678E-05   0.989059E-06   0.194163E-07
   493   0.219363E+04  -0.590073E+02   0.305482E-05  -0.590073E+02   0.804279E+01   0.968912E-06   0.305482E-05   0.968912E-06   0.193563E-07
   494   0.220196E+04  -0.582645E+02   0.299503E-05  -0.582645E+02   0.792328E+01   0.948792E-06   0.299503E-05   0.948792E-06   0.192966E-07
   495   0.221008E+04  -0.574979E+02   0.293734E-05  -0.574979E+02   0.780587E+01   0.928719E-06   0.293734E-05   0.928719E-06   0.192371E-07
   496   0.221806E+04  -0.567088E+02   0.288170E-05  -0.567088E+02   0.769203E+01   0.908712E-06   0.288170E-05   0.908712E-06   0.191779E-07
   497   0.222590E+04  -0.558965E+02   0.282807E-05  -0.558965E+02   0.758101E+01   0.888791E-06   0.282807E-05   0.888791E-06   0.191189E-07
   498   0.223360E+04  -0.550640E+02   0.277638E-05  -0.550640E+02   0.747206E+01   0.868975E-06   0.277638E-05   0.868975E-06   0.190602E-07
   499   0.224123E+04  -0.542083E+02   0.272659E-05  -0.542083E+02   0.736741E+01   0.849285E-06   0.272659E-05   0.849285E-06   0.190017E-07
   500   0.224865E+04  -0.533339E+02   0.267863E-05  -0.533339E+02   0.726481E+01   0.829739E-06   0.267863E-05   0.829739E-06   0.189435E-07
   501   0.225579E+04  -0.524392E+02   0.263246E-05  -0.524392E+02   0.716649E+01   0.810353E-06   0.263246E-05   0.810353E-06   0.188855E-07
   502   0.226293E+04  -0.515243E+02   0.258805E-05  -0.515243E+02   0.707171E+01   0.791128E-06   0.258805E-05   0.791128E-06   0.188277E-07
   503   0.226979E+04  -0.505912E+02   0.254540E-05  -0.505912E+02   0.697970E+01   0.772062E-06   0.254540E-05   0.772062E-06   0.187702E-07
   504   0.227644E+04  -0.496385E+02   0.250448E-05  -0.496385E+02   0.689122E+01   0.753151E-06   0.250448E-05   0.753151E-06   0.187129E-07
   505   0.228310E+04  -0.486698E+02   0.246528E-05  -0.486698E+02   0.680700E+01   0.734391E-06   0.246528E-05   0.734391E-06   0.186558E-07
   506   0.228939E+04  -0.476829E+02   0.242778E-05  -0.476829E+02   0.672643E+01   0.715781E-06   0.242778E-05   0.715781E-06   0.185990E-07
   507   0.229563E+04  -0.466799E+02   0.239197E-05  -0.466799E+02   0.664923E+01   0.697317E-06   0.239197E-05   0.697317E-06   0.185424E-07
   508   0.230157E+04  -0.456600E+02   0.235782E-05  -0.456600E+02   0.657642E+01   0.678996E-06   0.235782E-05   0.678996E-06   0.184860E-07
   509   0.230738E+04  -0.446263E+02   0.232533E-05  -0.446263E+02   0.650703E+01   0.660815E-06   0.232533E-05   0.660815E-06   0.184299E-07
   510   0.231291E+04  -0.435778E+02   0.229447E-05  -0.435778E+02   0.644173E+01   0.642770E-06   0.229447E-05   0.642770E-06   0.183740E-07
   511   0.231837E+04  -0.425145E+02   0.226523E-05  -0.425145E+02   0.638022E+01   0.624860E-06   0.226523E-05   0.624860E-06   0.183184E-07
   512   0.232354E+04  -0.414379E+02   0.223760E-05  -0.414379E+02   0.632293E+01   0.607080E-06   0.223760E-05   0.607080E-06   0.182629E-07
   513   0.232858E+04  -0.403494E+02   0.221155E-05  -0.403494E+02   0.626964E+01   0.589429E-06   0.221155E-05   0.589429E-06   0.182077E-07
   514   0.233341E+04  -0.392490E+02   0.218707E-05  -0.392490E+02   0.622064E+01   0.571902E-06   0.218707E-05   0.571902E-06   0.181528E-07
   515   0.233803E+04  -0.381366E+02   0.216414E-05  -0.381366E+02   0.617586E+01   0.554497E-06   0.216414E-05   0.554497E-06   0.180980E-07
   516   0.234244E+04  -0.370136E+02   0.214276E-05  -0.370136E+02   0.613536E+01   0.537210E-06   0.214276E-05   0.537210E-06   0.180435E-07
   517   0.234656E+04  -0.358808E+02   0.212289E-05  -0.358808E+02   0.609928E+01   0.520040E-06   0.212289E-05   0.520040E-06   0.179892E-07
   518   0.235055E+04  -0.347388E+02   0.210453E-05  -0.347388E+02   0.606748E+01   0.502982E-06   0.210453E-05   0.502982E-06   0.179351E-07
   519   0.235440E+04  -0.335869E+02   0.208765E-05  -0.335869E+02   0.604016E+01   0.486033E-06   0.208765E-05   0.486033E-06   0.178813E-07
   520   0.235796E+04  -0.324280E+02   0.207225E-05  -0.324280E+02   0.601726E+01   0.469192E-06   0.207225E-05   0.469192E-06   0.178277E-07
   521   0.236124E+04  -0.312620E+02   0.205831E-05  -0.312620E+02   0.599884E+01   0.452454E-06   0.205831E-05   0.452454E-06   0.177743E-07
   522   0.236432E+04  -0.300889E+02   0.204580E-05  -0.300889E+02   0.598512E+01   0.435816E-06   0.204580E-05   0.435816E-06   0.177211E-07
   523   0.236725E+04  -0.289102E+02   0.203471E-05  -0.289102E+02   0.597594E+01   0.419276E-06   0.203471E-05   0.419276E-06   0.176681E-07
   524   0.236998E+04  -0.277264E+02   0.202504E-05  -0.277264E+02   0.597131E+01   0.402831E-06   0.202504E-05   0.402831E-06   0.176154E-07
