#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1224   0.858166E+03   0.116240E+02   0.661657E-06   0.116240E+02   0.207788E+02  -0.234827E-06   0.661657E-06  -0.234827E-06   0.385433E-08
  1225   0.853642E+03   0.114878E+02   0.670809E-06   0.114878E+02   0.209848E+02  -0.238037E-06   0.670809E-06  -0.238037E-06   0.384778E-08
  1226   0.849120E+03   0.113349E+02   0.679722E-06   0.113349E+02   0.211898E+02  -0.241207E-06   0.679722E-06  -0.241207E-06   0.384125E-08
  1227   0.844676E+03   0.111638E+02   0.688387E-06   0.111638E+02   0.213945E+02  -0.244333E-06   0.688387E-06  -0.244333E-06   0.383474E-08
  1228   0.840159E+03   0.109760E+02   0.696793E-06   0.109760E+02   0.215990E+02  -0.247416E-06   0.696793E-06  -0.247416E-06   0.382823E-08
  1229   0.835720E+03   0.107700E+02   0.704931E-06   0.107700E+02   0.218025E+02  -0.250456E-06   0.704931E-06  -0.250456E-06   0.382175E-08
  1230   0.831134E+03   0.105480E+02   0.712789E-06   0.105480E+02   0.220050E+02  -0.253450E-06   0.712789E-06  -0.253450E-06   0.381527E-08
  1231   0.826699E+03   0.103087E+02   0.720359E-06   0.103087E+02   0.222074E+02  -0.256399E-06   0.720359E-06  -0.256399E-06   0.380881E-08
  1232   0.822267E+03   0.100535E+02   0.727629E-06   0.100535E+02   0.224080E+02  -0.259302E-06   0.727629E-06  -0.259302E-06   0.380237E-08
  1233   0.817985E+03   0.978013E+01   0.734590E-06   0.978013E+01   0.226091E+02  -0.262158E-06   0.734590E-06  -0.262158E-06   0.379594E-08
  1234   0.813630E+03   0.949166E+01   0.741231E-06   0.949166E+01   0.228079E+02  -0.264967E-06   0.741231E-06  -0.264967E-06   0.378952E-08
  1235   0.809575E+03   0.918658E+01   0.747542E-06   0.918658E+01   0.230064E+02  -0.267727E-06   0.747542E-06  -0.267727E-06   0.378312E-08
  1236   0.805373E+03   0.886567E+01   0.753514E-06   0.886567E+01   0.232025E+02  -0.270438E-06   0.753514E-06  -0.270438E-06   0.377673E-08
  1237   0.801172E+03   0.852819E+01   0.759135E-06   0.852819E+01   0.233977E+02  -0.273099E-06   0.759135E-06  -0.273099E-06   0.377036E-08
  1238   0.797047E+03   0.817491E+01   0.764396E-06   0.817491E+01   0.235919E+02  -0.275710E-06   0.764396E-06  -0.275710E-06   0.376400E-08
  1239   0.792924E+03   0.780582E+01   0.769286E-06   0.780582E+01   0.237838E+02  -0.278270E-06   0.769286E-06  -0.278270E-06   0.375765E-08
  1240   0.788802E+03   0.742245E+01   0.773796E-06   0.742245E+01   0.239747E+02  -0.280778E-06   0.773796E-06  -0.280778E-06   0.375132E-08
  1241   0.784831E+03   0.702331E+01   0.777915E-06   0.702331E+01   0.241633E+02  -0.283233E-06   0.777915E-06  -0.283233E-06   0.374500E-08
  1242   0.780786E+03   0.661065E+01   0.781633E-06   0.661065E+01   0.243517E+02  -0.285634E-06   0.781633E-06  -0.285634E-06   0.373870E-08
  1243   0.776816E+03   0.618129E+01   0.784940E-06   0.618129E+01   0.245362E+02  -0.287982E-06   0.784940E-06  -0.287982E-06   0.373241E-08
  1244   0.772922E+03   0.573904E+01   0.787825E-06   0.573904E+01   0.247206E+02  -0.290275E-06   0.787825E-06  -0.290275E-06   0.372613E-08
  1245   0.769103E+03   0.528227E+01   0.790279E-06   0.528227E+01   0.249026E+02  -0.292512E-06   0.790279E-06  -0.292512E-06   0.371987E-08
  1246   0.765284E+03   0.481271E+01   0.792291E-06   0.481271E+01   0.250816E+02  -0.294693E-06   0.792291E-06  -0.294693E-06   0.371362E-08
  1247   0.761467E+03   0.432882E+01   0.793851E-06   0.432882E+01   0.252589E+02  -0.296817E-06   0.793851E-06  -0.296817E-06   0.370738E-08
  1248   0.757724E+03   0.383127E+01   0.794950E-06   0.383127E+01   0.254338E+02  -0.298883E-06   0.794950E-06  -0.298883E-06   0.370116E-08
  1249   0.754056E+03   0.332098E+01   0.795576E-06   0.332098E+01   0.256080E+02  -0.300891E-06   0.795576E-06  -0.300891E-06   0.369495E-08
  1250   0.750463E+03   0.279782E+01   0.795719E-06   0.279782E+01   0.257783E+02  -0.302839E-06   0.795719E-06  -0.302839E-06   0.368876E-08
  1251   0.746870E+03   0.226193E+01   0.795376E-06   0.226193E+01   0.259455E+02  -0.304728E-06   0.795376E-06  -0.304728E-06   0.368258E-08
  1252   0.743426E+03   0.171354E+01   0.794560E-06   0.171354E+01   0.261119E+02  -0.306558E-06   0.794560E-06  -0.306558E-06   0.367641E-08
  1253   0.739908E+03   0.115330E+01   0.793294E-06   0.115330E+01   0.262745E+02  -0.308329E-06   0.793294E-06  -0.308329E-06   0.367025E-08
  1254   0.736464E+03   0.581281E+00   0.791598E-06   0.581281E+00   0.264340E+02  -0.310043E-06   0.791598E-06  -0.310043E-06   0.366411E-08
  1255   0.733095E+03  -0.238672E-02   0.789493E-06  -0.238672E-02   0.265920E+02  -0.311699E-06   0.789493E-06  -0.311699E-06   0.365798E-08
  1256   0.729874E+03  -0.597096E+00   0.787000E-06  -0.597096E+00   0.267462E+02  -0.313298E-06   0.787000E-06  -0.313298E-06   0.365187E-08
  1257   0.726652E+03  -0.120282E+01   0.784139E-06  -0.120282E+01   0.268981E+02  -0.314842E-06   0.784139E-06  -0.314842E-06   0.364577E-08
  1258   0.723431E+03  -0.181914E+01   0.780932E-06  -0.181914E+01   0.270462E+02  -0.316330E-06   0.780932E-06  -0.316330E-06   0.363968E-08
  1259   0.720283E+03  -0.244581E+01   0.777400E-06  -0.244581E+01   0.271921E+02  -0.317764E-06   0.777400E-06  -0.317764E-06   0.363360E-08
  1260   0.717209E+03  -0.308247E+01   0.773563E-06  -0.308247E+01   0.273342E+02  -0.319144E-06   0.773563E-06  -0.319144E-06   0.362754E-08
  1261   0.714209E+03  -0.372891E+01   0.769442E-06  -0.372891E+01   0.274741E+02  -0.320470E-06   0.769442E-06  -0.320470E-06   0.362149E-08
  1262   0.711282E+03  -0.438462E+01   0.765058E-06  -0.438462E+01   0.276110E+02  -0.321744E-06   0.765058E-06  -0.321744E-06   0.361545E-08
  1263   0.708429E+03  -0.504963E+01   0.760432E-06  -0.504963E+01   0.277441E+02  -0.322966E-06   0.760432E-06  -0.322966E-06   0.360943E-08
  1264   0.705575E+03  -0.572364E+01   0.755585E-06  -0.572364E+01   0.278743E+02  -0.324136E-06   0.755585E-06  -0.324136E-06   0.360342E-08
  1265   0.702869E+03  -0.640615E+01   0.750538E-06  -0.640615E+01   0.280007E+02  -0.325256E-06   0.750538E-06  -0.325256E-06   0.359742E-08
  1266   0.700162E+03  -0.709671E+01   0.745311E-06  -0.709671E+01   0.281242E+02  -0.326326E-06   0.745311E-06  -0.326326E-06   0.359144E-08
  1267   0.697527E+03  -0.779535E+01   0.739926E-06  -0.779535E+01   0.282433E+02  -0.327347E-06   0.739926E-06  -0.327347E-06   0.358547E-08
  1268   0.694974E+03  -0.850171E+01   0.734403E-06  -0.850171E+01   0.283608E+02  -0.328319E-06   0.734403E-06  -0.328319E-06   0.357951E-08
  1269   0.692500E+03  -0.921497E+01   0.728764E-06  -0.921497E+01   0.284725E+02  -0.329243E-06   0.728764E-06  -0.329243E-06   0.357356E-08
  1270   0.690070E+03  -0.993604E+01   0.723028E-06  -0.993604E+01   0.285812E+02  -0.330119E-06   0.723028E-06  -0.330119E-06   0.356763E-08
  1271   0.687720E+03  -0.106633E+02   0.717218E-06  -0.106633E+02   0.286870E+02  -0.330949E-06   0.717218E-06  -0.330949E-06   0.356171E-08
  1272   0.685421E+03  -0.113968E+02   0.711353E-06  -0.113968E+02   0.287891E+02  -0.331733E-06   0.711353E-06  -0.331733E-06   0.355580E-08
  1273   0.683171E+03  -0.121364E+02   0.705456E-06  -0.121364E+02   0.288869E+02  -0.332471E-06   0.705456E-06  -0.332471E-06   0.354990E-08
  1274   0.681002E+03  -0.128816E+02   0.699546E-06  -0.128816E+02   0.289802E+02  -0.333165E-06   0.699546E-06  -0.333165E-06   0.354402E-08
  1275   0.678898E+03  -0.136315E+02   0.693644E-06  -0.136315E+02   0.290706E+02  -0.333815E-06   0.693644E-06  -0.333815E-06   0.353815E-08
  1276   0.676851E+03  -0.143869E+02   0.687772E-06  -0.143869E+02   0.291574E+02  -0.334421E-06   0.687772E-06  -0.334421E-06   0.353229E-08
  1277   0.674876E+03  -0.151463E+02   0.681950E-06  -0.151463E+02   0.292406E+02  -0.334984E-06   0.681950E-06  -0.334984E-06   0.352645E-08
  1278   0.672966E+03  -0.159105E+02   0.676199E-06  -0.159105E+02   0.293194E+02  -0.335506E-06   0.676199E-06  -0.335506E-06   0.352061E-08
  1279   0.671128E+03  -0.166781E+02   0.670541E-06  -0.166781E+02   0.293938E+02  -0.335986E-06   0.670541E-06  -0.335986E-06   0.351479E-08
  1280   0.669362E+03  -0.174504E+02   0.664995E-06  -0.174504E+02   0.294654E+02  -0.336425E-06   0.664995E-06  -0.336425E-06   0.350898E-08
  1281   0.667661E+03  -0.182246E+02   0.659583E-06  -0.182246E+02   0.295326E+02  -0.336824E-06   0.659583E-06  -0.336824E-06   0.350319E-08
  1282   0.666031E+03  -0.190021E+02   0.654326E-06  -0.190021E+02   0.295955E+02  -0.337184E-06   0.654326E-06  -0.337184E-06   0.349741E-08
  1283   0.664466E+03  -0.197823E+02   0.649244E-06  -0.197823E+02   0.296548E+02  -0.337505E-06   0.649244E-06  -0.337505E-06   0.349163E-08
  1284   0.662972E+03  -0.205650E+02   0.644358E-06  -0.205650E+02   0.297098E+02  -0.337788E-06   0.644358E-06  -0.337788E-06   0.348587E-08
  1285   0.661534E+03  -0.213490E+02   0.639690E-06  -0.213490E+02   0.297612E+02  -0.338033E-06   0.639690E-06  -0.338033E-06   0.348013E-08
  1286   0.660168E+03  -0.221348E+02   0.635261E-06  -0.221348E+02   0.298075E+02  -0.338242E-06   0.635261E-06  -0.338242E-06   0.347439E-08
  1287   0.658874E+03  -0.229210E+02   0.631090E-06  -0.229210E+02   0.298503E+02  -0.338414E-06   0.631090E-06  -0.338414E-06   0.346867E-08
  1288   0.657650E+03  -0.237092E+02   0.627199E-06  -0.237092E+02   0.298888E+02  -0.338551E-06   0.627199E-06  -0.338551E-06   0.346296E-08
  1289   0.656491E+03  -0.244964E+02   0.623609E-06  -0.244964E+02   0.299238E+02  -0.338653E-06   0.623609E-06  -0.338653E-06   0.345726E-08
  1290   0.655395E+03  -0.252848E+02   0.620340E-06  -0.252848E+02   0.299537E+02  -0.338721E-06   0.620340E-06  -0.338721E-06   0.345157E-08
  1291   0.654369E+03  -0.260729E+02   0.617415E-06  -0.260729E+02   0.299801E+02  -0.338755E-06   0.617415E-06  -0.338755E-06   0.344590E-08
  1292   0.653408E+03  -0.268607E+02   0.614852E-06  -0.268607E+02   0.300007E+02  -0.338757E-06   0.614852E-06  -0.338757E-06   0.344024E-08
  1293   0.652509E+03  -0.276483E+02   0.612674E-06  -0.276483E+02   0.300193E+02  -0.338726E-06   0.612674E-06  -0.338726E-06   0.343458E-08
  1294   0.651689E+03  -0.284320E+02   0.610901E-06  -0.284320E+02   0.300330E+02  -0.338664E-06   0.610901E-06  -0.338664E-06   0.342894E-08
  1295   0.650924E+03  -0.292162E+02   0.609555E-06  -0.292162E+02   0.300423E+02  -0.338571E-06   0.609555E-06  -0.338571E-06   0.342332E-08
  1296   0.650223E+03  -0.299965E+02   0.608655E-06  -0.299965E+02   0.300482E+02  -0.338448E-06   0.608655E-06  -0.338448E-06   0.341770E-08
  1297   0.649592E+03  -0.307758E+02   0.608223E-06  -0.307758E+02   0.300498E+02  -0.338295E-06   0.608223E-06  -0.338295E-06   0.341210E-08
  1298   0.649023E+03  -0.315520E+02   0.608280E-06  -0.315520E+02   0.300473E+02  -0.338113E-06   0.608280E-06  -0.338113E-06   0.340650E-08
  1299   0.648510E+03  -0.323258E+02   0.608846E-06  -0.323258E+02   0.300405E+02  -0.337903E-06   0.608846E-06  -0.337903E-06   0.340092E-08
  1300   0.648075E+03  -0.330957E+02   0.609943E-06  -0.330957E+02   0.300287E+02  -0.337666E-06   0.609943E-06  -0.337666E-06   0.339535E-08
  1301   0.647702E+03  -0.338618E+02   0.611584E-06  -0.338618E+02   0.300142E+02  -0.337401E-06   0.611584E-06  -0.337401E-06   0.338980E-08
  1302   0.647384E+03  -0.346233E+02   0.613753E-06  -0.346233E+02   0.299948E+02  -0.337110E-06   0.613753E-06  -0.337110E-06   0.338425E-08
  1303   0.647129E+03  -0.353817E+02   0.616426E-06  -0.353817E+02   0.299712E+02  -0.336791E-06   0.616426E-06  -0.336791E-06   0.337872E-08
  1304   0.646937E+03  -0.361348E+02   0.619579E-06  -0.361348E+02   0.299441E+02  -0.336444E-06   0.619579E-06  -0.336444E-06   0.337319E-08
  1305   0.646807E+03  -0.368842E+02   0.623190E-06  -0.368842E+02   0.299121E+02  -0.336071E-06   0.623190E-06  -0.336071E-06   0.336768E-08
  1306   0.646724E+03  -0.376269E+02   0.627235E-06  -0.376269E+02   0.298774E+02  -0.335669E-06   0.627235E-06  -0.335669E-06   0.336218E-08
  1307   0.646719E+03  -0.383636E+02   0.631690E-06  -0.383636E+02   0.298378E+02  -0.335240E-06   0.631690E-06  -0.335240E-06   0.335669E-08
  1308   0.646770E+03  -0.390966E+02   0.636532E-06  -0.390966E+02   0.297939E+02  -0.334782E-06   0.636532E-06  -0.334782E-06   0.335121E-08
  1309   0.646867E+03  -0.398216E+02   0.641737E-06  -0.398216E+02   0.297452E+02  -0.334297E-06   0.641737E-06  -0.334297E-06   0.334575E-08
  1310   0.647035E+03  -0.405414E+02   0.647282E-06  -0.405414E+02   0.296937E+02  -0.333783E-06   0.647282E-06  -0.333783E-06   0.334029E-08
  1311   0.647251E+03  -0.412539E+02   0.653143E-06  -0.412539E+02   0.296381E+02  -0.333240E-06   0.653143E-06  -0.333240E-06   0.333485E-08
  1312   0.647551E+03  -0.419591E+02   0.659296E-06  -0.419591E+02   0.295790E+02  -0.332669E-06   0.659296E-06  -0.332669E-06   0.332942E-08
  1313   0.647884E+03  -0.426577E+02   0.665719E-06  -0.426577E+02   0.295150E+02  -0.332069E-06   0.665719E-06  -0.332069E-06   0.332400E-08
  1314   0.648280E+03  -0.433477E+02   0.672387E-06  -0.433477E+02   0.294476E+02  -0.331441E-06   0.672387E-06  -0.331441E-06   0.331858E-08
  1315   0.648723E+03  -0.440304E+02   0.679278E-06  -0.440304E+02   0.293767E+02  -0.330783E-06   0.679278E-06  -0.330783E-06   0.331319E-08
  1316   0.649229E+03  -0.447044E+02   0.686367E-06  -0.447044E+02   0.293009E+02  -0.330096E-06   0.686367E-06  -0.330096E-06   0.330780E-08
  1317   0.649790E+03  -0.453705E+02   0.693631E-06  -0.453705E+02   0.292232E+02  -0.329379E-06   0.693631E-06  -0.329379E-06   0.330242E-08
  1318   0.650391E+03  -0.460273E+02   0.701047E-06  -0.460273E+02   0.291398E+02  -0.328633E-06   0.701047E-06  -0.328633E-06   0.329705E-08
  1319   0.651047E+03  -0.466761E+02   0.708590E-06  -0.466761E+02   0.290530E+02  -0.327857E-06   0.708590E-06  -0.327857E-06   0.329170E-08
  1320   0.651750E+03  -0.473149E+02   0.716239E-06  -0.473149E+02   0.289628E+02  -0.327051E-06   0.716239E-06  -0.327051E-06   0.328636E-08
  1321   0.652501E+03  -0.479452E+02   0.723968E-06  -0.479452E+02   0.288699E+02  -0.326215E-06   0.723968E-06  -0.326215E-06   0.328102E-08
  1322   0.653308E+03  -0.485647E+02   0.731755E-06  -0.485647E+02   0.287714E+02  -0.325349E-06   0.731755E-06  -0.325349E-06   0.327570E-08
  1323   0.654161E+03  -0.491742E+02   0.739576E-06  -0.491742E+02   0.286702E+02  -0.324452E-06   0.739576E-06  -0.324452E-06   0.327039E-08
  1324   0.655063E+03  -0.497744E+02   0.747407E-06  -0.497744E+02   0.285655E+02  -0.323525E-06   0.747407E-06  -0.323525E-06   0.326509E-08
  1325   0.656004E+03  -0.503633E+02   0.755225E-06  -0.503633E+02   0.284575E+02  -0.322568E-06   0.755225E-06  -0.322568E-06   0.325980E-08
  1326   0.657001E+03  -0.509422E+02   0.763007E-06  -0.509422E+02   0.283461E+02  -0.321579E-06   0.763007E-06  -0.321579E-06   0.325452E-08
  1327   0.658023E+03  -0.515105E+02   0.770728E-06  -0.515105E+02   0.282320E+02  -0.320560E-06   0.770728E-06  -0.320560E-06   0.324925E-08
  1328   0.659107E+03  -0.520660E+02   0.778366E-06  -0.520660E+02   0.281145E+02  -0.319509E-06   0.778366E-06  -0.319509E-06   0.324399E-08
  1329   0.660224E+03  -0.526116E+02   0.785897E-06  -0.526116E+02   0.279928E+02  -0.318427E-06   0.785897E-06  -0.318427E-06   0.323875E-08
  1330   0.661381E+03  -0.531452E+02   0.793297E-06  -0.531452E+02   0.278678E+02  -0.317314E-06   0.793297E-06  -0.317314E-06   0.323351E-08
  1331   0.662586E+03  -0.536667E+02   0.800543E-06  -0.536667E+02   0.277401E+02  -0.316169E-06   0.800543E-06  -0.316169E-06   0.322828E-08
  1332   0.663815E+03  -0.541770E+02   0.807611E-06  -0.541770E+02   0.276090E+02  -0.314992E-06   0.807611E-06  -0.314992E-06   0.322307E-08
  1333   0.665093E+03  -0.546739E+02   0.814479E-06  -0.546739E+02   0.274745E+02  -0.313783E-06   0.814479E-06  -0.313783E-06   0.321786E-08
  1334   0.666403E+03  -0.551595E+02   0.821121E-06  -0.551595E+02   0.273381E+02  -0.312542E-06   0.821121E-06  -0.312542E-06   0.321267E-08
  1335   0.667745E+03  -0.556325E+02   0.827515E-06  -0.556325E+02   0.271976E+02  -0.311269E-06   0.827515E-06  -0.311269E-06   0.320749E-08
  1336   0.669128E+03  -0.560914E+02   0.833638E-06  -0.560914E+02   0.270551E+02  -0.309963E-06   0.833638E-06  -0.309963E-06   0.320231E-08
  1337   0.670544E+03  -0.565384E+02   0.839465E-06  -0.565384E+02   0.269086E+02  -0.308625E-06   0.839465E-06  -0.308625E-06   0.319715E-08
  1338   0.671984E+03  -0.569721E+02   0.844973E-06  -0.569721E+02   0.267601E+02  -0.307254E-06   0.844973E-06  -0.307254E-06   0.319200E-08
  1339   0.673465E+03  -0.573932E+02   0.850140E-06  -0.573932E+02   0.266083E+02  -0.305851E-06   0.850140E-06  -0.305851E-06   0.318685E-08
  1340   0.674971E+03  -0.578018E+02   0.854940E-06  -0.578018E+02   0.264546E+02  -0.304414E-06   0.854940E-06  -0.304414E-06   0.318172E-08
  1341   0.676502E+03  -0.581957E+02   0.859351E-06  -0.581957E+02   0.262989E+02  -0.302944E-06   0.859351E-06  -0.302944E-06   0.317660E-08
  1342   0.678058E+03  -0.585763E+02   0.863349E-06  -0.585763E+02   0.261399E+02  -0.301441E-06   0.863349E-06  -0.301441E-06   0.317149E-08
  1343   0.679647E+03  -0.589430E+02   0.866911E-06  -0.589430E+02   0.259783E+02  -0.299904E-06   0.866911E-06  -0.299904E-06   0.316639E-08
  1344   0.681261E+03  -0.592957E+02   0.870013E-06  -0.592957E+02   0.258141E+02  -0.298334E-06   0.870013E-06  -0.298334E-06   0.316130E-08
  1345   0.682885E+03  -0.596338E+02   0.872631E-06  -0.596338E+02   0.256487E+02  -0.296729E-06   0.872631E-06  -0.296729E-06   0.315622E-08
  1346   0.684542E+03  -0.599596E+02   0.874743E-06  -0.599596E+02   0.254799E+02  -0.295091E-06   0.874743E-06  -0.295091E-06   0.315115E-08
  1347   0.686224E+03  -0.602700E+02   0.876324E-06  -0.602700E+02   0.253093E+02  -0.293419E-06   0.876324E-06  -0.293419E-06   0.314609E-08
  1348   0.687916E+03  -0.605658E+02   0.877352E-06  -0.605658E+02   0.251368E+02  -0.291712E-06   0.877352E-06  -0.291712E-06   0.314104E-08
  1349   0.689641E+03  -0.608471E+02   0.877801E-06  -0.608471E+02   0.249609E+02  -0.289971E-06   0.877801E-06  -0.289971E-06   0.313600E-08
  1350   0.691369E+03  -0.611139E+02   0.877650E-06  -0.611139E+02   0.247847E+02  -0.288195E-06   0.877650E-06  -0.288195E-06   0.313097E-08
  1351   0.693121E+03  -0.613663E+02   0.876886E-06  -0.613663E+02   0.246058E+02  -0.286385E-06   0.876886E-06  -0.286385E-06   0.312595E-08
  1352   0.694877E+03  -0.616034E+02   0.875539E-06  -0.616034E+02   0.244251E+02  -0.284541E-06   0.875539E-06  -0.284541E-06   0.312093E-08
  1353   0.696658E+03  -0.618260E+02   0.873653E-06  -0.618260E+02   0.242440E+02  -0.282665E-06   0.873653E-06  -0.282665E-06   0.311593E-08
  1354   0.698442E+03  -0.620342E+02   0.871269E-06  -0.620342E+02   0.240602E+02  -0.280757E-06   0.871269E-06  -0.280757E-06   0.311094E-08
  1355   0.700251E+03  -0.622273E+02   0.868431E-06  -0.622273E+02   0.238746E+02  -0.278818E-06   0.868431E-06  -0.278818E-06   0.310596E-08
  1356   0.702071E+03  -0.624067E+02   0.865181E-06  -0.624067E+02   0.236885E+02  -0.276851E-06   0.865181E-06  -0.276851E-06   0.310099E-08
  1357   0.703895E+03  -0.625694E+02   0.861561E-06  -0.625694E+02   0.234998E+02  -0.274855E-06   0.861561E-06  -0.274855E-06   0.309603E-08
  1358   0.705714E+03  -0.627156E+02   0.857613E-06  -0.627156E+02   0.233100E+02  -0.272833E-06   0.857613E-06  -0.272833E-06   0.309108E-08
  1359   0.707543E+03  -0.628489E+02   0.853381E-06  -0.628489E+02   0.231190E+02  -0.270784E-06   0.853381E-06  -0.270784E-06   0.308614E-08
  1360   0.709362E+03  -0.629656E+02   0.848906E-06  -0.629656E+02   0.229283E+02  -0.268711E-06   0.848906E-06  -0.268711E-06   0.308121E-08
  1361   0.711206E+03  -0.630680E+02   0.844231E-06  -0.630680E+02   0.227342E+02  -0.266614E-06   0.844231E-06  -0.266614E-06   0.307628E-08
  1362   0.713031E+03  -0.631539E+02   0.839399E-06  -0.631539E+02   0.225397E+02  -0.264494E-06   0.839399E-06  -0.264494E-06   0.307137E-08
  1363   0.714868E+03  -0.632269E+02   0.834452E-06  -0.632269E+02   0.223440E+02  -0.262353E-06   0.834452E-06  -0.262353E-06   0.306647E-08
  1364   0.716678E+03  -0.632827E+02   0.829432E-06  -0.632827E+02   0.221479E+02  -0.260192E-06   0.829432E-06  -0.260192E-06   0.306158E-08
  1365   0.718574E+03  -0.633228E+02   0.824382E-06  -0.633228E+02   0.219506E+02  -0.258011E-06   0.824382E-06  -0.258011E-06   0.305669E-08
  1366   0.720392E+03  -0.633493E+02   0.819345E-06  -0.633493E+02   0.217521E+02  -0.255812E-06   0.819345E-06  -0.255812E-06   0.305182E-08
  1367   0.722207E+03  -0.633601E+02   0.814362E-06  -0.633601E+02   0.215524E+02  -0.253597E-06   0.814362E-06  -0.253597E-06   0.304695E-08
  1368   0.724092E+03  -0.633553E+02   0.809476E-06  -0.633553E+02   0.213537E+02  -0.251365E-06   0.809476E-06  -0.251365E-06   0.304210E-08
  1369   0.725899E+03  -0.633347E+02   0.804730E-06  -0.633347E+02   0.211531E+02  -0.249118E-06   0.804730E-06  -0.249118E-06   0.303725E-08
  1370   0.727703E+03  -0.633000E+02   0.800166E-06  -0.633000E+02   0.209528E+02  -0.246858E-06   0.800166E-06  -0.246858E-06   0.303242E-08
  1371   0.729504E+03  -0.632496E+02   0.795827E-06  -0.632496E+02   0.207520E+02  -0.244585E-06   0.795827E-06  -0.244585E-06   0.302759E-08
  1372   0.731302E+03  -0.631843E+02   0.791755E-06  -0.631843E+02   0.205507E+02  -0.242300E-06   0.791755E-06  -0.242300E-06   0.302277E-08
  1373   0.733096E+03  -0.631041E+02   0.787992E-06  -0.631041E+02   0.203497E+02  -0.240005E-06   0.787992E-06  -0.240005E-06   0.301797E-08
  1374   0.734888E+03  -0.630083E+02   0.784581E-06  -0.630083E+02   0.201482E+02  -0.237701E-06   0.784581E-06  -0.237701E-06   0.301317E-08
  1375   0.736676E+03  -0.628985E+02   0.781565E-06  -0.628985E+02   0.199462E+02  -0.235388E-06   0.781565E-06  -0.235388E-06   0.300838E-08
  1376   0.738461E+03  -0.627730E+02   0.778985E-06  -0.627730E+02   0.197445E+02  -0.233069E-06   0.778985E-06  -0.233069E-06   0.300360E-08
  1377   0.740244E+03  -0.626335E+02   0.776885E-06  -0.626335E+02   0.195437E+02  -0.230743E-06   0.776885E-06  -0.230743E-06   0.299883E-08
  1378   0.742023E+03  -0.624792E+02   0.775307E-06  -0.624792E+02   0.193410E+02  -0.228413E-06   0.775307E-06  -0.228413E-06   0.299407E-08
  1379   0.743726E+03  -0.623101E+02   0.774292E-06  -0.623101E+02   0.191408E+02  -0.226079E-06   0.774292E-06  -0.226079E-06   0.298931E-08
  1380   0.745426E+03  -0.621269E+02   0.773885E-06  -0.621269E+02   0.189385E+02  -0.223742E-06   0.773885E-06  -0.223742E-06   0.298457E-08
  1381   0.747123E+03  -0.619283E+02   0.774126E-06  -0.619283E+02   0.187380E+02  -0.221403E-06   0.774126E-06  -0.221403E-06   0.297984E-08
  1382   0.748669E+03  -0.617149E+02   0.775059E-06  -0.617149E+02   0.185377E+02  -0.219064E-06   0.775059E-06  -0.219064E-06   0.297511E-08
  1383   0.750361E+03  -0.614883E+02   0.776726E-06  -0.614883E+02   0.183376E+02  -0.216726E-06   0.776726E-06  -0.216726E-06   0.297040E-08
  1384   0.751902E+03  -0.612470E+02   0.779170E-06  -0.612470E+02   0.181385E+02  -0.214390E-06   0.779170E-06  -0.214390E-06   0.296569E-08
  1385   0.753440E+03  -0.609918E+02   0.782433E-06  -0.609918E+02   0.179396E+02  -0.212056E-06   0.782433E-06  -0.212056E-06   0.296100E-08
  1386   0.754977E+03  -0.607226E+02   0.786556E-06  -0.607226E+02   0.177416E+02  -0.209727E-06   0.786556E-06  -0.209727E-06   0.295631E-08
  1387   0.756437E+03  -0.604395E+02   0.791584E-06  -0.604395E+02   0.175446E+02  -0.207402E-06   0.791584E-06  -0.207402E-06   0.295163E-08
  1388   0.758043E+03  -0.601433E+02   0.797558E-06  -0.601433E+02   0.173478E+02  -0.205084E-06   0.797558E-06  -0.205084E-06   0.294696E-08
  1389   0.759498E+03  -0.598324E+02   0.804521E-06  -0.598324E+02   0.171520E+02  -0.202773E-06   0.804521E-06  -0.202773E-06   0.294230E-08
  1390   0.760877E+03  -0.595099E+02   0.812515E-06  -0.595099E+02   0.169578E+02  -0.200470E-06   0.812515E-06  -0.200470E-06   0.293765E-08
  1391   0.762329E+03  -0.591736E+02   0.821583E-06  -0.591736E+02   0.167645E+02  -0.198177E-06   0.821583E-06  -0.198177E-06   0.293300E-08
  1392   0.763704E+03  -0.588241E+02   0.831766E-06  -0.588241E+02   0.165722E+02  -0.195894E-06   0.831766E-06  -0.195894E-06   0.292837E-08
  1393   0.765077E+03  -0.584616E+02   0.843109E-06  -0.584616E+02   0.163816E+02  -0.193624E-06   0.843109E-06  -0.193624E-06   0.292374E-08
  1394   0.766374E+03  -0.580875E+02   0.855652E-06  -0.580875E+02   0.161918E+02  -0.191366E-06   0.855652E-06  -0.191366E-06   0.291913E-08
  1395   0.767670E+03  -0.576996E+02   0.869439E-06  -0.576996E+02   0.160030E+02  -0.189122E-06   0.869439E-06  -0.189122E-06   0.291452E-08
  1396   0.768963E+03  -0.573009E+02   0.884512E-06  -0.573009E+02   0.158166E+02  -0.186893E-06   0.884512E-06  -0.186893E-06   0.290992E-08
  1397   0.770181E+03  -0.568893E+02   0.900913E-06  -0.568893E+02   0.156311E+02  -0.184680E-06   0.900913E-06  -0.184680E-06   0.290533E-08
  1398   0.771323E+03  -0.564653E+02   0.918685E-06  -0.564653E+02   0.154465E+02  -0.182484E-06   0.918685E-06  -0.182484E-06   0.290075E-08
