#    L    TT             EE             BB             TE             PP             TP             EP          
   533   0.238444E+04   0.614241E+01   0.000000E+00  -0.169479E+02   0.171504E-07   0.199849E-05   0.258589E-06
   534   0.238492E+04   0.618546E+01   0.000000E+00  -0.157504E+02   0.170997E-07   0.200198E-05   0.242922E-06
   535   0.238521E+04   0.623344E+01   0.000000E+00  -0.145556E+02   0.170493E-07   0.200669E-05   0.227316E-06
   536   0.238528E+04   0.628621E+01   0.000000E+00  -0.133634E+02   0.169991E-07   0.201261E-05   0.211768E-06
   537   0.238522E+04   0.634382E+01   0.000000E+00  -0.121753E+02   0.169492E-07   0.201973E-05   0.196275E-06
   538   0.238480E+04   0.640644E+01   0.000000E+00  -0.109920E+02   0.168994E-07   0.202802E-05   0.180835E-06
   539   0.238425E+04   0.647374E+01   0.000000E+00  -0.981407E+01   0.168498E-07   0.203747E-05   0.165443E-06
   540   0.238349E+04   0.654619E+01   0.000000E+00  -0.864234E+01   0.168004E-07   0.204807E-05   0.150098E-06
   541   0.238245E+04   0.662331E+01   0.000000E+00  -0.747673E+01   0.167512E-07   0.205979E-05   0.134795E-06
   542   0.238128E+04   0.670534E+01   0.000000E+00  -0.631940E+01   0.167023E-07   0.207263E-05   0.119533E-06
   543   0.237982E+04   0.679234E+01   0.000000E+00  -0.516987E+01   0.166535E-07   0.208656E-05   0.104307E-06
   544   0.237823E+04   0.688416E+01   0.000000E+00  -0.402906E+01   0.166049E-07   0.210157E-05   0.891158E-07
   545   0.237636E+04   0.698079E+01   0.000000E+00  -0.289752E+01   0.165565E-07   0.211764E-05   0.739553E-07
   546   0.237436E+04   0.708201E+01   0.000000E+00  -0.177623E+01   0.165083E-07   0.213476E-05   0.588226E-07
   547   0.237208E+04   0.718803E+01   0.000000E+00  -0.665448E+00   0.164604E-07   0.215290E-05   0.437149E-07
   548   0.236967E+04   0.729886E+01   0.000000E+00   0.433831E+00   0.164126E-07   0.217206E-05   0.286291E-07
   549   0.236704E+04   0.741448E+01   0.000000E+00   0.152096E+01   0.163650E-07   0.219222E-05   0.135621E-07
   550   0.236422E+04   0.753489E+01   0.000000E+00   0.259540E+01   0.163176E-07   0.221336E-05  -0.148914E-08
   551   0.236126E+04   0.766008E+01   0.000000E+00   0.365659E+01   0.162704E-07   0.223546E-05  -0.165267E-07
   552   0.235802E+04   0.779007E+01   0.000000E+00   0.470350E+01   0.162234E-07   0.225851E-05  -0.315492E-07
   553   0.235465E+04   0.792336E+01   0.000000E+00   0.573592E+01   0.161765E-07   0.228251E-05  -0.465546E-07
   554   0.235107E+04   0.806294E+01   0.000000E+00   0.675310E+01   0.161299E-07   0.230743E-05  -0.615407E-07
   555   0.234728E+04   0.820656E+01   0.000000E+00   0.775424E+01   0.160835E-07   0.233327E-05  -0.765054E-07
   556   0.234329E+04   0.835500E+01   0.000000E+00   0.873924E+01   0.160372E-07   0.236002E-05  -0.914463E-07
   557   0.233916E+04   0.850749E+01   0.000000E+00   0.970636E+01   0.159911E-07   0.238766E-05  -0.106361E-06
   558   0.233483E+04   0.866553E+01   0.000000E+00   0.106562E+02   0.159453E-07   0.241619E-05  -0.121249E-06
   559   0.233028E+04   0.882690E+01   0.000000E+00   0.115882E+02   0.158996E-07   0.244558E-05  -0.136106E-06
   560   0.232568E+04   0.899234E+01   0.000000E+00   0.125007E+02   0.158541E-07   0.247584E-05  -0.150930E-06
   561   0.232073E+04   0.916259E+01   0.000000E+00   0.133938E+02   0.158087E-07   0.250694E-05  -0.165721E-06
   562   0.231578E+04   0.933767E+01   0.000000E+00   0.142669E+02   0.157636E-07   0.253888E-05  -0.180474E-06
   563   0.231063E+04   0.951609E+01   0.000000E+00   0.151215E+02   0.157186E-07   0.257164E-05  -0.195189E-06
   564   0.230534E+04   0.970007E+01   0.000000E+00   0.159524E+02   0.156739E-07   0.260522E-05  -0.209862E-06
   565   0.229985E+04   0.988666E+01   0.000000E+00   0.167633E+02   0.156293E-07   0.263959E-05  -0.224493E-06
   566   0.229422E+04   0.100781E+02   0.000000E+00   0.175514E+02   0.155849E-07   0.267476E-05  -0.239078E-06
   567   0.228845E+04   0.102728E+02   0.000000E+00   0.183173E+02   0.155406E-07   0.271071E-05  -0.253616E-06
   568   0.228255E+04   0.104725E+02   0.000000E+00   0.190597E+02   0.154966E-07   0.274742E-05  -0.268104E-06
   569   0.227644E+04   0.106762E+02   0.000000E+00   0.197809E+02   0.154527E-07   0.278489E-05  -0.282540E-06
   570   0.227027E+04   0.108832E+02   0.000000E+00   0.204756E+02   0.154090E-07   0.282310E-05  -0.296922E-06
   571   0.226388E+04   0.110944E+02   0.000000E+00   0.211462E+02   0.153655E-07   0.286204E-05  -0.311248E-06
   572   0.225737E+04   0.113089E+02   0.000000E+00   0.217926E+02   0.153221E-07   0.290170E-05  -0.325515E-06
   573   0.225078E+04   0.115269E+02   0.000000E+00   0.224127E+02   0.152790E-07   0.294207E-05  -0.339722E-06
   574   0.224407E+04   0.117489E+02   0.000000E+00   0.230081E+02   0.152360E-07   0.298314E-05  -0.353866E-06
   575   0.223721E+04   0.119735E+02   0.000000E+00   0.235764E+02   0.151931E-07   0.302490E-05  -0.367946E-06
   576   0.223030E+04   0.122023E+02   0.000000E+00   0.241193E+02   0.151505E-07   0.306732E-05  -0.381958E-06
   577   0.222317E+04   0.124345E+02   0.000000E+00   0.246353E+02   0.151080E-07   0.311041E-05  -0.395901E-06
   578   0.221598E+04   0.126693E+02   0.000000E+00   0.251237E+02   0.150657E-07   0.315415E-05  -0.409773E-06
   579   0.220872E+04   0.129082E+02   0.000000E+00   0.255853E+02   0.150236E-07   0.319853E-05  -0.423571E-06
   580   0.220140E+04   0.131498E+02   0.000000E+00   0.260179E+02   0.149816E-07   0.324354E-05  -0.437293E-06
   581   0.219380E+04   0.133940E+02   0.000000E+00   0.264238E+02   0.149398E-07   0.328916E-05  -0.450938E-06
   582   0.218620E+04   0.136417E+02   0.000000E+00   0.268007E+02   0.148982E-07   0.333538E-05  -0.464503E-06
   583   0.217854E+04   0.138919E+02   0.000000E+00   0.271480E+02   0.148567E-07   0.338220E-05  -0.477985E-06
   584   0.217082E+04   0.141449E+02   0.000000E+00   0.274672E+02   0.148154E-07   0.342960E-05  -0.491383E-06
   585   0.216303E+04   0.144005E+02   0.000000E+00   0.277568E+02   0.147743E-07   0.347757E-05  -0.504694E-06
   586   0.215511E+04   0.146580E+02   0.000000E+00   0.280169E+02   0.147333E-07   0.352609E-05  -0.517917E-06
   587   0.214719E+04   0.149190E+02   0.000000E+00   0.282476E+02   0.146925E-07   0.357517E-05  -0.531048E-06
   588   0.213913E+04   0.151819E+02   0.000000E+00   0.284473E+02   0.146518E-07   0.362477E-05  -0.544087E-06
   589   0.213101E+04   0.154474E+02   0.000000E+00   0.286177E+02   0.146114E-07   0.367490E-05  -0.557030E-06
   590   0.212282E+04   0.157142E+02   0.000000E+00   0.287579E+02   0.145710E-07   0.372554E-05  -0.569876E-06
   591   0.211465E+04   0.159844E+02   0.000000E+00   0.288674E+02   0.145309E-07   0.377668E-05  -0.582623E-06
   592   0.210640E+04   0.162550E+02   0.000000E+00   0.289453E+02   0.144909E-07   0.382831E-05  -0.595267E-06
   593   0.209809E+04   0.165291E+02   0.000000E+00   0.289940E+02   0.144510E-07   0.388041E-05  -0.607808E-06
   594   0.208964E+04   0.168043E+02   0.000000E+00   0.290106E+02   0.144114E-07   0.393298E-05  -0.620243E-06
   595   0.208119E+04   0.170801E+02   0.000000E+00   0.289972E+02   0.143718E-07   0.398601E-05  -0.632569E-06
   596   0.207283E+04   0.173593E+02   0.000000E+00   0.289518E+02   0.143325E-07   0.403947E-05  -0.644785E-06
   597   0.206440E+04   0.176374E+02   0.000000E+00   0.288757E+02   0.142932E-07   0.409337E-05  -0.656888E-06
   598   0.205613E+04   0.179183E+02   0.000000E+00   0.287685E+02   0.142542E-07   0.414768E-05  -0.668877E-06
   599   0.204771E+04   0.182004E+02   0.000000E+00   0.286307E+02   0.142153E-07   0.420240E-05  -0.680749E-06
   600   0.203923E+04   0.184837E+02   0.000000E+00   0.284610E+02   0.141765E-07   0.425751E-05  -0.692501E-06
   601   0.203075E+04   0.187683E+02   0.000000E+00   0.282602E+02   0.141379E-07   0.431301E-05  -0.704133E-06
   602   0.202228E+04   0.190526E+02   0.000000E+00   0.280275E+02   0.140995E-07   0.436888E-05  -0.715643E-06
   603   0.201374E+04   0.193389E+02   0.000000E+00   0.277651E+02   0.140612E-07   0.442511E-05  -0.727030E-06
   604   0.200536E+04   0.196250E+02   0.000000E+00   0.274708E+02   0.140230E-07   0.448169E-05  -0.738294E-06
   605   0.199691E+04   0.199116E+02   0.000000E+00   0.271453E+02   0.139850E-07   0.453860E-05  -0.749435E-06
   606   0.198853E+04   0.201987E+02   0.000000E+00   0.267887E+02   0.139472E-07   0.459584E-05  -0.760453E-06
   607   0.197994E+04   0.204863E+02   0.000000E+00   0.264010E+02   0.139095E-07   0.465338E-05  -0.771345E-06
   608   0.197158E+04   0.207745E+02   0.000000E+00   0.259821E+02   0.138719E-07   0.471123E-05  -0.782113E-06
   609   0.196329E+04   0.210618E+02   0.000000E+00   0.255320E+02   0.138345E-07   0.476936E-05  -0.792755E-06
   610   0.195493E+04   0.213489E+02   0.000000E+00   0.250507E+02   0.137973E-07   0.482777E-05  -0.803271E-06
   611   0.194665E+04   0.216366E+02   0.000000E+00   0.245390E+02   0.137602E-07   0.488644E-05  -0.813660E-06
   612   0.193845E+04   0.219248E+02   0.000000E+00   0.239977E+02   0.137232E-07   0.494537E-05  -0.823922E-06
   613   0.193018E+04   0.222099E+02   0.000000E+00   0.234244E+02   0.136864E-07   0.500453E-05  -0.834057E-06
   614   0.192205E+04   0.224964E+02   0.000000E+00   0.228207E+02   0.136497E-07   0.506391E-05  -0.844063E-06
   615   0.191393E+04   0.227813E+02   0.000000E+00   0.221873E+02   0.136131E-07   0.512352E-05  -0.853940E-06
   616   0.190589E+04   0.230667E+02   0.000000E+00   0.215242E+02   0.135768E-07   0.518332E-05  -0.863688E-06
   617   0.189800E+04   0.233514E+02   0.000000E+00   0.208314E+02   0.135405E-07   0.524332E-05  -0.873306E-06
   618   0.189010E+04   0.236351E+02   0.000000E+00   0.201082E+02   0.135044E-07   0.530349E-05  -0.882794E-06
   619   0.188221E+04   0.239188E+02   0.000000E+00   0.193575E+02   0.134684E-07   0.536384E-05  -0.892151E-06
   620   0.187454E+04   0.241994E+02   0.000000E+00   0.185771E+02   0.134326E-07   0.542433E-05  -0.901376E-06
   621   0.186680E+04   0.244799E+02   0.000000E+00   0.177678E+02   0.133969E-07   0.548497E-05  -0.910469E-06
   622   0.185921E+04   0.247589E+02   0.000000E+00   0.169295E+02   0.133614E-07   0.554574E-05  -0.919430E-06
   623   0.185176E+04   0.250356E+02   0.000000E+00   0.160644E+02   0.133259E-07   0.560663E-05  -0.928258E-06
   624   0.184432E+04   0.253107E+02   0.000000E+00   0.151712E+02   0.132907E-07   0.566762E-05  -0.936952E-06
   625   0.183695E+04   0.255843E+02   0.000000E+00   0.142497E+02   0.132555E-07   0.572871E-05  -0.945512E-06
   626   0.182972E+04   0.258564E+02   0.000000E+00   0.133014E+02   0.132205E-07   0.578988E-05  -0.953937E-06
   627   0.182264E+04   0.261262E+02   0.000000E+00   0.123265E+02   0.131856E-07   0.585112E-05  -0.962227E-06
   628   0.181564E+04   0.263938E+02   0.000000E+00   0.113247E+02   0.131509E-07   0.591241E-05  -0.970381E-06
   629   0.180878E+04   0.266591E+02   0.000000E+00   0.102970E+02   0.131163E-07   0.597376E-05  -0.978398E-06
   630   0.180192E+04   0.269222E+02   0.000000E+00   0.924252E+01   0.130818E-07   0.603513E-05  -0.986279E-06
   631   0.179521E+04   0.271831E+02   0.000000E+00   0.816426E+01   0.130475E-07   0.609653E-05  -0.994023E-06
   632   0.178871E+04   0.274411E+02   0.000000E+00   0.705998E+01   0.130133E-07   0.615794E-05  -0.100163E-05
   633   0.178221E+04   0.276975E+02   0.000000E+00   0.593193E+01   0.129792E-07   0.621935E-05  -0.100910E-05
   634   0.177594E+04   0.279496E+02   0.000000E+00   0.478009E+01   0.129453E-07   0.628074E-05  -0.101642E-05
   635   0.176980E+04   0.282002E+02   0.000000E+00   0.360482E+01   0.129115E-07   0.634211E-05  -0.102361E-05
   636   0.176366E+04   0.284486E+02   0.000000E+00   0.240681E+01   0.128778E-07   0.640343E-05  -0.103066E-05
   637   0.175774E+04   0.286919E+02   0.000000E+00   0.118545E+01   0.128443E-07   0.646471E-05  -0.103757E-05
   638   0.175197E+04   0.289338E+02   0.000000E+00  -0.570989E-01   0.128108E-07   0.652593E-05  -0.104433E-05
   639   0.174634E+04   0.291713E+02   0.000000E+00  -0.132182E+01   0.127776E-07   0.658707E-05  -0.105096E-05
   640   0.174085E+04   0.294066E+02   0.000000E+00  -0.260710E+01   0.127444E-07   0.664812E-05  -0.105744E-05
   641   0.173550E+04   0.296384E+02   0.000000E+00  -0.391299E+01   0.127113E-07   0.670907E-05  -0.106378E-05
   642   0.173022E+04   0.298658E+02   0.000000E+00  -0.523871E+01   0.126784E-07   0.676992E-05  -0.106998E-05
   643   0.172516E+04   0.300910E+02   0.000000E+00  -0.658378E+01   0.126456E-07   0.683064E-05  -0.107603E-05
   644   0.172032E+04   0.303105E+02   0.000000E+00  -0.794753E+01   0.126130E-07   0.689122E-05  -0.108194E-05
   645   0.171554E+04   0.305271E+02   0.000000E+00  -0.932967E+01   0.125804E-07   0.695166E-05  -0.108770E-05
   646   0.171090E+04   0.307401E+02   0.000000E+00  -0.107295E+02   0.125480E-07   0.701194E-05  -0.109332E-05
   647   0.170656E+04   0.309488E+02   0.000000E+00  -0.121470E+02   0.125157E-07   0.707205E-05  -0.109879E-05
   648   0.170220E+04   0.311540E+02   0.000000E+00  -0.135800E+02   0.124835E-07   0.713198E-05  -0.110412E-05
   649   0.169814E+04   0.313541E+02   0.000000E+00  -0.150295E+02   0.124515E-07   0.719171E-05  -0.110930E-05
   650   0.169421E+04   0.315500E+02   0.000000E+00  -0.164939E+02   0.124196E-07   0.725123E-05  -0.111433E-05
   651   0.169043E+04   0.317431E+02   0.000000E+00  -0.179732E+02   0.123877E-07   0.731054E-05  -0.111921E-05
   652   0.168678E+04   0.319311E+02   0.000000E+00  -0.194667E+02   0.123561E-07   0.736962E-05  -0.112395E-05
   653   0.168342E+04   0.321134E+02   0.000000E+00  -0.209729E+02   0.123245E-07   0.742846E-05  -0.112853E-05
   654   0.168013E+04   0.322922E+02   0.000000E+00  -0.224913E+02   0.122930E-07   0.748707E-05  -0.113297E-05
   655   0.167698E+04   0.324668E+02   0.000000E+00  -0.240225E+02   0.122617E-07   0.754544E-05  -0.113727E-05
   656   0.167411E+04   0.326363E+02   0.000000E+00  -0.255651E+02   0.122305E-07   0.760355E-05  -0.114142E-05
   657   0.167139E+04   0.328009E+02   0.000000E+00  -0.271177E+02   0.121994E-07   0.766141E-05  -0.114542E-05
   658   0.166873E+04   0.329613E+02   0.000000E+00  -0.286810E+02   0.121684E-07   0.771900E-05  -0.114927E-05
   659   0.166643E+04   0.331167E+02   0.000000E+00  -0.302537E+02   0.121375E-07   0.777632E-05  -0.115298E-05
   660   0.166427E+04   0.332664E+02   0.000000E+00  -0.318350E+02   0.121067E-07   0.783337E-05  -0.115655E-05
   661   0.166225E+04   0.334111E+02   0.000000E+00  -0.334235E+02   0.120761E-07   0.789013E-05  -0.115997E-05
   662   0.166044E+04   0.335516E+02   0.000000E+00  -0.350207E+02   0.120456E-07   0.794660E-05  -0.116325E-05
   663   0.165877E+04   0.336872E+02   0.000000E+00  -0.366252E+02   0.120151E-07   0.800278E-05  -0.116638E-05
   664   0.165732E+04   0.338164E+02   0.000000E+00  -0.382348E+02   0.119848E-07   0.805866E-05  -0.116937E-05
   665   0.165600E+04   0.339406E+02   0.000000E+00  -0.398503E+02   0.119547E-07   0.811423E-05  -0.117221E-05
   666   0.165489E+04   0.340599E+02   0.000000E+00  -0.414702E+02   0.119246E-07   0.816948E-05  -0.117492E-05
   667   0.165400E+04   0.341736E+02   0.000000E+00  -0.430946E+02   0.118946E-07   0.822442E-05  -0.117748E-05
   668   0.165317E+04   0.342823E+02   0.000000E+00  -0.447227E+02   0.118648E-07   0.827902E-05  -0.117990E-05
   669   0.165270E+04   0.343854E+02   0.000000E+00  -0.463533E+02   0.118350E-07   0.833330E-05  -0.118217E-05
   670   0.165230E+04   0.344829E+02   0.000000E+00  -0.479847E+02   0.118054E-07   0.838723E-05  -0.118431E-05
   671   0.165218E+04   0.345762E+02   0.000000E+00  -0.496185E+02   0.117758E-07   0.844082E-05  -0.118630E-05
   672   0.165213E+04   0.346624E+02   0.000000E+00  -0.512534E+02   0.117464E-07   0.849405E-05  -0.118816E-05
   673   0.165236E+04   0.347444E+02   0.000000E+00  -0.528871E+02   0.117171E-07   0.854693E-05  -0.118987E-05
   674   0.165273E+04   0.348201E+02   0.000000E+00  -0.545203E+02   0.116879E-07   0.859944E-05  -0.119144E-05
   675   0.165331E+04   0.348902E+02   0.000000E+00  -0.561525E+02   0.116588E-07   0.865158E-05  -0.119288E-05
   676   0.165403E+04   0.349547E+02   0.000000E+00  -0.577814E+02   0.116298E-07   0.870334E-05  -0.119417E-05
   677   0.165496E+04   0.350136E+02   0.000000E+00  -0.594078E+02   0.116010E-07   0.875471E-05  -0.119533E-05
   678   0.165610E+04   0.350661E+02   0.000000E+00  -0.610310E+02   0.115722E-07   0.880570E-05  -0.119635E-05
   679   0.165738E+04   0.351138E+02   0.000000E+00  -0.626495E+02   0.115435E-07   0.885629E-05  -0.119722E-05
   680   0.165894E+04   0.351560E+02   0.000000E+00  -0.642635E+02   0.115149E-07   0.890648E-05  -0.119797E-05
   681   0.166064E+04   0.351918E+02   0.000000E+00  -0.658707E+02   0.114865E-07   0.895625E-05  -0.119857E-05
   682   0.166248E+04   0.352213E+02   0.000000E+00  -0.674727E+02   0.114581E-07   0.900562E-05  -0.119904E-05
   683   0.166460E+04   0.352467E+02   0.000000E+00  -0.690687E+02   0.114299E-07   0.905455E-05  -0.119937E-05
   684   0.166679E+04   0.352644E+02   0.000000E+00  -0.706566E+02   0.114017E-07   0.910306E-05  -0.119956E-05
   685   0.166911E+04   0.352772E+02   0.000000E+00  -0.722364E+02   0.113737E-07   0.915114E-05  -0.119962E-05
   686   0.167164E+04   0.352838E+02   0.000000E+00  -0.737993E+02   0.113457E-07   0.919877E-05  -0.119954E-05
   687   0.167446E+04   0.352855E+02   0.000000E+00  -0.753564E+02   0.113179E-07   0.924596E-05  -0.119932E-05
   688   0.167734E+04   0.352803E+02   0.000000E+00  -0.769056E+02   0.112901E-07   0.929269E-05  -0.119898E-05
   689   0.168043E+04   0.352695E+02   0.000000E+00  -0.784394E+02   0.112625E-07   0.933896E-05  -0.119849E-05
   690   0.168366E+04   0.352540E+02   0.000000E+00  -0.799654E+02   0.112349E-07   0.938477E-05  -0.119787E-05
   691   0.168709E+04   0.352307E+02   0.000000E+00  -0.814762E+02   0.112075E-07   0.943010E-05  -0.119712E-05
   692   0.169066E+04   0.352034E+02   0.000000E+00  -0.829717E+02   0.111801E-07   0.947495E-05  -0.119624E-05
   693   0.169444E+04   0.351698E+02   0.000000E+00  -0.844596E+02   0.111528E-07   0.951932E-05  -0.119522E-05
   694   0.169829E+04   0.351301E+02   0.000000E+00  -0.859249E+02   0.111257E-07   0.956319E-05  -0.119407E-05
   695   0.170241E+04   0.350863E+02   0.000000E+00  -0.873752E+02   0.110986E-07   0.960657E-05  -0.119279E-05
   696   0.170667E+04   0.350355E+02   0.000000E+00  -0.888253E+02   0.110717E-07   0.964944E-05  -0.119137E-05
   697   0.171107E+04   0.349793E+02   0.000000E+00  -0.902456E+02   0.110448E-07   0.969180E-05  -0.118982E-05
   698   0.171560E+04   0.349169E+02   0.000000E+00  -0.916509E+02   0.110180E-07   0.973365E-05  -0.118814E-05
   699   0.172027E+04   0.348498E+02   0.000000E+00  -0.930340E+02   0.109913E-07   0.977497E-05  -0.118633E-05
   700   0.172515E+04   0.347764E+02   0.000000E+00  -0.944022E+02   0.109648E-07   0.981576E-05  -0.118439E-05
   701   0.173016E+04   0.346976E+02   0.000000E+00  -0.957556E+02   0.109383E-07   0.985601E-05  -0.118232E-05
   702   0.173531E+04   0.346141E+02   0.000000E+00  -0.970795E+02   0.109119E-07   0.989573E-05  -0.118012E-05
   703   0.174059E+04   0.345244E+02   0.000000E+00  -0.984035E+02   0.108856E-07   0.993489E-05  -0.117779E-05
   704   0.174601E+04   0.344300E+02   0.000000E+00  -0.996905E+02   0.108593E-07   0.997350E-05  -0.117533E-05
   705   0.175148E+04   0.343294E+02   0.000000E+00  -0.100956E+03   0.108332E-07   0.100115E-04  -0.117275E-05
   706   0.175717E+04   0.342240E+02   0.000000E+00  -0.102206E+03   0.108072E-07   0.100490E-04  -0.117004E-05
   707   0.176292E+04   0.341132E+02   0.000000E+00  -0.103434E+03   0.107813E-07   0.100859E-04  -0.116720E-05
   708   0.176896E+04   0.339977E+02   0.000000E+00  -0.104626E+03   0.107554E-07   0.101223E-04  -0.116424E-05
   709   0.177498E+04   0.338767E+02   0.000000E+00  -0.105811E+03   0.107296E-07   0.101580E-04  -0.116116E-05
   710   0.178121E+04   0.337502E+02   0.000000E+00  -0.106966E+03   0.107040E-07   0.101932E-04  -0.115796E-05
   711   0.178750E+04   0.336190E+02   0.000000E+00  -0.108093E+03   0.106784E-07   0.102278E-04  -0.115463E-05
   712   0.179393E+04   0.334830E+02   0.000000E+00  -0.109205E+03   0.106529E-07   0.102617E-04  -0.115118E-05
   713   0.180057E+04   0.333416E+02   0.000000E+00  -0.110280E+03   0.106275E-07   0.102951E-04  -0.114762E-05
   714   0.180713E+04   0.331962E+02   0.000000E+00  -0.111334E+03   0.106022E-07   0.103279E-04  -0.114393E-05
   715   0.181390E+04   0.330452E+02   0.000000E+00  -0.112366E+03   0.105770E-07   0.103600E-04  -0.114013E-05
   716   0.182080E+04   0.328895E+02   0.000000E+00  -0.113369E+03   0.105518E-07   0.103915E-04  -0.113620E-05
   717   0.182776E+04   0.327298E+02   0.000000E+00  -0.114336E+03   0.105268E-07   0.104224E-04  -0.113217E-05
   718   0.183479E+04   0.325654E+02   0.000000E+00  -0.115289E+03   0.105018E-07   0.104527E-04  -0.112801E-05
   719   0.184196E+04   0.323947E+02   0.000000E+00  -0.116198E+03   0.104769E-07   0.104823E-04  -0.112374E-05
   720   0.184911E+04   0.322207E+02   0.000000E+00  -0.117094E+03   0.104521E-07   0.105112E-04  -0.111936E-05
   721   0.185656E+04   0.320434E+02   0.000000E+00  -0.117945E+03   0.104274E-07   0.105396E-04  -0.111487E-05
   722   0.186391E+04   0.318606E+02   0.000000E+00  -0.118768E+03   0.104028E-07   0.105672E-04  -0.111026E-05
   723   0.187141E+04   0.316746E+02   0.000000E+00  -0.119570E+03   0.103783E-07   0.105942E-04  -0.110555E-05
   724   0.187897E+04   0.314837E+02   0.000000E+00  -0.120343E+03   0.103538E-07   0.106205E-04  -0.110072E-05
   725   0.188659E+04   0.312896E+02   0.000000E+00  -0.121080E+03   0.103294E-07   0.106462E-04  -0.109578E-05
   726   0.189435E+04   0.310929E+02   0.000000E+00  -0.121781E+03   0.103052E-07   0.106712E-04  -0.109074E-05
   727   0.190210E+04   0.308907E+02   0.000000E+00  -0.122461E+03   0.102810E-07   0.106954E-04  -0.108558E-05
   728   0.190991E+04   0.306837E+02   0.000000E+00  -0.123105E+03   0.102568E-07   0.107190E-04  -0.108032E-05
   729   0.191779E+04   0.304741E+02   0.000000E+00  -0.123720E+03   0.102328E-07   0.107419E-04  -0.107496E-05
   730   0.192566E+04   0.302612E+02   0.000000E+00  -0.124300E+03   0.102088E-07   0.107641E-04  -0.106949E-05
   731   0.193375E+04   0.300435E+02   0.000000E+00  -0.124844E+03   0.101850E-07   0.107856E-04  -0.106391E-05
   732   0.194175E+04   0.298248E+02   0.000000E+00  -0.125353E+03   0.101612E-07   0.108063E-04  -0.105824E-05
   733   0.194989E+04   0.296012E+02   0.000000E+00  -0.125840E+03   0.101374E-07   0.108264E-04  -0.105246E-05
   734   0.195802E+04   0.293750E+02   0.000000E+00  -0.126278E+03   0.101138E-07   0.108457E-04  -0.104658E-05
   735   0.196621E+04   0.291448E+02   0.000000E+00  -0.126702E+03   0.100902E-07   0.108643E-04  -0.104059E-05
   736   0.197433E+04   0.289120E+02   0.000000E+00  -0.127075E+03   0.100668E-07   0.108821E-04  -0.103451E-05
   737   0.198258E+04   0.286774E+02   0.000000E+00  -0.127428E+03   0.100434E-07   0.108992E-04  -0.102833E-05
   738   0.199075E+04   0.284401E+02   0.000000E+00  -0.127731E+03   0.100200E-07   0.109156E-04  -0.102205E-05
   739   0.199898E+04   0.281996E+02   0.000000E+00  -0.128005E+03   0.999680E-08   0.109312E-04  -0.101568E-05
   740   0.200721E+04   0.279564E+02   0.000000E+00  -0.128252E+03   0.997364E-08   0.109460E-04  -0.100921E-05
   741   0.201550E+04   0.277099E+02   0.000000E+00  -0.128463E+03   0.995055E-08   0.109601E-04  -0.100264E-05
   742   0.202379E+04   0.274637E+02   0.000000E+00  -0.128632E+03   0.992754E-08   0.109734E-04  -0.995981E-06
   743   0.203207E+04   0.272157E+02   0.000000E+00  -0.128773E+03   0.990460E-08   0.109859E-04  -0.989227E-06
   744   0.204041E+04   0.269644E+02   0.000000E+00  -0.128872E+03   0.988174E-08   0.109976E-04  -0.982380E-06
   745   0.204868E+04   0.267111E+02   0.000000E+00  -0.128950E+03   0.985896E-08   0.110086E-04  -0.975441E-06
   746   0.205686E+04   0.264568E+02   0.000000E+00  -0.128970E+03   0.983625E-08   0.110187E-04  -0.968412E-06
   747   0.206503E+04   0.261998E+02   0.000000E+00  -0.128971E+03   0.981362E-08   0.110281E-04  -0.961292E-06
   748   0.207327E+04   0.259424E+02   0.000000E+00  -0.128937E+03   0.979106E-08   0.110366E-04  -0.954084E-06
   749   0.208151E+04   0.256817E+02   0.000000E+00  -0.128875E+03   0.976857E-08   0.110443E-04  -0.946787E-06
   750   0.208966E+04   0.254213E+02   0.000000E+00  -0.128770E+03   0.974616E-08   0.110512E-04  -0.939402E-06
   751   0.209781E+04   0.251590E+02   0.000000E+00  -0.128631E+03   0.972382E-08   0.110573E-04  -0.931932E-06
   752   0.210595E+04   0.248970E+02   0.000000E+00  -0.128450E+03   0.970155E-08   0.110626E-04  -0.924376E-06
   753   0.211401E+04   0.246324E+02   0.000000E+00  -0.128241E+03   0.967935E-08   0.110670E-04  -0.916738E-06
   754   0.212199E+04   0.243681E+02   0.000000E+00  -0.127990E+03   0.965723E-08   0.110707E-04  -0.909017E-06
   755   0.213004E+04   0.241026E+02   0.000000E+00  -0.127711E+03   0.963518E-08   0.110736E-04  -0.901218E-06
   756   0.213786E+04   0.238367E+02   0.000000E+00  -0.127398E+03   0.961320E-08   0.110756E-04  -0.893339E-06
   757   0.214582E+04   0.235711E+02   0.000000E+00  -0.127042E+03   0.959129E-08   0.110769E-04  -0.885384E-06
   758   0.215356E+04   0.233042E+02   0.000000E+00  -0.126652E+03   0.956945E-08   0.110774E-04  -0.877355E-06
   759   0.216136E+04   0.230369E+02   0.000000E+00  -0.126234E+03   0.954769E-08   0.110772E-04  -0.869252E-06
   760   0.216901E+04   0.227698E+02   0.000000E+00  -0.125781E+03   0.952599E-08   0.110762E-04  -0.861078E-06
   761   0.217659E+04   0.225030E+02   0.000000E+00  -0.125293E+03   0.950436E-08   0.110744E-04  -0.852833E-06
   762   0.218423E+04   0.222364E+02   0.000000E+00  -0.124771E+03   0.948280E-08   0.110719E-04  -0.844521E-06
