   1   0.60597E-04   0.00000E+00   0.00000E+00
   2   0.53508E-04   0.00000E+00   0.00000E+00
   3   0.40442E-04   0.00000E+00   0.00000E+00
   4   0.13693E-04   0.00000E+00   0.00000E+00
   5   0.74406E-05   0.00000E+00   0.00000E+00
   6   0.89074E-06   0.00000E+00   0.00000E+00
   7   0.66340E-06   0.00000E+00   0.00000E+00
   8   0.10396E-04   0.00000E+00   0.00000E+00
   9   0.75763E-05   0.00000E+00   0.00000E+00
  10   0.17524E-05   0.00000E+00   0.00000E+00
  11   0.80692E-06   0.00000E+00   0.00000E+00
  12   0.97983E-06   0.00000E+00   0.00000E+00
  13   0.57791E-06   0.00000E+00   0.00000E+00
  14   0.39470E-04   0.00000E+00   0.00000E+00
  15   0.46338E-04   0.00000E+00   0.00000E+00
  16   0.13324E-04   0.00000E+00   0.00000E+00
  17   0.12635E-04   0.00000E+00   0.00000E+00
  18   0.29284E-05   0.00000E+00   0.00000E+00
  19   0.30581E-05   0.00000E+00   0.00000E+00
  20   0.30268E-06   0.00000E+00   0.00000E+00
  21   0.20088E-05   0.00000E+00   0.00000E+00
  22   0.48508E-05   0.00000E+00   0.00000E+00
  23  -0.89484E-06   0.00000E+00   0.00000E+00
  24   0.12954E-05   0.00000E+00   0.00000E+00
  25   0.83406E-06   0.00000E+00   0.00000E+00
  26  -0.11494E-06   0.00000E+00   0.00000E+00
  27   0.25348E-04   0.00000E+00   0.00000E+00
  28   0.60702E-04   0.00000E+00   0.00000E+00
  29   0.17166E-04   0.00000E+00   0.00000E+00
  30   0.14512E-04   0.00000E+00   0.00000E+00
  31   0.68783E-05   0.00000E+00   0.00000E+00
  32   0.39480E-05   0.00000E+00   0.00000E+00
  33   0.17749E-05   0.00000E+00   0.00000E+00
  34   0.53610E-05   0.00000E+00   0.00000E+00
  35   0.44845E-05   0.00000E+00   0.00000E+00
  36   0.28566E-06   0.00000E+00   0.00000E+00
  37   0.11605E-05   0.00000E+00   0.00000E+00
  38   0.71947E-06   0.00000E+00   0.00000E+00
  39   0.65599E-07   0.00000E+00   0.00000E+00
  40   0.91971E-04   0.00000E+00   0.00000E+00
  41   0.67197E-04   0.00000E+00   0.00000E+00
  42   0.39453E-04   0.00000E+00   0.00000E+00
  43   0.21991E-04   0.00000E+00   0.00000E+00
  44   0.78031E-05   0.00000E+00   0.00000E+00
  45   0.51295E-05   0.00000E+00   0.00000E+00
  46   0.19399E-06   0.00000E+00   0.00000E+00
  47   0.12014E-04   0.00000E+00   0.00000E+00
  48   0.25235E-05   0.00000E+00   0.00000E+00
  49   0.24250E-05   0.00000E+00   0.00000E+00
  50   0.23133E-05   0.00000E+00   0.00000E+00
  51   0.64686E-06   0.00000E+00   0.00000E+00
  52   0.67247E-06   0.00000E+00   0.00000E+00
  53   0.78755E-04   0.00000E+00   0.00000E+00
  54   0.29885E-04   0.00000E+00   0.00000E+00
  55   0.32540E-04   0.00000E+00   0.00000E+00
  56   0.13307E-04   0.00000E+00   0.00000E+00
  57   0.55724E-05   0.00000E+00   0.00000E+00
  58   0.23530E-05   0.00000E+00   0.00000E+00
  59   0.23318E-05   0.00000E+00   0.00000E+00
  60  -0.39361E-05   0.00000E+00   0.00000E+00
  61   0.23337E-05   0.00000E+00   0.00000E+00
  62   0.16615E-05   0.00000E+00   0.00000E+00
  63   0.14279E-05   0.00000E+00   0.00000E+00
  64   0.80118E-06   0.00000E+00   0.00000E+00
  65  -0.37664E-06   0.00000E+00   0.00000E+00
  66   0.28370E-04   0.00000E+00   0.00000E+00
  67   0.39469E-04   0.00000E+00   0.00000E+00
  68   0.24921E-04   0.00000E+00   0.00000E+00
  69   0.99883E-05   0.00000E+00   0.00000E+00
  70   0.54451E-05   0.00000E+00   0.00000E+00
  71   0.34438E-05   0.00000E+00   0.00000E+00
  72   0.23791E-05   0.00000E+00   0.00000E+00
  73   0.21003E-05   0.00000E+00   0.00000E+00
  74   0.44659E-05   0.00000E+00   0.00000E+00
  75   0.14284E-05   0.00000E+00   0.00000E+00
  76   0.14091E-05   0.00000E+00   0.00000E+00
  77   0.26693E-06   0.00000E+00   0.00000E+00
  78   0.36825E-06   0.00000E+00   0.00000E+00
  79   0.17343E-04   0.00000E+00   0.00000E+00
  80   0.72484E-04   0.00000E+00   0.00000E+00
  81   0.55613E-04   0.00000E+00   0.00000E+00
  82   0.27728E-05   0.00000E+00   0.00000E+00
  83   0.46069E-05   0.00000E+00   0.00000E+00
  84   0.26994E-05   0.00000E+00   0.00000E+00
  85   0.16243E-05   0.00000E+00   0.00000E+00
  86   0.75648E-05   0.00000E+00   0.00000E+00
  87   0.42290E-05   0.00000E+00   0.00000E+00
  88   0.24481E-05   0.00000E+00   0.00000E+00
  89   0.17834E-05   0.00000E+00   0.00000E+00
  90   0.81001E-06   0.00000E+00   0.00000E+00
  91   0.66433E-06   0.00000E+00   0.00000E+00
  92   0.45716E-04   0.00000E+00   0.00000E+00
  93   0.74756E-04   0.00000E+00   0.00000E+00
  94   0.48920E-04   0.00000E+00   0.00000E+00
  95   0.13984E-04   0.00000E+00   0.00000E+00
