#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   474   0.204488E+04  -0.676595E+02   0.478261E-05  -0.676595E+02   0.103776E+02   0.129480E-05   0.478261E-05   0.129480E-05   0.200297E-07
   475   0.205499E+04  -0.673594E+02   0.467734E-05  -0.673594E+02   0.102211E+02   0.127722E-05   0.467734E-05   0.127722E-05   0.199663E-07
   476   0.206495E+04  -0.670270E+02   0.457528E-05  -0.670270E+02   0.100670E+02   0.125933E-05   0.457528E-05   0.125933E-05   0.199032E-07
   477   0.207481E+04  -0.666720E+02   0.447638E-05  -0.666720E+02   0.991388E+01   0.124113E-05   0.447638E-05   0.124113E-05   0.198404E-07
   478   0.208467E+04  -0.662758E+02   0.438058E-05  -0.662758E+02   0.976177E+01   0.122265E-05   0.438058E-05   0.122265E-05   0.197778E-07
   479   0.209443E+04  -0.658630E+02   0.428781E-05  -0.658630E+02   0.961212E+01   0.120392E-05   0.428781E-05   0.120392E-05   0.197155E-07
   480   0.210412E+04  -0.654143E+02   0.419801E-05  -0.654143E+02   0.946418E+01   0.118494E-05   0.419801E-05   0.118494E-05   0.196535E-07
   481   0.211371E+04  -0.649335E+02   0.411113E-05  -0.649335E+02   0.931795E+01   0.116574E-05   0.411113E-05   0.116574E-05   0.195917E-07
   482   0.212330E+04  -0.644265E+02   0.402710E-05  -0.644265E+02   0.917415E+01   0.114634E-05   0.402710E-05   0.114634E-05   0.195302E-07
   483   0.213265E+04  -0.638956E+02   0.394586E-05  -0.638956E+02   0.903205E+01   0.112676E-05   0.394586E-05   0.112676E-05   0.194690E-07
   484   0.214184E+04  -0.633348E+02   0.386736E-05  -0.633348E+02   0.889238E+01   0.110702E-05   0.386736E-05   0.110702E-05   0.194080E-07
   485   0.215110E+04  -0.627459E+02   0.379152E-05  -0.627459E+02   0.875439E+01   0.108713E-05   0.379152E-05   0.108713E-05   0.193473E-07
   486   0.216020E+04  -0.621309E+02   0.371830E-05  -0.621309E+02   0.861956E+01   0.106712E-05   0.371830E-05   0.106712E-05   0.192868E-07
   487   0.216914E+04  -0.614899E+02   0.364763E-05  -0.614899E+02   0.848714E+01   0.104700E-05   0.364763E-05   0.104700E-05   0.192266E-07
   488   0.217793E+04  -0.608222E+02   0.357944E-05  -0.608222E+02   0.835638E+01   0.102680E-05   0.357944E-05   0.102680E-05   0.191667E-07
   489   0.218663E+04  -0.601294E+02   0.351369E-05  -0.601294E+02   0.822876E+01   0.100654E-05   0.351369E-05   0.100654E-05   0.191070E-07
   490   0.219525E+04  -0.594107E+02   0.345030E-05  -0.594107E+02   0.810428E+01   0.986228E-06   0.345030E-05   0.986228E-06   0.190476E-07
   491   0.220357E+04  -0.586691E+02   0.338922E-05  -0.586691E+02   0.798218E+01   0.965892E-06   0.338922E-05   0.965892E-06   0.189884E-07
   492   0.221188E+04  -0.579040E+02   0.333038E-05  -0.579040E+02   0.786321E+01   0.945548E-06   0.333038E-05   0.945548E-06   0.189294E-07
   493   0.222004E+04  -0.571139E+02   0.327374E-05  -0.571139E+02   0.774587E+01   0.925217E-06   0.327374E-05   0.925217E-06   0.188708E-07
   494   0.222804E+04  -0.563025E+02   0.321921E-05  -0.563025E+02   0.763312E+01   0.904918E-06   0.321921E-05   0.904918E-06   0.188123E-07
   495   0.223582E+04  -0.554684E+02   0.316676E-05  -0.554684E+02   0.752273E+01   0.884670E-06   0.316676E-05   0.884670E-06   0.187541E-07
   496   0.224344E+04  -0.546131E+02   0.311630E-05  -0.546131E+02   0.741618E+01   0.864493E-06   0.311630E-05   0.864493E-06   0.186962E-07
   497   0.225091E+04  -0.537359E+02   0.306779E-05  -0.537359E+02   0.731273E+01   0.844407E-06   0.306779E-05   0.844407E-06   0.186385E-07
   498   0.225822E+04  -0.528398E+02   0.302117E-05  -0.528398E+02   0.721162E+01   0.824431E-06   0.302117E-05   0.824431E-06   0.185810E-07
   499   0.226546E+04  -0.519219E+02   0.297636E-05  -0.519219E+02   0.711507E+01   0.804584E-06   0.297636E-05   0.804584E-06   0.185238E-07
   500   0.227248E+04  -0.509866E+02   0.293332E-05  -0.509866E+02   0.702085E+01   0.784886E-06   0.293332E-05   0.784886E-06   0.184668E-07
   501   0.227919E+04  -0.500326E+02   0.289199E-05  -0.500326E+02   0.693119E+01   0.765353E-06   0.289199E-05   0.765353E-06   0.184100E-07
   502   0.228590E+04  -0.490598E+02   0.285234E-05  -0.490598E+02   0.684532E+01   0.745985E-06   0.285234E-05   0.745985E-06   0.183535E-07
   503   0.229232E+04  -0.480703E+02   0.281436E-05  -0.480703E+02   0.676250E+01   0.726779E-06   0.281436E-05   0.726779E-06   0.182972E-07
   504   0.229851E+04  -0.470628E+02   0.277804E-05  -0.470628E+02   0.668345E+01   0.707732E-06   0.277804E-05   0.707732E-06   0.182411E-07
   505   0.230470E+04  -0.460408E+02   0.274337E-05  -0.460408E+02   0.660892E+01   0.688842E-06   0.274337E-05   0.688842E-06   0.181853E-07
   506   0.231051E+04  -0.450021E+02   0.271031E-05  -0.450021E+02   0.653829E+01   0.670105E-06   0.271031E-05   0.670105E-06   0.181297E-07
   507   0.231626E+04  -0.439489E+02   0.267887E-05  -0.439489E+02   0.647125E+01   0.651518E-06   0.267887E-05   0.651518E-06   0.180744E-07
   508   0.232171E+04  -0.428804E+02   0.264903E-05  -0.428804E+02   0.640885E+01   0.633078E-06   0.264903E-05   0.633078E-06   0.180193E-07
   509   0.232701E+04  -0.417996E+02   0.262077E-05  -0.417996E+02   0.635009E+01   0.614782E-06   0.262077E-05   0.614782E-06   0.179644E-07
   510   0.233201E+04  -0.407056E+02   0.259407E-05  -0.407056E+02   0.629564E+01   0.596627E-06   0.259407E-05   0.596627E-06   0.179097E-07
   511   0.233695E+04  -0.395986E+02   0.256892E-05  -0.395986E+02   0.624519E+01   0.578610E-06   0.256892E-05   0.578610E-06   0.178552E-07
   512   0.234159E+04  -0.384798E+02   0.254531E-05  -0.384798E+02   0.619918E+01   0.560729E-06   0.254531E-05   0.560729E-06   0.178010E-07
   513   0.234608E+04  -0.373509E+02   0.252322E-05  -0.373509E+02   0.615737E+01   0.542979E-06   0.252322E-05   0.542979E-06   0.177470E-07
   514   0.235036E+04  -0.362116E+02   0.250264E-05  -0.362116E+02   0.612004E+01   0.525358E-06   0.250264E-05   0.525358E-06   0.176933E-07
   515   0.235441E+04  -0.350621E+02   0.248355E-05  -0.350621E+02   0.608712E+01   0.507863E-06   0.248355E-05   0.507863E-06   0.176397E-07
   516   0.235825E+04  -0.339038E+02   0.246593E-05  -0.339038E+02   0.605867E+01   0.490491E-06   0.246593E-05   0.490491E-06   0.175864E-07
   517   0.236180E+04  -0.327373E+02   0.244978E-05  -0.327373E+02   0.603482E+01   0.473239E-06   0.244978E-05   0.473239E-06   0.175333E-07
   518   0.236520E+04  -0.315634E+02   0.243507E-05  -0.315634E+02   0.601542E+01   0.456104E-06   0.243507E-05   0.456104E-06   0.174804E-07
   519   0.236846E+04  -0.303814E+02   0.242180E-05  -0.303814E+02   0.600067E+01   0.439083E-06   0.242180E-05   0.439083E-06   0.174277E-07
   520   0.237144E+04  -0.291941E+02   0.240994E-05  -0.291941E+02   0.599050E+01   0.422172E-06   0.240994E-05   0.422172E-06   0.173753E-07
   521   0.237412E+04  -0.280015E+02   0.239948E-05  -0.280015E+02   0.598496E+01   0.405370E-06   0.239948E-05   0.405370E-06   0.173231E-07
   522   0.237658E+04  -0.268036E+02   0.239040E-05  -0.268036E+02   0.598428E+01   0.388672E-06   0.239040E-05   0.388672E-06   0.172711E-07
   523   0.237891E+04  -0.256019E+02   0.238270E-05  -0.256019E+02   0.598828E+01   0.372075E-06   0.238270E-05   0.372075E-06   0.172193E-07
   524   0.238102E+04  -0.243971E+02   0.237635E-05  -0.243971E+02   0.599696E+01   0.355578E-06   0.237635E-05   0.355578E-06   0.171677E-07
   525   0.238277E+04  -0.231884E+02   0.237135E-05  -0.231884E+02   0.601046E+01   0.339176E-06   0.237135E-05   0.339176E-06   0.171163E-07
   526   0.238438E+04  -0.219779E+02   0.236767E-05  -0.219779E+02   0.602877E+01   0.322867E-06   0.236767E-05   0.322867E-06   0.170652E-07
   527   0.238593E+04  -0.207665E+02   0.236530E-05  -0.207665E+02   0.605187E+01   0.306647E-06   0.236530E-05   0.306647E-06   0.170142E-07
   528   0.238712E+04  -0.195555E+02   0.236423E-05  -0.195555E+02   0.607975E+01   0.290514E-06   0.236423E-05   0.290514E-06   0.169635E-07
   529   0.238809E+04  -0.183434E+02   0.236444E-05  -0.183434E+02   0.611271E+01   0.274465E-06   0.236444E-05   0.274465E-06   0.169130E-07
   530   0.238878E+04  -0.171340E+02   0.236591E-05  -0.171340E+02   0.615050E+01   0.258496E-06   0.236591E-05   0.258496E-06   0.168627E-07
   531   0.238948E+04  -0.159242E+02   0.236864E-05  -0.159242E+02   0.619305E+01   0.242605E-06   0.236864E-05   0.242605E-06   0.168126E-07
   532   0.238975E+04  -0.147178E+02   0.237260E-05  -0.147178E+02   0.624064E+01   0.226788E-06   0.237260E-05   0.226788E-06   0.167627E-07
   533   0.238981E+04  -0.135146E+02   0.237779E-05  -0.135146E+02   0.629311E+01   0.211042E-06   0.237779E-05   0.211042E-06   0.167130E-07
   534   0.238966E+04  -0.123154E+02   0.238418E-05  -0.123154E+02   0.635052E+01   0.195365E-06   0.238418E-05   0.195365E-06   0.166635E-07
   535   0.238930E+04  -0.111209E+02   0.239176E-05  -0.111209E+02   0.641294E+01   0.179754E-06   0.239176E-05   0.179754E-06   0.166142E-07
   536   0.238873E+04  -0.993106E+01   0.240051E-05  -0.993106E+01   0.648020E+01   0.164205E-06   0.240051E-05   0.164205E-06   0.165651E-07
   537   0.238802E+04  -0.874737E+01   0.241043E-05  -0.874737E+01   0.655238E+01   0.148715E-06   0.241043E-05   0.148715E-06   0.165163E-07
   538   0.238697E+04  -0.757053E+01   0.242149E-05  -0.757053E+01   0.662961E+01   0.133281E-06   0.242149E-05   0.133281E-06   0.164676E-07
   539   0.238578E+04  -0.640124E+01   0.243369E-05  -0.640124E+01   0.671158E+01   0.117901E-06   0.243369E-05   0.117901E-06   0.164191E-07
   540   0.238438E+04  -0.524022E+01   0.244700E-05  -0.524022E+01   0.679873E+01   0.102571E-06   0.244700E-05   0.102571E-06   0.163708E-07
   541   0.238270E+04  -0.408744E+01   0.246141E-05  -0.408744E+01   0.689060E+01   0.872888E-07   0.246141E-05   0.872888E-07   0.163228E-07
   542   0.238089E+04  -0.294510E+01   0.247691E-05  -0.294510E+01   0.698741E+01   0.720504E-07   0.247691E-05   0.720504E-07   0.162749E-07
   543   0.237880E+04  -0.181271E+01   0.249347E-05  -0.181271E+01   0.708921E+01   0.568532E-07   0.249347E-05   0.568532E-07   0.162272E-07
   544   0.237659E+04  -0.691224E+00   0.251110E-05  -0.691224E+00   0.719584E+01   0.416942E-07   0.251110E-05   0.416942E-07   0.161797E-07
   545   0.237409E+04   0.418804E+00   0.252976E-05   0.418804E+00   0.730731E+01   0.265703E-07   0.252976E-05   0.265703E-07   0.161325E-07
   546   0.237146E+04   0.151636E+01   0.254945E-05   0.151636E+01   0.742336E+01   0.114786E-07   0.254945E-05   0.114786E-07   0.160854E-07
   547   0.236856E+04   0.260119E+01   0.257016E-05   0.260119E+01   0.754423E+01  -0.358404E-08   0.257016E-05  -0.358404E-08   0.160385E-07
   548   0.236553E+04   0.367227E+01   0.259185E-05   0.367227E+01   0.766988E+01  -0.186206E-07   0.259185E-05  -0.186206E-07   0.159917E-07
   549   0.236230E+04   0.472893E+01   0.261453E-05   0.472893E+01   0.780033E+01  -0.336341E-07   0.261453E-05  -0.336341E-07   0.159452E-07
   550   0.235886E+04   0.577063E+01   0.263818E-05   0.577063E+01   0.793554E+01  -0.486276E-07   0.263818E-05  -0.486276E-07   0.158989E-07
   551   0.235530E+04   0.679680E+01   0.266277E-05   0.679680E+01   0.807552E+01  -0.636033E-07   0.266277E-05  -0.636033E-07   0.158528E-07
   552   0.235146E+04   0.780642E+01   0.268831E-05   0.780642E+01   0.822026E+01  -0.785597E-07   0.268831E-05  -0.785597E-07   0.158068E-07
   553   0.234750E+04   0.879934E+01   0.271477E-05   0.879934E+01   0.836827E+01  -0.934947E-07   0.271477E-05  -0.934947E-07   0.157611E-07
   554   0.234333E+04   0.977482E+01   0.274214E-05   0.977482E+01   0.852251E+01  -0.108406E-06   0.274214E-05  -0.108406E-06   0.157155E-07
   555   0.233896E+04   0.107321E+02   0.277042E-05   0.107321E+02   0.868076E+01  -0.123292E-06   0.277042E-05  -0.123292E-06   0.156701E-07
   556   0.233440E+04   0.116712E+02   0.279959E-05   0.116712E+02   0.884375E+01  -0.138149E-06   0.279959E-05  -0.138149E-06   0.156249E-07
   557   0.232970E+04   0.125903E+02   0.282964E-05   0.125903E+02   0.901074E+01  -0.152976E-06   0.282964E-05  -0.152976E-06   0.155799E-07
   558   0.232481E+04   0.134901E+02   0.286055E-05   0.134901E+02   0.918320E+01  -0.167771E-06   0.286055E-05  -0.167771E-06   0.155350E-07
   559   0.231971E+04   0.143700E+02   0.289231E-05   0.143700E+02   0.935891E+01  -0.182531E-06   0.289231E-05  -0.182531E-06   0.154904E-07
   560   0.231456E+04   0.152285E+02   0.292492E-05   0.152285E+02   0.953860E+01  -0.197254E-06   0.292492E-05  -0.197254E-06   0.154459E-07
   561   0.230907E+04   0.160657E+02   0.295836E-05   0.160657E+02   0.972301E+01  -0.211938E-06   0.295836E-05  -0.211938E-06   0.154016E-07
   562   0.230359E+04   0.168810E+02   0.299261E-05   0.168810E+02   0.991213E+01  -0.226580E-06   0.299261E-05  -0.226580E-06   0.153575E-07
   563   0.229791E+04   0.176759E+02   0.302767E-05   0.176759E+02   0.101045E+02  -0.241179E-06   0.302767E-05  -0.241179E-06   0.153136E-07
   564   0.229211E+04   0.184452E+02   0.306352E-05   0.184452E+02   0.103023E+02  -0.255732E-06   0.306352E-05  -0.255732E-06   0.152698E-07
   565   0.228610E+04   0.191929E+02   0.310015E-05   0.191929E+02   0.105026E+02  -0.270238E-06   0.310015E-05  -0.270238E-06   0.152263E-07
   566   0.227997E+04   0.199159E+02   0.313755E-05   0.199159E+02   0.107076E+02  -0.284693E-06   0.313755E-05  -0.284693E-06   0.151829E-07
   567   0.227372E+04   0.206152E+02   0.317570E-05   0.206152E+02   0.109158E+02  -0.299095E-06   0.317570E-05  -0.299095E-06   0.151397E-07
   568   0.226733E+04   0.212892E+02   0.321460E-05   0.212892E+02   0.111287E+02  -0.313443E-06   0.321460E-05  -0.313443E-06   0.150966E-07
   569   0.226075E+04   0.219404E+02   0.325423E-05   0.219404E+02   0.113455E+02  -0.327734E-06   0.325423E-05  -0.327734E-06   0.150538E-07
   570   0.225411E+04   0.225635E+02   0.329458E-05   0.225635E+02   0.115655E+02  -0.341966E-06   0.329458E-05  -0.341966E-06   0.150111E-07
   571   0.224727E+04   0.231609E+02   0.333564E-05   0.231609E+02   0.117895E+02  -0.356137E-06   0.333564E-05  -0.356137E-06   0.149685E-07
   572   0.224031E+04   0.237326E+02   0.337740E-05   0.237326E+02   0.120166E+02  -0.370244E-06   0.337740E-05  -0.370244E-06   0.149262E-07
   573   0.223329E+04   0.242766E+02   0.341984E-05   0.242766E+02   0.122470E+02  -0.384285E-06   0.341984E-05  -0.384285E-06   0.148840E-07
   574   0.222615E+04   0.247943E+02   0.346294E-05   0.247943E+02   0.124813E+02  -0.398259E-06   0.346294E-05  -0.398259E-06   0.148420E-07
   575   0.221888E+04   0.252837E+02   0.350671E-05   0.252837E+02   0.127180E+02  -0.412162E-06   0.350671E-05  -0.412162E-06   0.148002E-07
   576   0.221156E+04   0.257462E+02   0.355113E-05   0.257462E+02   0.129586E+02  -0.425993E-06   0.355113E-05  -0.425993E-06   0.147585E-07
   577   0.220404E+04   0.261805E+02   0.359617E-05   0.261805E+02   0.132024E+02  -0.439749E-06   0.359617E-05  -0.439749E-06   0.147170E-07
   578   0.219647E+04   0.265859E+02   0.364185E-05   0.265859E+02   0.134486E+02  -0.453429E-06   0.364185E-05  -0.453429E-06   0.146757E-07
   579   0.218884E+04   0.269632E+02   0.368813E-05   0.269632E+02   0.136987E+02  -0.467030E-06   0.368813E-05  -0.467030E-06   0.146345E-07
   580   0.218117E+04   0.273103E+02   0.373501E-05   0.273103E+02   0.139512E+02  -0.480549E-06   0.373501E-05  -0.480549E-06   0.145935E-07
   581   0.217321E+04   0.276295E+02   0.378247E-05   0.276295E+02   0.142062E+02  -0.493985E-06   0.378247E-05  -0.493985E-06   0.145527E-07
   582   0.216528E+04   0.279186E+02   0.383051E-05   0.279186E+02   0.144643E+02  -0.507335E-06   0.383051E-05  -0.507335E-06   0.145121E-07
   583   0.215730E+04   0.281769E+02   0.387911E-05   0.281769E+02   0.147248E+02  -0.520597E-06   0.387911E-05  -0.520597E-06   0.144716E-07
   584   0.214927E+04   0.284061E+02   0.392826E-05   0.284061E+02   0.149877E+02  -0.533770E-06   0.392826E-05  -0.533770E-06   0.144312E-07
   585   0.214118E+04   0.286047E+02   0.397795E-05   0.286047E+02   0.152529E+02  -0.546850E-06   0.397795E-05  -0.546850E-06   0.143910E-07
   586   0.213297E+04   0.287727E+02   0.402816E-05   0.287727E+02   0.155199E+02  -0.559835E-06   0.402816E-05  -0.559835E-06   0.143510E-07
   587   0.212478E+04   0.289104E+02   0.407888E-05   0.289104E+02   0.157899E+02  -0.572724E-06   0.407888E-05  -0.572724E-06   0.143112E-07
   588   0.211647E+04   0.290162E+02   0.413011E-05   0.290162E+02   0.160616E+02  -0.585514E-06   0.413011E-05  -0.585514E-06   0.142715E-07
   589   0.210810E+04   0.290917E+02   0.418182E-05   0.290917E+02   0.163357E+02  -0.598202E-06   0.418182E-05  -0.598202E-06   0.142319E-07
   590   0.209969E+04   0.291362E+02   0.423402E-05   0.291362E+02   0.166107E+02  -0.610787E-06   0.423402E-05  -0.610787E-06   0.141926E-07
   591   0.209129E+04   0.291492E+02   0.428667E-05   0.291492E+02   0.168887E+02  -0.623267E-06   0.428667E-05  -0.623267E-06   0.141533E-07
   592   0.208284E+04   0.291298E+02   0.433978E-05   0.291298E+02   0.171669E+02  -0.635639E-06   0.433978E-05  -0.635639E-06   0.141143E-07
   593   0.207434E+04   0.290805E+02   0.439332E-05   0.290805E+02   0.174482E+02  -0.647901E-06   0.439332E-05  -0.647901E-06   0.140754E-07
   594   0.206572E+04   0.289983E+02   0.444730E-05   0.289983E+02   0.177304E+02  -0.660050E-06   0.444730E-05  -0.660050E-06   0.140366E-07
   595   0.205712E+04   0.288855E+02   0.450169E-05   0.288855E+02   0.180127E+02  -0.672085E-06   0.450169E-05  -0.672085E-06   0.139980E-07
   596   0.204861E+04   0.287400E+02   0.455648E-05   0.287400E+02   0.182981E+02  -0.684004E-06   0.455648E-05  -0.684004E-06   0.139596E-07
   597   0.204005E+04   0.285634E+02   0.461167E-05   0.285634E+02   0.185821E+02  -0.695803E-06   0.461167E-05  -0.695803E-06   0.139213E-07
   598   0.203167E+04   0.283549E+02   0.466723E-05   0.283549E+02   0.188685E+02  -0.707482E-06   0.466723E-05  -0.707482E-06   0.138831E-07
   599   0.202316E+04   0.281155E+02   0.472316E-05   0.281155E+02   0.191557E+02  -0.719037E-06   0.472316E-05  -0.719037E-06   0.138451E-07
   600   0.201459E+04   0.278436E+02   0.477945E-05   0.278436E+02   0.194438E+02  -0.730467E-06   0.477945E-05  -0.730467E-06   0.138073E-07
   601   0.200605E+04   0.275401E+02   0.483607E-05   0.275401E+02   0.197327E+02  -0.741769E-06   0.483607E-05  -0.741769E-06   0.137696E-07
   602   0.199753E+04   0.272044E+02   0.489303E-05   0.272044E+02   0.200209E+02  -0.752943E-06   0.489303E-05  -0.752943E-06   0.137321E-07
   603   0.198896E+04   0.268386E+02   0.495031E-05   0.268386E+02   0.203108E+02  -0.763989E-06   0.495031E-05  -0.763989E-06   0.136947E-07
   604   0.198056E+04   0.264407E+02   0.500789E-05   0.264407E+02   0.206001E+02  -0.774905E-06   0.500789E-05  -0.774905E-06   0.136574E-07
   605   0.197211E+04   0.260113E+02   0.506576E-05   0.260113E+02   0.208894E+02  -0.785692E-06   0.506576E-05  -0.785692E-06   0.136203E-07
   606   0.196375E+04   0.255507E+02   0.512392E-05   0.255507E+02   0.211790E+02  -0.796350E-06   0.512392E-05  -0.796350E-06   0.135834E-07
   607   0.195519E+04   0.250587E+02   0.518234E-05   0.250587E+02   0.214687E+02  -0.806877E-06   0.518234E-05  -0.806877E-06   0.135466E-07
   608   0.194687E+04   0.245355E+02   0.524102E-05   0.245355E+02   0.217585E+02  -0.817274E-06   0.524102E-05  -0.817274E-06   0.135099E-07
   609   0.193864E+04   0.239812E+02   0.529995E-05   0.239812E+02   0.220470E+02  -0.827540E-06   0.529995E-05  -0.827540E-06   0.134734E-07
   610   0.193036E+04   0.233957E+02   0.535910E-05   0.233957E+02   0.223350E+02  -0.837674E-06   0.535910E-05  -0.837674E-06   0.134370E-07
   611   0.192217E+04   0.227799E+02   0.541848E-05   0.227799E+02   0.226232E+02  -0.847677E-06   0.541848E-05  -0.847677E-06   0.134008E-07
   612   0.191408E+04   0.221345E+02   0.547806E-05   0.221345E+02   0.229116E+02  -0.857548E-06   0.547806E-05  -0.857548E-06   0.133647E-07
   613   0.190592E+04   0.214574E+02   0.553784E-05   0.214574E+02   0.231964E+02  -0.867286E-06   0.553784E-05  -0.867286E-06   0.133287E-07
   614   0.189794E+04   0.207502E+02   0.559780E-05   0.207502E+02   0.234822E+02  -0.876891E-06   0.559780E-05  -0.876891E-06   0.132929E-07
   615   0.188996E+04   0.200135E+02   0.565793E-05   0.200135E+02   0.237660E+02  -0.886362E-06   0.565793E-05  -0.886362E-06   0.132573E-07
   616   0.188208E+04   0.192475E+02   0.571821E-05   0.192475E+02   0.240501E+02  -0.895700E-06   0.571821E-05  -0.895700E-06   0.132217E-07
   617   0.187436E+04   0.184523E+02   0.577865E-05   0.184523E+02   0.243329E+02  -0.904904E-06   0.577865E-05  -0.904904E-06   0.131864E-07
   618   0.186666E+04   0.176271E+02   0.583921E-05   0.176271E+02   0.246145E+02  -0.913974E-06   0.583921E-05  -0.913974E-06   0.131511E-07
   619   0.185898E+04   0.167749E+02   0.589990E-05   0.167749E+02   0.248956E+02  -0.922908E-06   0.589990E-05  -0.922908E-06   0.131160E-07
   620   0.185152E+04   0.158936E+02   0.596069E-05   0.158936E+02   0.251733E+02  -0.931707E-06   0.596069E-05  -0.931707E-06   0.130810E-07
   621   0.184401E+04   0.149840E+02   0.602158E-05   0.149840E+02   0.254505E+02  -0.940370E-06   0.602158E-05  -0.940370E-06   0.130462E-07
   622   0.183666E+04   0.140461E+02   0.608256E-05   0.140461E+02   0.257258E+02  -0.948897E-06   0.608256E-05  -0.948897E-06   0.130115E-07
   623   0.182948E+04   0.130822E+02   0.614360E-05   0.130822E+02   0.259984E+02  -0.957288E-06   0.614360E-05  -0.957288E-06   0.129769E-07
   624   0.182230E+04   0.120909E+02   0.620471E-05   0.120909E+02   0.262690E+02  -0.965541E-06   0.620471E-05  -0.965541E-06   0.129425E-07
   625   0.181521E+04   0.110721E+02   0.626586E-05   0.110721E+02   0.265378E+02  -0.973658E-06   0.626586E-05  -0.973658E-06   0.129082E-07
   626   0.180828E+04   0.100276E+02   0.632704E-05   0.100276E+02   0.268047E+02  -0.981636E-06   0.632704E-05  -0.981636E-06   0.128740E-07
   627   0.180151E+04   0.895724E+01   0.638825E-05   0.895724E+01   0.270689E+02  -0.989477E-06   0.638825E-05  -0.989477E-06   0.128400E-07
   628   0.179483E+04   0.786115E+01   0.644947E-05   0.786115E+01   0.273305E+02  -0.997178E-06   0.644947E-05  -0.997178E-06   0.128061E-07
   629   0.178830E+04   0.674012E+01   0.651068E-05   0.674012E+01   0.275895E+02  -0.100474E-05   0.651068E-05  -0.100474E-05   0.127723E-07
   630   0.178179E+04   0.559345E+01   0.657188E-05   0.559345E+01   0.278459E+02  -0.101216E-05   0.657188E-05  -0.101216E-05   0.127387E-07
   631   0.177543E+04   0.442417E+01   0.663306E-05   0.442417E+01   0.280997E+02  -0.101945E-05   0.663306E-05  -0.101945E-05   0.127052E-07
   632   0.176930E+04   0.323010E+01   0.669419E-05   0.323010E+01   0.283502E+02  -0.102659E-05   0.669419E-05  -0.102659E-05   0.126718E-07
   633   0.176318E+04   0.201352E+01   0.675527E-05   0.201352E+01   0.285988E+02  -0.103359E-05   0.675527E-05  -0.103359E-05   0.126385E-07
   634   0.175729E+04   0.774482E+00   0.681629E-05   0.774482E+00   0.288427E+02  -0.104046E-05   0.681629E-05  -0.104046E-05   0.126054E-07
   635   0.175156E+04  -0.486590E+00   0.687723E-05  -0.486590E+00   0.290847E+02  -0.104718E-05   0.687723E-05  -0.104718E-05   0.125724E-07
   636   0.174584E+04  -0.176898E+01   0.693808E-05  -0.176898E+01   0.293241E+02  -0.105376E-05   0.693808E-05  -0.105376E-05   0.125396E-07
   637   0.174034E+04  -0.307322E+01   0.699883E-05  -0.307322E+01   0.295581E+02  -0.106019E-05   0.699883E-05  -0.106019E-05   0.125068E-07
   638   0.173500E+04  -0.439711E+01   0.705947E-05  -0.439711E+01   0.297903E+02  -0.106649E-05   0.705947E-05  -0.106649E-05   0.124742E-07
   639   0.172981E+04  -0.574157E+01   0.711998E-05  -0.574157E+01   0.300177E+02  -0.107264E-05   0.711998E-05  -0.107264E-05   0.124417E-07
   640   0.172478E+04  -0.710495E+01   0.718035E-05  -0.710495E+01   0.302426E+02  -0.107865E-05   0.718035E-05  -0.107865E-05   0.124093E-07
   641   0.171990E+04  -0.848722E+01   0.724058E-05  -0.848722E+01   0.304635E+02  -0.108451E-05   0.724058E-05  -0.108451E-05   0.123771E-07
   642   0.171510E+04  -0.988756E+01   0.730064E-05  -0.988756E+01   0.306797E+02  -0.109023E-05   0.730064E-05  -0.109023E-05   0.123450E-07
   643   0.171053E+04  -0.113054E+02   0.736052E-05  -0.113054E+02   0.308934E+02  -0.109581E-05   0.736052E-05  -0.109581E-05   0.123130E-07
   644   0.170618E+04  -0.127401E+02   0.742022E-05  -0.127401E+02   0.311009E+02  -0.110124E-05   0.742022E-05  -0.110124E-05   0.122811E-07
   645   0.170191E+04  -0.141913E+02   0.747972E-05  -0.141913E+02   0.313052E+02  -0.110652E-05   0.747972E-05  -0.110652E-05   0.122493E-07
   646   0.169779E+04  -0.156582E+02   0.753900E-05  -0.156582E+02   0.315056E+02  -0.111166E-05   0.753900E-05  -0.111166E-05   0.122177E-07
   647   0.169397E+04  -0.171407E+02   0.759806E-05  -0.171407E+02   0.317012E+02  -0.111665E-05   0.759806E-05  -0.111665E-05   0.121862E-07
   648   0.169015E+04  -0.186367E+02   0.765689E-05  -0.186367E+02   0.318930E+02  -0.112150E-05   0.765689E-05  -0.112150E-05   0.121548E-07
   649   0.168663E+04  -0.201469E+02   0.771546E-05  -0.201469E+02   0.320793E+02  -0.112620E-05   0.771546E-05  -0.112620E-05   0.121235E-07
   650   0.168325E+04  -0.216699E+02   0.777378E-05  -0.216699E+02   0.322610E+02  -0.113075E-05   0.777378E-05  -0.113075E-05   0.120924E-07
   651   0.168003E+04  -0.232056E+02   0.783182E-05  -0.232056E+02   0.324396E+02  -0.113516E-05   0.783182E-05  -0.113516E-05   0.120613E-07
   652   0.167696E+04  -0.247532E+02   0.788958E-05  -0.247532E+02   0.326128E+02  -0.113941E-05   0.788958E-05  -0.113941E-05   0.120304E-07
   653   0.167418E+04  -0.263113E+02   0.794706E-05  -0.263113E+02   0.327799E+02  -0.114352E-05   0.794706E-05  -0.114352E-05   0.119996E-07
