   6   0.89074E-06   0.00000E+00   0.00000E+00
   7   0.66340E-06   0.00000E+00   0.00000E+00
  13   0.57791E-06   0.00000E+00   0.00000E+00
  19   0.30581E-05   0.00000E+00   0.00000E+00
  20   0.30268E-06   0.00000E+00   0.00000E+00
  26  -0.11494E-06   0.00000E+00   0.00000E+00
  32   0.39480E-05   0.00000E+00   0.00000E+00
  33   0.17749E-05   0.00000E+00   0.00000E+00
  39   0.65599E-07   0.00000E+00   0.00000E+00
  45   0.51295E-05   0.00000E+00   0.00000E+00
  46   0.19399E-06   0.00000E+00   0.00000E+00
  52   0.67247E-06   0.00000E+00   0.00000E+00
  58   0.23530E-05   0.00000E+00   0.00000E+00
  59   0.23318E-05   0.00000E+00   0.00000E+00
  65  -0.37664E-06   0.00000E+00   0.00000E+00
  71   0.34438E-05   0.00000E+00   0.00000E+00
  72   0.23791E-05   0.00000E+00   0.00000E+00
  78   0.36825E-06   0.00000E+00   0.00000E+00
  84   0.26994E-05   0.00000E+00   0.00000E+00
  85   0.16243E-05   0.00000E+00   0.00000E+00
  91   0.66433E-06   0.00000E+00   0.00000E+00
  97   0.63412E-05   0.00000E+00   0.00000E+00
  98   0.29252E-05   0.00000E+00   0.00000E+00
 104   0.33706E-06   0.00000E+00   0.00000E+00
 110   0.22760E-05   0.00000E+00   0.00000E+00
 111   0.28808E-05   0.00000E+00   0.00000E+00
 117   0.87528E-06   0.00000E+00   0.00000E+00
 123   0.94981E-05   0.00000E+00   0.00000E+00
 124   0.98505E-06   0.00000E+00   0.00000E+00
 130   0.10121E-05   0.00000E+00   0.00000E+00
