#    L    TT             EE             BB             TE          
   395    0.16211E+04    0.19789E+02    0.37247E-01    0.43397E+01
   396    0.16163E+04    0.19775E+02    0.37362E-01    0.25731E+01
   397    0.16118E+04    0.19758E+02    0.37478E-01    0.81422E+00
   398    0.16078E+04    0.19737E+02    0.37595E-01   -0.93561E+00
   399    0.16041E+04    0.19713E+02    0.37712E-01   -0.26755E+01
   400    0.16007E+04    0.19685E+02    0.37830E-01   -0.44048E+01
   401    0.15978E+04    0.19653E+02    0.37949E-01   -0.61227E+01
   402    0.15953E+04    0.19617E+02    0.38069E-01   -0.78284E+01
   403    0.15931E+04    0.19578E+02    0.38189E-01   -0.95215E+01
   404    0.15912E+04    0.19536E+02    0.38310E-01   -0.11200E+02
   405    0.15898E+04    0.19489E+02    0.38431E-01   -0.12866E+02
   406    0.15887E+04    0.19439E+02    0.38554E-01   -0.14516E+02
   407    0.15879E+04    0.19386E+02    0.38677E-01   -0.16153E+02
   408    0.15875E+04    0.19329E+02    0.38801E-01   -0.17771E+02
   409    0.15875E+04    0.19269E+02    0.38926E-01   -0.19373E+02
   410    0.15878E+04    0.19205E+02    0.39052E-01   -0.20959E+02
   411    0.15885E+04    0.19137E+02    0.39178E-01   -0.22526E+02
   412    0.15895E+04    0.19067E+02    0.39306E-01   -0.24075E+02
   413    0.15908E+04    0.18993E+02    0.39434E-01   -0.25605E+02
   414    0.15924E+04    0.18916E+02    0.39563E-01   -0.27115E+02
   415    0.15944E+04    0.18837E+02    0.39693E-01   -0.28604E+02
   416    0.15967E+04    0.18753E+02    0.39824E-01   -0.30073E+02
   417    0.15992E+04    0.18667E+02    0.39956E-01   -0.31522E+02
   418    0.16021E+04    0.18575E+02    0.40089E-01   -0.32947E+02
   419    0.16053E+04    0.18483E+02    0.40222E-01   -0.34350E+02
   420    0.16088E+04    0.18387E+02    0.40357E-01   -0.35730E+02
   421    0.16126E+04    0.18288E+02    0.40492E-01   -0.37086E+02
   422    0.16167E+04    0.18186E+02    0.40629E-01   -0.38419E+02
   423    0.16209E+04    0.18080E+02    0.40766E-01   -0.39727E+02
   424    0.16255E+04    0.17972E+02    0.40904E-01   -0.41010E+02
   425    0.16304E+04    0.17861E+02    0.41043E-01   -0.42267E+02
   426    0.16355E+04    0.17748E+02    0.41184E-01   -0.43498E+02
   427    0.16409E+04    0.17632E+02    0.41325E-01   -0.44704E+02
   428    0.16465E+04    0.17513E+02    0.41467E-01   -0.45882E+02
   429    0.16523E+04    0.17391E+02    0.41610E-01   -0.47032E+02
   430    0.16585E+04    0.17268E+02    0.41754E-01   -0.48156E+02
   431    0.16648E+04    0.17141E+02    0.41899E-01   -0.49251E+02
   432    0.16713E+04    0.17012E+02    0.42045E-01   -0.50318E+02
   433    0.16781E+04    0.16881E+02    0.42192E-01   -0.51355E+02
   434    0.16850E+04    0.16748E+02    0.42339E-01   -0.52365E+02
   435    0.16921E+04    0.16613E+02    0.42488E-01   -0.53345E+02
   436    0.16995E+04    0.16476E+02    0.42638E-01   -0.54296E+02
   437    0.17071E+04    0.16337E+02    0.42788E-01   -0.55216E+02
   438    0.17148E+04    0.16195E+02    0.42940E-01   -0.56105E+02
   439    0.17227E+04    0.16053E+02    0.43093E-01   -0.56965E+02
   440    0.17308E+04    0.15908E+02    0.43246E-01   -0.57792E+02
   441    0.17391E+04    0.15761E+02    0.43400E-01   -0.58590E+02
   442    0.17474E+04    0.15612E+02    0.43555E-01   -0.59356E+02
   443    0.17560E+04    0.15463E+02    0.43712E-01   -0.60091E+02
   444    0.17647E+04    0.15312E+02    0.43869E-01   -0.60793E+02
   445    0.17736E+04    0.15158E+02    0.44026E-01   -0.61463E+02
   446    0.17824E+04    0.15005E+02    0.44185E-01   -0.62100E+02
   447    0.17915E+04    0.14850E+02    0.44345E-01   -0.62707E+02
   448    0.18006E+04    0.14693E+02    0.44505E-01   -0.63280E+02
   449    0.18099E+04    0.14536E+02    0.44666E-01   -0.63821E+02
   450    0.18194E+04    0.14378E+02    0.44828E-01   -0.64330E+02
   451    0.18288E+04    0.14219E+02    0.44991E-01   -0.64805E+02
   452    0.18384E+04    0.14059E+02    0.45155E-01   -0.65249E+02
   453    0.18481E+04    0.13899E+02    0.45319E-01   -0.65659E+02
   454    0.18578E+04    0.13738E+02    0.45484E-01   -0.66038E+02
   455    0.18675E+04    0.13577E+02    0.45650E-01   -0.66385E+02
   456    0.18774E+04    0.13415E+02    0.45816E-01   -0.66693E+02
   457    0.18873E+04    0.13253E+02    0.45983E-01   -0.66977E+02
   458    0.18972E+04    0.13091E+02    0.46151E-01   -0.67218E+02
   459    0.19073E+04    0.12929E+02    0.46320E-01   -0.67432E+02
   460    0.19173E+04    0.12766E+02    0.46489E-01   -0.67612E+02
   461    0.19274E+04    0.12603E+02    0.46659E-01   -0.67761E+02
   462    0.19375E+04    0.12440E+02    0.46829E-01   -0.67871E+02
   463    0.19475E+04    0.12279E+02    0.47000E-01   -0.67961E+02
   464    0.19576E+04    0.12117E+02    0.47171E-01   -0.68003E+02
   465    0.19676E+04    0.11956E+02    0.47343E-01   -0.68024E+02
   466    0.19777E+04    0.11795E+02    0.47516E-01   -0.68004E+02
   467    0.19879E+04    0.11634E+02    0.47689E-01   -0.67957E+02
   468    0.19979E+04    0.11475E+02    0.47862E-01   -0.67876E+02
   469    0.20079E+04    0.11315E+02    0.48036E-01   -0.67768E+02
   470    0.20180E+04    0.11157E+02    0.48211E-01   -0.67626E+02
   471    0.20279E+04    0.11001E+02    0.48385E-01   -0.67450E+02
   472    0.20378E+04    0.10845E+02    0.48561E-01   -0.67248E+02
   473    0.20477E+04    0.10691E+02    0.48736E-01   -0.67011E+02
   474    0.20576E+04    0.10538E+02    0.48912E-01   -0.66747E+02
   475    0.20675E+04    0.10385E+02    0.49088E-01   -0.66450E+02
   476    0.20772E+04    0.10235E+02    0.49265E-01   -0.66121E+02
   477    0.20868E+04    0.10085E+02    0.49442E-01   -0.65770E+02
   478    0.20964E+04    0.99371E+01    0.49619E-01   -0.65379E+02
   479    0.21059E+04    0.97913E+01    0.49797E-01   -0.64972E+02
   480    0.21153E+04    0.96472E+01    0.49974E-01   -0.64529E+02
   481    0.21247E+04    0.95049E+01    0.50152E-01   -0.64055E+02
   482    0.21340E+04    0.93650E+01    0.50330E-01   -0.63556E+02
   483    0.21431E+04    0.92268E+01    0.50508E-01   -0.63033E+02
   484    0.21520E+04    0.90910E+01    0.50687E-01   -0.62481E+02
   485    0.21610E+04    0.89569E+01    0.50865E-01   -0.61902E+02
   486    0.21699E+04    0.88260E+01    0.51044E-01   -0.61297E+02
   487    0.21786E+04    0.86975E+01    0.51223E-01   -0.60667E+02
   488    0.21871E+04    0.85706E+01    0.51402E-01   -0.60011E+02
   489    0.21956E+04    0.84468E+01    0.51580E-01   -0.59330E+02
   490    0.22039E+04    0.83262E+01    0.51759E-01   -0.58624E+02
   491    0.22120E+04    0.82079E+01    0.51938E-01   -0.57896E+02
   492    0.22201E+04    0.80928E+01    0.52117E-01   -0.57146E+02
   493    0.22280E+04    0.79792E+01    0.52296E-01   -0.56370E+02
   494    0.22357E+04    0.78702E+01    0.52474E-01   -0.55574E+02
   495    0.22433E+04    0.77636E+01    0.52653E-01   -0.54757E+02
   496    0.22507E+04    0.76607E+01    0.52831E-01   -0.53918E+02
   497    0.22579E+04    0.75610E+01    0.53009E-01   -0.53059E+02
   498    0.22650E+04    0.74635E+01    0.53188E-01   -0.52181E+02
   499    0.22720E+04    0.73705E+01    0.53365E-01   -0.51281E+02
   500    0.22788E+04    0.72799E+01    0.53543E-01   -0.50366E+02
   501    0.22853E+04    0.71937E+01    0.53720E-01   -0.49432E+02
   502    0.22917E+04    0.71114E+01    0.53898E-01   -0.48479E+02
   503    0.22979E+04    0.70320E+01    0.54074E-01   -0.47511E+02
   504    0.23039E+04    0.69563E+01    0.54251E-01   -0.46526E+02
   505    0.23099E+04    0.68851E+01    0.54427E-01   -0.45526E+02
   506    0.23155E+04    0.68177E+01    0.54603E-01   -0.44510E+02
   507    0.23210E+04    0.67539E+01    0.54778E-01   -0.43481E+02
   508    0.23263E+04    0.66946E+01    0.54953E-01   -0.42436E+02
   509    0.23314E+04    0.66389E+01    0.55127E-01   -0.41380E+02
   510    0.23362E+04    0.65875E+01    0.55301E-01   -0.40311E+02
   511    0.23409E+04    0.65400E+01    0.55474E-01   -0.39230E+02
   512    0.23453E+04    0.64968E+01    0.55647E-01   -0.38138E+02
   513    0.23497E+04    0.64578E+01    0.55819E-01   -0.37036E+02
   514    0.23537E+04    0.64232E+01    0.55991E-01   -0.35924E+02
   515    0.23576E+04    0.63928E+01    0.56162E-01   -0.34802E+02
   516    0.23613E+04    0.63669E+01    0.56332E-01   -0.33672E+02
   517    0.23647E+04    0.63455E+01    0.56501E-01   -0.32534E+02
   518    0.23679E+04    0.63285E+01    0.56670E-01   -0.31390E+02
   519    0.23710E+04    0.63160E+01    0.56838E-01   -0.30237E+02
   520    0.23738E+04    0.63080E+01    0.57006E-01   -0.29080E+02
   521    0.23764E+04    0.63045E+01    0.57172E-01   -0.27918E+02
   522    0.23787E+04    0.63058E+01    0.57338E-01   -0.26751E+02
   523    0.23809E+04    0.63117E+01    0.57502E-01   -0.25580E+02
   524    0.23828E+04    0.63221E+01    0.57666E-01   -0.24407E+02
   525    0.23845E+04    0.63372E+01    0.57829E-01   -0.23230E+02
   526    0.23859E+04    0.63571E+01    0.57991E-01   -0.22052E+02
   527    0.23874E+04    0.63816E+01    0.58152E-01   -0.20874E+02
   528    0.23884E+04    0.64108E+01    0.58313E-01   -0.19695E+02
   529    0.23893E+04    0.64450E+01    0.58472E-01   -0.18517E+02
   530    0.23899E+04    0.64838E+01    0.58630E-01   -0.17341E+02
   531    0.23905E+04    0.65273E+01    0.58787E-01   -0.16165E+02
   532    0.23907E+04    0.65757E+01    0.58943E-01   -0.14992E+02
   533    0.23907E+04    0.66289E+01    0.59098E-01   -0.13823E+02
   534    0.23904E+04    0.66869E+01    0.59251E-01   -0.12658E+02
   535    0.23900E+04    0.67498E+01    0.59404E-01   -0.11498E+02
   536    0.23894E+04    0.68173E+01    0.59555E-01   -0.10343E+02
   537    0.23886E+04    0.68897E+01    0.59706E-01   -0.91943E+01
   538    0.23875E+04    0.69670E+01    0.59855E-01   -0.80524E+01
   539    0.23863E+04    0.70488E+01    0.60003E-01   -0.69181E+01
   540    0.23848E+04    0.71358E+01    0.60150E-01   -0.57921E+01
   541    0.23831E+04    0.72273E+01    0.60295E-01   -0.46745E+01
   542    0.23813E+04    0.73236E+01    0.60439E-01   -0.35673E+01
   543    0.23792E+04    0.74247E+01    0.60582E-01   -0.24700E+01
   544    0.23769E+04    0.75305E+01    0.60724E-01   -0.13837E+01
   545    0.23744E+04    0.76411E+01    0.60865E-01   -0.30873E+00
   546    0.23718E+04    0.77560E+01    0.61004E-01    0.75380E+00
   547    0.23689E+04    0.78757E+01    0.61142E-01    0.18037E+01
   548    0.23659E+04    0.80000E+01    0.61278E-01    0.28399E+01
   549    0.23626E+04    0.81289E+01    0.61414E-01    0.38618E+01
   550    0.23592E+04    0.82624E+01    0.61548E-01    0.48690E+01
   551    0.23557E+04    0.84006E+01    0.61680E-01    0.58607E+01
   552    0.23519E+04    0.85433E+01    0.61812E-01    0.68362E+01
   553    0.23480E+04    0.86892E+01    0.61941E-01    0.77951E+01
   554    0.23438E+04    0.88412E+01    0.62070E-01    0.87368E+01
   555    0.23395E+04    0.89970E+01    0.62197E-01    0.96607E+01
   556    0.23350E+04    0.91574E+01    0.62323E-01    0.10567E+02
   557    0.23304E+04    0.93216E+01    0.62448E-01    0.11453E+02
   558    0.23256E+04    0.94912E+01    0.62571E-01    0.12320E+02
   559    0.23205E+04    0.96638E+01    0.62693E-01    0.13168E+02
   560    0.23155E+04    0.98403E+01    0.62813E-01    0.13994E+02
   561    0.23101E+04    0.10021E+02    0.62932E-01    0.14800E+02
   562    0.23047E+04    0.10207E+02    0.63049E-01    0.15584E+02
   563    0.22991E+04    0.10396E+02    0.63166E-01    0.16349E+02
   564    0.22934E+04    0.10590E+02    0.63280E-01    0.17088E+02
   565    0.22875E+04    0.10786E+02    0.63394E-01    0.17806E+02
   566    0.22815E+04    0.10987E+02    0.63506E-01    0.18500E+02
   567    0.22753E+04    0.11190E+02    0.63616E-01    0.19171E+02
   568    0.22691E+04    0.11399E+02    0.63726E-01    0.19817E+02
   569    0.22626E+04    0.11611E+02    0.63834E-01    0.20441E+02
   570    0.22561E+04    0.11826E+02    0.63940E-01    0.21037E+02
   571    0.22494E+04    0.12045E+02    0.64045E-01    0.21608E+02
   572    0.22426E+04    0.12267E+02    0.64149E-01    0.22154E+02
   573    0.22357E+04    0.12492E+02    0.64251E-01    0.22674E+02
   574    0.22288E+04    0.12721E+02    0.64352E-01    0.23167E+02
   575    0.22216E+04    0.12952E+02    0.64451E-01    0.23633E+02
   576    0.22145E+04    0.13187E+02    0.64549E-01    0.24073E+02
   577    0.22071E+04    0.13425E+02    0.64646E-01    0.24485E+02
   578    0.21997E+04    0.13665E+02    0.64741E-01    0.24869E+02
   579    0.21923E+04    0.13909E+02    0.64835E-01    0.25226E+02
   580    0.21848E+04    0.14156E+02    0.64927E-01    0.25554E+02
   581    0.21770E+04    0.14404E+02    0.65019E-01    0.25854E+02
   582    0.21693E+04    0.14655E+02    0.65108E-01    0.26125E+02
   583    0.21615E+04    0.14909E+02    0.65197E-01    0.26367E+02
   584    0.21537E+04    0.15165E+02    0.65284E-01    0.26580E+02
   585    0.21458E+04    0.15423E+02    0.65370E-01    0.26763E+02
   586    0.21378E+04    0.15683E+02    0.65454E-01    0.26917E+02
   587    0.21298E+04    0.15946E+02    0.65537E-01    0.27041E+02
   588    0.21217E+04    0.16210E+02    0.65619E-01    0.27134E+02
   589    0.21135E+04    0.16477E+02    0.65699E-01    0.27198E+02
   590    0.21053E+04    0.16744E+02    0.65778E-01    0.27233E+02
   591    0.20972E+04    0.17014E+02    0.65856E-01    0.27236E+02
   592    0.20889E+04    0.17285E+02    0.65932E-01    0.27208E+02
   593    0.20807E+04    0.17558E+02    0.66007E-01    0.27151E+02
   594    0.20723E+04    0.17832E+02    0.66081E-01    0.27063E+02
   595    0.20639E+04    0.18106E+02    0.66154E-01    0.26945E+02
   596    0.20556E+04    0.18383E+02    0.66225E-01    0.26795E+02
   597    0.20473E+04    0.18658E+02    0.66295E-01    0.26615E+02
   598    0.20392E+04    0.18936E+02    0.66364E-01    0.26404E+02
   599    0.20309E+04    0.19215E+02    0.66432E-01    0.26164E+02
   600    0.20226E+04    0.19494E+02    0.66499E-01    0.25892E+02
   601    0.20143E+04    0.19774E+02    0.66564E-01    0.25590E+02
   602    0.20060E+04    0.20053E+02    0.66628E-01    0.25257E+02
   603    0.19977E+04    0.20334E+02    0.66692E-01    0.24894E+02
   604    0.19895E+04    0.20614E+02    0.66754E-01    0.24501E+02
   605    0.19813E+04    0.20895E+02    0.66815E-01    0.24078E+02
   606    0.19732E+04    0.21175E+02    0.66875E-01    0.23624E+02
   607    0.19649E+04    0.21455E+02    0.66933E-01    0.23140E+02
   608    0.19568E+04    0.21736E+02    0.66991E-01    0.22626E+02
   609    0.19488E+04    0.22015E+02    0.67048E-01    0.22083E+02
   610    0.19408E+04    0.22293E+02    0.67104E-01    0.21509E+02
   611    0.19329E+04    0.22572E+02    0.67159E-01    0.20906E+02
   612    0.19250E+04    0.22850E+02    0.67213E-01    0.20275E+02
   613    0.19171E+04    0.23126E+02    0.67266E-01    0.19614E+02
   614    0.19094E+04    0.23402E+02    0.67318E-01    0.18923E+02
   615    0.19017E+04    0.23676E+02    0.67369E-01    0.18205E+02
   616    0.18940E+04    0.23950E+02    0.67420E-01    0.17458E+02
   617    0.18865E+04    0.24223E+02    0.67470E-01    0.16683E+02
   618    0.18791E+04    0.24495E+02    0.67518E-01    0.15880E+02
   619    0.18716E+04    0.24766E+02    0.67567E-01    0.15051E+02
   620    0.18644E+04    0.25034E+02    0.67614E-01    0.14193E+02
   621    0.18572E+04    0.25301E+02    0.67661E-01    0.13309E+02
   622    0.18500E+04    0.25567E+02    0.67707E-01    0.12398E+02
   623    0.18431E+04    0.25829E+02    0.67752E-01    0.11462E+02
   624    0.18361E+04    0.26090E+02    0.67797E-01    0.10500E+02
   625    0.18293E+04    0.26349E+02    0.67842E-01    0.95120E+01
   626    0.18226E+04    0.26606E+02    0.67885E-01    0.84992E+01
   627    0.18160E+04    0.26860E+02    0.67928E-01    0.74619E+01
   628    0.18096E+04    0.27112E+02    0.67971E-01    0.64000E+01
   629    0.18033E+04    0.27361E+02    0.68013E-01    0.53144E+01
   630    0.17970E+04    0.27608E+02    0.68055E-01    0.42044E+01
   631    0.17908E+04    0.27852E+02    0.68097E-01    0.30730E+01
   632    0.17849E+04    0.28093E+02    0.68138E-01    0.19180E+01
   633    0.17790E+04    0.28332E+02    0.68178E-01    0.74169E+00
   634    0.17733E+04    0.28566E+02    0.68219E-01   -0.45589E+00
   635    0.17677E+04    0.28799E+02    0.68259E-01   -0.16743E+01
   636    0.17622E+04    0.29029E+02    0.68298E-01   -0.29129E+01
   637    0.17569E+04    0.29253E+02    0.68338E-01   -0.41723E+01
   638    0.17517E+04    0.29476E+02    0.68377E-01   -0.54501E+01
   639    0.17467E+04    0.29694E+02    0.68416E-01   -0.67473E+01
   640    0.17418E+04    0.29910E+02    0.68455E-01   -0.80624E+01
   641    0.17371E+04    0.30122E+02    0.68494E-01   -0.93953E+01
   642    0.17324E+04    0.30329E+02    0.68532E-01   -0.10745E+02
   643    0.17280E+04    0.30534E+02    0.68571E-01   -0.12111E+02
   644    0.17238E+04    0.30733E+02    0.68609E-01   -0.13494E+02
   645    0.17197E+04    0.30928E+02    0.68648E-01   -0.14891E+02
   646    0.17157E+04    0.31120E+02    0.68686E-01   -0.16303E+02
   647    0.17120E+04    0.31307E+02    0.68725E-01   -0.17730E+02
   648    0.17083E+04    0.31491E+02    0.68763E-01   -0.19170E+02
   649    0.17049E+04    0.31669E+02    0.68802E-01   -0.20622E+02
   650    0.17016E+04    0.31842E+02    0.68840E-01   -0.22087E+02
   651    0.16985E+04    0.32013E+02    0.68879E-01   -0.23563E+02
   652    0.16955E+04    0.32178E+02    0.68918E-01   -0.25051E+02
   653    0.16928E+04    0.32338E+02    0.68957E-01   -0.26548E+02
   654    0.16902E+04    0.32494E+02    0.68996E-01   -0.28054E+02
   655    0.16877E+04    0.32645E+02    0.69035E-01   -0.29569E+02
   656    0.16855E+04    0.32791E+02    0.69074E-01   -0.31094E+02
   657    0.16834E+04    0.32932E+02    0.69114E-01   -0.32625E+02
   658    0.16814E+04    0.33069E+02    0.69154E-01   -0.34163E+02
   659    0.16798E+04    0.33200E+02    0.69195E-01   -0.35708E+02
   660    0.16783E+04    0.33326E+02    0.69235E-01   -0.37259E+02
   661    0.16769E+04    0.33447E+02    0.69276E-01   -0.38813E+02
   662    0.16757E+04    0.33563E+02    0.69317E-01   -0.40374E+02
   663    0.16747E+04    0.33675E+02    0.69359E-01   -0.41938E+02
   664    0.16739E+04    0.33780E+02    0.69401E-01   -0.43505E+02
   665    0.16732E+04    0.33880E+02    0.69444E-01   -0.45075E+02
   666    0.16728E+04    0.33975E+02    0.69487E-01   -0.46646E+02
   667    0.16725E+04    0.34064E+02    0.69530E-01   -0.48219E+02
   668    0.16723E+04    0.34149E+02    0.69574E-01   -0.49793E+02
   669    0.16725E+04    0.34228E+02    0.69618E-01   -0.51366E+02
   670    0.16727E+04    0.34301E+02    0.69663E-01   -0.52937E+02
   671    0.16731E+04    0.34370E+02    0.69708E-01   -0.54508E+02
   672    0.16737E+04    0.34432E+02    0.69754E-01   -0.56077E+02
   673    0.16745E+04    0.34490E+02    0.69801E-01   -0.57642E+02
   674    0.16755E+04    0.34542E+02    0.69848E-01   -0.59204E+02
   675    0.16766E+04    0.34588E+02    0.69896E-01   -0.60761E+02
   676    0.16779E+04    0.34629E+02    0.69944E-01   -0.62313E+02
   677    0.16794E+04    0.34664E+02    0.69993E-01   -0.63860E+02
   678    0.16811E+04    0.34693E+02    0.70043E-01   -0.65401E+02
   679    0.16829E+04    0.34717E+02    0.70094E-01   -0.66935E+02
   680    0.16850E+04    0.34736E+02    0.70145E-01   -0.68461E+02
   681    0.16872E+04    0.34749E+02    0.70197E-01   -0.69978E+02
   682    0.16895E+04    0.34755E+02    0.70250E-01   -0.71487E+02
   683    0.16922E+04    0.34758E+02    0.70303E-01   -0.72988E+02
   684    0.16948E+04    0.34753E+02    0.70358E-01   -0.74477E+02
   685    0.16976E+04    0.34744E+02    0.70413E-01   -0.75957E+02
   686    0.17006E+04    0.34728E+02    0.70469E-01   -0.77417E+02
   687    0.17039E+04    0.34708E+02    0.70525E-01   -0.78868E+02
   688    0.17072E+04    0.34681E+02    0.70583E-01   -0.80310E+02
   689    0.17107E+04    0.34649E+02    0.70642E-01   -0.81733E+02
   690    0.17143E+04    0.34613E+02    0.70701E-01   -0.83147E+02
   691    0.17181E+04    0.34568E+02    0.70761E-01   -0.84542E+02
   692    0.17221E+04    0.34521E+02    0.70823E-01   -0.85920E+02
   693    0.17262E+04    0.34467E+02    0.70885E-01   -0.87289E+02
   694    0.17304E+04    0.34407E+02    0.70948E-01   -0.88632E+02
   695    0.17349E+04    0.34344E+02    0.71012E-01   -0.89958E+02
   696    0.17394E+04    0.34274E+02    0.71077E-01   -0.91282E+02
   697    0.17441E+04    0.34199E+02    0.71143E-01   -0.92573E+02
   698    0.17489E+04    0.34118E+02    0.71210E-01   -0.93848E+02
   699    0.17539E+04    0.34032E+02    0.71278E-01   -0.95098E+02
   700    0.17590E+04    0.33941E+02    0.71347E-01   -0.96331E+02
   701    0.17642E+04    0.33845E+02    0.71417E-01   -0.97547E+02
   702    0.17696E+04    0.33744E+02    0.71488E-01   -0.98732E+02
   703    0.17751E+04    0.33638E+02    0.71560E-01   -0.99915E+02
   704    0.17807E+04    0.33527E+02    0.71633E-01   -0.10106E+03
   705    0.17863E+04    0.33410E+02    0.71707E-01   -0.10218E+03
   706    0.17921E+04    0.33290E+02    0.71782E-01   -0.10328E+03
   707    0.17980E+04    0.33164E+02    0.71858E-01   -0.10436E+03
   708    0.18041E+04    0.33034E+02    0.71935E-01   -0.10541E+03
   709    0.18102E+04    0.32898E+02    0.72013E-01   -0.10644E+03
   710    0.18165E+04    0.32758E+02    0.72092E-01   -0.10744E+03
   711    0.18229E+04    0.32614E+02    0.72173E-01   -0.10842E+03
   712    0.18293E+04    0.32465E+02    0.72254E-01   -0.10937E+03
   713    0.18360E+04    0.32311E+02    0.72336E-01   -0.11029E+03
   714    0.18425E+04    0.32154E+02    0.72419E-01   -0.11119E+03
   715    0.18493E+04    0.31992E+02    0.72503E-01   -0.11206E+03
   716    0.18561E+04    0.31825E+02    0.72588E-01   -0.11291E+03
   717    0.18630E+04    0.31655E+02    0.72674E-01   -0.11372E+03
   718    0.18700E+04    0.31481E+02    0.72761E-01   -0.11451E+03
   719    0.18771E+04    0.31301E+02    0.72849E-01   -0.11526E+03
   720    0.18841E+04    0.31118E+02    0.72938E-01   -0.11599E+03
   721    0.18914E+04    0.30933E+02    0.73028E-01   -0.11668E+03
   722    0.18986E+04    0.30742E+02    0.73119E-01   -0.11734E+03
   723    0.19059E+04    0.30549E+02    0.73211E-01   -0.11798E+03
   724    0.19133E+04    0.30352E+02    0.73304E-01   -0.11859E+03
   725    0.19207E+04    0.30151E+02    0.73398E-01   -0.11916E+03
   726    0.19282E+04    0.29949E+02    0.73492E-01   -0.11970E+03
   727    0.19357E+04    0.29742E+02    0.73588E-01   -0.12022E+03
   728    0.19433E+04    0.29531E+02    0.73684E-01   -0.12070E+03
   729    0.19509E+04    0.29317E+02    0.73781E-01   -0.12115E+03
   730    0.19584E+04    0.29101E+02    0.73879E-01   -0.12157E+03
   731    0.19662E+04    0.28881E+02    0.73978E-01   -0.12195E+03
   732    0.19738E+04    0.28660E+02    0.74078E-01   -0.12230E+03
   733    0.19816E+04    0.28435E+02    0.74178E-01   -0.12263E+03
   734    0.19894E+04    0.28208E+02    0.74279E-01   -0.12290E+03
   735    0.19972E+04    0.27978E+02    0.74381E-01   -0.12317E+03
   736    0.20049E+04    0.27746E+02    0.74484E-01   -0.12338E+03
   737    0.20127E+04    0.27512E+02    0.74588E-01   -0.12358E+03
   738    0.20204E+04    0.27276E+02    0.74692E-01   -0.12372E+03
   739    0.20282E+04    0.27038E+02    0.74797E-01   -0.12384E+03
   740    0.20359E+04    0.26798E+02    0.74903E-01   -0.12393E+03
   741    0.20437E+04    0.26555E+02    0.75009E-01   -0.12398E+03
   742    0.20514E+04    0.26313E+02    0.75116E-01   -0.12400E+03
   743    0.20592E+04    0.26069E+02    0.75224E-01   -0.12399E+03
   744    0.20669E+04    0.25823E+02    0.75332E-01   -0.12393E+03
   745    0.20746E+04    0.25576E+02    0.75441E-01   -0.12386E+03
   746    0.20822E+04    0.25329E+02    0.75551E-01   -0.12373E+03
   747    0.20897E+04    0.25079E+02    0.75661E-01   -0.12359E+03
   748    0.20973E+04    0.24830E+02    0.75772E-01   -0.12341E+03
   749    0.21049E+04    0.24577E+02    0.75883E-01   -0.12320E+03
   750    0.21124E+04    0.24326E+02    0.75994E-01   -0.12295E+03
   751    0.21199E+04    0.24074E+02    0.76107E-01   -0.12267E+03
   752    0.21273E+04    0.23823E+02    0.76219E-01   -0.12235E+03
   753    0.21346E+04    0.23569E+02    0.76333E-01   -0.12201E+03
   754    0.21418E+04    0.23317E+02    0.76446E-01   -0.12162E+03
   755    0.21491E+04    0.23064E+02    0.76560E-01   -0.12121E+03
   756    0.21562E+04    0.22811E+02    0.76675E-01   -0.12076E+03
   757    0.21633E+04    0.22559E+02    0.76790E-01   -0.12027E+03
   758    0.21703E+04    0.22306E+02    0.76905E-01   -0.11976E+03
   759    0.21773E+04    0.22054E+02    0.77020E-01   -0.11921E+03
   760    0.21841E+04    0.21802E+02    0.77136E-01   -0.11864E+03
   761    0.21908E+04    0.21551E+02    0.77252E-01   -0.11803E+03
   762    0.21976E+04    0.21301E+02    0.77368E-01   -0.11739E+03
   763    0.22041E+04    0.21053E+02    0.77485E-01   -0.11671E+03
   764    0.22106E+04    0.20804E+02    0.77602E-01   -0.11601E+03
   765    0.22170E+04    0.20556E+02    0.77719E-01   -0.11528E+03
   766    0.22233E+04    0.20311E+02    0.77836E-01   -0.11451E+03
   767    0.22295E+04    0.20067E+02    0.77953E-01   -0.11372E+03
   768    0.22356E+04    0.19823E+02    0.78071E-01   -0.11288E+03
   769    0.22416E+04    0.19580E+02    0.78188E-01   -0.11203E+03
   770    0.22474E+04    0.19341E+02    0.78306E-01   -0.11115E+03
   771    0.22532E+04    0.19102E+02    0.78424E-01   -0.11023E+03
   772    0.22588E+04    0.18866E+02    0.78541E-01   -0.10928E+03
   773    0.22643E+04    0.18631E+02    0.78659E-01   -0.10831E+03
   774    0.22697E+04    0.18399E+02    0.78776E-01   -0.10731E+03
   775    0.22750E+04    0.18169E+02    0.78894E-01   -0.10628E+03
   776    0.22801E+04    0.17941E+02    0.79011E-01   -0.10523E+03
   777    0.22850E+04    0.17716E+02    0.79128E-01   -0.10415E+03
   778    0.22900E+04    0.17493E+02    0.79245E-01   -0.10303E+03
   779    0.22947E+04    0.17273E+02    0.79362E-01   -0.10190E+03
   780    0.22993E+04    0.17054E+02    0.79479E-01   -0.10074E+03
   781    0.23037E+04    0.16840E+02    0.79595E-01   -0.99556E+02
   782    0.23080E+04    0.16628E+02    0.79711E-01   -0.98360E+02
   783    0.23122E+04    0.16419E+02    0.79827E-01   -0.97125E+02
   784    0.23162E+04    0.16213E+02    0.79943E-01   -0.95865E+02
