#    L    TT             EE             BB             TE             PP             TP             EP          
   565    0.23659E+04    0.10212E+02    0.00000E+00    0.18619E+02    0.13534E-07    0.32833E-05   -0.22353E-06
   566    0.23598E+04    0.10410E+02    0.00000E+00    0.19449E+02    0.13495E-07    0.33150E-05   -0.23773E-06
   567    0.23536E+04    0.10612E+02    0.00000E+00    0.20256E+02    0.13456E-07    0.33476E-05   -0.25188E-06
   568    0.23472E+04    0.10818E+02    0.00000E+00    0.21038E+02    0.13417E-07    0.33808E-05   -0.26598E-06
   569    0.23406E+04    0.11029E+02    0.00000E+00    0.21798E+02    0.13378E-07    0.34148E-05   -0.28003E-06
   570    0.23339E+04    0.11244E+02    0.00000E+00    0.22530E+02    0.13340E-07    0.34496E-05   -0.29403E-06
   571    0.23270E+04    0.11462E+02    0.00000E+00    0.23237E+02    0.13301E-07    0.34851E-05   -0.30797E-06
   572    0.23200E+04    0.11684E+02    0.00000E+00    0.23919E+02    0.13263E-07    0.35213E-05   -0.32186E-06
   573    0.23129E+04    0.11910E+02    0.00000E+00    0.24573E+02    0.13225E-07    0.35582E-05   -0.33568E-06
   574    0.23057E+04    0.12140E+02    0.00000E+00    0.25202E+02    0.13187E-07    0.35957E-05   -0.34944E-06
   575    0.22983E+04    0.12372E+02    0.00000E+00    0.25803E+02    0.13149E-07    0.36340E-05   -0.36314E-06
   576    0.22908E+04    0.12609E+02    0.00000E+00    0.26377E+02    0.13112E-07    0.36729E-05   -0.37677E-06
   577    0.22832E+04    0.12849E+02    0.00000E+00    0.26923E+02    0.13074E-07    0.37125E-05   -0.39034E-06
   578    0.22755E+04    0.13092E+02    0.00000E+00    0.27440E+02    0.13037E-07    0.37528E-05   -0.40383E-06
   579    0.22677E+04    0.13339E+02    0.00000E+00    0.27929E+02    0.13000E-07    0.37936E-05   -0.41725E-06
   580    0.22598E+04    0.13588E+02    0.00000E+00    0.28389E+02    0.12963E-07    0.38351E-05   -0.43059E-06
   581    0.22517E+04    0.13841E+02    0.00000E+00    0.28820E+02    0.12926E-07    0.38772E-05   -0.44386E-06
   582    0.22435E+04    0.14097E+02    0.00000E+00    0.29221E+02    0.12889E-07    0.39199E-05   -0.45705E-06
   583    0.22353E+04    0.14355E+02    0.00000E+00    0.29592E+02    0.12852E-07    0.39632E-05   -0.47015E-06
   584    0.22271E+04    0.14617E+02    0.00000E+00    0.29933E+02    0.12816E-07    0.40070E-05   -0.48318E-06
   585    0.22187E+04    0.14881E+02    0.00000E+00    0.30243E+02    0.12780E-07    0.40514E-05   -0.49611E-06
   586    0.22103E+04    0.15147E+02    0.00000E+00    0.30523E+02    0.12744E-07    0.40964E-05   -0.50896E-06
   587    0.22018E+04    0.15416E+02    0.00000E+00    0.30772E+02    0.12708E-07    0.41419E-05   -0.52172E-06
   588    0.21932E+04    0.15688E+02    0.00000E+00    0.30989E+02    0.12672E-07    0.41879E-05   -0.53439E-06
   589    0.21845E+04    0.15962E+02    0.00000E+00    0.31175E+02    0.12636E-07    0.42344E-05   -0.54696E-06
   590    0.21758E+04    0.16237E+02    0.00000E+00    0.31330E+02    0.12600E-07    0.42815E-05   -0.55944E-06
   591    0.21671E+04    0.16516E+02    0.00000E+00    0.31453E+02    0.12565E-07    0.43290E-05   -0.57181E-06
   592    0.21583E+04    0.16795E+02    0.00000E+00    0.31544E+02    0.12530E-07    0.43770E-05   -0.58409E-06
   593    0.21494E+04    0.17078E+02    0.00000E+00    0.31603E+02    0.12495E-07    0.44255E-05   -0.59626E-06
   594    0.21404E+04    0.17362E+02    0.00000E+00    0.31630E+02    0.12460E-07    0.44744E-05   -0.60833E-06
   595    0.21314E+04    0.17647E+02    0.00000E+00    0.31625E+02    0.12425E-07    0.45238E-05   -0.62030E-06
   596    0.21225E+04    0.17935E+02    0.00000E+00    0.31587E+02    0.12390E-07    0.45736E-05   -0.63215E-06
   597    0.21135E+04    0.18221E+02    0.00000E+00    0.31517E+02    0.12356E-07    0.46238E-05   -0.64389E-06
   598    0.21047E+04    0.18511E+02    0.00000E+00    0.31414E+02    0.12321E-07    0.46745E-05   -0.65552E-06
   599    0.20958E+04    0.18802E+02    0.00000E+00    0.31280E+02    0.12287E-07    0.47255E-05   -0.66703E-06
   600    0.20867E+04    0.19094E+02    0.00000E+00    0.31112E+02    0.12253E-07    0.47769E-05   -0.67842E-06
   601    0.20777E+04    0.19387E+02    0.00000E+00    0.30912E+02    0.12219E-07    0.48287E-05   -0.68969E-06
   602    0.20687E+04    0.19680E+02    0.00000E+00    0.30679E+02    0.12185E-07    0.48809E-05   -0.70085E-06
   603    0.20596E+04    0.19975E+02    0.00000E+00    0.30414E+02    0.12151E-07    0.49334E-05   -0.71188E-06
   604    0.20507E+04    0.20270E+02    0.00000E+00    0.30117E+02    0.12118E-07    0.49862E-05   -0.72279E-06
   605    0.20417E+04    0.20565E+02    0.00000E+00    0.29787E+02    0.12084E-07    0.50394E-05   -0.73358E-06
   606    0.20328E+04    0.20861E+02    0.00000E+00    0.29425E+02    0.12051E-07    0.50929E-05   -0.74425E-06
   607    0.20237E+04    0.21157E+02    0.00000E+00    0.29030E+02    0.12018E-07    0.51466E-05   -0.75479E-06
   608    0.20148E+04    0.21453E+02    0.00000E+00    0.28603E+02    0.11985E-07    0.52007E-05   -0.76521E-06
   609    0.20060E+04    0.21749E+02    0.00000E+00    0.28144E+02    0.11952E-07    0.52550E-05   -0.77551E-06
   610    0.19971E+04    0.22045E+02    0.00000E+00    0.27652E+02    0.11919E-07    0.53097E-05   -0.78568E-06
   611    0.19883E+04    0.22341E+02    0.00000E+00    0.27129E+02    0.11886E-07    0.53645E-05   -0.79573E-06
   612    0.19796E+04    0.22637E+02    0.00000E+00    0.26575E+02    0.11854E-07    0.54196E-05   -0.80565E-06
   613    0.19708E+04    0.22930E+02    0.00000E+00    0.25988E+02    0.11821E-07    0.54750E-05   -0.81544E-06
   614    0.19621E+04    0.23225E+02    0.00000E+00    0.25370E+02    0.11789E-07    0.55305E-05   -0.82511E-06
   615    0.19535E+04    0.23518E+02    0.00000E+00    0.24720E+02    0.11757E-07    0.55863E-05   -0.83465E-06
   616    0.19449E+04    0.23812E+02    0.00000E+00    0.24040E+02    0.11725E-07    0.56423E-05   -0.84407E-06
   617    0.19365E+04    0.24104E+02    0.00000E+00    0.23330E+02    0.11693E-07    0.56984E-05   -0.85336E-06
   618    0.19281E+04    0.24396E+02    0.00000E+00    0.22587E+02    0.11661E-07    0.57547E-05   -0.86252E-06
   619    0.19198E+04    0.24687E+02    0.00000E+00    0.21817E+02    0.11630E-07    0.58112E-05   -0.87155E-06
   620    0.19116E+04    0.24976E+02    0.00000E+00    0.21015E+02    0.11598E-07    0.58678E-05   -0.88045E-06
   621    0.19034E+04    0.25264E+02    0.00000E+00    0.20184E+02    0.11567E-07    0.59246E-05   -0.88922E-06
   622    0.18953E+04    0.25550E+02    0.00000E+00    0.19323E+02    0.11535E-07    0.59814E-05   -0.89786E-06
   623    0.18874E+04    0.25834E+02    0.00000E+00    0.18434E+02    0.11504E-07    0.60384E-05   -0.90638E-06
   624    0.18794E+04    0.26117E+02    0.00000E+00    0.17516E+02    0.11473E-07    0.60955E-05   -0.91476E-06
   625    0.18716E+04    0.26398E+02    0.00000E+00    0.16569E+02    0.11442E-07    0.61527E-05   -0.92300E-06
   626    0.18639E+04    0.26677E+02    0.00000E+00    0.15594E+02    0.11412E-07    0.62099E-05   -0.93112E-06
   627    0.18563E+04    0.26954E+02    0.00000E+00    0.14592E+02    0.11381E-07    0.62673E-05   -0.93911E-06
   628    0.18489E+04    0.27228E+02    0.00000E+00    0.13562E+02    0.11350E-07    0.63246E-05   -0.94696E-06
   629    0.18416E+04    0.27501E+02    0.00000E+00    0.12505E+02    0.11320E-07    0.63820E-05   -0.95467E-06
   630    0.18343E+04    0.27770E+02    0.00000E+00    0.11421E+02    0.11290E-07    0.64395E-05   -0.96226E-06
   631    0.18271E+04    0.28038E+02    0.00000E+00    0.10312E+02    0.11260E-07    0.64969E-05   -0.96971E-06
   632    0.18202E+04    0.28302E+02    0.00000E+00    0.91767E+01    0.11230E-07    0.65544E-05   -0.97702E-06
   633    0.18132E+04    0.28565E+02    0.00000E+00    0.80166E+01    0.11200E-07    0.66118E-05   -0.98420E-06
   634    0.18065E+04    0.28823E+02    0.00000E+00    0.68319E+01    0.11170E-07    0.66693E-05   -0.99124E-06
   635    0.17999E+04    0.29080E+02    0.00000E+00    0.56231E+01    0.11140E-07    0.67267E-05   -0.99815E-06
   636    0.17934E+04    0.29334E+02    0.00000E+00    0.43909E+01    0.11111E-07    0.67840E-05   -0.10049E-05
   637    0.17871E+04    0.29583E+02    0.00000E+00    0.31347E+01    0.11081E-07    0.68413E-05   -0.10115E-05
   638    0.17809E+04    0.29831E+02    0.00000E+00    0.18566E+01    0.11052E-07    0.68986E-05   -0.10180E-05
   639    0.17748E+04    0.30074E+02    0.00000E+00    0.55573E+00    0.11023E-07    0.69557E-05   -0.10244E-05
   640    0.17689E+04    0.30315E+02    0.00000E+00   -0.76634E+00    0.10993E-07    0.70128E-05   -0.10306E-05
   641    0.17632E+04    0.30551E+02    0.00000E+00   -0.21096E+01    0.10964E-07    0.70698E-05   -0.10367E-05
   642    0.17575E+04    0.30784E+02    0.00000E+00   -0.34733E+01    0.10936E-07    0.71266E-05   -0.10426E-05
   643    0.17521E+04    0.31014E+02    0.00000E+00   -0.48569E+01    0.10907E-07    0.71833E-05   -0.10484E-05
   644    0.17469E+04    0.31238E+02    0.00000E+00   -0.62598E+01    0.10878E-07    0.72399E-05   -0.10541E-05
   645    0.17417E+04    0.31459E+02    0.00000E+00   -0.76815E+01    0.10850E-07    0.72964E-05   -0.10596E-05
   646    0.17367E+04    0.31677E+02    0.00000E+00   -0.91215E+01    0.10821E-07    0.73526E-05   -0.10650E-05
   647    0.17320E+04    0.31890E+02    0.00000E+00   -0.10580E+02    0.10793E-07    0.74087E-05   -0.10702E-05
   648    0.17273E+04    0.32099E+02    0.00000E+00   -0.12054E+02    0.10765E-07    0.74647E-05   -0.10753E-05
   649    0.17229E+04    0.32303E+02    0.00000E+00   -0.13545E+02    0.10736E-07    0.75204E-05   -0.10802E-05
   650    0.17187E+04    0.32502E+02    0.00000E+00   -0.15051E+02    0.10708E-07    0.75759E-05   -0.10850E-05
   651    0.17145E+04    0.32699E+02    0.00000E+00   -0.16573E+02    0.10681E-07    0.76312E-05   -0.10897E-05
   652    0.17106E+04    0.32890E+02    0.00000E+00   -0.18109E+02    0.10653E-07    0.76862E-05   -0.10942E-05
   653    0.17069E+04    0.33075E+02    0.00000E+00   -0.19659E+02    0.10625E-07    0.77411E-05   -0.10986E-05
   654    0.17033E+04    0.33257E+02    0.00000E+00   -0.21220E+02    0.10597E-07    0.77957E-05   -0.11028E-05
   655    0.16999E+04    0.33434E+02    0.00000E+00   -0.22796E+02    0.10570E-07    0.78500E-05   -0.11069E-05
   656    0.16967E+04    0.33606E+02    0.00000E+00   -0.24382E+02    0.10543E-07    0.79041E-05   -0.11109E-05
   657    0.16937E+04    0.33773E+02    0.00000E+00   -0.25979E+02    0.10515E-07    0.79579E-05   -0.11147E-05
   658    0.16907E+04    0.33935E+02    0.00000E+00   -0.27587E+02    0.10488E-07    0.80115E-05   -0.11183E-05
   659    0.16882E+04    0.34093E+02    0.00000E+00   -0.29205E+02    0.10461E-07    0.80648E-05   -0.11218E-05
   660    0.16857E+04    0.34244E+02    0.00000E+00   -0.30832E+02    0.10434E-07    0.81179E-05   -0.11252E-05
   661    0.16835E+04    0.34390E+02    0.00000E+00   -0.32466E+02    0.10407E-07    0.81706E-05   -0.11284E-05
   662    0.16814E+04    0.34532E+02    0.00000E+00   -0.34108E+02    0.10381E-07    0.82231E-05   -0.11315E-05
   663    0.16795E+04    0.34669E+02    0.00000E+00   -0.35759E+02    0.10354E-07    0.82753E-05   -0.11345E-05
   664    0.16778E+04    0.34799E+02    0.00000E+00   -0.37414E+02    0.10327E-07    0.83272E-05   -0.11373E-05
   665    0.16762E+04    0.34924E+02    0.00000E+00   -0.39076E+02    0.10301E-07    0.83787E-05   -0.11400E-05
   666    0.16749E+04    0.35044E+02    0.00000E+00   -0.40741E+02    0.10275E-07    0.84300E-05   -0.11425E-05
   667    0.16738E+04    0.35158E+02    0.00000E+00   -0.42412E+02    0.10248E-07    0.84810E-05   -0.11449E-05
   668    0.16728E+04    0.35267E+02    0.00000E+00   -0.44086E+02    0.10222E-07    0.85316E-05   -0.11472E-05
   669    0.16721E+04    0.35370E+02    0.00000E+00   -0.45763E+02    0.10196E-07    0.85819E-05   -0.11493E-05
   670    0.16715E+04    0.35468E+02    0.00000E+00   -0.47441E+02    0.10170E-07    0.86319E-05   -0.11513E-05
   671    0.16712E+04    0.35561E+02    0.00000E+00   -0.49121E+02    0.10144E-07    0.86815E-05   -0.11532E-05
   672    0.16709E+04    0.35647E+02    0.00000E+00   -0.50802E+02    0.10119E-07    0.87308E-05   -0.11549E-05
   673    0.16710E+04    0.35728E+02    0.00000E+00   -0.52482E+02    0.10093E-07    0.87797E-05   -0.11565E-05
   674    0.16712E+04    0.35803E+02    0.00000E+00   -0.54161E+02    0.10067E-07    0.88283E-05   -0.11579E-05
   675    0.16716E+04    0.35872E+02    0.00000E+00   -0.55839E+02    0.10042E-07    0.88766E-05   -0.11592E-05
   676    0.16721E+04    0.35935E+02    0.00000E+00   -0.57514E+02    0.10017E-07    0.89244E-05   -0.11604E-05
   677    0.16729E+04    0.35993E+02    0.00000E+00   -0.59186E+02    0.99913E-08    0.89719E-05   -0.11614E-05
   678    0.16739E+04    0.36044E+02    0.00000E+00   -0.60854E+02    0.99661E-08    0.90190E-05   -0.11623E-05
   679    0.16750E+04    0.36090E+02    0.00000E+00   -0.62518E+02    0.99410E-08    0.90657E-05   -0.11631E-05
   680    0.16764E+04    0.36130E+02    0.00000E+00   -0.64177E+02    0.99160E-08    0.91120E-05   -0.11637E-05
   681    0.16780E+04    0.36164E+02    0.00000E+00   -0.65829E+02    0.98911E-08    0.91580E-05   -0.11642E-05
   682    0.16797E+04    0.36191E+02    0.00000E+00   -0.67475E+02    0.98663E-08    0.92035E-05   -0.11646E-05
   683    0.16817E+04    0.36214E+02    0.00000E+00   -0.69116E+02    0.98416E-08    0.92486E-05   -0.11648E-05
   684    0.16838E+04    0.36229E+02    0.00000E+00   -0.70747E+02    0.98170E-08    0.92933E-05   -0.11649E-05
   685    0.16860E+04    0.36239E+02    0.00000E+00   -0.72371E+02    0.97924E-08    0.93376E-05   -0.11649E-05
   686    0.16884E+04    0.36243E+02    0.00000E+00   -0.73977E+02    0.97680E-08    0.93815E-05   -0.11647E-05
   687    0.16911E+04    0.36242E+02    0.00000E+00   -0.75577E+02    0.97436E-08    0.94249E-05   -0.11644E-05
   688    0.16939E+04    0.36233E+02    0.00000E+00   -0.77169E+02    0.97194E-08    0.94679E-05   -0.11640E-05
   689    0.16969E+04    0.36219E+02    0.00000E+00   -0.78744E+02    0.96952E-08    0.95105E-05   -0.11634E-05
   690    0.17001E+04    0.36200E+02    0.00000E+00   -0.80312E+02    0.96711E-08    0.95526E-05   -0.11627E-05
   691    0.17034E+04    0.36173E+02    0.00000E+00   -0.81864E+02    0.96471E-08    0.95942E-05   -0.11619E-05
   692    0.17069E+04    0.36142E+02    0.00000E+00   -0.83400E+02    0.96232E-08    0.96354E-05   -0.11610E-05
   693    0.17106E+04    0.36104E+02    0.00000E+00   -0.84928E+02    0.95994E-08    0.96761E-05   -0.11599E-05
   694    0.17144E+04    0.36060E+02    0.00000E+00   -0.86433E+02    0.95757E-08    0.97163E-05   -0.11587E-05
   695    0.17185E+04    0.36012E+02    0.00000E+00   -0.87922E+02    0.95520E-08    0.97561E-05   -0.11573E-05
   696    0.17227E+04    0.35957E+02    0.00000E+00   -0.89411E+02    0.95285E-08    0.97954E-05   -0.11559E-05
   697    0.17270E+04    0.35896E+02    0.00000E+00   -0.90869E+02    0.95050E-08    0.98342E-05   -0.11543E-05
   698    0.17315E+04    0.35828E+02    0.00000E+00   -0.92312E+02    0.94816E-08    0.98725E-05   -0.11526E-05
   699    0.17362E+04    0.35756E+02    0.00000E+00   -0.93731E+02    0.94583E-08    0.99103E-05   -0.11507E-05
   700    0.17410E+04    0.35678E+02    0.00000E+00   -0.95136E+02    0.94351E-08    0.99475E-05   -0.11487E-05
   701    0.17460E+04    0.35594E+02    0.00000E+00   -0.96524E+02    0.94119E-08    0.99843E-05   -0.11466E-05
   702    0.17511E+04    0.35505E+02    0.00000E+00   -0.97883E+02    0.93889E-08    0.10021E-04   -0.11444E-05
   703    0.17564E+04    0.35409E+02    0.00000E+00   -0.99241E+02    0.93659E-08    0.10056E-04   -0.11421E-05
   704    0.17618E+04    0.35309E+02    0.00000E+00   -0.10056E+03    0.93430E-08    0.10091E-04   -0.11396E-05
   705    0.17673E+04    0.35202E+02    0.00000E+00   -0.10186E+03    0.93202E-08    0.10126E-04   -0.11370E-05
   706    0.17729E+04    0.35091E+02    0.00000E+00   -0.10314E+03    0.92974E-08    0.10160E-04   -0.11343E-05
   707    0.17787E+04    0.34974E+02    0.00000E+00   -0.10440E+03    0.92748E-08    0.10194E-04   -0.11314E-05
   708    0.17847E+04    0.34852E+02    0.00000E+00   -0.10562E+03    0.92522E-08    0.10227E-04   -0.11285E-05
   709    0.17908E+04    0.34724E+02    0.00000E+00   -0.10684E+03    0.92297E-08    0.10259E-04   -0.11254E-05
   710    0.17970E+04    0.34591E+02    0.00000E+00   -0.10802E+03    0.92073E-08    0.10291E-04   -0.11222E-05
   711    0.18033E+04    0.34453E+02    0.00000E+00   -0.10918E+03    0.91850E-08    0.10323E-04   -0.11189E-05
   712    0.18098E+04    0.34310E+02    0.00000E+00   -0.11032E+03    0.91628E-08    0.10353E-04   -0.11154E-05
   713    0.18164E+04    0.34162E+02    0.00000E+00   -0.11142E+03    0.91406E-08    0.10383E-04   -0.11119E-05
   714    0.18230E+04    0.34009E+02    0.00000E+00   -0.11250E+03    0.91185E-08    0.10413E-04   -0.11082E-05
   715    0.18298E+04    0.33851E+02    0.00000E+00   -0.11355E+03    0.90965E-08    0.10442E-04   -0.11044E-05
   716    0.18368E+04    0.33688E+02    0.00000E+00   -0.11458E+03    0.90746E-08    0.10470E-04   -0.11005E-05
   717    0.18438E+04    0.33521E+02    0.00000E+00   -0.11557E+03    0.90527E-08    0.10498E-04   -0.10965E-05
   718    0.18508E+04    0.33349E+02    0.00000E+00   -0.11655E+03    0.90309E-08    0.10525E-04   -0.10924E-05
   719    0.18580E+04    0.33171E+02    0.00000E+00   -0.11748E+03    0.90092E-08    0.10552E-04   -0.10882E-05
   720    0.18653E+04    0.32989E+02    0.00000E+00   -0.11840E+03    0.89876E-08    0.10578E-04   -0.10838E-05
   721    0.18727E+04    0.32804E+02    0.00000E+00   -0.11927E+03    0.89660E-08    0.10603E-04   -0.10794E-05
   722    0.18802E+04    0.32614E+02    0.00000E+00   -0.12011E+03    0.89446E-08    0.10628E-04   -0.10748E-05
   723    0.18877E+04    0.32420E+02    0.00000E+00   -0.12093E+03    0.89232E-08    0.10652E-04   -0.10701E-05
   724    0.18953E+04    0.32221E+02    0.00000E+00   -0.12172E+03    0.89018E-08    0.10675E-04   -0.10654E-05
   725    0.19030E+04    0.32019E+02    0.00000E+00   -0.12248E+03    0.88806E-08    0.10698E-04   -0.10605E-05
   726    0.19108E+04    0.31814E+02    0.00000E+00   -0.12320E+03    0.88594E-08    0.10720E-04   -0.10555E-05
   727    0.19186E+04    0.31604E+02    0.00000E+00   -0.12389E+03    0.88383E-08    0.10741E-04   -0.10504E-05
   728    0.19265E+04    0.31388E+02    0.00000E+00   -0.12455E+03    0.88173E-08    0.10762E-04   -0.10452E-05
   729    0.19345E+04    0.31171E+02    0.00000E+00   -0.12518E+03    0.87963E-08    0.10782E-04   -0.10399E-05
   730    0.19424E+04    0.30949E+02    0.00000E+00   -0.12578E+03    0.87754E-08    0.10802E-04   -0.10345E-05
   731    0.19506E+04    0.30723E+02    0.00000E+00   -0.12633E+03    0.87546E-08    0.10820E-04   -0.10290E-05
   732    0.19586E+04    0.30496E+02    0.00000E+00   -0.12685E+03    0.87339E-08    0.10838E-04   -0.10235E-05
   733    0.19669E+04    0.30264E+02    0.00000E+00   -0.12735E+03    0.87132E-08    0.10856E-04   -0.10178E-05
   734    0.19751E+04    0.30030E+02    0.00000E+00   -0.12780E+03    0.86926E-08    0.10872E-04   -0.10120E-05
   735    0.19833E+04    0.29791E+02    0.00000E+00   -0.12823E+03    0.86721E-08    0.10888E-04   -0.10061E-05
   736    0.19915E+04    0.29550E+02    0.00000E+00   -0.12862E+03    0.86516E-08    0.10904E-04   -0.10001E-05
   737    0.19999E+04    0.29306E+02    0.00000E+00   -0.12898E+03    0.86312E-08    0.10918E-04   -0.99402E-06
   738    0.20081E+04    0.29061E+02    0.00000E+00   -0.12929E+03    0.86109E-08    0.10932E-04   -0.98784E-06
   739    0.20164E+04    0.28812E+02    0.00000E+00   -0.12957E+03    0.85906E-08    0.10945E-04   -0.98158E-06
   740    0.20248E+04    0.28560E+02    0.00000E+00   -0.12982E+03    0.85705E-08    0.10957E-04   -0.97522E-06
   741    0.20331E+04    0.28305E+02    0.00000E+00   -0.13004E+03    0.85503E-08    0.10969E-04   -0.96877E-06
   742    0.20415E+04    0.28050E+02    0.00000E+00   -0.13021E+03    0.85303E-08    0.10980E-04   -0.96223E-06
   743    0.20499E+04    0.27794E+02    0.00000E+00   -0.13035E+03    0.85103E-08    0.10990E-04   -0.95559E-06
   744    0.20583E+04    0.27534E+02    0.00000E+00   -0.13045E+03    0.84904E-08    0.10999E-04   -0.94887E-06
   745    0.20666E+04    0.27272E+02    0.00000E+00   -0.13053E+03    0.84706E-08    0.11008E-04   -0.94207E-06
   746    0.20749E+04    0.27009E+02    0.00000E+00   -0.13055E+03    0.84508E-08    0.11015E-04   -0.93517E-06
   747    0.20832E+04    0.26744E+02    0.00000E+00   -0.13055E+03    0.84311E-08    0.11022E-04   -0.92819E-06
   748    0.20915E+04    0.26478E+02    0.00000E+00   -0.13052E+03    0.84114E-08    0.11029E-04   -0.92112E-06
   749    0.20998E+04    0.26209E+02    0.00000E+00   -0.13045E+03    0.83919E-08    0.11034E-04   -0.91397E-06
   750    0.21080E+04    0.25940E+02    0.00000E+00   -0.13035E+03    0.83723E-08    0.11039E-04   -0.90673E-06
   751    0.21163E+04    0.25669E+02    0.00000E+00   -0.13020E+03    0.83529E-08    0.11043E-04   -0.89941E-06
   752    0.21245E+04    0.25399E+02    0.00000E+00   -0.13002E+03    0.83335E-08    0.11046E-04   -0.89201E-06
   753    0.21326E+04    0.25126E+02    0.00000E+00   -0.12980E+03    0.83142E-08    0.11048E-04   -0.88453E-06
   754    0.21407E+04    0.24854E+02    0.00000E+00   -0.12954E+03    0.82949E-08    0.11049E-04   -0.87697E-06
   755    0.21488E+04    0.24580E+02    0.00000E+00   -0.12926E+03    0.82757E-08    0.11050E-04   -0.86933E-06
   756    0.21567E+04    0.24306E+02    0.00000E+00   -0.12894E+03    0.82566E-08    0.11050E-04   -0.86162E-06
   757    0.21648E+04    0.24033E+02    0.00000E+00   -0.12857E+03    0.82375E-08    0.11049E-04   -0.85384E-06
   758    0.21726E+04    0.23758E+02    0.00000E+00   -0.12817E+03    0.82185E-08    0.11048E-04   -0.84598E-06
   759    0.21805E+04    0.23482E+02    0.00000E+00   -0.12774E+03    0.81996E-08    0.11046E-04   -0.83806E-06
   760    0.21882E+04    0.23208E+02    0.00000E+00   -0.12728E+03    0.81807E-08    0.11043E-04   -0.83007E-06
   761    0.21959E+04    0.22933E+02    0.00000E+00   -0.12678E+03    0.81619E-08    0.11039E-04   -0.82201E-06
   762    0.22036E+04    0.22659E+02    0.00000E+00   -0.12624E+03    0.81431E-08    0.11035E-04   -0.81388E-06
   763    0.22111E+04    0.22385E+02    0.00000E+00   -0.12567E+03    0.81244E-08    0.11029E-04   -0.80569E-06
   764    0.22186E+04    0.22112E+02    0.00000E+00   -0.12507E+03    0.81058E-08    0.11024E-04   -0.79744E-06
   765    0.22259E+04    0.21838E+02    0.00000E+00   -0.12443E+03    0.80872E-08    0.11017E-04   -0.78913E-06
   766    0.22332E+04    0.21567E+02    0.00000E+00   -0.12376E+03    0.80687E-08    0.11010E-04   -0.78076E-06
   767    0.22404E+04    0.21296E+02    0.00000E+00   -0.12306E+03    0.80502E-08    0.11002E-04   -0.77234E-06
   768    0.22475E+04    0.21026E+02    0.00000E+00   -0.12231E+03    0.80319E-08    0.10994E-04   -0.76385E-06
   769    0.22545E+04    0.20755E+02    0.00000E+00   -0.12154E+03    0.80135E-08    0.10984E-04   -0.75532E-06
   770    0.22614E+04    0.20488E+02    0.00000E+00   -0.12074E+03    0.79952E-08    0.10975E-04   -0.74673E-06
   771    0.22682E+04    0.20221E+02    0.00000E+00   -0.11990E+03    0.79770E-08    0.10964E-04   -0.73809E-06
   772    0.22748E+04    0.19956E+02    0.00000E+00   -0.11901E+03    0.79589E-08    0.10953E-04   -0.72941E-06
   773    0.22814E+04    0.19693E+02    0.00000E+00   -0.11811E+03    0.79408E-08    0.10941E-04   -0.72067E-06
   774    0.22878E+04    0.19432E+02    0.00000E+00   -0.11718E+03    0.79227E-08    0.10929E-04   -0.71189E-06
   775    0.22942E+04    0.19172E+02    0.00000E+00   -0.11621E+03    0.79047E-08    0.10916E-04   -0.70307E-06
   776    0.23003E+04    0.18914E+02    0.00000E+00   -0.11522E+03    0.78868E-08    0.10902E-04   -0.69420E-06
   777    0.23063E+04    0.18659E+02    0.00000E+00   -0.11419E+03    0.78689E-08    0.10888E-04   -0.68530E-06
   778    0.23124E+04    0.18406E+02    0.00000E+00   -0.11312E+03    0.78511E-08    0.10873E-04   -0.67635E-06
   779    0.23182E+04    0.18155E+02    0.00000E+00   -0.11204E+03    0.78334E-08    0.10858E-04   -0.66737E-06
   780    0.23238E+04    0.17905E+02    0.00000E+00   -0.11092E+03    0.78157E-08    0.10842E-04   -0.65835E-06
   781    0.23294E+04    0.17660E+02    0.00000E+00   -0.10978E+03    0.77980E-08    0.10826E-04   -0.64930E-06
   782    0.23347E+04    0.17416E+02    0.00000E+00   -0.10861E+03    0.77805E-08    0.10809E-04   -0.64021E-06
   783    0.23400E+04    0.17176E+02    0.00000E+00   -0.10741E+03    0.77629E-08    0.10791E-04   -0.63109E-06
   784    0.23451E+04    0.16938E+02    0.00000E+00   -0.10618E+03    0.77454E-08    0.10773E-04   -0.62195E-06
   785    0.23500E+04    0.16704E+02    0.00000E+00   -0.10493E+03    0.77280E-08    0.10754E-04   -0.61278E-06
   786    0.23549E+04    0.16472E+02    0.00000E+00   -0.10362E+03    0.77107E-08    0.10735E-04   -0.60358E-06
   787    0.23595E+04    0.16244E+02    0.00000E+00   -0.10231E+03    0.76934E-08    0.10715E-04   -0.59435E-06
   788    0.23639E+04    0.16018E+02    0.00000E+00   -0.10097E+03    0.76761E-08    0.10695E-04   -0.58510E-06
   789    0.23682E+04    0.15795E+02    0.00000E+00   -0.99618E+02    0.76589E-08    0.10674E-04   -0.57584E-06
   790    0.23725E+04    0.15578E+02    0.00000E+00   -0.98227E+02    0.76417E-08    0.10653E-04   -0.56655E-06
   791    0.23765E+04    0.15363E+02    0.00000E+00   -0.96809E+02    0.76247E-08    0.10631E-04   -0.55724E-06
   792    0.23804E+04    0.15153E+02    0.00000E+00   -0.95378E+02    0.76076E-08    0.10609E-04   -0.54792E-06
   793    0.23840E+04    0.14947E+02    0.00000E+00   -0.93911E+02    0.75906E-08    0.10586E-04   -0.53858E-06
   794    0.23874E+04    0.14745E+02    0.00000E+00   -0.92432E+02    0.75737E-08    0.10563E-04   -0.52923E-06
