#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   531    0.24018E+04   -0.16133E+02    0.60005E-08   -0.16133E+02    0.62148E+01    0.45035E-09    0.60005E-08    0.45035E-09    0.58245E-13
   532    0.24021E+04   -0.14916E+02    0.59868E-08   -0.14916E+02    0.62618E+01    0.42026E-09    0.59868E-08    0.42026E-09    0.57854E-13
   533    0.24022E+04   -0.13702E+02    0.59756E-08   -0.13702E+02    0.63136E+01    0.39044E-09    0.59756E-08    0.39044E-09    0.57466E-13
   534    0.24020E+04   -0.12492E+02    0.59666E-08   -0.12492E+02    0.63704E+01    0.36088E-09    0.59666E-08    0.36088E-09    0.57081E-13
   535    0.24016E+04   -0.11287E+02    0.59600E-08   -0.11287E+02    0.64322E+01    0.33158E-09    0.59600E-08    0.33158E-09    0.56700E-13
   536    0.24011E+04   -0.10086E+02    0.59556E-08   -0.10086E+02    0.64989E+01    0.30252E-09    0.59556E-08    0.30252E-09    0.56322E-13
   537    0.24004E+04   -0.88914E+01    0.59534E-08   -0.88914E+01    0.65705E+01    0.27370E-09    0.59534E-08    0.27370E-09    0.55946E-13
   538    0.23993E+04   -0.77036E+01    0.59534E-08   -0.77036E+01    0.66473E+01    0.24509E-09    0.59534E-08    0.24509E-09    0.55574E-13
   539    0.23981E+04   -0.65232E+01    0.59556E-08   -0.65232E+01    0.67287E+01    0.21671E-09    0.59556E-08    0.21671E-09    0.55205E-13
   540    0.23967E+04   -0.53511E+01    0.59599E-08   -0.53511E+01    0.68154E+01    0.18853E-09    0.59599E-08    0.18853E-09    0.54839E-13
   541    0.23950E+04   -0.41871E+01    0.59662E-08   -0.41871E+01    0.69069E+01    0.16055E-09    0.59662E-08    0.16055E-09    0.54476E-13
   542    0.23932E+04   -0.30336E+01    0.59746E-08   -0.30336E+01    0.70033E+01    0.13275E-09    0.59746E-08    0.13275E-09    0.54116E-13
   543    0.23911E+04   -0.18900E+01    0.59850E-08   -0.18900E+01    0.71047E+01    0.10514E-09    0.59850E-08    0.10514E-09    0.53759E-13
   544    0.23888E+04   -0.75731E+00    0.59973E-08   -0.75731E+00    0.72110E+01    0.77693E-10    0.59973E-08    0.77693E-10    0.53405E-13
   545    0.23863E+04    0.36396E+00    0.60116E-08    0.36396E+00    0.73221E+01    0.50408E-10    0.60116E-08    0.50408E-10    0.53054E-13
   546    0.23837E+04    0.14728E+01    0.60277E-08    0.14728E+01    0.74379E+01    0.23274E-10    0.60277E-08    0.23274E-10    0.52705E-13
   547    0.23807E+04    0.25689E+01    0.60457E-08    0.25689E+01    0.75585E+01   -0.37185E-11    0.60457E-08   -0.37185E-11    0.52360E-13
   548    0.23777E+04    0.36512E+01    0.60655E-08    0.36512E+01    0.76839E+01   -0.30578E-10    0.60655E-08   -0.30578E-10    0.52017E-13
   549    0.23744E+04    0.47192E+01    0.60871E-08    0.47192E+01    0.78142E+01   -0.57314E-10    0.60871E-08   -0.57314E-10    0.51677E-13
   550    0.23710E+04    0.57721E+01    0.61105E-08    0.57721E+01    0.79492E+01   -0.83937E-10    0.61105E-08   -0.83937E-10    0.51339E-13
   551    0.23674E+04    0.68096E+01    0.61355E-08    0.68096E+01    0.80890E+01   -0.11045E-09    0.61355E-08   -0.11045E-09    0.51004E-13
   552    0.23635E+04    0.78304E+01    0.61622E-08    0.78304E+01    0.82337E+01   -0.13686E-09    0.61622E-08   -0.13686E-09    0.50672E-13
   553    0.23595E+04    0.88346E+01    0.61905E-08    0.88346E+01    0.83816E+01   -0.16315E-09    0.61905E-08   -0.16315E-09    0.50343E-13
   554    0.23553E+04    0.98213E+01    0.62205E-08    0.98213E+01    0.85358E+01   -0.18933E-09    0.62205E-08   -0.18933E-09    0.50016E-13
   555    0.23509E+04    0.10790E+02    0.62520E-08    0.10790E+02    0.86940E+01   -0.21539E-09    0.62520E-08   -0.21539E-09    0.49691E-13
   556    0.23463E+04    0.11740E+02    0.62851E-08    0.11740E+02    0.88570E+01   -0.24133E-09    0.62851E-08   -0.24133E-09    0.49369E-13
   557    0.23416E+04    0.12670E+02    0.63197E-08    0.12670E+02    0.90241E+01   -0.26714E-09    0.63197E-08   -0.26714E-09    0.49050E-13
   558    0.23366E+04    0.13581E+02    0.63559E-08    0.13581E+02    0.91966E+01   -0.29283E-09    0.63559E-08   -0.29283E-09    0.48733E-13
   559    0.23315E+04    0.14472E+02    0.63935E-08    0.14472E+02    0.93724E+01   -0.31838E-09    0.63935E-08   -0.31838E-09    0.48419E-13
   560    0.23263E+04    0.15342E+02    0.64325E-08    0.15342E+02    0.95522E+01   -0.34379E-09    0.64325E-08   -0.34379E-09    0.48107E-13
   561    0.23208E+04    0.16190E+02    0.64730E-08    0.16190E+02    0.97368E+01   -0.36907E-09    0.64730E-08   -0.36907E-09    0.47798E-13
   562    0.23153E+04    0.17016E+02    0.65149E-08    0.17016E+02    0.99261E+01   -0.39420E-09    0.65149E-08   -0.39420E-09    0.47491E-13
   563    0.23095E+04    0.17822E+02    0.65581E-08    0.17822E+02    0.10119E+02   -0.41919E-09    0.65581E-08   -0.41919E-09    0.47187E-13
   564    0.23037E+04    0.18602E+02    0.66027E-08    0.18602E+02    0.10317E+02   -0.44402E-09    0.66027E-08   -0.44402E-09    0.46885E-13
   565    0.22976E+04    0.19361E+02    0.66486E-08    0.19361E+02    0.10517E+02   -0.46871E-09    0.66486E-08   -0.46871E-09    0.46585E-13
   566    0.22915E+04    0.20094E+02    0.66957E-08    0.20094E+02    0.10723E+02   -0.49323E-09    0.66957E-08   -0.49323E-09    0.46288E-13
   567    0.22851E+04    0.20804E+02    0.67441E-08    0.20804E+02    0.10931E+02   -0.51760E-09    0.67441E-08   -0.51760E-09    0.45993E-13
   568    0.22787E+04    0.21489E+02    0.67938E-08    0.21489E+02    0.11144E+02   -0.54180E-09    0.67938E-08   -0.54180E-09    0.45701E-13
   569    0.22721E+04    0.22151E+02    0.68446E-08    0.22151E+02    0.11362E+02   -0.56584E-09    0.68446E-08   -0.56584E-09    0.45411E-13
   570    0.22654E+04    0.22784E+02    0.68966E-08    0.22784E+02    0.11582E+02   -0.58971E-09    0.68966E-08   -0.58971E-09    0.45123E-13
   571    0.22585E+04    0.23392E+02    0.69497E-08    0.23392E+02    0.11806E+02   -0.61340E-09    0.69497E-08   -0.61340E-09    0.44837E-13
   572    0.22515E+04    0.23974E+02    0.70040E-08    0.23974E+02    0.12034E+02   -0.63691E-09    0.70040E-08   -0.63691E-09    0.44554E-13
   573    0.22444E+04    0.24528E+02    0.70593E-08    0.24528E+02    0.12265E+02   -0.66025E-09    0.70593E-08   -0.66025E-09    0.44272E-13
   574    0.22372E+04    0.25056E+02    0.71157E-08    0.25056E+02    0.12500E+02   -0.68339E-09    0.71157E-08   -0.68339E-09    0.43993E-13
   575    0.22299E+04    0.25555E+02    0.71731E-08    0.25555E+02    0.12737E+02   -0.70636E-09    0.71731E-08   -0.70636E-09    0.43717E-13
   576    0.22225E+04    0.26028E+02    0.72315E-08    0.26028E+02    0.12978E+02   -0.72913E-09    0.72315E-08   -0.72913E-09    0.43442E-13
   577    0.22149E+04    0.26472E+02    0.72909E-08    0.26472E+02    0.13223E+02   -0.75170E-09    0.72909E-08   -0.75170E-09    0.43170E-13
   578    0.22073E+04    0.26887E+02    0.73512E-08    0.26887E+02    0.13469E+02   -0.77408E-09    0.73512E-08   -0.77408E-09    0.42899E-13
   579    0.21996E+04    0.27274E+02    0.74124E-08    0.27274E+02    0.13720E+02   -0.79626E-09    0.74124E-08   -0.79626E-09    0.42631E-13
   580    0.21918E+04    0.27630E+02    0.74746E-08    0.27630E+02    0.13973E+02   -0.81823E-09    0.74746E-08   -0.81823E-09    0.42365E-13
   581    0.21838E+04    0.27959E+02    0.75375E-08    0.27959E+02    0.14229E+02   -0.83999E-09    0.75375E-08   -0.83999E-09    0.42101E-13
   582    0.21758E+04    0.28257E+02    0.76014E-08    0.28257E+02    0.14488E+02   -0.86154E-09    0.76014E-08   -0.86154E-09    0.41839E-13
   583    0.21678E+04    0.28525E+02    0.76660E-08    0.28525E+02    0.14749E+02   -0.88288E-09    0.76660E-08   -0.88288E-09    0.41579E-13
   584    0.21597E+04    0.28763E+02    0.77314E-08    0.28763E+02    0.15013E+02   -0.90400E-09    0.77314E-08   -0.90400E-09    0.41321E-13
   585    0.21515E+04    0.28970E+02    0.77975E-08    0.28970E+02    0.15279E+02   -0.92489E-09    0.77975E-08   -0.92489E-09    0.41065E-13
   586    0.21432E+04    0.29147E+02    0.78644E-08    0.29147E+02    0.15547E+02   -0.94556E-09    0.78644E-08   -0.94556E-09    0.40811E-13
   587    0.21350E+04    0.29293E+02    0.79319E-08    0.29293E+02    0.15818E+02   -0.96600E-09    0.79319E-08   -0.96600E-09    0.40559E-13
   588    0.21266E+04    0.29407E+02    0.80001E-08    0.29407E+02    0.16090E+02   -0.98621E-09    0.80001E-08   -0.98621E-09    0.40309E-13
   589    0.21181E+04    0.29491E+02    0.80690E-08    0.29491E+02    0.16365E+02   -0.10062E-08    0.80690E-08   -0.10062E-08    0.40061E-13
   590    0.21096E+04    0.29544E+02    0.81384E-08    0.29544E+02    0.16641E+02   -0.10259E-08    0.81384E-08   -0.10259E-08    0.39815E-13
   591    0.21012E+04    0.29565E+02    0.82085E-08    0.29565E+02    0.16920E+02   -0.10454E-08    0.82085E-08   -0.10454E-08    0.39571E-13
   592    0.20926E+04    0.29553E+02    0.82791E-08    0.29553E+02    0.17199E+02   -0.10647E-08    0.82791E-08   -0.10647E-08    0.39328E-13
   593    0.20841E+04    0.29512E+02    0.83502E-08    0.29512E+02    0.17481E+02   -0.10836E-08    0.83502E-08   -0.10836E-08    0.39088E-13
   594    0.20753E+04    0.29437E+02    0.84218E-08    0.29437E+02    0.17765E+02   -0.11024E-08    0.84218E-08   -0.11024E-08    0.38849E-13
   595    0.20667E+04    0.29331E+02    0.84939E-08    0.29331E+02    0.18048E+02   -0.11209E-08    0.84939E-08   -0.11209E-08    0.38612E-13
   596    0.20581E+04    0.29193E+02    0.85664E-08    0.29193E+02    0.18334E+02   -0.11391E-08    0.85664E-08   -0.11391E-08    0.38377E-13
   597    0.20494E+04    0.29023E+02    0.86393E-08    0.29023E+02    0.18620E+02   -0.11571E-08    0.86393E-08   -0.11571E-08    0.38143E-13
   598    0.20410E+04    0.28822E+02    0.87126E-08    0.28822E+02    0.18907E+02   -0.11748E-08    0.87126E-08   -0.11748E-08    0.37911E-13
   599    0.20324E+04    0.28589E+02    0.87863E-08    0.28589E+02    0.19195E+02   -0.11922E-08    0.87863E-08   -0.11922E-08    0.37681E-13
   600    0.20237E+04    0.28324E+02    0.88603E-08    0.28324E+02    0.19484E+02   -0.12093E-08    0.88603E-08   -0.12093E-08    0.37453E-13
   601    0.20151E+04    0.28026E+02    0.89345E-08    0.28026E+02    0.19775E+02   -0.12262E-08    0.89345E-08   -0.12262E-08    0.37227E-13
   602    0.20065E+04    0.27697E+02    0.90091E-08    0.27697E+02    0.20064E+02   -0.12428E-08    0.90091E-08   -0.12428E-08    0.37002E-13
   603    0.19978E+04    0.27337E+02    0.90840E-08    0.27337E+02    0.20355E+02   -0.12591E-08    0.90840E-08   -0.12591E-08    0.36778E-13
   604    0.19894E+04    0.26944E+02    0.91590E-08    0.26944E+02    0.20646E+02   -0.12752E-08    0.91590E-08   -0.12752E-08    0.36557E-13
   605    0.19808E+04    0.26521E+02    0.92343E-08    0.26521E+02    0.20936E+02   -0.12909E-08    0.92343E-08   -0.12909E-08    0.36337E-13
   606    0.19724E+04    0.26065E+02    0.93098E-08    0.26065E+02    0.21227E+02   -0.13064E-08    0.93098E-08   -0.13064E-08    0.36118E-13
   607    0.19637E+04    0.25578E+02    0.93856E-08    0.25578E+02    0.21518E+02   -0.13217E-08    0.93856E-08   -0.13217E-08    0.35902E-13
   608    0.19553E+04    0.25060E+02    0.94614E-08    0.25060E+02    0.21809E+02   -0.13366E-08    0.94614E-08   -0.13366E-08    0.35687E-13
   609    0.19470E+04    0.24510E+02    0.95375E-08    0.24510E+02    0.22099E+02   -0.13513E-08    0.95375E-08   -0.13513E-08    0.35473E-13
   610    0.19386E+04    0.23929E+02    0.96136E-08    0.23929E+02    0.22388E+02   -0.13657E-08    0.96136E-08   -0.13657E-08    0.35261E-13
   611    0.19303E+04    0.23318E+02    0.96899E-08    0.23318E+02    0.22678E+02   -0.13799E-08    0.96899E-08   -0.13799E-08    0.35051E-13
   612    0.19221E+04    0.22677E+02    0.97663E-08    0.22677E+02    0.22967E+02   -0.13938E-08    0.97663E-08   -0.13938E-08    0.34842E-13
   613    0.19139E+04    0.22004E+02    0.98427E-08    0.22004E+02    0.23254E+02   -0.14074E-08    0.98427E-08   -0.14074E-08    0.34635E-13
   614    0.19058E+04    0.21300E+02    0.99193E-08    0.21300E+02    0.23541E+02   -0.14207E-08    0.99193E-08   -0.14207E-08    0.34429E-13
   615    0.18978E+04    0.20567E+02    0.99959E-08    0.20567E+02    0.23826E+02   -0.14338E-08    0.99959E-08   -0.14338E-08    0.34225E-13
   616    0.18898E+04    0.19804E+02    0.10072E-07    0.19804E+02    0.24112E+02   -0.14466E-08    0.10072E-07   -0.14466E-08    0.34022E-13
   617    0.18820E+04    0.19012E+02    0.10149E-07    0.19012E+02    0.24396E+02   -0.14592E-08    0.10149E-07   -0.14592E-08    0.33821E-13
   618    0.18742E+04    0.18190E+02    0.10226E-07    0.18190E+02    0.24679E+02   -0.14714E-08    0.10226E-07   -0.14714E-08    0.33621E-13
   619    0.18664E+04    0.17341E+02    0.10302E-07    0.17341E+02    0.24961E+02   -0.14835E-08    0.10302E-07   -0.14835E-08    0.33423E-13
   620    0.18588E+04    0.16462E+02    0.10379E-07    0.16462E+02    0.25240E+02   -0.14952E-08    0.10379E-07   -0.14952E-08    0.33226E-13
   621    0.18512E+04    0.15555E+02    0.10455E-07    0.15555E+02    0.25519E+02   -0.15067E-08    0.10455E-07   -0.15067E-08    0.33030E-13
   622    0.18438E+04    0.14619E+02    0.10532E-07    0.14619E+02    0.25796E+02   -0.15180E-08    0.10532E-07   -0.15180E-08    0.32836E-13
   623    0.18365E+04    0.13657E+02    0.10608E-07    0.13657E+02    0.26070E+02   -0.15290E-08    0.10608E-07   -0.15290E-08    0.32644E-13
   624    0.18292E+04    0.12667E+02    0.10684E-07    0.12667E+02    0.26342E+02   -0.15397E-08    0.10684E-07   -0.15397E-08    0.32453E-13
   625    0.18221E+04    0.11650E+02    0.10760E-07    0.11650E+02    0.26612E+02   -0.15502E-08    0.10760E-07   -0.15502E-08    0.32263E-13
   626    0.18150E+04    0.10607E+02    0.10836E-07    0.10607E+02    0.26881E+02   -0.15604E-08    0.10836E-07   -0.15604E-08    0.32075E-13
   627    0.18082E+04    0.95379E+01    0.10912E-07    0.95379E+01    0.27146E+02   -0.15703E-08    0.10912E-07   -0.15703E-08    0.31888E-13
   628    0.18014E+04    0.84428E+01    0.10987E-07    0.84428E+01    0.27410E+02   -0.15800E-08    0.10987E-07   -0.15800E-08    0.31702E-13
   629    0.17948E+04    0.73226E+01    0.11062E-07    0.73226E+01    0.27670E+02   -0.15895E-08    0.11062E-07   -0.15895E-08    0.31518E-13
   630    0.17881E+04    0.61765E+01    0.11138E-07    0.61765E+01    0.27928E+02   -0.15987E-08    0.11138E-07   -0.15987E-08    0.31335E-13
   631    0.17817E+04    0.50076E+01    0.11212E-07    0.50076E+01    0.28183E+02   -0.16076E-08    0.11212E-07   -0.16076E-08    0.31154E-13
   632    0.17755E+04    0.38137E+01    0.11287E-07    0.38137E+01    0.28435E+02   -0.16163E-08    0.11287E-07   -0.16163E-08    0.30974E-13
   633    0.17693E+04    0.25972E+01    0.11361E-07    0.25972E+01    0.28685E+02   -0.16248E-08    0.11361E-07   -0.16248E-08    0.30795E-13
   634    0.17633E+04    0.13579E+01    0.11435E-07    0.13579E+01    0.28931E+02   -0.16330E-08    0.11435E-07   -0.16330E-08    0.30617E-13
   635    0.17575E+04    0.96428E-01    0.11509E-07    0.96428E-01    0.29174E+02   -0.16409E-08    0.11509E-07   -0.16409E-08    0.30441E-13
   636    0.17516E+04   -0.11866E+01    0.11582E-07   -0.11866E+01    0.29415E+02   -0.16486E-08    0.11582E-07   -0.16486E-08    0.30266E-13
   637    0.17460E+04   -0.24916E+01    0.11655E-07   -0.24916E+01    0.29651E+02   -0.16560E-08    0.11655E-07   -0.16560E-08    0.30092E-13
   638    0.17406E+04   -0.38165E+01    0.11728E-07   -0.38165E+01    0.29885E+02   -0.16632E-08    0.11728E-07   -0.16632E-08    0.29919E-13
   639    0.17353E+04   -0.51622E+01    0.11800E-07   -0.51622E+01    0.30113E+02   -0.16702E-08    0.11800E-07   -0.16702E-08    0.29748E-13
   640    0.17302E+04   -0.65270E+01    0.11872E-07   -0.65270E+01    0.30340E+02   -0.16769E-08    0.11872E-07   -0.16769E-08    0.29578E-13
   641    0.17252E+04   -0.79109E+01    0.11943E-07   -0.79109E+01    0.30562E+02   -0.16834E-08    0.11943E-07   -0.16834E-08    0.29409E-13
   642    0.17203E+04   -0.93131E+01    0.12014E-07   -0.93131E+01    0.30780E+02   -0.16896E-08    0.12014E-07   -0.16896E-08    0.29242E-13
   643    0.17157E+04   -0.10733E+02    0.12085E-07   -0.10733E+02    0.30995E+02   -0.16956E-08    0.12085E-07   -0.16956E-08    0.29075E-13
   644    0.17112E+04   -0.12170E+02    0.12155E-07   -0.12170E+02    0.31204E+02   -0.17013E-08    0.12155E-07   -0.17013E-08    0.28910E-13
   645    0.17069E+04   -0.13623E+02    0.12224E-07   -0.13623E+02    0.31410E+02   -0.17068E-08    0.12224E-07   -0.17068E-08    0.28746E-13
   646    0.17027E+04   -0.15093E+02    0.12293E-07   -0.15093E+02    0.31612E+02   -0.17121E-08    0.12293E-07   -0.17121E-08    0.28583E-13
   647    0.16987E+04   -0.16578E+02    0.12362E-07   -0.16578E+02    0.31809E+02   -0.17171E-08    0.12362E-07   -0.17171E-08    0.28421E-13
   648    0.16948E+04   -0.18077E+02    0.12429E-07   -0.18077E+02    0.32002E+02   -0.17219E-08    0.12429E-07   -0.17219E-08    0.28260E-13
   649    0.16912E+04   -0.19591E+02    0.12497E-07   -0.19591E+02    0.32190E+02   -0.17264E-08    0.12497E-07   -0.17264E-08    0.28100E-13
   650    0.16878E+04   -0.21117E+02    0.12564E-07   -0.21117E+02    0.32373E+02   -0.17308E-08    0.12564E-07   -0.17308E-08    0.27942E-13
   651    0.16844E+04   -0.22657E+02    0.12630E-07   -0.22657E+02    0.32553E+02   -0.17348E-08    0.12630E-07   -0.17348E-08    0.27785E-13
   652    0.16813E+04   -0.24208E+02    0.12695E-07   -0.24208E+02    0.32728E+02   -0.17387E-08    0.12695E-07   -0.17387E-08    0.27628E-13
   653    0.16784E+04   -0.25770E+02    0.12760E-07   -0.25770E+02    0.32896E+02   -0.17423E-08    0.12760E-07   -0.17423E-08    0.27473E-13
   654    0.16756E+04   -0.27343E+02    0.12824E-07   -0.27343E+02    0.33061E+02   -0.17457E-08    0.12824E-07   -0.17457E-08    0.27319E-13
   655    0.16730E+04   -0.28925E+02    0.12888E-07   -0.28925E+02    0.33221E+02   -0.17488E-08    0.12888E-07   -0.17488E-08    0.27166E-13
   656    0.16706E+04   -0.30518E+02    0.12951E-07   -0.30518E+02    0.33376E+02   -0.17517E-08    0.12951E-07   -0.17517E-08    0.27014E-13
   657    0.16684E+04   -0.32118E+02    0.13013E-07   -0.32118E+02    0.33525E+02   -0.17544E-08    0.13013E-07   -0.17544E-08    0.26863E-13
   658    0.16663E+04   -0.33727E+02    0.13075E-07   -0.33727E+02    0.33670E+02   -0.17569E-08    0.13075E-07   -0.17569E-08    0.26713E-13
   659    0.16645E+04   -0.35343E+02    0.13136E-07   -0.35343E+02    0.33810E+02   -0.17591E-08    0.13136E-07   -0.17591E-08    0.26564E-13
   660    0.16629E+04   -0.36965E+02    0.13197E-07   -0.36965E+02    0.33943E+02   -0.17611E-08    0.13197E-07   -0.17611E-08    0.26416E-13
   661    0.16615E+04   -0.38593E+02    0.13257E-07   -0.38593E+02    0.34072E+02   -0.17629E-08    0.13257E-07   -0.17629E-08    0.26269E-13
   662    0.16602E+04   -0.40227E+02    0.13316E-07   -0.40227E+02    0.34196E+02   -0.17645E-08    0.13316E-07   -0.17645E-08    0.26123E-13
   663    0.16591E+04   -0.41866E+02    0.13374E-07   -0.41866E+02    0.34314E+02   -0.17658E-08    0.13374E-07   -0.17658E-08    0.25979E-13
   664    0.16582E+04   -0.43508E+02    0.13432E-07   -0.43508E+02    0.34426E+02   -0.17670E-08    0.13432E-07   -0.17670E-08    0.25835E-13
   665    0.16575E+04   -0.45153E+02    0.13489E-07   -0.45153E+02    0.34533E+02   -0.17679E-08    0.13489E-07   -0.17679E-08    0.25692E-13
   666    0.16569E+04   -0.46801E+02    0.13546E-07   -0.46801E+02    0.34635E+02   -0.17686E-08    0.13546E-07   -0.17686E-08    0.25550E-13
   667    0.16566E+04   -0.48451E+02    0.13601E-07   -0.48451E+02    0.34731E+02   -0.17691E-08    0.13601E-07   -0.17691E-08    0.25409E-13
   668    0.16564E+04   -0.50103E+02    0.13656E-07   -0.50103E+02    0.34821E+02   -0.17694E-08    0.13656E-07   -0.17694E-08    0.25269E-13
   669    0.16565E+04   -0.51754E+02    0.13711E-07   -0.51754E+02    0.34906E+02   -0.17694E-08    0.13711E-07   -0.17694E-08    0.25130E-13
   670    0.16567E+04   -0.53405E+02    0.13765E-07   -0.53405E+02    0.34985E+02   -0.17693E-08    0.13765E-07   -0.17693E-08    0.24992E-13
   671    0.16572E+04   -0.55055E+02    0.13818E-07   -0.55055E+02    0.35059E+02   -0.17689E-08    0.13818E-07   -0.17689E-08    0.24855E-13
   672    0.16577E+04   -0.56704E+02    0.13870E-07   -0.56704E+02    0.35127E+02   -0.17684E-08    0.13870E-07   -0.17684E-08    0.24719E-13
   673    0.16585E+04   -0.58350E+02    0.13921E-07   -0.58350E+02    0.35190E+02   -0.17676E-08    0.13921E-07   -0.17676E-08    0.24584E-13
   674    0.16595E+04   -0.59993E+02    0.13972E-07   -0.59993E+02    0.35246E+02   -0.17667E-08    0.13972E-07   -0.17667E-08    0.24450E-13
   675    0.16607E+04   -0.61632E+02    0.14022E-07   -0.61632E+02    0.35297E+02   -0.17655E-08    0.14022E-07   -0.17655E-08    0.24317E-13
   676    0.16620E+04   -0.63266E+02    0.14072E-07   -0.63266E+02    0.35341E+02   -0.17641E-08    0.14072E-07   -0.17641E-08    0.24184E-13
   677    0.16635E+04   -0.64895E+02    0.14121E-07   -0.64895E+02    0.35381E+02   -0.17625E-08    0.14121E-07   -0.17625E-08    0.24053E-13
   678    0.16653E+04   -0.66519E+02    0.14168E-07   -0.66519E+02    0.35413E+02   -0.17608E-08    0.14168E-07   -0.17608E-08    0.23922E-13
   679    0.16672E+04   -0.68135E+02    0.14216E-07   -0.68135E+02    0.35441E+02   -0.17588E-08    0.14216E-07   -0.17588E-08    0.23792E-13
   680    0.16693E+04   -0.69744E+02    0.14262E-07   -0.69744E+02    0.35463E+02   -0.17566E-08    0.14262E-07   -0.17566E-08    0.23664E-13
   681    0.16716E+04   -0.71344E+02    0.14308E-07   -0.71344E+02    0.35478E+02   -0.17543E-08    0.14308E-07   -0.17543E-08    0.23536E-13
   682    0.16741E+04   -0.72937E+02    0.14353E-07   -0.72937E+02    0.35487E+02   -0.17517E-08    0.14353E-07   -0.17517E-08    0.23408E-13
   683    0.16768E+04   -0.74521E+02    0.14397E-07   -0.74521E+02    0.35492E+02   -0.17490E-08    0.14397E-07   -0.17490E-08    0.23282E-13
   684    0.16796E+04   -0.76095E+02    0.14441E-07   -0.76095E+02    0.35489E+02   -0.17460E-08    0.14441E-07   -0.17460E-08    0.23157E-13
   685    0.16825E+04   -0.77658E+02    0.14483E-07   -0.77658E+02    0.35481E+02   -0.17429E-08    0.14483E-07   -0.17429E-08    0.23032E-13
   686    0.16856E+04   -0.79201E+02    0.14525E-07   -0.79201E+02    0.35467E+02   -0.17396E-08    0.14525E-07   -0.17396E-08    0.22909E-13
   687    0.16890E+04   -0.80736E+02    0.14566E-07   -0.80736E+02    0.35448E+02   -0.17361E-08    0.14566E-07   -0.17361E-08    0.22786E-13
   688    0.16925E+04   -0.82261E+02    0.14607E-07   -0.82261E+02    0.35422E+02   -0.17324E-08    0.14607E-07   -0.17324E-08    0.22664E-13
   689    0.16962E+04   -0.83768E+02    0.14646E-07   -0.83768E+02    0.35390E+02   -0.17285E-08    0.14646E-07   -0.17285E-08    0.22543E-13
   690    0.17000E+04   -0.85265E+02    0.14685E-07   -0.85265E+02    0.35354E+02   -0.17245E-08    0.14685E-07   -0.17245E-08    0.22422E-13
   691    0.17040E+04   -0.86744E+02    0.14723E-07   -0.86744E+02    0.35310E+02   -0.17202E-08    0.14723E-07   -0.17202E-08    0.22302E-13
   692    0.17081E+04   -0.88205E+02    0.14760E-07   -0.88205E+02    0.35261E+02   -0.17158E-08    0.14760E-07   -0.17158E-08    0.22184E-13
   693    0.17125E+04   -0.89656E+02    0.14796E-07   -0.89656E+02    0.35207E+02   -0.17112E-08    0.14796E-07   -0.17112E-08    0.22066E-13
   694    0.17169E+04   -0.91081E+02    0.14832E-07   -0.91081E+02    0.35146E+02   -0.17065E-08    0.14832E-07   -0.17065E-08    0.21948E-13
   695    0.17216E+04   -0.92489E+02    0.14867E-07   -0.92489E+02    0.35081E+02   -0.17015E-08    0.14867E-07   -0.17015E-08    0.21832E-13
   696    0.17264E+04   -0.93895E+02    0.14901E-07   -0.93895E+02    0.35009E+02   -0.16964E-08    0.14901E-07   -0.16964E-08    0.21716E-13
   697    0.17313E+04   -0.95267E+02    0.14934E-07   -0.95267E+02    0.34932E+02   -0.16911E-08    0.14934E-07   -0.16911E-08    0.21601E-13
   698    0.17364E+04   -0.96623E+02    0.14966E-07   -0.96623E+02    0.34849E+02   -0.16856E-08    0.14966E-07   -0.16856E-08    0.21487E-13
   699    0.17416E+04   -0.97953E+02    0.14998E-07   -0.97953E+02    0.34761E+02   -0.16800E-08    0.14998E-07   -0.16800E-08    0.21374E-13
   700    0.17470E+04   -0.99266E+02    0.15028E-07   -0.99266E+02    0.34667E+02   -0.16742E-08    0.15028E-07   -0.16742E-08    0.21261E-13
   701    0.17525E+04   -0.10056E+03    0.15058E-07   -0.10056E+03    0.34567E+02   -0.16682E-08    0.15058E-07   -0.16682E-08    0.21149E-13
   702    0.17582E+04   -0.10182E+03    0.15087E-07   -0.10182E+03    0.34463E+02   -0.16621E-08    0.15087E-07   -0.16621E-08    0.21037E-13
   703    0.17640E+04   -0.10308E+03    0.15115E-07   -0.10308E+03    0.34353E+02   -0.16558E-08    0.15115E-07   -0.16558E-08    0.20927E-13
   704    0.17699E+04   -0.10431E+03    0.15142E-07   -0.10431E+03    0.34238E+02   -0.16493E-08    0.15142E-07   -0.16493E-08    0.20817E-13
   705    0.17759E+04   -0.10550E+03    0.15169E-07   -0.10550E+03    0.34116E+02   -0.16427E-08    0.15169E-07   -0.16427E-08    0.20708E-13
   706    0.17820E+04   -0.10668E+03    0.15194E-07   -0.10668E+03    0.33991E+02   -0.16359E-08    0.15194E-07   -0.16359E-08    0.20599E-13
   707    0.17883E+04   -0.10784E+03    0.15219E-07   -0.10784E+03    0.33860E+02   -0.16290E-08    0.15219E-07   -0.16290E-08    0.20492E-13
   708    0.17947E+04   -0.10895E+03    0.15242E-07   -0.10895E+03    0.33724E+02   -0.16219E-08    0.15242E-07   -0.16219E-08    0.20385E-13
   709    0.18012E+04   -0.11006E+03    0.15265E-07   -0.11006E+03    0.33583E+02   -0.16146E-08    0.15265E-07   -0.16146E-08    0.20278E-13
