#    L    TT             EE             TE             PP             TP          
   552    0.24299E+04    0.80386E+01    0.59279E+01    0.65384E+06    0.50322E+02
   553    0.24261E+04    0.81769E+01    0.70146E+01    0.65192E+06    0.50674E+02
   554    0.24221E+04    0.83215E+01    0.80851E+01    0.65001E+06    0.51042E+02
   555    0.24179E+04    0.84705E+01    0.91386E+01    0.64810E+06    0.51426E+02
   556    0.24135E+04    0.86243E+01    0.10175E+02    0.64621E+06    0.51825E+02
   557    0.24089E+04    0.87824E+01    0.11193E+02    0.64432E+06    0.52239E+02
   558    0.24042E+04    0.89462E+01    0.12192E+02    0.64243E+06    0.52669E+02
   559    0.23992E+04    0.91135E+01    0.13173E+02    0.64056E+06    0.53113E+02
   560    0.23941E+04    0.92850E+01    0.14133E+02    0.63869E+06    0.53571E+02
   561    0.23887E+04    0.94615E+01    0.15073E+02    0.63683E+06    0.54045E+02
   562    0.23833E+04    0.96429E+01    0.15992E+02    0.63498E+06    0.54532E+02
   563    0.23777E+04    0.98278E+01    0.16891E+02    0.63314E+06    0.55033E+02
   564    0.23719E+04    0.10018E+02    0.17766E+02    0.63130E+06    0.55548E+02
   565    0.23659E+04    0.10212E+02    0.18619E+02    0.62947E+06    0.56077E+02
   566    0.23598E+04    0.10410E+02    0.19449E+02    0.62765E+06    0.56619E+02
   567    0.23536E+04    0.10612E+02    0.20256E+02    0.62584E+06    0.57175E+02
   568    0.23472E+04    0.10818E+02    0.21038E+02    0.62403E+06    0.57743E+02
   569    0.23406E+04    0.11029E+02    0.21798E+02    0.62223E+06    0.58325E+02
   570    0.23339E+04    0.11244E+02    0.22530E+02    0.62044E+06    0.58918E+02
   571    0.23270E+04    0.11462E+02    0.23237E+02    0.61866E+06    0.59525E+02
   572    0.23200E+04    0.11684E+02    0.23919E+02    0.61688E+06    0.60143E+02
   573    0.23129E+04    0.11910E+02    0.24573E+02    0.61511E+06    0.60774E+02
   574    0.23057E+04    0.12140E+02    0.25202E+02    0.61335E+06    0.61416E+02
   575    0.22983E+04    0.12372E+02    0.25803E+02    0.61160E+06    0.62070E+02
   576    0.22908E+04    0.12609E+02    0.26377E+02    0.60985E+06    0.62735E+02
   577    0.22832E+04    0.12849E+02    0.26923E+02    0.60811E+06    0.63411E+02
   578    0.22755E+04    0.13092E+02    0.27440E+02    0.60638E+06    0.64099E+02
   579    0.22677E+04    0.13339E+02    0.27929E+02    0.60465E+06    0.64797E+02
   580    0.22598E+04    0.13588E+02    0.28389E+02    0.60293E+06    0.65506E+02
   581    0.22517E+04    0.13841E+02    0.28820E+02    0.60122E+06    0.66225E+02
   582    0.22435E+04    0.14097E+02    0.29221E+02    0.59951E+06    0.66955E+02
   583    0.22353E+04    0.14355E+02    0.29592E+02    0.59782E+06    0.67694E+02
   584    0.22271E+04    0.14617E+02    0.29933E+02    0.59612E+06    0.68444E+02
   585    0.22187E+04    0.14881E+02    0.30243E+02    0.59444E+06    0.69202E+02
   586    0.22103E+04    0.15147E+02    0.30523E+02    0.59276E+06    0.69971E+02
   587    0.22018E+04    0.15416E+02    0.30772E+02    0.59109E+06    0.70748E+02
   588    0.21932E+04    0.15688E+02    0.30989E+02    0.58943E+06    0.71535E+02
   589    0.21845E+04    0.15962E+02    0.31175E+02    0.58777E+06    0.72330E+02
   590    0.21758E+04    0.16237E+02    0.31330E+02    0.58612E+06    0.73134E+02
   591    0.21671E+04    0.16516E+02    0.31453E+02    0.58448E+06    0.73946E+02
   592    0.21583E+04    0.16795E+02    0.31544E+02    0.58284E+06    0.74766E+02
   593    0.21494E+04    0.17078E+02    0.31603E+02    0.58121E+06    0.75595E+02
   594    0.21404E+04    0.17362E+02    0.31630E+02    0.57959E+06    0.76431E+02
   595    0.21314E+04    0.17647E+02    0.31625E+02    0.57797E+06    0.77274E+02
   596    0.21225E+04    0.17935E+02    0.31587E+02    0.57636E+06    0.78126E+02
   597    0.21135E+04    0.18221E+02    0.31517E+02    0.57476E+06    0.78984E+02
   598    0.21047E+04    0.18511E+02    0.31414E+02    0.57316E+06    0.79849E+02
   599    0.20958E+04    0.18802E+02    0.31280E+02    0.57157E+06    0.80721E+02
   600    0.20867E+04    0.19094E+02    0.31112E+02    0.56998E+06    0.81600E+02
   601    0.20777E+04    0.19387E+02    0.30912E+02    0.56840E+06    0.82485E+02
   602    0.20687E+04    0.19680E+02    0.30679E+02    0.56683E+06    0.83376E+02
   603    0.20596E+04    0.19975E+02    0.30414E+02    0.56527E+06    0.84273E+02
   604    0.20507E+04    0.20270E+02    0.30117E+02    0.56371E+06    0.85176E+02
   605    0.20417E+04    0.20565E+02    0.29787E+02    0.56215E+06    0.86085E+02
   606    0.20328E+04    0.20861E+02    0.29425E+02    0.56060E+06    0.86999E+02
   607    0.20237E+04    0.21157E+02    0.29030E+02    0.55906E+06    0.87918E+02
   608    0.20148E+04    0.21453E+02    0.28603E+02    0.55753E+06    0.88842E+02
   609    0.20060E+04    0.21749E+02    0.28144E+02    0.55600E+06    0.89771E+02
   610    0.19971E+04    0.22045E+02    0.27652E+02    0.55448E+06    0.90704E+02
   611    0.19883E+04    0.22341E+02    0.27129E+02    0.55296E+06    0.91641E+02
   612    0.19796E+04    0.22637E+02    0.26575E+02    0.55145E+06    0.92583E+02
   613    0.19708E+04    0.22930E+02    0.25988E+02    0.54995E+06    0.93529E+02
   614    0.19621E+04    0.23225E+02    0.25370E+02    0.54845E+06    0.94478E+02
   615    0.19535E+04    0.23518E+02    0.24720E+02    0.54696E+06    0.95431E+02
   616    0.19449E+04    0.23812E+02    0.24040E+02    0.54547E+06    0.96388E+02
   617    0.19365E+04    0.24104E+02    0.23330E+02    0.54399E+06    0.97347E+02
   618    0.19281E+04    0.24396E+02    0.22587E+02    0.54251E+06    0.98310E+02
   619    0.19198E+04    0.24687E+02    0.21817E+02    0.54105E+06    0.99275E+02
   620    0.19116E+04    0.24976E+02    0.21015E+02    0.53958E+06    0.10024E+03
   621    0.19034E+04    0.25264E+02    0.20184E+02    0.53812E+06    0.10121E+03
   622    0.18953E+04    0.25550E+02    0.19323E+02    0.53667E+06    0.10218E+03
   623    0.18874E+04    0.25834E+02    0.18434E+02    0.53523E+06    0.10316E+03
   624    0.18794E+04    0.26117E+02    0.17516E+02    0.53379E+06    0.10413E+03
   625    0.18716E+04    0.26398E+02    0.16569E+02    0.53235E+06    0.10511E+03
   626    0.18639E+04    0.26677E+02    0.15594E+02    0.53093E+06    0.10609E+03
   627    0.18563E+04    0.26954E+02    0.14592E+02    0.52950E+06    0.10707E+03
   628    0.18489E+04    0.27228E+02    0.13562E+02    0.52808E+06    0.10805E+03
   629    0.18416E+04    0.27501E+02    0.12505E+02    0.52667E+06    0.10903E+03
   630    0.18343E+04    0.27770E+02    0.11421E+02    0.52527E+06    0.11001E+03
   631    0.18271E+04    0.28038E+02    0.10312E+02    0.52387E+06    0.11099E+03
   632    0.18202E+04    0.28302E+02    0.91767E+01    0.52247E+06    0.11198E+03
   633    0.18132E+04    0.28565E+02    0.80166E+01    0.52108E+06    0.11296E+03
   634    0.18065E+04    0.28823E+02    0.68319E+01    0.51970E+06    0.11394E+03
   635    0.17999E+04    0.29080E+02    0.56231E+01    0.51832E+06    0.11492E+03
   636    0.17934E+04    0.29334E+02    0.43909E+01    0.51694E+06    0.11590E+03
   637    0.17871E+04    0.29583E+02    0.31347E+01    0.51558E+06    0.11688E+03
   638    0.17809E+04    0.29831E+02    0.18566E+01    0.51421E+06    0.11786E+03
   639    0.17748E+04    0.30074E+02    0.55573E+00    0.51286E+06    0.11884E+03
   640    0.17689E+04    0.30315E+02   -0.76634E+00    0.51150E+06    0.11981E+03
   641    0.17632E+04    0.30551E+02   -0.21096E+01    0.51016E+06    0.12079E+03
   642    0.17575E+04    0.30784E+02   -0.34733E+01    0.50882E+06    0.12176E+03
   643    0.17521E+04    0.31014E+02   -0.48569E+01    0.50748E+06    0.12273E+03
   644    0.17469E+04    0.31238E+02   -0.62598E+01    0.50615E+06    0.12369E+03
   645    0.17417E+04    0.31459E+02   -0.76815E+01    0.50482E+06    0.12466E+03
   646    0.17367E+04    0.31677E+02   -0.91215E+01    0.50350E+06    0.12562E+03
   647    0.17320E+04    0.31890E+02   -0.10580E+02    0.50218E+06    0.12658E+03
   648    0.17273E+04    0.32099E+02   -0.12054E+02    0.50087E+06    0.12754E+03
   649    0.17229E+04    0.32303E+02   -0.13545E+02    0.49957E+06    0.12849E+03
   650    0.17187E+04    0.32502E+02   -0.15051E+02    0.49827E+06    0.12944E+03
   651    0.17145E+04    0.32699E+02   -0.16573E+02    0.49697E+06    0.13038E+03
   652    0.17106E+04    0.32890E+02   -0.18109E+02    0.49568E+06    0.13132E+03
   653    0.17069E+04    0.33075E+02   -0.19659E+02    0.49439E+06    0.13226E+03
   654    0.17033E+04    0.33257E+02   -0.21220E+02    0.49311E+06    0.13319E+03
   655    0.16999E+04    0.33434E+02   -0.22796E+02    0.49184E+06    0.13412E+03
   656    0.16967E+04    0.33606E+02   -0.24382E+02    0.49057E+06    0.13505E+03
   657    0.16937E+04    0.33773E+02   -0.25979E+02    0.48930E+06    0.13597E+03
   658    0.16907E+04    0.33935E+02   -0.27587E+02    0.48804E+06    0.13688E+03
   659    0.16882E+04    0.34093E+02   -0.29205E+02    0.48678E+06    0.13780E+03
   660    0.16857E+04    0.34244E+02   -0.30832E+02    0.48553E+06    0.13870E+03
   661    0.16835E+04    0.34390E+02   -0.32466E+02    0.48428E+06    0.13960E+03
   662    0.16814E+04    0.34532E+02   -0.34108E+02    0.48304E+06    0.14050E+03
   663    0.16795E+04    0.34669E+02   -0.35759E+02    0.48180E+06    0.14139E+03
   664    0.16778E+04    0.34799E+02   -0.37414E+02    0.48057E+06    0.14228E+03
   665    0.16762E+04    0.34924E+02   -0.39076E+02    0.47934E+06    0.14316E+03
   666    0.16749E+04    0.35044E+02   -0.40741E+02    0.47812E+06    0.14404E+03
   667    0.16738E+04    0.35158E+02   -0.42412E+02    0.47690E+06    0.14491E+03
   668    0.16728E+04    0.35267E+02   -0.44086E+02    0.47568E+06    0.14577E+03
   669    0.16721E+04    0.35370E+02   -0.45763E+02    0.47447E+06    0.14663E+03
   670    0.16715E+04    0.35468E+02   -0.47441E+02    0.47327E+06    0.14749E+03
   671    0.16712E+04    0.35561E+02   -0.49121E+02    0.47207E+06    0.14834E+03
   672    0.16709E+04    0.35647E+02   -0.50802E+02    0.47087E+06    0.14918E+03
   673    0.16710E+04    0.35728E+02   -0.52482E+02    0.46968E+06    0.15002E+03
   674    0.16712E+04    0.35803E+02   -0.54161E+02    0.46849E+06    0.15085E+03
   675    0.16716E+04    0.35872E+02   -0.55839E+02    0.46731E+06    0.15167E+03
   676    0.16721E+04    0.35935E+02   -0.57514E+02    0.46613E+06    0.15249E+03
   677    0.16729E+04    0.35993E+02   -0.59186E+02    0.46496E+06    0.15330E+03
   678    0.16739E+04    0.36044E+02   -0.60854E+02    0.46379E+06    0.15411E+03
   679    0.16750E+04    0.36090E+02   -0.62518E+02    0.46262E+06    0.15491E+03
   680    0.16764E+04    0.36130E+02   -0.64177E+02    0.46146E+06    0.15570E+03
   681    0.16780E+04    0.36164E+02   -0.65829E+02    0.46030E+06    0.15648E+03
   682    0.16797E+04    0.36191E+02   -0.67475E+02    0.45915E+06    0.15726E+03
   683    0.16817E+04    0.36214E+02   -0.69116E+02    0.45800E+06    0.15803E+03
   684    0.16838E+04    0.36229E+02   -0.70747E+02    0.45686E+06    0.15880E+03
   685    0.16860E+04    0.36239E+02   -0.72371E+02    0.45572E+06    0.15956E+03
   686    0.16884E+04    0.36243E+02   -0.73977E+02    0.45458E+06    0.16031E+03
   687    0.16911E+04    0.36242E+02   -0.75577E+02    0.45345E+06    0.16105E+03
   688    0.16939E+04    0.36233E+02   -0.77169E+02    0.45232E+06    0.16178E+03
   689    0.16969E+04    0.36219E+02   -0.78744E+02    0.45120E+06    0.16251E+03
   690    0.17001E+04    0.36200E+02   -0.80312E+02    0.45008E+06    0.16323E+03
   691    0.17034E+04    0.36173E+02   -0.81864E+02    0.44897E+06    0.16394E+03
   692    0.17069E+04    0.36142E+02   -0.83400E+02    0.44786E+06    0.16465E+03
   693    0.17106E+04    0.36104E+02   -0.84928E+02    0.44675E+06    0.16534E+03
   694    0.17144E+04    0.36060E+02   -0.86433E+02    0.44565E+06    0.16603E+03
   695    0.17185E+04    0.36012E+02   -0.87922E+02    0.44455E+06    0.16671E+03
   696    0.17227E+04    0.35957E+02   -0.89411E+02    0.44345E+06    0.16738E+03
   697    0.17270E+04    0.35896E+02   -0.90869E+02    0.44236E+06    0.16805E+03
   698    0.17315E+04    0.35828E+02   -0.92312E+02    0.44128E+06    0.16870E+03
   699    0.17362E+04    0.35756E+02   -0.93731E+02    0.44019E+06    0.16935E+03
   700    0.17410E+04    0.35678E+02   -0.95136E+02    0.43911E+06    0.16999E+03
   701    0.17460E+04    0.35594E+02   -0.96524E+02    0.43804E+06    0.17061E+03
   702    0.17511E+04    0.35505E+02   -0.97883E+02    0.43697E+06    0.17123E+03
   703    0.17564E+04    0.35409E+02   -0.99241E+02    0.43590E+06    0.17185E+03
   704    0.17618E+04    0.35309E+02   -0.10056E+03    0.43484E+06    0.17245E+03
   705    0.17673E+04    0.35202E+02   -0.10186E+03    0.43378E+06    0.17304E+03
   706    0.17729E+04    0.35091E+02   -0.10314E+03    0.43272E+06    0.17362E+03
   707    0.17787E+04    0.34974E+02   -0.10440E+03    0.43167E+06    0.17420E+03
   708    0.17847E+04    0.34852E+02   -0.10562E+03    0.43062E+06    0.17476E+03
   709    0.17908E+04    0.34724E+02   -0.10684E+03    0.42957E+06    0.17532E+03
   710    0.17970E+04    0.34591E+02   -0.10802E+03    0.42853E+06    0.17586E+03
   711    0.18033E+04    0.34453E+02   -0.10918E+03    0.42749E+06    0.17640E+03
   712    0.18098E+04    0.34310E+02   -0.11032E+03    0.42646E+06    0.17692E+03
   713    0.18164E+04    0.34162E+02   -0.11142E+03    0.42543E+06    0.17744E+03
   714    0.18230E+04    0.34009E+02   -0.11250E+03    0.42440E+06    0.17795E+03
   715    0.18298E+04    0.33851E+02   -0.11355E+03    0.42338E+06    0.17844E+03
   716    0.18368E+04    0.33688E+02   -0.11458E+03    0.42236E+06    0.17893E+03
   717    0.18438E+04    0.33521E+02   -0.11557E+03    0.42135E+06    0.17940E+03
   718    0.18508E+04    0.33349E+02   -0.11655E+03    0.42033E+06    0.17987E+03
   719    0.18580E+04    0.33171E+02   -0.11748E+03    0.41933E+06    0.18032E+03
   720    0.18653E+04    0.32989E+02   -0.11840E+03    0.41832E+06    0.18077E+03
   721    0.18727E+04    0.32804E+02   -0.11927E+03    0.41732E+06    0.18120E+03
   722    0.18802E+04    0.32614E+02   -0.12011E+03    0.41632E+06    0.18162E+03
   723    0.18877E+04    0.32420E+02   -0.12093E+03    0.41533E+06    0.18203E+03
   724    0.18953E+04    0.32221E+02   -0.12172E+03    0.41434E+06    0.18243E+03
   725    0.19030E+04    0.32019E+02   -0.12248E+03    0.41335E+06    0.18282E+03
   726    0.19108E+04    0.31814E+02   -0.12320E+03    0.41236E+06    0.18320E+03
   727    0.19186E+04    0.31604E+02   -0.12389E+03    0.41138E+06    0.18357E+03
   728    0.19265E+04    0.31388E+02   -0.12455E+03    0.41041E+06    0.18392E+03
   729    0.19345E+04    0.31171E+02   -0.12518E+03    0.40943E+06    0.18427E+03
   730    0.19424E+04    0.30949E+02   -0.12578E+03    0.40846E+06    0.18460E+03
   731    0.19506E+04    0.30723E+02   -0.12633E+03    0.40749E+06    0.18492E+03
   732    0.19586E+04    0.30496E+02   -0.12685E+03    0.40653E+06    0.18523E+03
   733    0.19669E+04    0.30264E+02   -0.12735E+03    0.40557E+06    0.18552E+03
   734    0.19751E+04    0.30030E+02   -0.12780E+03    0.40461E+06    0.18581E+03
   735    0.19833E+04    0.29791E+02   -0.12823E+03    0.40366E+06    0.18608E+03
   736    0.19915E+04    0.29550E+02   -0.12862E+03    0.40271E+06    0.18634E+03
   737    0.19999E+04    0.29306E+02   -0.12898E+03    0.40176E+06    0.18659E+03
   738    0.20081E+04    0.29061E+02   -0.12929E+03    0.40082E+06    0.18683E+03
   739    0.20164E+04    0.28812E+02   -0.12957E+03    0.39987E+06    0.18705E+03
   740    0.20248E+04    0.28560E+02   -0.12982E+03    0.39894E+06    0.18726E+03
   741    0.20331E+04    0.28305E+02   -0.13004E+03    0.39800E+06    0.18746E+03
   742    0.20415E+04    0.28050E+02   -0.13021E+03    0.39707E+06    0.18764E+03
   743    0.20499E+04    0.27794E+02   -0.13035E+03    0.39614E+06    0.18782E+03
   744    0.20583E+04    0.27534E+02   -0.13045E+03    0.39522E+06    0.18798E+03
   745    0.20666E+04    0.27272E+02   -0.13053E+03    0.39429E+06    0.18812E+03
   746    0.20749E+04    0.27009E+02   -0.13055E+03    0.39337E+06    0.18826E+03
   747    0.20832E+04    0.26744E+02   -0.13055E+03    0.39246E+06    0.18838E+03
   748    0.20915E+04    0.26478E+02   -0.13052E+03    0.39155E+06    0.18848E+03
   749    0.20998E+04    0.26209E+02   -0.13045E+03    0.39064E+06    0.18858E+03
   750    0.21080E+04    0.25940E+02   -0.13035E+03    0.38973E+06    0.18866E+03
   751    0.21163E+04    0.25669E+02   -0.13020E+03    0.38882E+06    0.18872E+03
   752    0.21245E+04    0.25399E+02   -0.13002E+03    0.38792E+06    0.18878E+03
   753    0.21326E+04    0.25126E+02   -0.12980E+03    0.38703E+06    0.18882E+03
   754    0.21407E+04    0.24854E+02   -0.12954E+03    0.38613E+06    0.18884E+03
   755    0.21488E+04    0.24580E+02   -0.12926E+03    0.38524E+06    0.18886E+03
   756    0.21567E+04    0.24306E+02   -0.12894E+03    0.38435E+06    0.18886E+03
   757    0.21648E+04    0.24033E+02   -0.12857E+03    0.38346E+06    0.18884E+03
   758    0.21726E+04    0.23758E+02   -0.12817E+03    0.38258E+06    0.18882E+03
   759    0.21805E+04    0.23482E+02   -0.12774E+03    0.38170E+06    0.18878E+03
   760    0.21882E+04    0.23208E+02   -0.12728E+03    0.38082E+06    0.18873E+03
   761    0.21959E+04    0.22933E+02   -0.12678E+03    0.37995E+06    0.18867E+03
   762    0.22036E+04    0.22659E+02   -0.12624E+03    0.37907E+06    0.18859E+03
   763    0.22111E+04    0.22385E+02   -0.12567E+03    0.37821E+06    0.18851E+03
   764    0.22186E+04    0.22112E+02   -0.12507E+03    0.37734E+06    0.18841E+03
   765    0.22259E+04    0.21838E+02   -0.12443E+03    0.37648E+06    0.18830E+03
   766    0.22332E+04    0.21567E+02   -0.12376E+03    0.37561E+06    0.18818E+03
   767    0.22404E+04    0.21296E+02   -0.12306E+03    0.37476E+06    0.18804E+03
   768    0.22475E+04    0.21026E+02   -0.12231E+03    0.37390E+06    0.18790E+03
   769    0.22545E+04    0.20755E+02   -0.12154E+03    0.37305E+06    0.18774E+03
   770    0.22614E+04    0.20488E+02   -0.12074E+03    0.37220E+06    0.18757E+03
   771    0.22682E+04    0.20221E+02   -0.11990E+03    0.37135E+06    0.18739E+03
   772    0.22748E+04    0.19956E+02   -0.11901E+03    0.37051E+06    0.18720E+03
   773    0.22814E+04    0.19693E+02   -0.11811E+03    0.36967E+06    0.18700E+03
   774    0.22878E+04    0.19432E+02   -0.11718E+03    0.36883E+06    0.18679E+03
   775    0.22942E+04    0.19172E+02   -0.11621E+03    0.36799E+06    0.18657E+03
   776    0.23003E+04    0.18914E+02   -0.11522E+03    0.36716E+06    0.18634E+03
   777    0.23063E+04    0.18659E+02   -0.11419E+03    0.36633E+06    0.18610E+03
   778    0.23124E+04    0.18406E+02   -0.11312E+03    0.36550E+06    0.18585E+03
   779    0.23182E+04    0.18155E+02   -0.11204E+03    0.36468E+06    0.18558E+03
   780    0.23238E+04    0.17905E+02   -0.11092E+03    0.36385E+06    0.18531E+03
   781    0.23294E+04    0.17660E+02   -0.10978E+03    0.36303E+06    0.18503E+03
   782    0.23347E+04    0.17416E+02   -0.10861E+03    0.36222E+06    0.18474E+03
   783    0.23400E+04    0.17176E+02   -0.10741E+03    0.36140E+06    0.18444E+03
   784    0.23451E+04    0.16938E+02   -0.10618E+03    0.36059E+06    0.18413E+03
   785    0.23500E+04    0.16704E+02   -0.10493E+03    0.35978E+06    0.18381E+03
   786    0.23549E+04    0.16472E+02   -0.10362E+03    0.35897E+06    0.18348E+03
   787    0.23595E+04    0.16244E+02   -0.10231E+03    0.35817E+06    0.18314E+03
   788    0.23639E+04    0.16018E+02   -0.10097E+03    0.35736E+06    0.18280E+03
   789    0.23682E+04    0.15795E+02   -0.99618E+02    0.35656E+06    0.18244E+03
   790    0.23725E+04    0.15578E+02   -0.98227E+02    0.35577E+06    0.18208E+03
   791    0.23765E+04    0.15363E+02   -0.96809E+02    0.35497E+06    0.18171E+03
   792    0.23804E+04    0.15153E+02   -0.95378E+02    0.35418E+06    0.18133E+03
   793    0.23840E+04    0.14947E+02   -0.93911E+02    0.35339E+06    0.18094E+03
   794    0.23874E+04    0.14745E+02   -0.92432E+02    0.35260E+06    0.18055E+03
   795    0.23907E+04    0.14547E+02   -0.90926E+02    0.35182E+06    0.18014E+03
   796    0.23940E+04    0.14353E+02   -0.89406E+02    0.35104E+06    0.17973E+03
   797    0.23969E+04    0.14163E+02   -0.87859E+02    0.35026E+06    0.17931E+03
   798    0.23996E+04    0.13977E+02   -0.86300E+02    0.34948E+06    0.17888E+03
   799    0.24022E+04    0.13797E+02   -0.84720E+02    0.34870E+06    0.17845E+03
   800    0.24047E+04    0.13620E+02   -0.83120E+02    0.34793E+06    0.17801E+03
   801    0.24069E+04    0.13448E+02   -0.81508E+02    0.34716E+06    0.17756E+03
   802    0.24089E+04    0.13281E+02   -0.79860E+02    0.34639E+06    0.17710E+03
   803    0.24108E+04    0.13118E+02   -0.78215E+02    0.34562E+06    0.17664E+03
   804    0.24125E+04    0.12960E+02   -0.76542E+02    0.34486E+06    0.17617E+03
   805    0.24141E+04    0.12807E+02   -0.74857E+02    0.34410E+06    0.17570E+03
   806    0.24154E+04    0.12659E+02   -0.73158E+02    0.34334E+06    0.17521E+03
   807    0.24164E+04    0.12516E+02   -0.71447E+02    0.34258E+06    0.17472E+03
   808    0.24173E+04    0.12379E+02   -0.69716E+02    0.34183E+06    0.17423E+03
   809    0.24181E+04    0.12247E+02   -0.67979E+02    0.34108E+06    0.17372E+03
   810    0.24186E+04    0.12120E+02   -0.66222E+02    0.34033E+06    0.17321E+03
   811    0.24188E+04    0.11998E+02   -0.64453E+02    0.33958E+06    0.17270E+03
   812    0.24190E+04    0.11882E+02   -0.62676E+02    0.33883E+06    0.17217E+03
   813    0.24189E+04    0.11771E+02   -0.60891E+02    0.33809E+06    0.17165E+03
   814    0.24187E+04    0.11666E+02   -0.59095E+02    0.33735E+06    0.17111E+03
   815    0.24182E+04    0.11566E+02   -0.57290E+02    0.33661E+06    0.17057E+03
   816    0.24175E+04    0.11472E+02   -0.55477E+02    0.33587E+06    0.17002E+03
   817    0.24166E+04    0.11384E+02   -0.53656E+02    0.33514E+06    0.16946E+03
   818    0.24156E+04    0.11301E+02   -0.51828E+02    0.33441E+06    0.16890E+03
   819    0.24144E+04    0.11224E+02   -0.49994E+02    0.33368E+06    0.16834E+03
   820    0.24130E+04    0.11153E+02   -0.48153E+02    0.33295E+06    0.16776E+03
   821    0.24113E+04    0.11087E+02   -0.46309E+02    0.33222E+06    0.16719E+03
   822    0.24095E+04    0.11028E+02   -0.44460E+02    0.33150E+06    0.16660E+03
   823    0.24074E+04    0.10974E+02   -0.42607E+02    0.33078E+06    0.16601E+03
   824    0.24051E+04    0.10927E+02   -0.40750E+02    0.33006E+06    0.16541E+03
   825    0.24027E+04    0.10885E+02   -0.38892E+02    0.32934E+06    0.16481E+03
   826    0.24000E+04    0.10850E+02   -0.37031E+02    0.32863E+06    0.16421E+03
   827    0.23971E+04    0.10820E+02   -0.35171E+02    0.32792E+06    0.16359E+03
   828    0.23941E+04    0.10797E+02   -0.33311E+02    0.32720E+06    0.16297E+03
   829    0.23908E+04    0.10780E+02   -0.31451E+02    0.32650E+06    0.16235E+03
   830    0.23874E+04    0.10768E+02   -0.29594E+02    0.32579E+06    0.16172E+03
   831    0.23838E+04    0.10763E+02   -0.27739E+02    0.32508E+06    0.16108E+03
   832    0.23799E+04    0.10763E+02   -0.25886E+02    0.32438E+06    0.16044E+03
   833    0.23759E+04    0.10770E+02   -0.24038E+02    0.32368E+06    0.15980E+03
   834    0.23717E+04    0.10783E+02   -0.22193E+02    0.32298E+06    0.15915E+03
   835    0.23673E+04    0.10803E+02   -0.20353E+02    0.32229E+06    0.15849E+03
   836    0.23626E+04    0.10827E+02   -0.18519E+02    0.32159E+06    0.15783E+03
   837    0.23579E+04    0.10858E+02   -0.16691E+02    0.32090E+06    0.15716E+03
   838    0.23529E+04    0.10896E+02   -0.14869E+02    0.32021E+06    0.15649E+03
   839    0.23476E+04    0.10939E+02   -0.13054E+02    0.31952E+06    0.15581E+03
   840    0.23423E+04    0.10989E+02   -0.11248E+02    0.31884E+06    0.15513E+03
   841    0.23367E+04    0.11045E+02   -0.94524E+01    0.31815E+06    0.15444E+03
   842    0.23310E+04    0.11106E+02   -0.76638E+01    0.31747E+06    0.15375E+03
   843    0.23251E+04    0.11173E+02   -0.58883E+01    0.31679E+06    0.15306E+03
   844    0.23189E+04    0.11247E+02   -0.41222E+01    0.31611E+06    0.15236E+03
   845    0.23126E+04    0.11325E+02   -0.23685E+01    0.31543E+06    0.15165E+03
   846    0.23062E+04    0.11412E+02   -0.62765E+00    0.31476E+06    0.15094E+03
   847    0.22997E+04    0.11502E+02    0.11007E+01    0.31409E+06    0.15023E+03
   848    0.22929E+04    0.11599E+02    0.28145E+01    0.31342E+06    0.14951E+03
   849    0.22859E+04    0.11702E+02    0.45146E+01    0.31275E+06    0.14878E+03
   850    0.22789E+04    0.11811E+02    0.61998E+01    0.31208E+06    0.14806E+03
   851    0.22716E+04    0.11925E+02    0.78695E+01    0.31141E+06    0.14733E+03
   852    0.22641E+04    0.12046E+02    0.95234E+01    0.31075E+06    0.14659E+03
   853    0.22566E+04    0.12171E+02    0.11161E+02    0.31009E+06    0.14585E+03
   854    0.22488E+04    0.12303E+02    0.12780E+02    0.30943E+06    0.14511E+03
   855    0.22408E+04    0.12441E+02    0.14383E+02    0.30877E+06    0.14436E+03
   856    0.22328E+04    0.12582E+02    0.15967E+02    0.30812E+06    0.14360E+03
   857    0.22245E+04    0.12730E+02    0.17531E+02    0.30746E+06    0.14285E+03
   858    0.22161E+04    0.12885E+02    0.19076E+02    0.30681E+06    0.14209E+03
   859    0.22075E+04    0.13043E+02    0.20603E+02    0.30616E+06    0.14133E+03
   860    0.21989E+04    0.13206E+02    0.22108E+02    0.30551E+06    0.14056E+03
   861    0.21900E+04    0.13376E+02    0.23592E+02    0.30486E+06    0.13979E+03
   862    0.21811E+04    0.13550E+02    0.25055E+02    0.30422E+06    0.13901E+03
   863    0.21720E+04    0.13730E+02    0.26495E+02    0.30358E+06    0.13824E+03
   864    0.21627E+04    0.13914E+02    0.27913E+02    0.30294E+06    0.13746E+03
   865    0.21532E+04    0.14103E+02    0.29307E+02    0.30230E+06    0.13667E+03
   866    0.21439E+04    0.14297E+02    0.30677E+02    0.30166E+06    0.13588E+03
   867    0.21342E+04    0.14497E+02    0.32023E+02    0.30102E+06    0.13509E+03
   868    0.21245E+04    0.14701E+02    0.33345E+02    0.30039E+06    0.13430E+03
   869    0.21146E+04    0.14909E+02    0.34643E+02    0.29976E+06    0.13351E+03
   870    0.21046E+04    0.15122E+02    0.35914E+02    0.29912E+06    0.13271E+03
   871    0.20945E+04    0.15339E+02    0.37160E+02    0.29850E+06    0.13190E+03
