#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   386    0.17250E+04    0.23386E+02    0.70572E-07    0.23386E+02    0.20614E+02    0.31547E-08    0.70572E-07    0.31547E-08    0.16139E-12
   387    0.17156E+04    0.21496E+02    0.69640E-07    0.21496E+02    0.20639E+02    0.31480E-08    0.69640E-07    0.31480E-08    0.15999E-12
   388    0.17066E+04    0.19606E+02    0.68714E-07    0.19606E+02    0.20662E+02    0.31418E-08    0.68714E-07    0.31418E-08    0.15860E-12
   389    0.16981E+04    0.17717E+02    0.67794E-07    0.17717E+02    0.20678E+02    0.31362E-08    0.67794E-07    0.31362E-08    0.15723E-12
   390    0.16900E+04    0.15832E+02    0.66879E-07    0.15832E+02    0.20694E+02    0.31313E-08    0.66879E-07    0.31313E-08    0.15587E-12
   391    0.16823E+04    0.13948E+02    0.65969E-07    0.13948E+02    0.20705E+02    0.31271E-08    0.65969E-07    0.31271E-08    0.15453E-12
   392    0.16750E+04    0.12068E+02    0.65063E-07    0.12068E+02    0.20713E+02    0.31236E-08    0.65063E-07    0.31236E-08    0.15320E-12
   393    0.16682E+04    0.10192E+02    0.64162E-07    0.10192E+02    0.20717E+02    0.31209E-08    0.64162E-07    0.31209E-08    0.15189E-12
   394    0.16618E+04    0.83225E+01    0.63265E-07    0.83225E+01    0.20717E+02    0.31189E-08    0.63265E-07    0.31189E-08    0.15059E-12
   395    0.16557E+04    0.64573E+01    0.62372E-07    0.64573E+01    0.20712E+02    0.31178E-08    0.62372E-07    0.31178E-08    0.14930E-12
   396    0.16501E+04    0.46001E+01    0.61482E-07    0.46001E+01    0.20704E+02    0.31176E-08    0.61482E-07    0.31176E-08    0.14803E-12
   397    0.16449E+04    0.27497E+01    0.60596E-07    0.27497E+01    0.20693E+02    0.31183E-08    0.60596E-07    0.31183E-08    0.14677E-12
   398    0.16401E+04    0.90735E+00    0.59712E-07    0.90735E+00    0.20677E+02    0.31199E-08    0.59712E-07    0.31199E-08    0.14552E-12
   399    0.16357E+04   -0.92610E+00    0.58830E-07   -0.92610E+00    0.20657E+02    0.31225E-08    0.58830E-07    0.31225E-08    0.14428E-12
   400    0.16317E+04   -0.27498E+01    0.57950E-07   -0.27498E+01    0.20634E+02    0.31261E-08    0.57950E-07    0.31261E-08    0.14306E-12
   401    0.16281E+04   -0.45630E+01    0.57073E-07   -0.45630E+01    0.20607E+02    0.31307E-08    0.57073E-07    0.31307E-08    0.14185E-12
   402    0.16249E+04   -0.63651E+01    0.56197E-07   -0.63651E+01    0.20575E+02    0.31364E-08    0.56197E-07    0.31364E-08    0.14065E-12
   403    0.16221E+04   -0.81552E+01    0.55323E-07   -0.81552E+01    0.20540E+02    0.31429E-08    0.55323E-07    0.31429E-08    0.13947E-12
   404    0.16196E+04   -0.99321E+01    0.54452E-07   -0.99321E+01    0.20502E+02    0.31504E-08    0.54452E-07    0.31504E-08    0.13830E-12
   405    0.16176E+04   -0.11696E+02    0.53584E-07   -0.11696E+02    0.20458E+02    0.31586E-08    0.53584E-07    0.31586E-08    0.13713E-12
   406    0.16159E+04   -0.13446E+02    0.52718E-07   -0.13446E+02    0.20412E+02    0.31676E-08    0.52718E-07    0.31676E-08    0.13598E-12
   407    0.16146E+04   -0.15182E+02    0.51856E-07   -0.15182E+02    0.20362E+02    0.31774E-08    0.51856E-07    0.31774E-08    0.13485E-12
   408    0.16137E+04   -0.16901E+02    0.50996E-07   -0.16901E+02    0.20308E+02    0.31878E-08    0.50996E-07    0.31878E-08    0.13372E-12
   409    0.16132E+04   -0.18605E+02    0.50141E-07   -0.18605E+02    0.20252E+02    0.31988E-08    0.50141E-07    0.31988E-08    0.13260E-12
   410    0.16130E+04   -0.20292E+02    0.49289E-07   -0.20292E+02    0.20190E+02    0.32103E-08    0.49289E-07    0.32103E-08    0.13150E-12
   411    0.16132E+04   -0.21961E+02    0.48440E-07   -0.21961E+02    0.20125E+02    0.32223E-08    0.48440E-07    0.32223E-08    0.13041E-12
   412    0.16137E+04   -0.23613E+02    0.47596E-07   -0.23613E+02    0.20057E+02    0.32348E-08    0.47596E-07    0.32348E-08    0.12933E-12
   413    0.16146E+04   -0.25245E+02    0.46757E-07   -0.25245E+02    0.19985E+02    0.32476E-08    0.46757E-07    0.32476E-08    0.12825E-12
   414    0.16158E+04   -0.26859E+02    0.45922E-07   -0.26859E+02    0.19910E+02    0.32608E-08    0.45922E-07    0.32608E-08    0.12719E-12
   415    0.16174E+04   -0.28451E+02    0.45092E-07   -0.28451E+02    0.19832E+02    0.32742E-08    0.45092E-07    0.32742E-08    0.12615E-12
   416    0.16192E+04   -0.30024E+02    0.44267E-07   -0.30024E+02    0.19750E+02    0.32879E-08    0.44267E-07    0.32879E-08    0.12511E-12
   417    0.16214E+04   -0.31577E+02    0.43447E-07   -0.31577E+02    0.19664E+02    0.33017E-08    0.43447E-07    0.33017E-08    0.12408E-12
   418    0.16240E+04   -0.33106E+02    0.42633E-07   -0.33106E+02    0.19574E+02    0.33155E-08    0.42633E-07    0.33155E-08    0.12306E-12
   419    0.16269E+04   -0.34613E+02    0.41824E-07   -0.34613E+02    0.19482E+02    0.33295E-08    0.41824E-07    0.33295E-08    0.12205E-12
   420    0.16300E+04   -0.36098E+02    0.41021E-07   -0.36098E+02    0.19386E+02    0.33434E-08    0.41021E-07    0.33434E-08    0.12106E-12
   421    0.16336E+04   -0.37558E+02    0.40225E-07   -0.37558E+02    0.19288E+02    0.33573E-08    0.40225E-07    0.33573E-08    0.12007E-12
   422    0.16374E+04   -0.38995E+02    0.39434E-07   -0.38995E+02    0.19185E+02    0.33710E-08    0.39434E-07    0.33710E-08    0.11909E-12
   423    0.16415E+04   -0.40407E+02    0.38651E-07   -0.40407E+02    0.19080E+02    0.33846E-08    0.38651E-07    0.33846E-08    0.11813E-12
   424    0.16458E+04   -0.41795E+02    0.37874E-07   -0.41795E+02    0.18971E+02    0.33979E-08    0.37874E-07    0.33979E-08    0.11717E-12
   425    0.16505E+04   -0.43156E+02    0.37104E-07   -0.43156E+02    0.18859E+02    0.34109E-08    0.37104E-07    0.34109E-08    0.11622E-12
   426    0.16555E+04   -0.44490E+02    0.36341E-07   -0.44490E+02    0.18744E+02    0.34236E-08    0.36341E-07    0.34236E-08    0.11528E-12
   427    0.16607E+04   -0.45800E+02    0.35586E-07   -0.45800E+02    0.18627E+02    0.34359E-08    0.35586E-07    0.34359E-08    0.11435E-12
   428    0.16661E+04   -0.47080E+02    0.34839E-07   -0.47080E+02    0.18506E+02    0.34477E-08    0.34839E-07    0.34477E-08    0.11343E-12
   429    0.16718E+04   -0.48333E+02    0.34099E-07   -0.48333E+02    0.18382E+02    0.34591E-08    0.34099E-07    0.34591E-08    0.11252E-12
   430    0.16779E+04   -0.49559E+02    0.33368E-07   -0.49559E+02    0.18257E+02    0.34698E-08    0.33368E-07    0.34698E-08    0.11162E-12
   431    0.16841E+04   -0.50756E+02    0.32645E-07   -0.50756E+02    0.18128E+02    0.34800E-08    0.32645E-07    0.34800E-08    0.11073E-12
   432    0.16905E+04   -0.51925E+02    0.31930E-07   -0.51925E+02    0.17996E+02    0.34894E-08    0.31930E-07    0.34894E-08    0.10985E-12
   433    0.16973E+04   -0.53063E+02    0.31224E-07   -0.53063E+02    0.17863E+02    0.34981E-08    0.31224E-07    0.34981E-08    0.10897E-12
   434    0.17042E+04   -0.54173E+02    0.30528E-07   -0.54173E+02    0.17726E+02    0.35061E-08    0.30528E-07    0.35061E-08    0.10811E-12
   435    0.17113E+04   -0.55253E+02    0.29840E-07   -0.55253E+02    0.17588E+02    0.35132E-08    0.29840E-07    0.35132E-08    0.10725E-12
   436    0.17187E+04   -0.56303E+02    0.29162E-07   -0.56303E+02    0.17447E+02    0.35193E-08    0.29162E-07    0.35193E-08    0.10640E-12
   437    0.17264E+04   -0.57321E+02    0.28493E-07   -0.57321E+02    0.17303E+02    0.35246E-08    0.28493E-07    0.35246E-08    0.10556E-12
   438    0.17341E+04   -0.58307E+02    0.27835E-07   -0.58307E+02    0.17157E+02    0.35288E-08    0.27835E-07    0.35288E-08    0.10473E-12
   439    0.17421E+04   -0.59264E+02    0.27186E-07   -0.59264E+02    0.17010E+02    0.35319E-08    0.27186E-07    0.35319E-08    0.10391E-12
   440    0.17503E+04   -0.60187E+02    0.26548E-07   -0.60187E+02    0.16860E+02    0.35340E-08    0.26548E-07    0.35340E-08    0.10309E-12
   441    0.17587E+04   -0.61080E+02    0.25920E-07   -0.61080E+02    0.16709E+02    0.35348E-08    0.25920E-07    0.35348E-08    0.10228E-12
   442    0.17672E+04   -0.61940E+02    0.25303E-07   -0.61940E+02    0.16555E+02    0.35344E-08    0.25303E-07    0.35344E-08    0.10148E-12
   443    0.17759E+04   -0.62767E+02    0.24697E-07   -0.62767E+02    0.16399E+02    0.35327E-08    0.24697E-07    0.35327E-08    0.10069E-12
   444    0.17848E+04   -0.63561E+02    0.24102E-07   -0.63561E+02    0.16243E+02    0.35297E-08    0.24102E-07    0.35297E-08    0.99904E-13
   445    0.17938E+04   -0.64322E+02    0.23519E-07   -0.64322E+02    0.16082E+02    0.35253E-08    0.23519E-07    0.35253E-08    0.99126E-13
   446    0.18029E+04   -0.65049E+02    0.22947E-07   -0.65049E+02    0.15922E+02    0.35194E-08    0.22947E-07    0.35194E-08    0.98356E-13
   447    0.18122E+04   -0.65744E+02    0.22387E-07   -0.65744E+02    0.15761E+02    0.35120E-08    0.22387E-07    0.35120E-08    0.97593E-13
   448    0.18216E+04   -0.66405E+02    0.21839E-07   -0.66405E+02    0.15597E+02    0.35030E-08    0.21839E-07    0.35030E-08    0.96837E-13
   449    0.18311E+04   -0.67032E+02    0.21303E-07   -0.67032E+02    0.15432E+02    0.34925E-08    0.21303E-07    0.34925E-08    0.96088E-13
   450    0.18409E+04   -0.67625E+02    0.20780E-07   -0.67625E+02    0.15267E+02    0.34802E-08    0.20780E-07    0.34802E-08    0.95346E-13
   451    0.18506E+04   -0.68184E+02    0.20270E-07   -0.68184E+02    0.15100E+02    0.34662E-08    0.20270E-07    0.34662E-08    0.94611E-13
   452    0.18605E+04   -0.68710E+02    0.19772E-07   -0.68710E+02    0.14932E+02    0.34505E-08    0.19772E-07    0.34505E-08    0.93883E-13
   453    0.18705E+04   -0.69202E+02    0.19286E-07   -0.69202E+02    0.14763E+02    0.34332E-08    0.19286E-07    0.34332E-08    0.93161E-13
   454    0.18806E+04   -0.69659E+02    0.18813E-07   -0.69659E+02    0.14593E+02    0.34143E-08    0.18813E-07    0.34143E-08    0.92446E-13
   455    0.18907E+04   -0.70084E+02    0.18351E-07   -0.70084E+02    0.14423E+02    0.33939E-08    0.18351E-07    0.33939E-08    0.91737E-13
   456    0.19010E+04   -0.70468E+02    0.17902E-07   -0.70468E+02    0.14251E+02    0.33719E-08    0.17902E-07    0.33719E-08    0.91035E-13
   457    0.19112E+04   -0.70827E+02    0.17464E-07   -0.70827E+02    0.14080E+02    0.33485E-08    0.17464E-07    0.33485E-08    0.90340E-13
   458    0.19216E+04   -0.71141E+02    0.17037E-07   -0.71141E+02    0.13908E+02    0.33236E-08    0.17037E-07    0.33236E-08    0.89651E-13
   459    0.19321E+04   -0.71426E+02    0.16622E-07   -0.71426E+02    0.13736E+02    0.32974E-08    0.16622E-07    0.32974E-08    0.88968E-13
   460    0.19426E+04   -0.71677E+02    0.16217E-07   -0.71677E+02    0.13562E+02    0.32699E-08    0.16217E-07    0.32699E-08    0.88291E-13
   461    0.19531E+04   -0.71893E+02    0.15824E-07   -0.71893E+02    0.13389E+02    0.32411E-08    0.15824E-07    0.32411E-08    0.87621E-13
   462    0.19637E+04   -0.72070E+02    0.15442E-07   -0.72070E+02    0.13215E+02    0.32110E-08    0.15442E-07    0.32110E-08    0.86957E-13
   463    0.19742E+04   -0.72225E+02    0.15069E-07   -0.72225E+02    0.13042E+02    0.31798E-08    0.15069E-07    0.31798E-08    0.86299E-13
   464    0.19848E+04   -0.72329E+02    0.14708E-07   -0.72329E+02    0.12870E+02    0.31474E-08    0.14708E-07    0.31474E-08    0.85647E-13
   465    0.19953E+04   -0.72412E+02    0.14356E-07   -0.72412E+02    0.12697E+02    0.31140E-08    0.14356E-07    0.31140E-08    0.85001E-13
   466    0.20059E+04   -0.72451E+02    0.14015E-07   -0.72451E+02    0.12524E+02    0.30795E-08    0.14015E-07    0.30795E-08    0.84361E-13
   467    0.20166E+04   -0.72461E+02    0.13683E-07   -0.72461E+02    0.12351E+02    0.30440E-08    0.13683E-07    0.30440E-08    0.83727E-13
   468    0.20272E+04   -0.72436E+02    0.13361E-07   -0.72436E+02    0.12180E+02    0.30075E-08    0.13361E-07    0.30075E-08    0.83099E-13
   469    0.20378E+04   -0.72381E+02    0.13048E-07   -0.72381E+02    0.12008E+02    0.29701E-08    0.13048E-07    0.29701E-08    0.82477E-13
   470    0.20485E+04   -0.72290E+02    0.12744E-07   -0.72290E+02    0.11837E+02    0.29319E-08    0.12744E-07    0.29319E-08    0.81860E-13
   471    0.20589E+04   -0.72164E+02    0.12450E-07   -0.72164E+02    0.11668E+02    0.28929E-08    0.12450E-07    0.28929E-08    0.81249E-13
   472    0.20695E+04   -0.72008E+02    0.12164E-07   -0.72008E+02    0.11499E+02    0.28530E-08    0.12164E-07    0.28530E-08    0.80644E-13
   473    0.20800E+04   -0.71817E+02    0.11888E-07   -0.71817E+02    0.11331E+02    0.28125E-08    0.11888E-07    0.28125E-08    0.80044E-13
   474    0.20905E+04   -0.71596E+02    0.11619E-07   -0.71596E+02    0.11165E+02    0.27713E-08    0.11619E-07    0.27713E-08    0.79450E-13
   475    0.21009E+04   -0.71340E+02    0.11359E-07   -0.71340E+02    0.10998E+02    0.27294E-08    0.11359E-07    0.27294E-08    0.78861E-13
   476    0.21113E+04   -0.71050E+02    0.11107E-07   -0.71050E+02    0.10834E+02    0.26869E-08    0.11107E-07    0.26869E-08    0.78277E-13
   477    0.21215E+04   -0.70736E+02    0.10864E-07   -0.70736E+02    0.10671E+02    0.26440E-08    0.10864E-07    0.26440E-08    0.77699E-13
   478    0.21318E+04   -0.70379E+02    0.10628E-07   -0.70379E+02    0.10508E+02    0.26005E-08    0.10628E-07    0.26005E-08    0.77127E-13
   479    0.21419E+04   -0.70003E+02    0.10399E-07   -0.70003E+02    0.10348E+02    0.25565E-08    0.10399E-07    0.25565E-08    0.76559E-13
   480    0.21520E+04   -0.69591E+02    0.10178E-07   -0.69591E+02    0.10190E+02    0.25122E-08    0.10178E-07    0.25122E-08    0.75997E-13
   481    0.21620E+04   -0.69144E+02    0.99643E-08   -0.69144E+02    0.10033E+02    0.24675E-08    0.99643E-08    0.24675E-08    0.75439E-13
   482    0.21720E+04   -0.68670E+02    0.97576E-08   -0.68670E+02    0.98780E+01    0.24224E-08    0.97576E-08    0.24224E-08    0.74887E-13
   483    0.21818E+04   -0.68170E+02    0.95578E-08   -0.68170E+02    0.97249E+01    0.23772E-08    0.95578E-08    0.23772E-08    0.74340E-13
   484    0.21914E+04   -0.67639E+02    0.93647E-08   -0.67639E+02    0.95740E+01    0.23317E-08    0.93647E-08    0.23317E-08    0.73798E-13
   485    0.22011E+04   -0.67077E+02    0.91781E-08   -0.67077E+02    0.94247E+01    0.22860E-08    0.91781E-08    0.22860E-08    0.73260E-13
   486    0.22107E+04   -0.66488E+02    0.89978E-08   -0.66488E+02    0.92784E+01    0.22402E-08    0.89978E-08    0.22402E-08    0.72728E-13
   487    0.22201E+04   -0.65871E+02    0.88237E-08   -0.65871E+02    0.91344E+01    0.21943E-08    0.88237E-08    0.21943E-08    0.72200E-13
   488    0.22293E+04   -0.65226E+02    0.86555E-08   -0.65226E+02    0.89919E+01    0.21483E-08    0.86555E-08    0.21483E-08    0.71677E-13
   489    0.22385E+04   -0.64554E+02    0.84932E-08   -0.64554E+02    0.88524E+01    0.21024E-08    0.84932E-08    0.21024E-08    0.71159E-13
   490    0.22475E+04   -0.63854E+02    0.83364E-08   -0.63854E+02    0.87160E+01    0.20565E-08    0.83364E-08    0.20565E-08    0.70645E-13
   491    0.22563E+04   -0.63129E+02    0.81851E-08   -0.63129E+02    0.85818E+01    0.20107E-08    0.81851E-08    0.20107E-08    0.70136E-13
   492    0.22651E+04   -0.62379E+02    0.80390E-08   -0.62379E+02    0.84506E+01    0.19651E-08    0.80390E-08    0.19651E-08    0.69631E-13
   493    0.22737E+04   -0.61601E+02    0.78979E-08   -0.61601E+02    0.83209E+01    0.19197E-08    0.78979E-08    0.19197E-08    0.69131E-13
   494    0.22822E+04   -0.60801E+02    0.77617E-08   -0.60801E+02    0.81957E+01    0.18745E-08    0.77617E-08    0.18745E-08    0.68635E-13
   495    0.22905E+04   -0.59976E+02    0.76302E-08   -0.59976E+02    0.80728E+01    0.18295E-08    0.76302E-08    0.18295E-08    0.68143E-13
   496    0.22986E+04   -0.59128E+02    0.75032E-08   -0.59128E+02    0.79536E+01    0.17850E-08    0.75032E-08    0.17850E-08    0.67656E-13
   497    0.23065E+04   -0.58255E+02    0.73806E-08   -0.58255E+02    0.78374E+01    0.17407E-08    0.73806E-08    0.17407E-08    0.67173E-13
   498    0.23144E+04   -0.57362E+02    0.72621E-08   -0.57362E+02    0.77234E+01    0.16969E-08    0.72621E-08    0.16969E-08    0.66694E-13
   499    0.23221E+04   -0.56445E+02    0.71475E-08   -0.56445E+02    0.76139E+01    0.16536E-08    0.71475E-08    0.16536E-08    0.66220E-13
   500    0.23296E+04   -0.55509E+02    0.70368E-08   -0.55509E+02    0.75066E+01    0.16108E-08    0.70368E-08    0.16108E-08    0.65749E-13
   501    0.23368E+04   -0.54552E+02    0.69296E-08   -0.54552E+02    0.74038E+01    0.15685E-08    0.69296E-08    0.15685E-08    0.65282E-13
   502    0.23440E+04   -0.53574E+02    0.68260E-08   -0.53574E+02    0.73047E+01    0.15268E-08    0.68260E-08    0.15268E-08    0.64820E-13
   503    0.23509E+04   -0.52577E+02    0.67259E-08   -0.52577E+02    0.72086E+01    0.14856E-08    0.67259E-08    0.14856E-08    0.64361E-13
   504    0.23576E+04   -0.51560E+02    0.66293E-08   -0.51560E+02    0.71161E+01    0.14450E-08    0.66293E-08    0.14450E-08    0.63906E-13
   505    0.23643E+04   -0.50526E+02    0.65362E-08   -0.50526E+02    0.70281E+01    0.14048E-08    0.65362E-08    0.14048E-08    0.63455E-13
   506    0.23706E+04   -0.49474E+02    0.64464E-08   -0.49474E+02    0.69440E+01    0.13652E-08    0.64464E-08    0.13652E-08    0.63008E-13
   507    0.23769E+04   -0.48405E+02    0.63600E-08   -0.48405E+02    0.68634E+01    0.13261E-08    0.63600E-08    0.13261E-08    0.62564E-13
   508    0.23828E+04   -0.47319E+02    0.62770E-08   -0.47319E+02    0.67873E+01    0.12875E-08    0.62770E-08    0.12875E-08    0.62125E-13
   509    0.23886E+04   -0.46218E+02    0.61972E-08   -0.46218E+02    0.67149E+01    0.12493E-08    0.61972E-08    0.12493E-08    0.61689E-13
   510    0.23941E+04   -0.45103E+02    0.61207E-08   -0.45103E+02    0.66467E+01    0.12117E-08    0.61207E-08    0.12117E-08    0.61257E-13
   511    0.23996E+04   -0.43972E+02    0.60474E-08   -0.43972E+02    0.65825E+01    0.11745E-08    0.60474E-08    0.11745E-08    0.60829E-13
   512    0.24047E+04   -0.42828E+02    0.59772E-08   -0.42828E+02    0.65227E+01    0.11377E-08    0.59772E-08    0.11377E-08    0.60404E-13
   513    0.24097E+04   -0.41671E+02    0.59102E-08   -0.41671E+02    0.64671E+01    0.11014E-08    0.59102E-08    0.11014E-08    0.59983E-13
   514    0.24144E+04   -0.40503E+02    0.58463E-08   -0.40503E+02    0.64159E+01    0.10656E-08    0.58463E-08    0.10656E-08    0.59565E-13
   515    0.24190E+04   -0.39322E+02    0.57855E-08   -0.39322E+02    0.63692E+01    0.10301E-08    0.57855E-08    0.10301E-08    0.59151E-13
   516    0.24233E+04   -0.38130E+02    0.57276E-08   -0.38130E+02    0.63269E+01    0.99514E-09    0.57276E-08    0.99514E-09    0.58741E-13
   517    0.24274E+04   -0.36929E+02    0.56728E-08   -0.36929E+02    0.62892E+01    0.96054E-09    0.56728E-08    0.96054E-09    0.58334E-13
   518    0.24312E+04   -0.35718E+02    0.56209E-08   -0.35718E+02    0.62560E+01    0.92634E-09    0.56209E-08    0.92634E-09    0.57930E-13
   519    0.24350E+04   -0.34497E+02    0.55719E-08   -0.34497E+02    0.62275E+01    0.89253E-09    0.55719E-08    0.89253E-09    0.57530E-13
   520    0.24384E+04   -0.33269E+02    0.55257E-08   -0.33269E+02    0.62035E+01    0.85911E-09    0.55257E-08    0.85911E-09    0.57134E-13
   521    0.24416E+04   -0.32034E+02    0.54824E-08   -0.32034E+02    0.61842E+01    0.82606E-09    0.54824E-08    0.82606E-09    0.56741E-13
   522    0.24445E+04   -0.30791E+02    0.54419E-08   -0.30791E+02    0.61698E+01    0.79337E-09    0.54419E-08    0.79337E-09    0.56351E-13
   523    0.24473E+04   -0.29543E+02    0.54041E-08   -0.29543E+02    0.61601E+01    0.76104E-09    0.54041E-08    0.76104E-09    0.55964E-13
   524    0.24499E+04   -0.28291E+02    0.53690E-08   -0.28291E+02    0.61551E+01    0.72906E-09    0.53690E-08    0.72906E-09    0.55581E-13
   525    0.24521E+04   -0.27032E+02    0.53366E-08   -0.27032E+02    0.61550E+01    0.69741E-09    0.53366E-08    0.69741E-09    0.55201E-13
   526    0.24541E+04   -0.25770E+02    0.53069E-08   -0.25770E+02    0.61598E+01    0.66608E-09    0.53069E-08    0.66608E-09    0.54824E-13
   527    0.24561E+04   -0.24506E+02    0.52797E-08   -0.24506E+02    0.61694E+01    0.63508E-09    0.52797E-08    0.63508E-09    0.54450E-13
   528    0.24577E+04   -0.23240E+02    0.52551E-08   -0.23240E+02    0.61839E+01    0.60438E-09    0.52551E-08    0.60438E-09    0.54080E-13
   529    0.24591E+04   -0.21971E+02    0.52330E-08   -0.21971E+02    0.62035E+01    0.57399E-09    0.52330E-08    0.57399E-09    0.53713E-13
   530    0.24603E+04   -0.20703E+02    0.52134E-08   -0.20703E+02    0.62280E+01    0.54388E-09    0.52134E-08    0.54388E-09    0.53348E-13
   531    0.24614E+04   -0.19433E+02    0.51963E-08   -0.19433E+02    0.62574E+01    0.51406E-09    0.51963E-08    0.51406E-09    0.52987E-13
   532    0.24620E+04   -0.18165E+02    0.51815E-08   -0.18165E+02    0.62919E+01    0.48450E-09    0.51815E-08    0.48450E-09    0.52629E-13
   533    0.24625E+04   -0.16898E+02    0.51691E-08   -0.16898E+02    0.63314E+01    0.45521E-09    0.51691E-08    0.45521E-09    0.52274E-13
   534    0.24627E+04   -0.15634E+02    0.51591E-08   -0.15634E+02    0.63759E+01    0.42618E-09    0.51591E-08    0.42618E-09    0.51922E-13
   535    0.24628E+04   -0.14373E+02    0.51513E-08   -0.14373E+02    0.64256E+01    0.39738E-09    0.51513E-08    0.39738E-09    0.51573E-13
   536    0.24626E+04   -0.13114E+02    0.51457E-08   -0.13114E+02    0.64802E+01    0.36883E-09    0.51457E-08    0.36883E-09    0.51226E-13
   537    0.24622E+04   -0.11861E+02    0.51424E-08   -0.11861E+02    0.65399E+01    0.34049E-09    0.51424E-08    0.34049E-09    0.50883E-13
   538    0.24615E+04   -0.10612E+02    0.51413E-08   -0.10612E+02    0.66047E+01    0.31238E-09    0.51413E-08    0.31238E-09    0.50543E-13
   539    0.24607E+04   -0.93698E+01    0.51423E-08   -0.93698E+01    0.66744E+01    0.28447E-09    0.51423E-08    0.28447E-09    0.50205E-13
   540    0.24596E+04   -0.81341E+01    0.51454E-08   -0.81341E+01    0.67494E+01    0.25676E-09    0.51454E-08    0.25676E-09    0.49870E-13
   541    0.24583E+04   -0.69050E+01    0.51505E-08   -0.69050E+01    0.68293E+01    0.22924E-09    0.51505E-08    0.22924E-09    0.49538E-13
   542    0.24568E+04   -0.56848E+01    0.51577E-08   -0.56848E+01    0.69143E+01    0.20190E-09    0.51577E-08    0.20190E-09    0.49208E-13
   543    0.24550E+04   -0.44731E+01    0.51668E-08   -0.44731E+01    0.70044E+01    0.17472E-09    0.51668E-08    0.17472E-09    0.48882E-13
   544    0.24531E+04   -0.32707E+01    0.51779E-08   -0.32707E+01    0.70995E+01    0.14771E-09    0.51779E-08    0.14771E-09    0.48557E-13
   545    0.24509E+04   -0.20783E+01    0.51909E-08   -0.20783E+01    0.71996E+01    0.12085E-09    0.51909E-08    0.12085E-09    0.48236E-13
   546    0.24485E+04   -0.89691E+00    0.52058E-08   -0.89691E+00    0.73045E+01    0.94138E-10    0.52058E-08    0.94138E-10    0.47917E-13
   547    0.24459E+04    0.27324E+00    0.52225E-08    0.27324E+00    0.74144E+01    0.67555E-10    0.52225E-08    0.67555E-10    0.47601E-13
   548    0.24431E+04    0.14311E+01    0.52409E-08    0.14311E+01    0.75293E+01    0.41097E-10    0.52409E-08    0.41097E-10    0.47287E-13
   549    0.24401E+04    0.25760E+01    0.52612E-08    0.25760E+01    0.76491E+01    0.14753E-10    0.52612E-08    0.14753E-10    0.46976E-13
   550    0.24369E+04    0.37073E+01    0.52831E-08    0.37073E+01    0.77739E+01   -0.11485E-10    0.52831E-08   -0.11485E-10    0.46667E-13
   551    0.24336E+04    0.48246E+01    0.53067E-08    0.48246E+01    0.79037E+01   -0.37624E-10    0.53067E-08   -0.37624E-10    0.46361E-13
   552    0.24299E+04    0.59266E+01    0.53320E-08    0.59266E+01    0.80385E+01   -0.63663E-10    0.53320E-08   -0.63663E-10    0.46057E-13
   553    0.24261E+04    0.70133E+01    0.53588E-08    0.70133E+01    0.81767E+01   -0.89599E-10    0.53588E-08   -0.89599E-10    0.45756E-13
   554    0.24221E+04    0.80838E+01    0.53873E-08    0.80838E+01    0.83214E+01   -0.11543E-09    0.53873E-08   -0.11543E-09    0.45457E-13
   555    0.24179E+04    0.91374E+01    0.54174E-08    0.91374E+01    0.84703E+01   -0.14115E-09    0.54174E-08   -0.14115E-09    0.45160E-13
   556    0.24135E+04    0.10174E+02    0.54489E-08    0.10174E+02    0.86242E+01   -0.16675E-09    0.54489E-08   -0.16675E-09    0.44866E-13
   557    0.24090E+04    0.11192E+02    0.54820E-08    0.11192E+02    0.87822E+01   -0.19224E-09    0.54820E-08   -0.19224E-09    0.44574E-13
   558    0.24042E+04    0.12191E+02    0.55166E-08    0.12191E+02    0.89460E+01   -0.21761E-09    0.55166E-08   -0.21761E-09    0.44284E-13
   559    0.23992E+04    0.13172E+02    0.55526E-08    0.13172E+02    0.91133E+01   -0.24286E-09    0.55526E-08   -0.24286E-09    0.43997E-13
   560    0.23942E+04    0.14132E+02    0.55901E-08    0.14132E+02    0.92848E+01   -0.26797E-09    0.55901E-08   -0.26797E-09    0.43712E-13
   561    0.23887E+04    0.15072E+02    0.56290E-08    0.15072E+02    0.94613E+01   -0.29296E-09    0.56290E-08   -0.29296E-09    0.43429E-13
   562    0.23833E+04    0.15991E+02    0.56692E-08    0.15991E+02    0.96427E+01   -0.31782E-09    0.56692E-08   -0.31782E-09    0.43148E-13
   563    0.23777E+04    0.16890E+02    0.57108E-08    0.16890E+02    0.98275E+01   -0.34253E-09    0.57108E-08   -0.34253E-09    0.42870E-13
   564    0.23719E+04    0.17765E+02    0.57537E-08    0.17765E+02    0.10018E+02   -0.36711E-09    0.57537E-08   -0.36711E-09    0.42594E-13
   565    0.23660E+04    0.18619E+02    0.57980E-08    0.18619E+02    0.10211E+02   -0.39154E-09    0.57980E-08   -0.39154E-09    0.42320E-13
   566    0.23599E+04    0.19448E+02    0.58435E-08    0.19448E+02    0.10410E+02   -0.41583E-09    0.58435E-08   -0.41583E-09    0.42048E-13
