#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    34    0.10798E+04    0.18549E+01    0.34969E-04    0.18549E+01    0.31919E-01   -0.40935E-07    0.34969E-04   -0.40935E-07    0.11375E-09
    35    0.10964E+04    0.18415E+01    0.33132E-04    0.18415E+01    0.35188E-01   -0.36468E-07    0.33132E-04   -0.36468E-07    0.10737E-09
    36    0.11130E+04    0.18210E+01    0.31425E-04    0.18210E+01    0.38684E-01   -0.28665E-07    0.31425E-04   -0.28665E-07    0.10148E-09
    37    0.11298E+04    0.17895E+01    0.29849E-04    0.17895E+01    0.42405E-01   -0.20805E-07    0.29849E-04   -0.20805E-07    0.96016E-10
    38    0.11470E+04    0.17445E+01    0.28400E-04    0.17445E+01    0.46358E-01   -0.15772E-07    0.28400E-04   -0.15772E-07    0.90950E-10
    39    0.11645E+04    0.16886E+01    0.27062E-04    0.16886E+01    0.50551E-01   -0.12962E-07    0.27062E-04   -0.12962E-07    0.86243E-10
    40    0.11822E+04    0.16254E+01    0.25814E-04    0.16254E+01    0.55003E-01   -0.10900E-07    0.25814E-04   -0.10900E-07    0.81862E-10
    41    0.12001E+04    0.15571E+01    0.24638E-04    0.15571E+01    0.59732E-01   -0.84422E-08    0.24638E-04   -0.84422E-08    0.77775E-10
    42    0.12180E+04    0.14817E+01    0.23528E-04    0.14817E+01    0.64740E-01   -0.57706E-08    0.23528E-04   -0.57706E-08    0.73958E-10
    43    0.12360E+04    0.13962E+01    0.22483E-04    0.13962E+01    0.70025E-01   -0.33982E-08    0.22483E-04   -0.33982E-08    0.70393E-10
    44    0.12540E+04    0.12985E+01    0.21501E-04    0.12985E+01    0.75569E-01   -0.18380E-08    0.21501E-04   -0.18380E-08    0.67058E-10
    45    0.12723E+04    0.11865E+01    0.20579E-04    0.11865E+01    0.81366E-01   -0.16031E-08    0.20579E-04   -0.16031E-08    0.63933E-10
    46    0.12910E+04    0.10570E+01    0.19715E-04    0.10570E+01    0.87413E-01   -0.30139E-08    0.19715E-04   -0.30139E-08    0.60998E-10
    47    0.13098E+04    0.91173E+00    0.18903E-04    0.91173E+00    0.93712E-01   -0.56195E-08    0.18903E-04   -0.56195E-08    0.58241E-10
    48    0.13286E+04    0.75653E+00    0.18137E-04    0.75653E+00    0.10027E+00   -0.87762E-08    0.18137E-04   -0.87762E-08    0.55649E-10
    49    0.13476E+04    0.59648E+00    0.17412E-04    0.59648E+00    0.10708E+00   -0.11840E-07    0.17412E-04   -0.11840E-07    0.53210E-10
    50    0.13670E+04    0.42996E+00    0.16722E-04    0.42996E+00    0.11411E+00   -0.14168E-07    0.16722E-04   -0.14168E-07    0.50912E-10
    51    0.13866E+04    0.25346E+00    0.16063E-04    0.25346E+00    0.12134E+00   -0.15280E-07    0.16063E-04   -0.15280E-07    0.48744E-10
    52    0.14066E+04    0.61723E-01    0.15434E-04    0.61723E-01    0.12886E+00   -0.15349E-07    0.15434E-04   -0.15349E-07    0.46697E-10
    53    0.14266E+04   -0.14910E+00    0.14837E-04   -0.14910E+00    0.13681E+00   -0.14713E-07    0.14837E-04   -0.14713E-07    0.44764E-10
    54    0.14465E+04   -0.37491E+00    0.14273E-04   -0.37491E+00    0.14518E+00   -0.13708E-07    0.14273E-04   -0.13708E-07    0.42936E-10
    55    0.14665E+04   -0.61147E+00    0.13745E-04   -0.61147E+00    0.15393E+00   -0.12673E-07    0.13745E-04   -0.12673E-07    0.41206E-10
    56    0.14869E+04   -0.86062E+00    0.13251E-04   -0.86062E+00    0.16294E+00   -0.11871E-07    0.13251E-04   -0.11871E-07    0.39567E-10
    57    0.15076E+04   -0.11221E+01    0.12790E-04   -0.11221E+01    0.17209E+00   -0.11273E-07    0.12790E-04   -0.11273E-07    0.38012E-10
    58    0.15285E+04   -0.13965E+01    0.12356E-04   -0.13965E+01    0.18139E+00   -0.10778E-07    0.12356E-04   -0.10778E-07    0.36538E-10
    59    0.15497E+04   -0.16842E+01    0.11944E-04   -0.16842E+01    0.19088E+00   -0.10284E-07    0.11944E-04   -0.10284E-07    0.35138E-10
    60    0.15709E+04   -0.19843E+01    0.11551E-04   -0.19843E+01    0.20063E+00   -0.96876E-08    0.11551E-04   -0.96876E-08    0.33807E-10
    61    0.15927E+04   -0.22958E+01    0.11172E-04   -0.22958E+01    0.21071E+00   -0.89240E-08    0.11172E-04   -0.89240E-08    0.32542E-10
    62    0.16143E+04   -0.26198E+01    0.10806E-04   -0.26198E+01    0.22113E+00   -0.80690E-08    0.10806E-04   -0.80690E-08    0.31337E-10
    63    0.16360E+04   -0.29574E+01    0.10453E-04   -0.29574E+01    0.23182E+00   -0.72345E-08    0.10453E-04   -0.72345E-08    0.30191E-10
    64    0.16581E+04   -0.33100E+01    0.10113E-04   -0.33100E+01    0.24282E+00   -0.65323E-08    0.10113E-04   -0.65323E-08    0.29099E-10
    65    0.16803E+04   -0.36784E+01    0.97846E-05   -0.36784E+01    0.25408E+00   -0.60743E-08    0.97846E-05   -0.60743E-08    0.28058E-10
    66    0.17028E+04   -0.40608E+01    0.94686E-05   -0.40608E+01    0.26554E+00   -0.59451E-08    0.94686E-05   -0.59451E-08    0.27066E-10
    67    0.17254E+04   -0.44544E+01    0.91650E-05   -0.44544E+01    0.27719E+00   -0.61200E-08    0.91650E-05   -0.61200E-08    0.26119E-10
    68    0.17485E+04   -0.48574E+01    0.88746E-05   -0.48574E+01    0.28909E+00   -0.65471E-08    0.88746E-05   -0.65471E-08    0.25215E-10
    69    0.17717E+04   -0.52677E+01    0.85980E-05   -0.52677E+01    0.30119E+00   -0.71744E-08    0.85980E-05   -0.71744E-08    0.24351E-10
    70    0.17952E+04   -0.56869E+01    0.83358E-05   -0.56869E+01    0.31354E+00   -0.79502E-08    0.83358E-05   -0.79502E-08    0.23526E-10
    71    0.18189E+04   -0.61172E+01    0.80882E-05   -0.61172E+01    0.32612E+00   -0.88097E-08    0.80882E-05   -0.88097E-08    0.22737E-10
    72    0.18428E+04   -0.65601E+01    0.78541E-05   -0.65601E+01    0.33891E+00   -0.96386E-08    0.78541E-05   -0.96386E-08    0.21982E-10
    73    0.18668E+04   -0.70163E+01    0.76319E-05   -0.70163E+01    0.35187E+00   -0.10310E-07    0.76319E-05   -0.10310E-07    0.21259E-10
    74    0.18910E+04   -0.74851E+01    0.74198E-05   -0.74851E+01    0.36499E+00   -0.10696E-07    0.74198E-05   -0.10696E-07    0.20568E-10
    75    0.19155E+04   -0.79650E+01    0.72164E-05   -0.79650E+01    0.37829E+00   -0.10670E-07    0.72164E-05   -0.10670E-07    0.19904E-10
    76    0.19403E+04   -0.84556E+01    0.70202E-05   -0.84556E+01    0.39175E+00   -0.10157E-07    0.70202E-05   -0.10157E-07    0.19269E-10
    77    0.19654E+04   -0.89567E+01    0.68304E-05   -0.89567E+01    0.40538E+00   -0.92943E-08    0.68304E-05   -0.92943E-08    0.18659E-10
    78    0.19909E+04   -0.94695E+01    0.66467E-05   -0.94695E+01    0.41919E+00   -0.82709E-08    0.66467E-05   -0.82709E-08    0.18073E-10
    79    0.20165E+04   -0.99904E+01    0.64685E-05   -0.99904E+01    0.43314E+00   -0.72761E-08    0.64685E-05   -0.72761E-08    0.17512E-10
    80    0.20424E+04   -0.10521E+02    0.62954E-05   -0.10521E+02    0.44722E+00   -0.64989E-08    0.62954E-05   -0.64989E-08    0.16972E-10
    81    0.20686E+04   -0.11061E+02    0.61271E-05   -0.11061E+02    0.46139E+00   -0.60865E-08    0.61271E-05   -0.60865E-08    0.16454E-10
    82    0.20949E+04   -0.11610E+02    0.59636E-05   -0.11610E+02    0.47566E+00   -0.60167E-08    0.59636E-05   -0.60167E-08    0.15956E-10
    83    0.21214E+04   -0.12167E+02    0.58053E-05   -0.12167E+02    0.49002E+00   -0.62253E-08    0.58053E-05   -0.62253E-08    0.15477E-10
    84    0.21483E+04   -0.12731E+02    0.56524E-05   -0.12731E+02    0.50446E+00   -0.66480E-08    0.56524E-05   -0.66480E-08    0.15017E-10
    85    0.21752E+04   -0.13302E+02    0.55054E-05   -0.13302E+02    0.51895E+00   -0.72204E-08    0.55054E-05   -0.72204E-08    0.14574E-10
    86    0.22023E+04   -0.13879E+02    0.53644E-05   -0.13879E+02    0.53351E+00   -0.78814E-08    0.53644E-05   -0.78814E-08    0.14148E-10
    87    0.22298E+04   -0.14462E+02    0.52291E-05   -0.14462E+02    0.54810E+00   -0.85821E-08    0.52291E-05   -0.85821E-08    0.13738E-10
    88    0.22574E+04   -0.15051E+02    0.50990E-05   -0.15051E+02    0.56275E+00   -0.92770E-08    0.50990E-05   -0.92770E-08    0.13344E-10
    89    0.22852E+04   -0.15647E+02    0.49737E-05   -0.15647E+02    0.57743E+00   -0.99204E-08    0.49737E-05   -0.99204E-08    0.12963E-10
    90    0.23133E+04   -0.16248E+02    0.48528E-05   -0.16248E+02    0.59211E+00   -0.10467E-07    0.48528E-05   -0.10467E-07    0.12596E-10
    91    0.23415E+04   -0.16854E+02    0.47359E-05   -0.16854E+02    0.60679E+00   -0.10879E-07    0.47359E-05   -0.10879E-07    0.12242E-10
    92    0.23700E+04   -0.17464E+02    0.46229E-05   -0.17464E+02    0.62144E+00   -0.11160E-07    0.46229E-05   -0.11160E-07    0.11899E-10
    93    0.23988E+04   -0.18079E+02    0.45136E-05   -0.18079E+02    0.63606E+00   -0.11318E-07    0.45136E-05   -0.11318E-07    0.11569E-10
    94    0.24276E+04   -0.18698E+02    0.44078E-05   -0.18698E+02    0.65061E+00   -0.11364E-07    0.44078E-05   -0.11364E-07    0.11250E-10
    95    0.24568E+04   -0.19320E+02    0.43056E-05   -0.19320E+02    0.66510E+00   -0.11309E-07    0.43056E-05   -0.11309E-07    0.10942E-10
    96    0.24859E+04   -0.19946E+02    0.42067E-05   -0.19946E+02    0.67951E+00   -0.11163E-07    0.42067E-05   -0.11163E-07    0.10645E-10
    97    0.25154E+04   -0.20574E+02    0.41111E-05   -0.20574E+02    0.69383E+00   -0.10936E-07    0.41111E-05   -0.10936E-07    0.10359E-10
    98    0.25452E+04   -0.21202E+02    0.40185E-05   -0.21202E+02    0.70804E+00   -0.10638E-07    0.40185E-05   -0.10638E-07    0.10082E-10
    99    0.25750E+04   -0.21834E+02    0.39290E-05   -0.21834E+02    0.72212E+00   -0.10281E-07    0.39290E-05   -0.10281E-07    0.98154E-11
   100    0.26051E+04   -0.22465E+02    0.38424E-05   -0.22465E+02    0.73606E+00   -0.98742E-08    0.38424E-05   -0.98742E-08    0.95579E-11
   101    0.26353E+04   -0.23098E+02    0.37585E-05   -0.23098E+02    0.74993E+00   -0.94280E-08    0.37585E-05   -0.94280E-08    0.93094E-11
   102    0.26661E+04   -0.23730E+02    0.36773E-05   -0.23730E+02    0.76357E+00   -0.89529E-08    0.36773E-05   -0.89529E-08    0.90694E-11
   103    0.26968E+04   -0.24363E+02    0.35986E-05   -0.24363E+02    0.77706E+00   -0.84591E-08    0.35986E-05   -0.84591E-08    0.88377E-11
   104    0.27277E+04   -0.24994E+02    0.35224E-05   -0.24994E+02    0.79040E+00   -0.79572E-08    0.35224E-05   -0.79572E-08    0.86138E-11
   105    0.27587E+04   -0.25624E+02    0.34484E-05   -0.25624E+02    0.80352E+00   -0.74574E-08    0.34484E-05   -0.74574E-08    0.83975E-11
   106    0.27900E+04   -0.26252E+02    0.33765E-05   -0.26252E+02    0.81649E+00   -0.69701E-08    0.33765E-05   -0.69701E-08    0.81882E-11
   107    0.28212E+04   -0.26876E+02    0.33068E-05   -0.26876E+02    0.82917E+00   -0.65056E-08    0.33068E-05   -0.65056E-08    0.79858E-11
   108    0.28527E+04   -0.27499E+02    0.32389E-05   -0.27499E+02    0.84163E+00   -0.60743E-08    0.32389E-05   -0.60743E-08    0.77897E-11
   109    0.28844E+04   -0.28118E+02    0.31729E-05   -0.28118E+02    0.85379E+00   -0.56866E-08    0.31729E-05   -0.56866E-08    0.75997E-11
   110    0.29162E+04   -0.28731E+02    0.31086E-05   -0.28731E+02    0.86566E+00   -0.53527E-08    0.31086E-05   -0.53527E-08    0.74154E-11
   111    0.29481E+04   -0.29341E+02    0.30458E-05   -0.29341E+02    0.87731E+00   -0.50807E-08    0.30458E-05   -0.50807E-08    0.72364E-11
   112    0.29802E+04   -0.29947E+02    0.29846E-05   -0.29947E+02    0.88867E+00   -0.48684E-08    0.29846E-05   -0.48684E-08    0.70626E-11
   113    0.30125E+04   -0.30546E+02    0.29249E-05   -0.30546E+02    0.89973E+00   -0.47115E-08    0.29249E-05   -0.47115E-08    0.68939E-11
   114    0.30448E+04   -0.31139E+02    0.28667E-05   -0.31139E+02    0.91043E+00   -0.46053E-08    0.28667E-05   -0.46053E-08    0.67301E-11
   115    0.30774E+04   -0.31724E+02    0.28100E-05   -0.31724E+02    0.92091E+00   -0.45454E-08    0.28100E-05   -0.45454E-08    0.65711E-11
   116    0.31100E+04   -0.32303E+02    0.27546E-05   -0.32303E+02    0.93096E+00   -0.45273E-08    0.27546E-05   -0.45273E-08    0.64167E-11
   117    0.31428E+04   -0.32873E+02    0.27007E-05   -0.32873E+02    0.94063E+00   -0.45466E-08    0.27007E-05   -0.45466E-08    0.62669E-11
   118    0.31758E+04   -0.33435E+02    0.26481E-05   -0.33435E+02    0.95010E+00   -0.45987E-08    0.26481E-05   -0.45987E-08    0.61215E-11
   119    0.32088E+04   -0.33988E+02    0.25968E-05   -0.33988E+02    0.95919E+00   -0.46791E-08    0.25968E-05   -0.46791E-08    0.59804E-11
   120    0.32419E+04   -0.34531E+02    0.25469E-05   -0.34531E+02    0.96778E+00   -0.47834E-08    0.25469E-05   -0.47834E-08    0.58435E-11
   121    0.32751E+04   -0.35064E+02    0.24982E-05   -0.35064E+02    0.97615E+00   -0.49071E-08    0.24982E-05   -0.49071E-08    0.57105E-11
   122    0.33083E+04   -0.35587E+02    0.24507E-05   -0.35587E+02    0.98401E+00   -0.50456E-08    0.24507E-05   -0.50456E-08    0.55814E-11
   123    0.33415E+04   -0.36099E+02    0.24044E-05   -0.36099E+02    0.99143E+00   -0.51946E-08    0.24044E-05   -0.51946E-08    0.54561E-11
   124    0.33748E+04   -0.36597E+02    0.23593E-05   -0.36597E+02    0.99849E+00   -0.53494E-08    0.23593E-05   -0.53494E-08    0.53344E-11
   125    0.34081E+04   -0.37084E+02    0.23154E-05   -0.37084E+02    0.10051E+01   -0.55056E-08    0.23154E-05   -0.55056E-08    0.52162E-11
   126    0.34414E+04   -0.37559E+02    0.22725E-05   -0.37559E+02    0.10114E+01   -0.56588E-08    0.22725E-05   -0.56588E-08    0.51013E-11
   127    0.34748E+04   -0.38021E+02    0.22308E-05   -0.38021E+02    0.10171E+01   -0.58044E-08    0.22308E-05   -0.58044E-08    0.49897E-11
   128    0.35081E+04   -0.38470E+02    0.21901E-05   -0.38470E+02    0.10225E+01   -0.59379E-08    0.21901E-05   -0.59379E-08    0.48812E-11
   129    0.35415E+04   -0.38904E+02    0.21504E-05   -0.38904E+02    0.10274E+01   -0.60548E-08    0.21504E-05   -0.60548E-08    0.47757E-11
   130    0.35748E+04   -0.39322E+02    0.21116E-05   -0.39322E+02    0.10318E+01   -0.61508E-08    0.21116E-05   -0.61508E-08    0.46730E-11
   131    0.36081E+04   -0.39728E+02    0.20739E-05   -0.39728E+02    0.10358E+01   -0.62222E-08    0.20739E-05   -0.62222E-08    0.45730E-11
   132    0.36415E+04   -0.40116E+02    0.20371E-05   -0.40116E+02    0.10393E+01   -0.62697E-08    0.20371E-05   -0.62697E-08    0.44757E-11
   133    0.36748E+04   -0.40490E+02    0.20012E-05   -0.40490E+02    0.10424E+01   -0.62951E-08    0.20012E-05   -0.62951E-08    0.43810E-11
   134    0.37081E+04   -0.40846E+02    0.19661E-05   -0.40846E+02    0.10450E+01   -0.62999E-08    0.19661E-05   -0.62999E-08    0.42887E-11
   135    0.37414E+04   -0.41185E+02    0.19319E-05   -0.41185E+02    0.10471E+01   -0.62858E-08    0.19319E-05   -0.62858E-08    0.41990E-11
   136    0.37745E+04   -0.41506E+02    0.18986E-05   -0.41506E+02    0.10487E+01   -0.62545E-08    0.18986E-05   -0.62545E-08    0.41116E-11
   137    0.38075E+04   -0.41809E+02    0.18660E-05   -0.41809E+02    0.10499E+01   -0.62077E-08    0.18660E-05   -0.62077E-08    0.40265E-11
   138    0.38405E+04   -0.42093E+02    0.18342E-05   -0.42093E+02    0.10506E+01   -0.61470E-08    0.18342E-05   -0.61470E-08    0.39437E-11
   139    0.38733E+04   -0.42358E+02    0.18032E-05   -0.42358E+02    0.10510E+01   -0.60740E-08    0.18032E-05   -0.60740E-08    0.38631E-11
   140    0.39061E+04   -0.42605E+02    0.17729E-05   -0.42605E+02    0.10507E+01   -0.59905E-08    0.17729E-05   -0.59905E-08    0.37846E-11
   141    0.39387E+04   -0.42831E+02    0.17433E-05   -0.42831E+02    0.10500E+01   -0.58981E-08    0.17433E-05   -0.58981E-08    0.37082E-11
   142    0.39713E+04   -0.43037E+02    0.17144E-05   -0.43037E+02    0.10488E+01   -0.57984E-08    0.17144E-05   -0.57984E-08    0.36338E-11
   143    0.40038E+04   -0.43223E+02    0.16861E-05   -0.43223E+02    0.10472E+01   -0.56932E-08    0.16861E-05   -0.56932E-08    0.35613E-11
   144    0.40361E+04   -0.43388E+02    0.16585E-05   -0.43388E+02    0.10451E+01   -0.55840E-08    0.16585E-05   -0.55840E-08    0.34907E-11
   145    0.40682E+04   -0.43532E+02    0.16314E-05   -0.43532E+02    0.10426E+01   -0.54727E-08    0.16314E-05   -0.54727E-08    0.34219E-11
   146    0.41005E+04   -0.43655E+02    0.16050E-05   -0.43655E+02    0.10396E+01   -0.53607E-08    0.16050E-05   -0.53607E-08    0.33548E-11
   147    0.41323E+04   -0.43756E+02    0.15790E-05   -0.43756E+02    0.10362E+01   -0.52498E-08    0.15790E-05   -0.52498E-08    0.32894E-11
   148    0.41640E+04   -0.43835E+02    0.15536E-05   -0.43835E+02    0.10323E+01   -0.51416E-08    0.15536E-05   -0.51416E-08    0.32256E-11
   149    0.41956E+04   -0.43891E+02    0.15287E-05   -0.43891E+02    0.10280E+01   -0.50379E-08    0.15287E-05   -0.50379E-08    0.31633E-11
   150    0.42269E+04   -0.43923E+02    0.15043E-05   -0.43923E+02    0.10234E+01   -0.49402E-08    0.15043E-05   -0.49402E-08    0.31026E-11
   151    0.42581E+04   -0.43932E+02    0.14803E-05   -0.43932E+02    0.10183E+01   -0.48499E-08    0.14803E-05   -0.48499E-08    0.30432E-11
   152    0.42889E+04   -0.43919E+02    0.14568E-05   -0.43919E+02    0.10127E+01   -0.47668E-08    0.14568E-05   -0.47668E-08    0.29852E-11
   153    0.43197E+04   -0.43880E+02    0.14337E-05   -0.43880E+02    0.10068E+01   -0.46905E-08    0.14337E-05   -0.46905E-08    0.29286E-11
   154    0.43502E+04   -0.43818E+02    0.14110E-05   -0.43818E+02    0.10005E+01   -0.46205E-08    0.14110E-05   -0.46205E-08    0.28733E-11
   155    0.43805E+04   -0.43731E+02    0.13887E-05   -0.43731E+02    0.99387E+00   -0.45562E-08    0.13887E-05   -0.45562E-08    0.28194E-11
   156    0.44104E+04   -0.43621E+02    0.13669E-05   -0.43621E+02    0.98689E+00   -0.44973E-08    0.13669E-05   -0.44973E-08    0.27667E-11
   157    0.44402E+04   -0.43485E+02    0.13454E-05   -0.43485E+02    0.97957E+00   -0.44431E-08    0.13454E-05   -0.44431E-08    0.27152E-11
   158    0.44698E+04   -0.43325E+02    0.13244E-05   -0.43325E+02    0.97196E+00   -0.43933E-08    0.13244E-05   -0.43933E-08    0.26650E-11
   159    0.44990E+04   -0.43139E+02    0.13038E-05   -0.43139E+02    0.96394E+00   -0.43473E-08    0.13038E-05   -0.43473E-08    0.26159E-11
   160    0.45280E+04   -0.42927E+02    0.12835E-05   -0.42927E+02    0.95564E+00   -0.43047E-08    0.12835E-05   -0.43047E-08    0.25680E-11
   161    0.45568E+04   -0.42691E+02    0.12637E-05   -0.42691E+02    0.94713E+00   -0.42649E-08    0.12637E-05   -0.42649E-08    0.25212E-11
   162    0.45853E+04   -0.42430E+02    0.12442E-05   -0.42430E+02    0.93828E+00   -0.42275E-08    0.12442E-05   -0.42275E-08    0.24756E-11
   163    0.46136E+04   -0.42142E+02    0.12251E-05   -0.42142E+02    0.92915E+00   -0.41920E-08    0.12251E-05   -0.41920E-08    0.24310E-11
   164    0.46415E+04   -0.41830E+02    0.12063E-05   -0.41830E+02    0.91982E+00   -0.41579E-08    0.12063E-05   -0.41579E-08    0.23874E-11
   165    0.46693E+04   -0.41491E+02    0.11879E-05   -0.41491E+02    0.91022E+00   -0.41247E-08    0.11879E-05   -0.41247E-08    0.23449E-11
   166    0.46967E+04   -0.41126E+02    0.11699E-05   -0.41126E+02    0.90048E+00   -0.40919E-08    0.11699E-05   -0.40919E-08    0.23034E-11
   167    0.47239E+04   -0.40737E+02    0.11522E-05   -0.40737E+02    0.89040E+00   -0.40590E-08    0.11522E-05   -0.40590E-08    0.22628E-11
   168    0.47506E+04   -0.40320E+02    0.11349E-05   -0.40320E+02    0.88034E+00   -0.40256E-08    0.11349E-05   -0.40256E-08    0.22231E-11
   169    0.47770E+04   -0.39877E+02    0.11179E-05   -0.39877E+02    0.87000E+00   -0.39912E-08    0.11179E-05   -0.39912E-08    0.21844E-11
   170    0.48032E+04   -0.39408E+02    0.11012E-05   -0.39408E+02    0.85961E+00   -0.39553E-08    0.11012E-05   -0.39553E-08    0.21465E-11
   171    0.48288E+04   -0.38911E+02    0.10849E-05   -0.38911E+02    0.84917E+00   -0.39173E-08    0.10849E-05   -0.39173E-08    0.21095E-11
   172    0.48541E+04   -0.38388E+02    0.10689E-05   -0.38388E+02    0.83860E+00   -0.38769E-08    0.10689E-05   -0.38769E-08    0.20733E-11
   173    0.48790E+04   -0.37839E+02    0.10532E-05   -0.37839E+02    0.82791E+00   -0.38335E-08    0.10532E-05   -0.38335E-08    0.20379E-11
   174    0.49035E+04   -0.37264E+02    0.10378E-05   -0.37264E+02    0.81738E+00   -0.37866E-08    0.10378E-05   -0.37866E-08    0.20033E-11
   175    0.49276E+04   -0.36661E+02    0.10226E-05   -0.36661E+02    0.80672E+00   -0.37357E-08    0.10226E-05   -0.37357E-08    0.19694E-11
   176    0.49512E+04   -0.36032E+02    0.10078E-05   -0.36032E+02    0.79617E+00   -0.36805E-08    0.10078E-05   -0.36805E-08    0.19362E-11
   177    0.49744E+04   -0.35377E+02    0.99331E-06   -0.35377E+02    0.78563E+00   -0.36211E-08    0.99331E-06   -0.36211E-08    0.19037E-11
   178    0.49972E+04   -0.34695E+02    0.97906E-06   -0.34695E+02    0.77533E+00   -0.35578E-08    0.97906E-06   -0.35578E-08    0.18719E-11
