#    L    TT             EE             BB             TE          
   395    0.16696E+04    0.20574E+02    0.35069E-01    0.63796E+01
   396    0.16642E+04    0.20565E+02    0.35173E-01    0.45498E+01
   397    0.16590E+04    0.20553E+02    0.35278E-01    0.27269E+01
   398    0.16543E+04    0.20537E+02    0.35384E-01    0.91230E+00
   399    0.16499E+04    0.20517E+02    0.35491E-01   -0.89325E+00
   400    0.16459E+04    0.20494E+02    0.35597E-01   -0.26889E+01
   401    0.16424E+04    0.20466E+02    0.35705E-01   -0.44739E+01
   402    0.16392E+04    0.20434E+02    0.35813E-01   -0.62476E+01
   403    0.16365E+04    0.20400E+02    0.35922E-01   -0.80094E+01
   404    0.16340E+04    0.20361E+02    0.36032E-01   -0.97577E+01
   405    0.16321E+04    0.20318E+02    0.36142E-01   -0.11493E+02
   406    0.16304E+04    0.20272E+02    0.36253E-01   -0.13214E+02
   407    0.16291E+04    0.20222E+02    0.36365E-01   -0.14922E+02
   408    0.16282E+04    0.20168E+02    0.36477E-01   -0.16612E+02
   409    0.16277E+04    0.20112E+02    0.36590E-01   -0.18287E+02
   410    0.16274E+04    0.20051E+02    0.36704E-01   -0.19945E+02
   411    0.16277E+04    0.19987E+02    0.36819E-01   -0.21585E+02
   412    0.16282E+04    0.19919E+02    0.36935E-01   -0.23208E+02
   413    0.16290E+04    0.19848E+02    0.37051E-01   -0.24812E+02
   414    0.16301E+04    0.19774E+02    0.37168E-01   -0.26397E+02
   415    0.16317E+04    0.19697E+02    0.37286E-01   -0.27961E+02
   416    0.16335E+04    0.19615E+02    0.37404E-01   -0.29505E+02
   417    0.16357E+04    0.19531E+02    0.37524E-01   -0.31030E+02
   418    0.16381E+04    0.19442E+02    0.37644E-01   -0.32531E+02
   419    0.16410E+04    0.19351E+02    0.37766E-01   -0.34009E+02
   420    0.16441E+04    0.19257E+02    0.37888E-01   -0.35466E+02
   421    0.16475E+04    0.19159E+02    0.38011E-01   -0.36899E+02
   422    0.16513E+04    0.19059E+02    0.38135E-01   -0.38308E+02
   423    0.16552E+04    0.18954E+02    0.38259E-01   -0.39693E+02
   424    0.16595E+04    0.18847E+02    0.38385E-01   -0.41053E+02
   425    0.16641E+04    0.18737E+02    0.38511E-01   -0.42387E+02
   426    0.16689E+04    0.18624E+02    0.38639E-01   -0.43695E+02
   427    0.16740E+04    0.18508E+02    0.38767E-01   -0.44978E+02
   428    0.16794E+04    0.18390E+02    0.38896E-01   -0.46232E+02
   429    0.16849E+04    0.18268E+02    0.39027E-01   -0.47459E+02
   430    0.16909E+04    0.18145E+02    0.39158E-01   -0.48659E+02
   431    0.16970E+04    0.18018E+02    0.39290E-01   -0.49831E+02
   432    0.17032E+04    0.17889E+02    0.39422E-01   -0.50975E+02
   433    0.17099E+04    0.17758E+02    0.39556E-01   -0.52089E+02
   434    0.17166E+04    0.17623E+02    0.39691E-01   -0.53174E+02
   435    0.17236E+04    0.17488E+02    0.39826E-01   -0.54230E+02
   436    0.17308E+04    0.17350E+02    0.39963E-01   -0.55257E+02
   437    0.17382E+04    0.17209E+02    0.40100E-01   -0.56252E+02
   438    0.17458E+04    0.17066E+02    0.40239E-01   -0.57216E+02
   439    0.17537E+04    0.16922E+02    0.40378E-01   -0.58150E+02
   440    0.17616E+04    0.16775E+02    0.40518E-01   -0.59052E+02
   441    0.17698E+04    0.16626E+02    0.40659E-01   -0.59923E+02
   442    0.17781E+04    0.16475E+02    0.40801E-01   -0.60763E+02
   443    0.17866E+04    0.16323E+02    0.40943E-01   -0.61570E+02
   444    0.17953E+04    0.16170E+02    0.41087E-01   -0.62344E+02
   445    0.18041E+04    0.16013E+02    0.41231E-01   -0.63087E+02
   446    0.18130E+04    0.15856E+02    0.41377E-01   -0.63795E+02
   447    0.18220E+04    0.15698E+02    0.41523E-01   -0.64472E+02
   448    0.18312E+04    0.15538E+02    0.41669E-01   -0.65116E+02
   449    0.18405E+04    0.15377E+02    0.41817E-01   -0.65725E+02
   450    0.18500E+04    0.15215E+02    0.41966E-01   -0.66303E+02
   451    0.18595E+04    0.15052E+02    0.42115E-01   -0.66846E+02
   452    0.18691E+04    0.14888E+02    0.42265E-01   -0.67357E+02
   453    0.18789E+04    0.14724E+02    0.42415E-01   -0.67834E+02
   454    0.18887E+04    0.14558E+02    0.42567E-01   -0.68278E+02
   455    0.18986E+04    0.14392E+02    0.42719E-01   -0.68690E+02
   456    0.19086E+04    0.14224E+02    0.42872E-01   -0.69062E+02
   457    0.19186E+04    0.14057E+02    0.43026E-01   -0.69409E+02
   458    0.19287E+04    0.13889E+02    0.43180E-01   -0.69712E+02
   459    0.19389E+04    0.13721E+02    0.43335E-01   -0.69988E+02
   460    0.19491E+04    0.13552E+02    0.43490E-01   -0.70229E+02
   461    0.19593E+04    0.13384E+02    0.43647E-01   -0.70436E+02
   462    0.19696E+04    0.13214E+02    0.43803E-01   -0.70605E+02
   463    0.19799E+04    0.13046E+02    0.43961E-01   -0.70753E+02
   464    0.19902E+04    0.12878E+02    0.44119E-01   -0.70851E+02
   465    0.20005E+04    0.12710E+02    0.44277E-01   -0.70928E+02
   466    0.20108E+04    0.12541E+02    0.44436E-01   -0.70962E+02
   467    0.20212E+04    0.12374E+02    0.44596E-01   -0.70968E+02
   468    0.20315E+04    0.12207E+02    0.44756E-01   -0.70939E+02
   469    0.20418E+04    0.12040E+02    0.44917E-01   -0.70882E+02
   470    0.20521E+04    0.11874E+02    0.45078E-01   -0.70790E+02
   471    0.20623E+04    0.11710E+02    0.45239E-01   -0.70662E+02
   472    0.20726E+04    0.11546E+02    0.45401E-01   -0.70507E+02
   473    0.20828E+04    0.11383E+02    0.45564E-01   -0.70316E+02
   474    0.20929E+04    0.11221E+02    0.45727E-01   -0.70097E+02
   475    0.21031E+04    0.11060E+02    0.45890E-01   -0.69843E+02
   476    0.21132E+04    0.10901E+02    0.46053E-01   -0.69556E+02
   477    0.21231E+04    0.10743E+02    0.46217E-01   -0.69246E+02
   478    0.21330E+04    0.10586E+02    0.46382E-01   -0.68894E+02
   479    0.21429E+04    0.10431E+02    0.46546E-01   -0.68525E+02
   480    0.21527E+04    0.10277E+02    0.46711E-01   -0.68119E+02
   481    0.21624E+04    0.10125E+02    0.46876E-01   -0.67680E+02
   482    0.21721E+04    0.99759E+01    0.47042E-01   -0.67214E+02
   483    0.21816E+04    0.98279E+01    0.47207E-01   -0.66723E+02
   484    0.21909E+04    0.96822E+01    0.47373E-01   -0.66202E+02
   485    0.22003E+04    0.95381E+01    0.47539E-01   -0.65652E+02
   486    0.22096E+04    0.93970E+01    0.47705E-01   -0.65074E+02
   487    0.22187E+04    0.92581E+01    0.47872E-01   -0.64470E+02
   488    0.22276E+04    0.91208E+01    0.48038E-01   -0.63838E+02
   489    0.22365E+04    0.89865E+01    0.48205E-01   -0.63180E+02
   490    0.22453E+04    0.88552E+01    0.48371E-01   -0.62496E+02
   491    0.22538E+04    0.87261E+01    0.48538E-01   -0.61787E+02
   492    0.22623E+04    0.86000E+01    0.48705E-01   -0.61054E+02
   493    0.22706E+04    0.84754E+01    0.48872E-01   -0.60294E+02
   494    0.22788E+04    0.83553E+01    0.49039E-01   -0.59513E+02
   495    0.22868E+04    0.82374E+01    0.49205E-01   -0.58707E+02
   496    0.22946E+04    0.81232E+01    0.49372E-01   -0.57879E+02
   497    0.23023E+04    0.80119E+01    0.49539E-01   -0.57028E+02
   498    0.23098E+04    0.79029E+01    0.49705E-01   -0.56157E+02
   499    0.23173E+04    0.77983E+01    0.49872E-01   -0.55263E+02
   500    0.23245E+04    0.76958E+01    0.50038E-01   -0.54350E+02
   501    0.23315E+04    0.75978E+01    0.50205E-01   -0.53417E+02
   502    0.23384E+04    0.75034E+01    0.50371E-01   -0.52464E+02
   503    0.23451E+04    0.74120E+01    0.50536E-01   -0.51494E+02
   504    0.23515E+04    0.73242E+01    0.50702E-01   -0.50503E+02
   505    0.23579E+04    0.72408E+01    0.50867E-01   -0.49497E+02
   506    0.23640E+04    0.71611E+01    0.51032E-01   -0.48473E+02
   507    0.23700E+04    0.70849E+01    0.51197E-01   -0.47433E+02
   508    0.23757E+04    0.70133E+01    0.51361E-01   -0.46377E+02
   509    0.23813E+04    0.69451E+01    0.51525E-01   -0.45307E+02
   510    0.23866E+04    0.68812E+01    0.51689E-01   -0.44223E+02
   511    0.23918E+04    0.68212E+01    0.51852E-01   -0.43124E+02
   512    0.23967E+04    0.67654E+01    0.52014E-01   -0.42012E+02
   513    0.24014E+04    0.67138E+01    0.52177E-01   -0.40889E+02
   514    0.24060E+04    0.66665E+01    0.52338E-01   -0.39755E+02
   515    0.24103E+04    0.66236E+01    0.52500E-01   -0.38608E+02
   516    0.24145E+04    0.65850E+01    0.52660E-01   -0.37452E+02
   517    0.24183E+04    0.65510E+01    0.52820E-01   -0.36286E+02
   518    0.24220E+04    0.65213E+01    0.52980E-01   -0.35112E+02
   519    0.24256E+04    0.64961E+01    0.53138E-01   -0.33928E+02
   520    0.24288E+04    0.64755E+01    0.53296E-01   -0.32737E+02
   521    0.24318E+04    0.64594E+01    0.53454E-01   -0.31540E+02
   522    0.24346E+04    0.64481E+01    0.53611E-01   -0.30337E+02
   523    0.24372E+04    0.64414E+01    0.53767E-01   -0.29128E+02
   524    0.24396E+04    0.64392E+01    0.53922E-01   -0.27915E+02
   525    0.24417E+04    0.64419E+01    0.54076E-01   -0.26697E+02
   526    0.24436E+04    0.64493E+01    0.54230E-01   -0.25476E+02
   527    0.24454E+04    0.64614E+01    0.54383E-01   -0.24252E+02
   528    0.24469E+04    0.64782E+01    0.54534E-01   -0.23028E+02
   529    0.24482E+04    0.65001E+01    0.54685E-01   -0.21801E+02
   530    0.24492E+04    0.65267E+01    0.54836E-01   -0.20575E+02
   531    0.24502E+04    0.65581E+01    0.54985E-01   -0.19348E+02
   532    0.24508E+04    0.65944E+01    0.55133E-01   -0.18123E+02
   533    0.24511E+04    0.66356E+01    0.55280E-01   -0.16899E+02
   534    0.24513E+04    0.66817E+01    0.55427E-01   -0.15679E+02
   535    0.24512E+04    0.67328E+01    0.55572E-01   -0.14461E+02
   536    0.24509E+04    0.67886E+01    0.55716E-01   -0.13247E+02
   537    0.24505E+04    0.68494E+01    0.55859E-01   -0.12038E+02
   538    0.24498E+04    0.69152E+01    0.56001E-01   -0.10834E+02
   539    0.24489E+04    0.69857E+01    0.56143E-01   -0.96366E+01
   540    0.24478E+04    0.70614E+01    0.56283E-01   -0.84458E+01
   541    0.24464E+04    0.71418E+01    0.56421E-01   -0.72618E+01
   542    0.24449E+04    0.72271E+01    0.56559E-01   -0.60868E+01
   543    0.24431E+04    0.73174E+01    0.56696E-01   -0.49204E+01
   544    0.24411E+04    0.74125E+01    0.56831E-01   -0.37634E+01
   545    0.24389E+04    0.75125E+01    0.56966E-01   -0.26165E+01
   546    0.24366E+04    0.76171E+01    0.57099E-01   -0.14805E+01
   547    0.24339E+04    0.77265E+01    0.57231E-01   -0.35577E+00
   548    0.24312E+04    0.78407E+01    0.57362E-01    0.75668E+00
   549    0.24282E+04    0.79597E+01    0.57491E-01    0.18562E+01
   550    0.24250E+04    0.80835E+01    0.57620E-01    0.29423E+01
   551    0.24217E+04    0.82121E+01    0.57747E-01    0.40144E+01
   552    0.24181E+04    0.83456E+01    0.57873E-01    0.50714E+01
   553    0.24144E+04    0.84823E+01    0.57998E-01    0.61132E+01
   554    0.24104E+04    0.86253E+01    0.58121E-01    0.71390E+01
   555    0.24063E+04    0.87723E+01    0.58243E-01    0.81481E+01
   556    0.24020E+04    0.89241E+01    0.58364E-01    0.91403E+01
   557    0.23975E+04    0.90800E+01    0.58484E-01    0.10114E+02
   558    0.23928E+04    0.92414E+01    0.58603E-01    0.11070E+02
   559    0.23879E+04    0.94061E+01    0.58720E-01    0.12007E+02
   560    0.23830E+04    0.95748E+01    0.58836E-01    0.12924E+02
   561    0.23776E+04    0.97484E+01    0.58950E-01    0.13821E+02
   562    0.23724E+04    0.99266E+01    0.59064E-01    0.14698E+02
   563    0.23669E+04    0.10108E+02    0.59176E-01    0.15555E+02
   564    0.23612E+04    0.10295E+02    0.59286E-01    0.16389E+02
   565    0.23554E+04    0.10485E+02    0.59396E-01    0.17201E+02
   566    0.23494E+04    0.10679E+02    0.59504E-01    0.17991E+02
   567    0.23433E+04    0.10877E+02    0.59611E-01    0.18757E+02
   568    0.23371E+04    0.11080E+02    0.59716E-01    0.19500E+02
   569    0.23306E+04    0.11286E+02    0.59820E-01    0.20221E+02
   570    0.23241E+04    0.11496E+02    0.59923E-01    0.20915E+02
   571    0.23174E+04    0.11710E+02    0.60025E-01    0.21585E+02
   572    0.23106E+04    0.11927E+02    0.60125E-01    0.22229E+02
   573    0.23037E+04    0.12147E+02    0.60224E-01    0.22848E+02
   574    0.22966E+04    0.12372E+02    0.60322E-01    0.23441E+02
   575    0.22894E+04    0.12599E+02    0.60418E-01    0.24006E+02
   576    0.22822E+04    0.12830E+02    0.60513E-01    0.24546E+02
   577    0.22748E+04    0.13064E+02    0.60607E-01    0.25059E+02
   578    0.22673E+04    0.13301E+02    0.60699E-01    0.25543E+02
   579    0.22597E+04    0.13542E+02    0.60790E-01    0.26001E+02
   580    0.22521E+04    0.13785E+02    0.60880E-01    0.26429E+02
   581    0.22442E+04    0.14031E+02    0.60968E-01    0.26830E+02
   582    0.22363E+04    0.14280E+02    0.61055E-01    0.27202E+02
   583    0.22283E+04    0.14532E+02    0.61141E-01    0.27544E+02
   584    0.22203E+04    0.14787E+02    0.61225E-01    0.27858E+02
   585    0.22122E+04    0.15044E+02    0.61309E-01    0.28142E+02
   586    0.22040E+04    0.15302E+02    0.61391E-01    0.28396E+02
   587    0.21958E+04    0.15564E+02    0.61471E-01    0.28621E+02
   588    0.21875E+04    0.15828E+02    0.61550E-01    0.28814E+02
   589    0.21791E+04    0.16095E+02    0.61628E-01    0.28978E+02
   590    0.21706E+04    0.16362E+02    0.61705E-01    0.29111E+02
   591    0.21622E+04    0.16633E+02    0.61781E-01    0.29214E+02
   592    0.21537E+04    0.16904E+02    0.61855E-01    0.29285E+02
   593    0.21451E+04    0.17178E+02    0.61928E-01    0.29326E+02
   594    0.21364E+04    0.17454E+02    0.62000E-01    0.29335E+02
   595    0.21277E+04    0.17730E+02    0.62070E-01    0.29315E+02
   596    0.21191E+04    0.18009E+02    0.62139E-01    0.29262E+02
   597    0.21104E+04    0.18287E+02    0.62208E-01    0.29178E+02
   598    0.21019E+04    0.18567E+02    0.62274E-01    0.29063E+02
   599    0.20932E+04    0.18849E+02    0.62340E-01    0.28917E+02
   600    0.20845E+04    0.19132E+02    0.62405E-01    0.28739E+02
   601    0.20758E+04    0.19415E+02    0.62468E-01    0.28530E+02
   602    0.20671E+04    0.19699E+02    0.62530E-01    0.28289E+02
   603    0.20584E+04    0.19984E+02    0.62592E-01    0.28019E+02
   604    0.20498E+04    0.20269E+02    0.62652E-01    0.27716E+02
   605    0.20411E+04    0.20554E+02    0.62711E-01    0.27383E+02
   606    0.20325E+04    0.20840E+02    0.62768E-01    0.27018E+02
   607    0.20237E+04    0.21126E+02    0.62825E-01    0.26622E+02
   608    0.20152E+04    0.21413E+02    0.62881E-01    0.26195E+02
   609    0.20067E+04    0.21698E+02    0.62936E-01    0.25737E+02
   610    0.19981E+04    0.21984E+02    0.62990E-01    0.25249E+02
   611    0.19897E+04    0.22269E+02    0.63043E-01    0.24729E+02
   612    0.19813E+04    0.22555E+02    0.63095E-01    0.24181E+02
   613    0.19728E+04    0.22838E+02    0.63146E-01    0.23601E+02
   614    0.19645E+04    0.23122E+02    0.63196E-01    0.22990E+02
   615    0.19562E+04    0.23405E+02    0.63245E-01    0.22351E+02
   616    0.19480E+04    0.23687E+02    0.63293E-01    0.21682E+02
   617    0.19400E+04    0.23969E+02    0.63341E-01    0.20983E+02
   618    0.19319E+04    0.24250E+02    0.63387E-01    0.20255E+02
   619    0.19238E+04    0.24531E+02    0.63433E-01    0.19499E+02
   620    0.19160E+04    0.24808E+02    0.63478E-01    0.18714E+02
   621    0.19081E+04    0.25085E+02    0.63523E-01    0.17901E+02
   622    0.19004E+04    0.25361E+02    0.63567E-01    0.17059E+02
   623    0.18928E+04    0.25634E+02    0.63610E-01    0.16191E+02
   624    0.18852E+04    0.25906E+02    0.63652E-01    0.15295E+02
   625    0.18776E+04    0.26176E+02    0.63694E-01    0.14371E+02
   626    0.18703E+04    0.26444E+02    0.63735E-01    0.13422E+02
   627    0.18630E+04    0.26710E+02    0.63776E-01    0.12446E+02
   628    0.18559E+04    0.26973E+02    0.63816E-01    0.11443E+02
   629    0.18489E+04    0.27234E+02    0.63855E-01    0.10416E+02
   630    0.18419E+04    0.27493E+02    0.63894E-01    0.93618E+01
   631    0.18350E+04    0.27750E+02    0.63933E-01    0.82848E+01
   632    0.18284E+04    0.28003E+02    0.63971E-01    0.71824E+01
   633    0.18218E+04    0.28255E+02    0.64008E-01    0.60569E+01
   634    0.18154E+04    0.28502E+02    0.64045E-01    0.49082E+01
   635    0.18091E+04    0.28748E+02    0.64082E-01    0.37367E+01
   636    0.18028E+04    0.28992E+02    0.64119E-01    0.25431E+01
   637    0.17968E+04    0.29230E+02    0.64155E-01    0.13268E+01
   638    0.17909E+04    0.29467E+02    0.64191E-01    0.89989E-01
   639    0.17851E+04    0.29699E+02    0.64226E-01   -0.11683E+01
   640    0.17795E+04    0.29930E+02    0.64262E-01   -0.24465E+01
   641    0.17740E+04    0.30156E+02    0.64297E-01   -0.37446E+01
   642    0.17686E+04    0.30378E+02    0.64332E-01   -0.50618E+01
   643    0.17634E+04    0.30598E+02    0.64367E-01   -0.63977E+01
   644    0.17585E+04    0.30812E+02    0.64401E-01   -0.77515E+01
   645    0.17535E+04    0.31023E+02    0.64436E-01   -0.91231E+01
   646    0.17488E+04    0.31230E+02    0.64470E-01   -0.10512E+02
   647    0.17443E+04    0.31433E+02    0.64504E-01   -0.11917E+02
   648    0.17398E+04    0.31632E+02    0.64538E-01   -0.13337E+02
   649    0.17357E+04    0.31826E+02    0.64572E-01   -0.14773E+02
   650    0.17316E+04    0.32016E+02    0.64607E-01   -0.16224E+02
   651    0.17277E+04    0.32203E+02    0.64641E-01   -0.17688E+02
   652    0.17239E+04    0.32385E+02    0.64675E-01   -0.19166E+02
   653    0.17205E+04    0.32561E+02    0.64709E-01   -0.20656E+02
   654    0.17170E+04    0.32734E+02    0.64743E-01   -0.22157E+02
   655    0.17138E+04    0.32902E+02    0.64778E-01   -0.23671E+02
   656    0.17108E+04    0.33065E+02    0.64812E-01   -0.25195E+02
   657    0.17079E+04    0.33224E+02    0.64847E-01   -0.26728E+02
   658    0.17051E+04    0.33378E+02    0.64881E-01   -0.28272E+02
   659    0.17027E+04    0.33527E+02    0.64916E-01   -0.29824E+02
   660    0.17004E+04    0.33670E+02    0.64951E-01   -0.31384E+02
   661    0.16983E+04    0.33808E+02    0.64987E-01   -0.32950E+02
   662    0.16963E+04    0.33942E+02    0.65022E-01   -0.34525E+02
   663    0.16945E+04    0.34072E+02    0.65058E-01   -0.36106E+02
   664    0.16930E+04    0.34194E+02    0.65094E-01   -0.37691E+02
   665    0.16915E+04    0.34312E+02    0.65131E-01   -0.39282E+02
   666    0.16903E+04    0.34425E+02    0.65167E-01   -0.40877E+02
   667    0.16892E+04    0.34532E+02    0.65204E-01   -0.42475E+02
   668    0.16883E+04    0.34635E+02    0.65242E-01   -0.44076E+02
   669    0.16877E+04    0.34732E+02    0.65280E-01   -0.45679E+02
   670    0.16871E+04    0.34823E+02    0.65318E-01   -0.47282E+02
   671    0.16868E+04    0.34910E+02    0.65357E-01   -0.48887E+02
   672    0.16866E+04    0.34990E+02    0.65396E-01   -0.50493E+02
   673    0.16867E+04    0.35066E+02    0.65435E-01   -0.52096E+02
   674    0.16869E+04    0.35135E+02    0.65476E-01   -0.53699E+02
   675    0.16873E+04    0.35199E+02    0.65516E-01   -0.55300E+02
   676    0.16879E+04    0.35258E+02    0.65557E-01   -0.56897E+02
   677    0.16887E+04    0.35311E+02    0.65599E-01   -0.58491E+02
   678    0.16896E+04    0.35358E+02    0.65641E-01   -0.60081E+02
   679    0.16907E+04    0.35400E+02    0.65684E-01   -0.61666E+02
   680    0.16921E+04    0.35436E+02    0.65728E-01   -0.63245E+02
   681    0.16937E+04    0.35466E+02    0.65772E-01   -0.64818E+02
   682    0.16953E+04    0.35490E+02    0.65816E-01   -0.66385E+02
   683    0.16972E+04    0.35511E+02    0.65862E-01   -0.67945E+02
   684    0.16992E+04    0.35523E+02    0.65908E-01   -0.69496E+02
   685    0.17014E+04    0.35531E+02    0.65955E-01   -0.71039E+02
   686    0.17037E+04    0.35532E+02    0.66002E-01   -0.72565E+02
   687    0.17063E+04    0.35529E+02    0.66051E-01   -0.74084E+02
   688    0.17090E+04    0.35519E+02    0.66100E-01   -0.75595E+02
   689    0.17118E+04    0.35503E+02    0.66149E-01   -0.77091E+02
   690    0.17149E+04    0.35483E+02    0.66200E-01   -0.78577E+02
   691    0.17181E+04    0.35455E+02    0.66251E-01   -0.80049E+02
   692    0.17214E+04    0.35424E+02    0.66304E-01   -0.81504E+02
   693    0.17250E+04    0.35386E+02    0.66357E-01   -0.82952E+02
   694    0.17286E+04    0.35342E+02    0.66411E-01   -0.84377E+02
   695    0.17324E+04    0.35294E+02    0.66465E-01   -0.85786E+02
   696    0.17365E+04    0.35239E+02    0.66521E-01   -0.87195E+02
   697    0.17406E+04    0.35180E+02    0.66577E-01   -0.88573E+02
   698    0.17449E+04    0.35114E+02    0.66635E-01   -0.89937E+02
   699    0.17493E+04    0.35043E+02    0.66693E-01   -0.91278E+02
   700    0.17539E+04    0.34966E+02    0.66752E-01   -0.92603E+02
   701    0.17587E+04    0.34884E+02    0.66812E-01   -0.93914E+02
   702    0.17635E+04    0.34798E+02    0.66873E-01   -0.95195E+02
   703    0.17685E+04    0.34705E+02    0.66935E-01   -0.96476E+02
   704    0.17737E+04    0.34608E+02    0.66998E-01   -0.97719E+02
   705    0.17788E+04    0.34505E+02    0.67062E-01   -0.98941E+02
   706    0.17842E+04    0.34397E+02    0.67127E-01   -0.10015E+03
   707    0.17897E+04    0.34284E+02    0.67192E-01   -0.10133E+03
   708    0.17954E+04    0.34167E+02    0.67259E-01   -0.10248E+03
   709    0.18011E+04    0.34044E+02    0.67326E-01   -0.10362E+03
   710    0.18071E+04    0.33915E+02    0.67395E-01   -0.10473E+03
   711    0.18130E+04    0.33783E+02    0.67464E-01   -0.10582E+03
   712    0.18191E+04    0.33645E+02    0.67535E-01   -0.10689E+03
   713    0.18254E+04    0.33503E+02    0.67606E-01   -0.10792E+03
   714    0.18317E+04    0.33356E+02    0.67678E-01   -0.10893E+03
   715    0.18381E+04    0.33205E+02    0.67752E-01   -0.10992E+03
   716    0.18446E+04    0.33049E+02    0.67826E-01   -0.11088E+03
   717    0.18513E+04    0.32889E+02    0.67901E-01   -0.11180E+03
   718    0.18579E+04    0.32724E+02    0.67977E-01   -0.11271E+03
   719    0.18647E+04    0.32553E+02    0.68054E-01   -0.11358E+03
   720    0.18715E+04    0.32380E+02    0.68132E-01   -0.11443E+03
   721    0.18786E+04    0.32203E+02    0.68211E-01   -0.11525E+03
   722    0.18856E+04    0.32021E+02    0.68290E-01   -0.11603E+03
   723    0.18927E+04    0.31835E+02    0.68371E-01   -0.11679E+03
   724    0.18999E+04    0.31646E+02    0.68452E-01   -0.11752E+03
   725    0.19071E+04    0.31453E+02    0.68535E-01   -0.11822E+03
   726    0.19145E+04    0.31258E+02    0.68618E-01   -0.11888E+03
   727    0.19218E+04    0.31057E+02    0.68702E-01   -0.11952E+03
   728    0.19292E+04    0.30852E+02    0.68787E-01   -0.12013E+03
   729    0.19367E+04    0.30645E+02    0.68873E-01   -0.12071E+03
   730    0.19442E+04    0.30434E+02    0.68959E-01   -0.12125E+03
   731    0.19518E+04    0.30219E+02    0.69047E-01   -0.12176E+03
   732    0.19594E+04    0.30003E+02    0.69135E-01   -0.12224E+03
   733    0.19671E+04    0.29783E+02    0.69224E-01   -0.12269E+03
   734    0.19748E+04    0.29560E+02    0.69314E-01   -0.12309E+03
   735    0.19826E+04    0.29333E+02    0.69404E-01   -0.12348E+03
   736    0.19903E+04    0.29104E+02    0.69496E-01   -0.12383E+03
   737    0.19981E+04    0.28874E+02    0.69588E-01   -0.12415E+03
   738    0.20058E+04    0.28641E+02    0.69681E-01   -0.12442E+03
   739    0.20136E+04    0.28404E+02    0.69774E-01   -0.12467E+03
   740    0.20214E+04    0.28166E+02    0.69869E-01   -0.12488E+03
   741    0.20292E+04    0.27924E+02    0.69963E-01   -0.12507E+03
   742    0.20370E+04    0.27683E+02    0.70059E-01   -0.12521E+03
   743    0.20449E+04    0.27440E+02    0.70155E-01   -0.12533E+03
   744    0.20527E+04    0.27194E+02    0.70252E-01   -0.12540E+03
   745    0.20605E+04    0.26947E+02    0.70350E-01   -0.12545E+03
   746    0.20683E+04    0.26698E+02    0.70448E-01   -0.12545E+03
   747    0.20760E+04    0.26447E+02    0.70547E-01   -0.12543E+03
   748    0.20837E+04    0.26196E+02    0.70647E-01   -0.12538E+03
   749    0.20915E+04    0.25942E+02    0.70747E-01   -0.12529E+03
   750    0.20991E+04    0.25688E+02    0.70847E-01   -0.12517E+03
   751    0.21068E+04    0.25433E+02    0.70948E-01   -0.12501E+03
   752    0.21145E+04    0.25178E+02    0.71050E-01   -0.12482E+03
   753    0.21220E+04    0.24921E+02    0.71152E-01   -0.12459E+03
   754    0.21295E+04    0.24664E+02    0.71255E-01   -0.12433E+03
   755    0.21371E+04    0.24406E+02    0.71358E-01   -0.12403E+03
   756    0.21444E+04    0.24148E+02    0.71462E-01   -0.12371E+03
   757    0.21519E+04    0.23890E+02    0.71566E-01   -0.12334E+03
   758    0.21591E+04    0.23632E+02    0.71670E-01   -0.12294E+03
   759    0.21664E+04    0.23373E+02    0.71775E-01   -0.12252E+03
   760    0.21736E+04    0.23114E+02    0.71880E-01   -0.12206E+03
   761    0.21807E+04    0.22856E+02    0.71986E-01   -0.12156E+03
   762    0.21878E+04    0.22598E+02    0.72092E-01   -0.12104E+03
   763    0.21947E+04    0.22341E+02    0.72198E-01   -0.12048E+03
   764    0.22016E+04    0.22084E+02    0.72305E-01   -0.11989E+03
   765    0.22084E+04    0.21828E+02    0.72412E-01   -0.11926E+03
   766    0.22152E+04    0.21573E+02    0.72519E-01   -0.11861E+03
   767    0.22218E+04    0.21319E+02    0.72626E-01   -0.11792E+03
   768    0.22283E+04    0.21066E+02    0.72734E-01   -0.11720E+03
   769    0.22348E+04    0.20812E+02    0.72842E-01   -0.11645E+03
   770    0.22411E+04    0.20562E+02    0.72950E-01   -0.11567E+03
   771    0.22473E+04    0.20312E+02    0.73058E-01   -0.11486E+03
   772    0.22534E+04    0.20064E+02    0.73166E-01   -0.11401E+03
   773    0.22594E+04    0.19818E+02    0.73274E-01   -0.11314E+03
   774    0.22653E+04    0.19573E+02    0.73382E-01   -0.11224E+03
   775    0.22711E+04    0.19331E+02    0.73491E-01   -0.11131E+03
   776    0.22767E+04    0.19090E+02    0.73599E-01   -0.11035E+03
   777    0.22822E+04    0.18851E+02    0.73708E-01   -0.10936E+03
   778    0.22878E+04    0.18615E+02    0.73816E-01   -0.10834E+03
   779    0.22930E+04    0.18381E+02    0.73924E-01   -0.10730E+03
   780    0.22981E+04    0.18148E+02    0.74032E-01   -0.10622E+03
   781    0.23032E+04    0.17920E+02    0.74140E-01   -0.10513E+03
   782    0.23080E+04    0.17693E+02    0.74248E-01   -0.10402E+03
   783    0.23128E+04    0.17469E+02    0.74356E-01   -0.10286E+03
   784    0.23174E+04    0.17248E+02    0.74464E-01   -0.10169E+03
   785    0.23218E+04    0.17030E+02    0.74571E-01   -0.10049E+03
